year,bula_h,sex,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,male,At least once per month,0.24230,44,133,0.16920,0.31539
1985,Schleswig-Holstein,male,Seldom,0.54699,89,133,0.46207,0.63191
1985,Schleswig-Holstein,female,Seldom,0.52207,104,144,0.44020,0.60394
1985,Schleswig-Holstein,female,Never,0.27408,40,144,0.20097,0.34719
1985,Hamburg,male,At least once per month,0.29532,50,103,0.20679,0.38385
1985,Hamburg,male,Seldom,0.44466,53,103,0.34822,0.54110
1985,Hamburg,female,At least once per month,0.18088,31,122,0.11229,0.24946
1985,Hamburg,female,Seldom,0.46409,60,122,0.37523,0.55295
1985,Hamburg,female,Never,0.22985,31,122,0.15488,0.30481
1985,Lower Saxony,male,At least once per week,0.08367,49,530,0.06008,0.10727
1985,Lower Saxony,male,At least once per month,0.26745,141,530,0.22973,0.30517
1985,Lower Saxony,male,Seldom,0.47900,256,530,0.43643,0.52157
1985,Lower Saxony,male,Never,0.16988,84,530,0.13788,0.20188
1985,Lower Saxony,female,At least once per week,0.08786,46,557,0.06433,0.11139
1985,Lower Saxony,female,At least once per month,0.19899,117,557,0.16581,0.23218
1985,Lower Saxony,female,Seldom,0.50955,294,557,0.46799,0.55110
1985,Lower Saxony,female,Never,0.20360,100,557,0.17012,0.23707
1985,North Rhine-Westphalia,male,At least once per week,0.09648,161,1450,0.08128,0.11168
1985,North Rhine-Westphalia,male,At least once per month,0.27721,435,1450,0.25416,0.30026
1985,North Rhine-Westphalia,male,Seldom,0.46313,650,1450,0.43745,0.48880
1985,North Rhine-Westphalia,male,Never,0.16318,204,1450,0.14415,0.18221
1985,North Rhine-Westphalia,female,At least once per week,0.10236,162,1483,0.08693,0.11779
1985,North Rhine-Westphalia,female,At least once per month,0.22377,351,1483,0.20255,0.24499
1985,North Rhine-Westphalia,female,Seldom,0.44062,678,1483,0.41534,0.46589
1985,North Rhine-Westphalia,female,Never,0.23325,292,1483,0.21172,0.25478
1985,Hesse,male,At least once per week,0.12331,86,560,0.09605,0.15057
1985,Hesse,male,At least once per month,0.31239,180,560,0.27397,0.35081
1985,Hesse,male,Seldom,0.40779,219,560,0.36705,0.44853
1985,Hesse,male,Never,0.15652,75,560,0.12640,0.18664
1985,Hesse,female,At least once per week,0.11732,76,556,0.09055,0.14409
1985,Hesse,female,At least once per month,0.23956,140,556,0.20405,0.27507
1985,Hesse,female,Seldom,0.42842,242,556,0.38725,0.46959
1985,Hesse,female,Never,0.21470,98,556,0.18054,0.24887
1985,"Rhineland-Palatinate, Saarland",male,At least once per week,0.09716,45,375,0.06714,0.12717
1985,"Rhineland-Palatinate, Saarland",male,At least once per month,0.30146,121,375,0.25495,0.34797
1985,"Rhineland-Palatinate, Saarland",male,Seldom,0.40210,143,375,0.35241,0.45180
1985,"Rhineland-Palatinate, Saarland",male,Never,0.19928,66,375,0.15879,0.23976
1985,"Rhineland-Palatinate, Saarland",female,At least once per week,0.09768,42,380,0.06779,0.12757
1985,"Rhineland-Palatinate, Saarland",female,At least once per month,0.27943,110,380,0.23426,0.32461
1985,"Rhineland-Palatinate, Saarland",female,Seldom,0.40921,153,380,0.35971,0.45871
1985,"Rhineland-Palatinate, Saarland",female,Never,0.21368,75,380,0.17241,0.25495
1985,Baden-Wuerttemberg,male,At least once per week,0.10423,148,1015,0.08542,0.12304
1985,Baden-Wuerttemberg,male,At least once per month,0.26686,282,1015,0.23964,0.29409
1985,Baden-Wuerttemberg,male,Seldom,0.46494,428,1015,0.43424,0.49564
1985,Baden-Wuerttemberg,male,Never,0.16397,157,1015,0.14118,0.18676
1985,Baden-Wuerttemberg,female,At least once per week,0.11637,135,1013,0.09662,0.13613
1985,Baden-Wuerttemberg,female,At least once per month,0.22293,230,1013,0.19729,0.24858
1985,Baden-Wuerttemberg,female,Seldom,0.42790,428,1013,0.39741,0.45838
1985,Baden-Wuerttemberg,female,Never,0.23280,220,1013,0.20676,0.25884
1985,Bavaria,male,At least once per week,0.08846,89,892,0.06982,0.10711
1985,Bavaria,male,At least once per month,0.24007,234,892,0.21202,0.26812
1985,Bavaria,male,Seldom,0.49335,421,892,0.46053,0.52618
1985,Bavaria,male,Never,0.17811,148,892,0.15299,0.20324
1985,Bavaria,female,At least once per week,0.11327,127,987,0.09348,0.13305
1985,Bavaria,female,At least once per month,0.18489,200,987,0.16066,0.20912
1985,Bavaria,female,Seldom,0.42397,416,987,0.39312,0.45482
1985,Bavaria,female,Never,0.27787,244,987,0.24991,0.30583
1985,Berlin,male,At least once per month,0.29874,59,137,0.22181,0.37567
1985,Berlin,male,Seldom,0.41563,78,137,0.33281,0.49846
1985,Berlin,female,At least once per month,0.24781,55,175,0.18366,0.31196
1985,Berlin,female,Seldom,0.33054,71,175,0.26065,0.40044
1985,Berlin,female,Never,0.35149,49,175,0.28055,0.42243
1986,Schleswig-Holstein,male,Seldom,0.64742,97,97,0.55184,0.74299
1986,Schleswig-Holstein,female,Seldom,0.54923,92,125,0.46165,0.63681
1986,Schleswig-Holstein,female,Never,0.21306,33,125,0.14099,0.28514
1986,Hamburg,male,At least once per month,0.25274,38,99,0.16670,0.33879
1986,Hamburg,male,Seldom,0.50643,61,99,0.40744,0.60542
1986,Hamburg,female,At least once per month,0.16586,34,91,0.08901,0.24271
1986,Hamburg,female,Seldom,0.47111,57,91,0.36798,0.57423
1986,Lower Saxony,male,At least once per month,0.22168,124,507,0.18549,0.25788
1986,Lower Saxony,male,Seldom,0.56340,300,507,0.52019,0.60662
1986,Lower Saxony,male,Never,0.17128,83,507,0.13846,0.20411
1986,Lower Saxony,female,At least once per week,0.07992,41,561,0.05746,0.10238
1986,Lower Saxony,female,At least once per month,0.14337,89,561,0.11434,0.17240
1986,Lower Saxony,female,Seldom,0.55411,318,561,0.51294,0.59528
1986,Lower Saxony,female,Never,0.22260,113,561,0.18815,0.25705
1986,North Rhine-Westphalia,male,At least once per week,0.07279,115,1411,0.05923,0.08635
1986,North Rhine-Westphalia,male,At least once per month,0.23991,376,1411,0.21762,0.26220
1986,North Rhine-Westphalia,male,Seldom,0.52276,707,1411,0.49669,0.54884
1986,North Rhine-Westphalia,male,Never,0.16453,213,1411,0.14518,0.18389
1986,North Rhine-Westphalia,female,At least once per week,0.08863,122,1429,0.07389,0.10337
1986,North Rhine-Westphalia,female,At least once per month,0.17424,283,1429,0.15457,0.19392
1986,North Rhine-Westphalia,female,Seldom,0.49235,730,1429,0.46642,0.51828
1986,North Rhine-Westphalia,female,Never,0.24479,294,1429,0.22249,0.26709
1986,Hesse,male,At least once per week,0.08867,59,523,0.06429,0.11306
1986,Hesse,male,At least once per month,0.25613,150,523,0.21868,0.29357
1986,Hesse,male,Seldom,0.46255,229,523,0.41978,0.50532
1986,Hesse,male,Never,0.19265,85,523,0.15882,0.22649
1986,Hesse,female,At least once per week,0.10117,64,522,0.07528,0.12707
1986,Hesse,female,At least once per month,0.21799,124,522,0.18254,0.25345
1986,Hesse,female,Seldom,0.39425,219,522,0.35228,0.43621
1986,Hesse,female,Never,0.28659,115,522,0.24776,0.32541
1986,"Rhineland-Palatinate, Saarland",male,At least once per month,0.28889,117,353,0.24154,0.33624
1986,"Rhineland-Palatinate, Saarland",male,Seldom,0.46691,170,353,0.41479,0.51903
1986,"Rhineland-Palatinate, Saarland",male,Never,0.19379,66,353,0.15250,0.23508
1986,"Rhineland-Palatinate, Saarland",female,At least once per month,0.20576,83,361,0.16400,0.24752
1986,"Rhineland-Palatinate, Saarland",female,Seldom,0.47653,192,361,0.42494,0.52812
1986,"Rhineland-Palatinate, Saarland",female,Never,0.24692,86,361,0.20237,0.29146
1986,Baden-Wuerttemberg,male,At least once per week,0.08196,98,999,0.06494,0.09897
1986,Baden-Wuerttemberg,male,At least once per month,0.23234,243,999,0.20613,0.25854
1986,Baden-Wuerttemberg,male,Seldom,0.49307,455,999,0.46205,0.52409
1986,Baden-Wuerttemberg,male,Never,0.19264,203,999,0.16817,0.21710
1986,Baden-Wuerttemberg,female,At least once per week,0.10400,96,976,0.08483,0.12316
1986,Baden-Wuerttemberg,female,At least once per month,0.16204,175,976,0.13891,0.18517
1986,Baden-Wuerttemberg,female,Seldom,0.45514,434,976,0.42388,0.48640
1986,Baden-Wuerttemberg,female,Never,0.27883,271,976,0.25068,0.30697
1986,Bavaria,male,At least once per week,0.07566,74,842,0.05779,0.09354
1986,Bavaria,male,At least once per month,0.24849,230,842,0.21928,0.27769
1986,Bavaria,male,Seldom,0.44602,374,842,0.41243,0.47962
1986,Bavaria,male,Never,0.22982,164,842,0.20139,0.25826
1986,Bavaria,female,At least once per week,0.09141,94,917,0.07275,0.11007
1986,Bavaria,female,At least once per month,0.18250,197,917,0.15749,0.20751
1986,Bavaria,female,Seldom,0.40767,385,917,0.37584,0.43949
1986,Bavaria,female,Never,0.31842,241,917,0.28825,0.34859
1986,Berlin,male,At least once per month,0.24146,52,129,0.16732,0.31560
1986,Berlin,male,Seldom,0.45244,77,129,0.36621,0.53867
1986,Berlin,female,At least once per month,0.17116,38,165,0.11351,0.22880
1986,Berlin,female,Seldom,0.35763,75,165,0.28427,0.43098
1986,Berlin,female,Never,0.41990,52,165,0.34437,0.49544
1988,Schleswig-Holstein,male,At least once per month,0.22597,37,129,0.15352,0.29843
1988,Schleswig-Holstein,male,Seldom,0.60171,92,129,0.51690,0.68652
1988,Schleswig-Holstein,female,Seldom,0.57489,97,131,0.48991,0.65987
1988,Schleswig-Holstein,female,Never,0.23585,34,131,0.16287,0.30883
