"pli0095_h","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1985","(noch) kein Abschluss","Westdeutschland","157","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1985","Hauptschule","Westdeutschland","716","0.0970825751157378","0.089813639993098","0.104351510238378"
"Min 1x pro Woche","1985","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1985","Realschule","Westdeutschland","165","","",""
"Min 1x pro Woche","1985","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Westdeutschland","116","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Westdeutschland","72","0.0928482735304564","0.0719943150137059","0.113702232047207"
"Min 1x pro Woche","1985","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Westdeutschland","291","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1985","Hauptschule","Westdeutschland","1639","","",""
"Min 1x pro Monat","1985","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1985","Realschule","Westdeutschland","476","0.253374968729892","0.233237159824021","0.273512777635762"
"Min 1x pro Monat","1985","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Westdeutschland","228","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","1985","AkademikerIn","Westdeutschland","169","","",""
"Min 1x pro Monat","1985","AkademikerIn","Ostdeutschland","","","",""
"Seltener","1985","(noch) kein Abschluss","Westdeutschland","412","0.450389602578956","0.420675550004745","0.480103655153167"
"Seltener","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","1985","Hauptschule","Westdeutschland","2767","","",""
"Seltener","1985","Hauptschule","Ostdeutschland","","","",""
"Seltener","1985","Realschule","Westdeutschland","886","0.484965325706052","0.461825895166029","0.508104756246076"
"Seltener","1985","Realschule","Ostdeutschland","","","",""
"Seltener","1985","(Fach-)Abitur","Westdeutschland","324","0.423993031922243","0.389244952150368","0.458741111694119"
"Seltener","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","1985","AkademikerIn","Westdeutschland","393","0.513634193231698","0.477719670087183","0.549548716376213"
"Seltener","1985","AkademikerIn","Ostdeutschland","","","",""
"Nie","1985","(noch) kein Abschluss","Westdeutschland","217","","",""
"Nie","1985","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","1985","Hauptschule","Westdeutschland","1251","","",""
"Nie","1985","Hauptschule","Ostdeutschland","","","",""
"Nie","1985","Realschule","Westdeutschland","265","","",""
"Nie","1985","Realschule","Ostdeutschland","","","",""
"Nie","1985","(Fach-)Abitur","Westdeutschland","109","","",""
"Nie","1985","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","1985","AkademikerIn","Westdeutschland","110","","",""
"Nie","1985","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Westdeutschland","123","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","1986","Hauptschule","Westdeutschland","524","0.0796737090548917","0.0728463895738059","0.0865010285359775"
"Min 1x pro Woche","1986","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1986","Realschule","Westdeutschland","113","","",""
"Min 1x pro Woche","1986","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Westdeutschland","77","0.0934557129970685","0.0732985562391325","0.113612869755005"
"Min 1x pro Woche","1986","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","1986","AkademikerIn","Westdeutschland","64","0.0788070024237324","0.0594723488263053","0.0981416560211595"
"Min 1x pro Woche","1986","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Westdeutschland","250","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","1986","Hauptschule","Westdeutschland","1359","","",""
"Min 1x pro Monat","1986","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1986","Realschule","Westdeutschland","418","0.216179553114682","0.196970126480094","0.23538897974927"
"Min 1x pro Monat","1986","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","1986","(Fach-)Abitur","Westdeutschland","225","","",""
"Min 1x pro Monat","1986","(Fach-)Abitur","Ostdeutschland","","","",""
