year,pgisced97,regtyp,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,No answer / don't know,Urban regions,Seldom,0.42428,36,36,0.26054,0.58802
1985,Pre-primary Level,Urban regions,At least once per month,0.22973,39,123,0.15509,0.30438
1985,Pre-primary Level,Urban regions,Seldom,0.58694,84,123,0.49956,0.67431
1985,Primary Level,Urban regions,At least once per week,0.16028,121,722,0.13350,0.18706
1985,Primary Level,Urban regions,At least once per month,0.24047,196,722,0.20928,0.27167
1985,Primary Level,Urban regions,Seldom,0.39729,255,722,0.36157,0.43301
1985,Primary Level,Urban regions,Never,0.20196,150,722,0.17266,0.23126
1985,Primary Level,Rural regions,Seldom,0.34629,37,37,0.19087,0.50172
1985,Lower Secondary Level,Urban regions,At least once per week,0.11314,294,2289,0.10016,0.12612
1985,Lower Secondary Level,Urban regions,At least once per month,0.20985,567,2289,0.19317,0.22654
1985,Lower Secondary Level,Urban regions,Seldom,0.40412,926,2289,0.38401,0.42423
1985,Lower Secondary Level,Urban regions,Never,0.27288,502,2289,0.25463,0.29114
1985,Lower Secondary Level,Rural regions,At least once per week,0.08264,71,735,0.06272,0.10256
1985,Lower Secondary Level,Rural regions,At least once per month,0.21076,177,735,0.18125,0.24026
1985,Lower Secondary Level,Rural regions,Seldom,0.44028,320,735,0.40436,0.47619
1985,Lower Secondary Level,Rural regions,Never,0.26633,167,735,0.23435,0.29831
1985,Upper Secondary Level,Urban regions,At least once per week,0.09772,440,4001,0.08852,0.10692
1985,Upper Secondary Level,Urban regions,At least once per month,0.25607,1074,4001,0.24254,0.26960
1985,Upper Secondary Level,Urban regions,Seldom,0.45882,1827,4001,0.44338,0.47427
1985,Upper Secondary Level,Urban regions,Never,0.18739,660,4001,0.17530,0.19948
1985,Upper Secondary Level,Rural regions,At least once per week,0.09219,114,1127,0.07529,0.10908
1985,Upper Secondary Level,Rural regions,At least once per month,0.26238,312,1127,0.23668,0.28807
1985,Upper Secondary Level,Rural regions,Seldom,0.47059,539,1127,0.44144,0.49975
1985,Upper Secondary Level,Rural regions,Never,0.17484,162,1127,0.15265,0.19703
1985,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.17338,38,196,0.12025,0.22652
1985,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.30223,72,196,0.23778,0.36669
1985,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.39651,86,196,0.32785,0.46517
1985,First Stage of Tertiary Education,Urban regions,At least once per week,0.08450,42,478,0.05954,0.10946
1985,First Stage of Tertiary Education,Urban regions,At least once per month,0.25018,121,478,0.21131,0.28905
1985,First Stage of Tertiary Education,Urban regions,Seldom,0.44562,223,478,0.40102,0.49023
1985,First Stage of Tertiary Education,Urban regions,Never,0.21969,92,478,0.18254,0.25685
1985,First Stage of Tertiary Education,Rural regions,At least once per month,0.24979,36,100,0.16451,0.33506
1985,First Stage of Tertiary Education,Rural regions,Seldom,0.46957,64,100,0.37126,0.56788
1985,Second Stage of Tertiary Education,Urban regions,At least once per week,0.09186,61,625,0.06920,0.11452
1985,Second Stage of Tertiary Education,Urban regions,At least once per month,0.24415,148,625,0.21045,0.27786
1985,Second Stage of Tertiary Education,Urban regions,Seldom,0.50270,326,625,0.46347,0.54193
1985,Second Stage of Tertiary Education,Urban regions,Never,0.16128,90,625,0.13242,0.19014
1985,Second Stage of Tertiary Education,Rural regions,Seldom,0.56499,67,67,0.44538,0.68459
1986,No answer / don't know,Urban regions,Seldom,0.37782,36,36,0.21719,0.53845
1986,Pre-primary Level,Urban regions,At least once per month,0.23158,38,122,0.15642,0.30675
1986,Pre-primary Level,Urban regions,Seldom,0.50160,84,122,0.41251,0.59069
1986,Primary Level,Urban regions,At least once per week,0.09344,91,669,0.07137,0.11551
1986,Primary Level,Urban regions,At least once per month,0.20938,156,669,0.17853,0.24024
1986,Primary Level,Urban regions,Seldom,0.38946,249,669,0.35248,0.42644
1986,Primary Level,Urban regions,Never,0.30772,173,669,0.27272,0.34272
1986,Primary Level,Rural regions,Seldom,0.40696,35,68,0.28932,0.52459
1986,Primary Level,Rural regions,Never,0.36411,33,68,0.24889,0.47933
1986,Lower Secondary Level,Urban regions,At least once per week,0.09556,204,2188,0.08323,0.10788
1986,Lower Secondary Level,Urban regions,At least once per month,0.18262,488,2188,0.16643,0.19882
1986,Lower Secondary Level,Urban regions,Seldom,0.41606,952,2188,0.39541,0.43672
1986,Lower Secondary Level,Urban regions,Never,0.30576,544,2188,0.28645,0.32507
1986,Lower Secondary Level,Rural regions,At least once per week,0.08035,60,696,0.06014,0.10056
1986,Lower Secondary Level,Rural regions,At least once per month,0.16032,133,696,0.13305,0.18760
1986,Lower Secondary Level,Rural regions,Seldom,0.47365,330,696,0.43653,0.51077
1986,Lower Secondary Level,Rural regions,Never,0.28568,173,696,0.25210,0.31927
1986,Upper Secondary Level,Urban regions,At least once per week,0.07397,316,3882,0.06574,0.08220
1986,Upper Secondary Level,Urban regions,At least once per month,0.21270,930,3882,0.19982,0.22557
1986,Upper Secondary Level,Urban regions,Seldom,0.51103,1953,3882,0.49531,0.52676
1986,Upper Secondary Level,Urban regions,Never,0.20230,683,3882,0.18966,0.21494
1986,Upper Secondary Level,Rural regions,At least once per week,0.05991,67,1082,0.04576,0.07406
1986,Upper Secondary Level,Rural regions,At least once per month,0.23114,271,1082,0.20601,0.25627
1986,Upper Secondary Level,Rural regions,Seldom,0.51300,569,1082,0.48320,0.54280
1986,Upper Secondary Level,Rural regions,Never,0.19595,175,1082,0.17228,0.21961
1986,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.15231,36,225,0.10525,0.19936
1986,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.28659,62,225,0.22738,0.34581
1986,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.39821,90,225,0.33410,0.46232
1986,Post-secondary Non-tertiary Level,Urban regions,Never,0.16289,37,225,0.11453,0.21125
1986,First Stage of Tertiary Education,Urban regions,At least once per month,0.26098,109,423,0.21908,0.30288
1986,First Stage of Tertiary Education,Urban regions,Seldom,0.48057,235,423,0.43290,0.52824
1986,First Stage of Tertiary Education,Urban regions,Never,0.19526,79,423,0.15744,0.23308
1986,First Stage of Tertiary Education,Rural regions,Seldom,0.48178,65,65,0.35936,0.60420
