year,age_gr,sex,pli0095_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,male,At least once per week,0.11333125563945518,214,10903,0.11308602518027631,0.11357648609863404
1985,17-29 y.,male,At least once per month,0.3496922900823737,549,10903,0.3493233793063109,0.35006120085843645
1985,17-29 y.,male,Seldom,0.44496503820536254,676,10903,0.4445805863369365,0.4453494900737886
1985,17-29 y.,male,Never,0.0920114160728086,156,10903,0.09178781189547625,0.09223502025014096
1985,17-29 y.,female,At least once per week,0.1003541380023737,176,10903,0.10011850142350202,0.10058977458124536
1985,17-29 y.,female,At least once per month,0.26374903384595566,410,10903,0.26340345460174197,0.26409461309016935
1985,17-29 y.,female,Seldom,0.5168457228217197,736,10903,0.5164538342032956,0.5172376114401438
1985,17-29 y.,female,Never,0.11905110532995089,188,10903,0.11879713595717023,0.11930507470273155
1985,30-45 y.,male,At least once per week,0.09543267488526283,192,10903,0.09520688063590599,0.09565846913461967
1985,30-45 y.,male,At least once per month,0.32612306556893905,565,10903,0.3257627981947218,0.3264833329431563
1985,30-45 y.,male,Seldom,0.4760142868846121,758,10903,0.4756304792608049,0.47639809450841936
1985,30-45 y.,male,Never,0.10242997266118604,182,10903,0.10219695352944048,0.1026629917929316
1985,30-45 y.,female,At least once per week,0.0919213695249297,196,10903,0.0916978811063143,0.0921448579435451
1985,30-45 y.,female,At least once per month,0.2506917563550551,435,10903,0.2503564935816276,0.2510270191284826
1985,30-45 y.,female,Seldom,0.5263524927669976,862,10903,0.5259662583048109,0.5267387272291842
1985,30-45 y.,female,Never,0.13103438135301756,259,10903,0.1307733582311178,0.13129540447491733
1985,46-65 y.,male,At least once per week,0.08550820461468259,178,10903,0.0853074137069499,0.08570899552241527
1985,46-65 y.,male,At least once per month,0.22166182657925848,394,10903,0.22136357698486797,0.221960076173649
1985,46-65 y.,male,Seldom,0.523324013917876,786,10903,0.5229653834265605,0.5236826444091914
1985,46-65 y.,male,Never,0.16950595488818293,276,10903,0.16923654658050907,0.1697753631958568
1985,46-65 y.,female,At least once per week,0.11750417231648554,198,10903,0.11728324414696505,0.11772510048600603
1985,46-65 y.,female,At least once per month,0.20960560433262784,346,10903,0.20932635541958963,0.20988485324566605
1985,46-65 y.,female,Seldom,0.4446058022898643,710,10903,0.4442648792499887,0.4449467253297399
1985,46-65 y.,female,Never,0.22828442106102234,373,10903,0.2279964592533499,0.22857238286869477
1985,66 and older,male,At least once per week,0.07838820465724818,34,10903,0.0780885377417347,0.07868787157276165
1985,66 and older,male,At least once per month,0.11526250273933392,51,10903,0.11490646940117837,0.11561853607748947
1985,66 and older,male,Seldom,0.31573431013334297,141,10903,0.3152160918899989,0.31625252837668705
1985,66 and older,male,Never,0.49061498247007496,206,10903,0.490057626171581,0.4911723387685689
1985,66 and older,female,At least once per week,0.10199730375822826,64,10903,0.10174604163836928,0.10224856587808723
1985,66 and older,female,At least once per month,0.12489233898233583,82,10903,0.1246178704905176,0.12516680747415404
1985,66 and older,female,Seldom,0.24781416387671068,166,10903,0.24745572138180214,0.24817260637161923
1985,66 and older,female,Never,0.5252961933827252,344,10903,0.5248816143466897,0.5257107724187606
