year,age_gr,sampreg,pli0095_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,30-45 y.,West,Seldom,0.4547504025764895,14443,0.4466293637166052,0.4628714414363738
1985,30-45 y.,West,At least once per month,0.3088566827697262,14443,0.3013215670970567,0.31639179844239573
1985,30-45 y.,West,At least once per week,0.12560386473429952,14443,0.12019902299599777,0.13100870647260127
1985,30-45 y.,West,Never,0.1107890499194847,14443,0.10567013176405031,0.11590796807491908
1985,46-65 y.,West,Seldom,0.4697013627138301,14443,0.4615618476477697,0.47784087777989054
1985,46-65 y.,West,At least once per month,0.2899391127863149,14443,0.2825391665582627,0.2973390590143671
1985,46-65 y.,West,Never,0.12786314873876486,14443,0.12241696383442892,0.13330933364310082
1985,46-65 y.,West,At least once per week,0.11249637576109017,14443,0.10734311998210704,0.11764963154007331
1985,66 and older,West,Seldom,0.458754983134008,14443,0.4506282739529753,0.4668816923150407
1985,66 and older,West,At least once per month,0.2269242563630788,14443,0.22009334186051457,0.23375517086564304
1985,66 and older,West,Never,0.19901870591842993,14443,0.19250713909701386,0.205530272739846
1985,66 and older,West,At least once per week,0.11530205458448328,14443,0.1100931860304414,0.12051092313852517
1985,,West,Never,0.5055147058823529,14443,0.49736070126673765,0.5136687104979681
1985,,West,Seldom,0.2821691176470588,14443,0.2748291664039838,0.28950906889013384
1985,,West,At least once per month,0.12224264705882353,14443,0.11690037529944826,0.12758491881819878
1985,,West,At least once per week,0.0900735294117647,14443,0.08540447316786337,0.09474258565566604
1986,30-45 y.,West,Seldom,0.4700657894736842,13742,0.46172088441030035,0.4784106945370681
1986,30-45 y.,West,At least once per month,0.29736842105263156,13742,0.28972579949401817,0.30501104261124495
1986,30-45 y.,West,Never,0.13848684210526316,13742,0.13271165162693718,0.14426203258358913
1986,30-45 y.,West,At least once per week,0.09407894736842105,13742,0.08919779347695829,0.09896010125988382
1986,46-65 y.,West,Seldom,0.5425237949032853,13742,0.5341941833337601,0.5508534064728104
1986,46-65 y.,West,At least once per month,0.23733497083205404,13742,0.23022154376024873,0.24444839790385936
1986,46-65 y.,West,Never,0.1393920785999386,13742,0.13360108858643865,0.14518306861343855
1986,46-65 y.,West,At least once per week,0.08074915566472214,13742,0.07619385430952974,0.08530445701991454
1986,66 and older,West,Seldom,0.4810641627543036,13742,0.47271025965045643,0.48941806585815073
1986,66 and older,West,Never,0.2244131455399061,13742,0.21743772387931348,0.23138856720049872
1986,66 and older,West,At least once per month,0.20500782472613457,13742,0.19825791841172538,0.21175773104054377
1986,66 and older,West,At least once per week,0.08951486697965572,13742,0.08474160672830987,0.09428812723100156
1986,,West,Never,0.5339233038348082,13742,0.5255826666109107,0.5422639410587058
1986,,West,Seldom,0.2910521140609636,13742,0.28345718653106533,0.29864704159086186
1986,,West,At least once per month,0.09931170108161258,13742,0.09431114191682795,0.10431226024639721
1986,,West,At least once per week,0.07571288102261553,13742,0.0712898555989033,0.08013590644632776
1988,30-45 y.,West,Seldom,0.47067039106145253,12817,0.4620289850177418,0.47931179710516325
1988,30-45 y.,West,At least once per month,0.2779329608938548,12817,0.2701772490189774,0.28568867276873217
1988,30-45 y.,West,Never,0.15293296089385475,12817,0.1467017518798209,0.1591641699078886
1988,30-45 y.,West,At least once per week,0.09846368715083799,12817,0.09330555411918415,0.10362182018249183
1988,46-65 y.,West,Seldom,0.5233231188287368,12817,0.5146762298230462,0.5319700078344275
1988,46-65 y.,West,At least once per month,0.24412665985699694,12817,0.23668970752672874,0.25156361218726514
1988,46-65 y.,West,Never,0.15389853592100783,12817,0.14765125052134892,0.16014582132066674
1988,46-65 y.,West,At least once per week,0.07865168539325842,12817,0.07399122502939234,0.0833121457571245
1988,66 and older,West,Seldom,0.48489769405651184,12817,0.4762453319695589,0.49355005614346475
1988,66 and older,West,Never,0.22799610263072426,12817,0.2207327632481958,0.23525944201325272
