"pli0095_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1985","(noch) kein Abschluss","kein Migrationshintergrund","17","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","direkter Migrationshintergrund","140","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1985","Hauptschule","kein Migrationshintergrund","428","0.0891902396965885","0.0811280179029445","0.0972524614902326"
"Min 1x pro Woche","1985","Hauptschule","direkter Migrationshintergrund","273","","",""
"Min 1x pro Woche","1985","Hauptschule","indirekter Migrationshintergrund","15","","",""
"Min 1x pro Woche","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1985","Realschule","kein Migrationshintergrund","144","","",""
"Min 1x pro Woche","1985","Realschule","direkter Migrationshintergrund","19","","",""
"Min 1x pro Woche","1985","Realschule","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","kein Migrationshintergrund","71","0.136994641367004","0.108100674047058","0.165888608686949"
"Min 1x pro Woche","1985","(Fach-)Abitur","direkter Migrationshintergrund","43","0.158869545845932","0.111419933000033","0.206319158691831"
"Min 1x pro Woche","1985","(Fach-)Abitur","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1985","AkademikerIn","kein Migrationshintergrund","50","0.0820622495989879","0.0606814195968064","0.103443079601169"
"Min 1x pro Woche","1985","AkademikerIn","direkter Migrationshintergrund","20","","",""
"Min 1x pro Woche","1985","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Min 1x pro Woche","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","kein Migrationshintergrund","44","0.183252102167265","0.132475439303845","0.234028765030686"
"Min 1x pro Monat","1985","(noch) kein Abschluss","direkter Migrationshintergrund","244","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","Hauptschule","kein Migrationshintergrund","1159","","",""
"Min 1x pro Monat","1985","Hauptschule","direkter Migrationshintergrund","466","0.284861029318346","0.261966594368717","0.307755464267975"
"Min 1x pro Monat","1985","Hauptschule","indirekter Migrationshintergrund","14","","",""
"Min 1x pro Monat","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","Realschule","kein Migrationshintergrund","418","0.249343655889397","0.228315191396322","0.270372120382473"
"Min 1x pro Monat","1985","Realschule","direkter Migrationshintergrund","48","0.291549851212912","0.215168084954187","0.367931617471637"
"Min 1x pro Monat","1985","Realschule","indirekter Migrationshintergrund","10","","",""
"Min 1x pro Monat","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","kein Migrationshintergrund","146","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","direkter Migrationshintergrund","82","0.404619711047478","0.340910619613731","0.468328802481225"
"Min 1x pro Monat","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1985","AkademikerIn","kein Migrationshintergrund","143","","",""
"Min 1x pro Monat","1985","AkademikerIn","direkter Migrationshintergrund","25","","",""
"Min 1x pro Monat","1985","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1985","(noch) kein Abschluss","kein Migrationshintergrund","117","","",""
"Seltener","1985","(noch) kein Abschluss","direkter Migrationshintergrund","284","","",""
"Seltener","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
