year,age_gr,migback,pli0095_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,30-45 y.,No migration background,Seldom,0.4924415941365094,14443,0.4842880252950822,0.5005951629779366
1985,30-45 y.,No migration background,At least once per month,0.30829134218964727,14443,0.30076004759577935,0.3158226367835152
1985,30-45 y.,No migration background,Never,0.10261108566193312,14443,0.09766211525164804,0.1075600560722182
1985,30-45 y.,No migration background,At least once per week,0.09665597801191021,14443,0.09183685166192815,0.10147510436189228
1985,30-45 y.,Direct migration background,Seldom,0.35135135135135137,14443,0.34356555681537015,0.3591371458873326
1985,30-45 y.,Direct migration background,At least once per month,0.3230958230958231,14443,0.3154687723749247,0.33072287381672144
1985,30-45 y.,Direct migration background,At least once per week,0.19656019656019655,14443,0.19007905023978577,0.20304134288060732
1985,30-45 y.,Direct migration background,Never,0.128992628992629,14443,0.12352598580604217,0.13445927217921586
1985,30-45 y.,Indirect migration background,Seldom,0.4722222222222222,14443,0.4640803154333531,0.4803641290110913
1985,30-45 y.,Indirect migration background,At least once per month,0.21296296296296297,14443,0.20628603038106771,0.21963989554485822
1985,30-45 y.,Indirect migration background,At least once per week,0.17592592592592593,14443,0.16971615736797974,0.18213569448387212
1985,30-45 y.,Indirect migration background,Never,0.1388888888888889,14443,0.13324873811180868,0.1445290396659691
1985,46-65 y.,No migration background,Seldom,0.5227976980965029,14443,0.5146516782462007,0.5309437179468051
1985,46-65 y.,No migration background,At least once per month,0.28021248339973437,14443,0.27288806305218216,0.2875369037472866
1985,46-65 y.,No migration background,Never,0.11199645861000443,14443,0.10685321778833945,0.11713969943166941
1985,46-65 y.,No migration background,At least once per week,0.0849933598937583,14443,0.08044523913287471,0.08954148065464188
1985,46-65 y.,Direct migration background,Seldom,0.3679727427597956,14443,0.36010766365730623,0.3758378218622849
1985,46-65 y.,Direct migration background,At least once per month,0.3091993185689949,14443,0.30166189348818595,0.31673674364980386
1985,46-65 y.,Direct migration background,At least once per week,0.16524701873935263,14443,0.1591898011943473,0.17130423628435795
1985,46-65 y.,Direct migration background,Never,0.1575809199318569,14443,0.15163877447231686,0.16352306539139697
1985,46-65 y.,Indirect migration background,Seldom,0.4375,14443,0.4294094572353467,0.4455905427646533
1985,46-65 y.,Indirect migration background,At least once per month,0.25,14443,0.24293799530813312,0.2570620046918669
1985,46-65 y.,Indirect migration background,Never,0.1875,14443,0.18113439499397668,0.19386560500602332
1985,46-65 y.,Indirect migration background,At least once per week,0.125,14443,0.11960630482356445,0.13039369517643554
1985,66 and older,No migration background,Seldom,0.5022964509394572,14443,0.49414203632874176,0.5104508655501726
1985,66 and older,No migration background,At least once per month,0.20626304801670145,14443,0.19966407456926966,0.21286202146413324
1985,66 and older,No migration background,Never,0.19958246346555322,14443,0.19306397573025055,0.2061009512008559
1985,66 and older,No migration background,At least once per week,0.0918580375782881,14443,0.08714758301432747,0.09656849214224873
1985,66 and older,Direct migration background,Seldom,0.33801169590643276,14443,0.33029700753151753,0.345726384281348
1985,66 and older,Direct migration background,At least once per month,0.28771929824561404,14443,0.28033622034361644,0.29510237614761164
1985,66 and older,Direct migration background,Never,0.19298245614035087,14443,0.186546282260754,0.19941863001994772
1985,66 and older,Direct migration background,At least once per week,0.18128654970760233,14443,0.17500341862841837,0.1875696807867863
1985,66 and older,Indirect migration background,Never,0.5454545454545454,14443,0.5373338110279654,0.5535752798811254
1985,66 and older,Indirect migration background,Seldom,0.36363636363636365,14443,0.35579098883427557,0.3714817384384517
1985,66 and older,Indirect migration background,At least once per week,0.09090909090909091,14443,0.0862205827018875,0.09559759911629433
