"pli0095_h","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","1985","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Hamburg","1","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Niedersachsen","8","0.120107633002666","0.0470204245989724","0.19319484140636"
"Min 1x pro Woche","1985","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Nordrhein-Westfalen","51","0.130548043557667","0.0946842504654","0.166411836649934"
"Min 1x pro Woche","1985","(noch) kein Abschluss","Hessen","18","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","13","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Baden-Wuerttemberg","55","0.139657189239227","0.100101906007568","0.179212472470887"
"Min 1x pro Woche","1985","(noch) kein Abschluss","Bayern","11","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Berlin","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Woche","1985","Hauptschule","Schleswig-Holstein","21","","",""
"Min 1x pro Woche","1985","Hauptschule","Hamburg","10","","",""
"Min 1x pro Woche","1985","Hauptschule","Niedersachsen","52","0.076986081030556","0.0564299175291126","0.0975422445319993"
"Min 1x pro Woche","1985","Hauptschule","Bremen","7","0.109134353283489","0.0412308115002438","0.177037895066734"
"Min 1x pro Woche","1985","Hauptschule","Nordrhein-Westfalen","161","","",""
"Min 1x pro Woche","1985","Hauptschule","Hessen","94","0.11603163986103","0.0909234931461773","0.141139786575882"
"Min 1x pro Woche","1985","Hauptschule","Rheinland-Pfalz,Saarland","54","0.091965765749973","0.0670320245692235","0.116899506930723"
"Min 1x pro Woche","1985","Hauptschule","Baden-Wuerttemberg","166","","",""
"Min 1x pro Woche","1985","Hauptschule","Bayern","140","","",""
"Min 1x pro Woche","1985","Hauptschule","Saarland","","","",""
"Min 1x pro Woche","1985","Hauptschule","Berlin","11","","",""
"Min 1x pro Woche","1985","Hauptschule","Brandenburg","","","",""
"Min 1x pro Woche","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1985","Hauptschule","Sachsen","","","",""
"Min 1x pro Woche","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1985","Hauptschule","Thueringen","","","",""
"Min 1x pro Woche","1985","Realschule","Schleswig-Holstein","4","0.0444892458520232","-0.000690981206421706","0.0896694729104681"
"Min 1x pro Woche","1985","Realschule","Hamburg","6","0.131977121202339","0.043329111566799","0.220625130837879"
"Min 1x pro Woche","1985","Realschule","Niedersachsen","19","","",""
"Min 1x pro Woche","1985","Realschule","Bremen","1","","",""
"Min 1x pro Woche","1985","Realschule","Nordrhein-Westfalen","40","0.0930559739060378","0.0661247121460531","0.119987235666023"
"Min 1x pro Woche","1985","Realschule","Hessen","24","","",""
"Min 1x pro Woche","1985","Realschule","Rheinland-Pfalz,Saarland","14","","",""
"Min 1x pro Woche","1985","Realschule","Baden-Wuerttemberg","20","","",""
"Min 1x pro Woche","1985","Realschule","Bayern","31","0.082799980642184","0.0540111579776488","0.111588803306719"
"Min 1x pro Woche","1985","Realschule","Saarland","","","",""
"Min 1x pro Woche","1985","Realschule","Berlin","6","0.0822141941661352","0.0192011107400163","0.145227277592254"
"Min 1x pro Woche","1985","Realschule","Brandenburg","","","",""
"Min 1x pro Woche","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1985","Realschule","Sachsen","","","",""
"Min 1x pro Woche","1985","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1985","Realschule","Thueringen","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Schleswig-Holstein","5","0.247148817202994","0.0780611535401329","0.416236480865855"
"Min 1x pro Woche","1985","(Fach-)Abitur","Hamburg","6","0.166143333735279","0.0391507720395129","0.293135895431045"
"Min 1x pro Woche","1985","(Fach-)Abitur","Niedersachsen","10","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Bremen","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Nordrhein-Westfalen","43","0.164871476760686","0.118966406891775","0.210776546629597"
"Min 1x pro Woche","1985","(Fach-)Abitur","Hessen","12","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","2","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Baden-Wuerttemberg","21","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Bayern","13","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Berlin","4","0.154310514768154","0.0291474100865682","0.279473619449739"
"Min 1x pro Woche","1985","(Fach-)Abitur","Brandenburg","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Sachsen","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Schleswig-Holstein","3","","",""
"Min 1x pro Woche","1985","AkademikerIn","Hamburg","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Niedersachsen","5","0.0680094068189755","0.00860566476821908","0.127413148869732"
"Min 1x pro Woche","1985","AkademikerIn","Bremen","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Nordrhein-Westfalen","20","","",""
"Min 1x pro Woche","1985","AkademikerIn","Hessen","11","","",""
"Min 1x pro Woche","1985","AkademikerIn","Rheinland-Pfalz,Saarland","4","0.106559971247637","0.00433810176205356","0.20878184073322"
"Min 1x pro Woche","1985","AkademikerIn","Baden-Wuerttemberg","11","","",""
"Min 1x pro Woche","1985","AkademikerIn","Bayern","17","","",""
"Min 1x pro Woche","1985","AkademikerIn","Saarland","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Berlin","1","","",""
"Min 1x pro Woche","1985","AkademikerIn","Brandenburg","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Sachsen","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1985","AkademikerIn","Thueringen","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Schleswig-Holstein","4","0.430835252250366","0.171441993282723","0.69022851121801"
"Min 1x pro Monat","1985","(noch) kein Abschluss","Hamburg","10","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Niedersachsen","16","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Bremen","1","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Nordrhein-Westfalen","98","0.226319182275534","0.181775118108451","0.270863246442617"
"Min 1x pro Monat","1985","(noch) kein Abschluss","Hessen","32","0.335040902674283","0.249877409166899","0.420204396181667"
"Min 1x pro Monat","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","21","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Baden-Wuerttemberg","68","0.178785023665265","0.135059896455686","0.222510150874844"
"Min 1x pro Monat","1985","(noch) kein Abschluss","Bayern","28","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Berlin","13","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Sachsen","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Thueringen","","","",""
"Min 1x pro Monat","1985","Hauptschule","Schleswig-Holstein","42","0.181961185109461","0.130026620588007","0.233895749630916"
"Min 1x pro Monat","1985","Hauptschule","Hamburg","39","0.227693055596601","0.159201550867444","0.296184560325758"
"Min 1x pro Monat","1985","Hauptschule","Niedersachsen","153","","",""
"Min 1x pro Monat","1985","Hauptschule","Bremen","19","","",""
"Min 1x pro Monat","1985","Hauptschule","Nordrhein-Westfalen","422","0.238225619378981","0.217557763352496","0.258893475405466"
"Min 1x pro Monat","1985","Hauptschule","Hessen","184","","",""
"Min 1x pro Monat","1985","Hauptschule","Rheinland-Pfalz,Saarland","157","","",""
"Min 1x pro Monat","1985","Hauptschule","Baden-Wuerttemberg","301","0.229901254735051","0.206084511307606","0.253717998162496"
"Min 1x pro Monat","1985","Hauptschule","Bayern","265","","",""
"Min 1x pro Monat","1985","Hauptschule","Saarland","","","",""
"Min 1x pro Monat","1985","Hauptschule","Berlin","57","0.280960533780024","0.214176524042651","0.347744543517397"
"Min 1x pro Monat","1985","Hauptschule","Brandenburg","","","",""
