year,hhtyp,sampreg,hlf0188,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2001,Single-person household,West,Yes,0.5610531093962778,11680,0.5520531069966043,0.5700531117959514
2001,Single-person household,West,No,0.4389468906037222,11680,0.4299468882040487,0.44794689300339574
2001,Single-person household,East,No,0.5170940170940171,11680,0.5080314611723336,0.5261565730157007
2001,Single-person household,East,Yes,0.4829059829059829,11680,0.47384342698429927,0.49196853882766656
2001,Couple without children,West,Yes,0.7312476441764041,11680,0.7232078851883487,0.7392874031644595
2001,Couple without children,West,No,0.2687523558235959,11680,0.26071259683554043,0.2767921148116514
2001,Couple without children,East,Yes,0.6529284164859002,11680,0.6442951138786251,0.6615617190931752
2001,Couple without children,East,No,0.3470715835140998,11680,0.33843828090682476,0.3557048861213748
2001,Single parent,West,No,0.5909980430528375,11680,0.5820816261935592,0.5999144599121159
2001,Single parent,West,Yes,0.4090019569471624,11680,0.40008554008788405,0.41791837380644076
2001,Single parent,East,No,0.5706806282722513,11680,0.5617038301630793,0.5796574263814233
2001,Single parent,East,Yes,0.4293193717277487,11680,0.42034257361857674,0.43829616983692066
2001,Couple with children,West,Yes,0.6571696931747025,11680,0.6485614799271558,0.6657779064222492
2001,Couple with children,West,No,0.3428303068252974,11680,0.3342220935777508,0.35143852007284404
2001,Couple with children,East,Yes,0.6476091476091476,11680,0.6389454467133965,0.6562728485048986
2001,Couple with children,East,No,0.3523908523908524,11680,0.34372715149510125,0.3610545532866035
2001,Multi-generational household,West,No,0.5522388059701493,11680,0.5432205753607373,0.5612570365795613
2001,Multi-generational household,West,Yes,0.44776119402985076,11680,0.43874296342043884,0.4567794246392627
2001,Multi-generational household,East,No,0.52,11680,0.5109394003645772,0.5290605996354228
2001,Multi-generational household,East,Yes,0.48,11680,0.47093940036457715,0.4890605996354228
2001,Other Combinations,West,Yes,0.5463917525773195,11680,0.5373630117064435,0.5554204934481956
2001,Other Combinations,West,No,0.4536082474226804,11680,0.44457950655180434,0.4626369882935565
2001,Other Combinations,East,Yes,0.5714285714285714,11680,0.562453720721987,0.5804034221351558
2001,Other Combinations,East,No,0.42857142857142855,11680,0.4195965778648441,0.437546279278013
2003,Single-person household,West,Yes,0.5505925250683683,11804,0.5416187170887992,0.5595663330479375
2003,Single-person household,West,No,0.44940747493163175,11804,0.4404336669520626,0.4583812829112009
2003,Single-person household,East,No,0.5560283687943263,11804,0.5470650765583779,0.5649916610302747
2003,Single-person household,East,Yes,0.44397163120567373,11804,0.43500833896972535,0.4529349234416221
2003,Couple without children,West,Yes,0.7385047385047385,11804,0.7305769870532659,0.7464324899562111
2003,Couple without children,West,No,0.2614952614952615,11804,0.25356751004378886,0.2694230129467341
2003,Couple without children,East,Yes,0.6344755970924195,11804,0.6257878509817107,0.6431633432031283
2003,Couple without children,East,No,0.3655244029075805,11804,0.35683665679687165,0.3742121490182893
2003,Single parent,West,No,0.6180422264875239,11804,0.6092770993134543,0.6268073536615936
2003,Single parent,West,Yes,0.381957773512476,11804,0.3731926463384064,0.39072290068654564
2003,Single parent,East,No,0.5517241379310345,11804,0.5427524297190625,0.5606958461430065
2003,Single parent,East,Yes,0.4482758620689655,11804,0.4393041538569935,0.45724757028093754
2003,Couple with children,West,Yes,0.6715396578538103,11804,0.6630670174598241,0.6800122982477965
2003,Couple with children,West,No,0.32846034214618974,11804,0.31998770175220353,0.33693298254017595
2003,Couple with children,East,Yes,0.619625137816979,11804,0.6108669976952031,0.6283832779387549
2003,Couple with children,East,No,0.38037486218302097,11804,0.37161672206124513,0.3891330023047968
2003,Multi-generational household,West,Yes,0.5918367346938775,11804,0.5829700883253531,0.600703381062402
2003,Multi-generational household,West,No,0.40816326530612246,11804,0.3992966189375981,0.4170299116746468
2003,Multi-generational household,East,Yes,0.6,11804,0.5911621405260477,0.6088378594739523
2003,Multi-generational household,East,No,0.4,11804,0.39116214052604775,0.4088378594739523
2003,Other Combinations,West,No,0.5057471264367817,11804,0.49672761976073576,0.5147666331128276
2003,Other Combinations,West,Yes,0.4942528735632184,11804,0.4852333668871725,0.5032723802392642
