year,regtyp,hlf0188,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2001,Urban regions,Yes,0.65627425614489,11680,0.6476606826351503,0.6648878296546297
2001,Urban regions,No,0.34372574385510996,11680,0.3351121703453703,0.35233931736484964
2001,Rural regions,Yes,0.564748201438849,11680,0.5557566969503609,0.573739705927337
2001,Rural regions,No,0.4352517985611511,11680,0.4262602940726631,0.4442433030496391
2003,Urban regions,Yes,0.6608268212755231,11804,0.6522860704316099,0.6693675721194362
2003,Urban regions,No,0.33917317872447694,11804,0.3306324278805638,0.3477139295683901
2003,Rural regions,Yes,0.5531192900026103,11804,0.5441502352032733,0.5620883448019472
2003,Rural regions,No,0.4468807099973897,11804,0.43791165519805275,0.4558497647967267
2005,Urban regions,Yes,0.6285333333333334,11199,0.6195840031661838,0.637482663500483
2005,Urban regions,No,0.37146666666666667,11199,0.36251733649951706,0.3804159968338163
2005,Rural regions,Yes,0.5220971726598956,11199,0.5128456776342244,0.5313486676855669
2005,Rural regions,No,0.4779028273401043,11199,0.468651332314433,0.4871543223657756
2007,Urban regions,Yes,0.610655737704918,11453,0.601725530177191,0.619585945232645
2007,Urban regions,No,0.38934426229508196,11453,0.3804140547673549,0.398274469822809
2007,Rural regions,Yes,0.5093457943925234,11453,0.500190115216742,0.5185014735683048
2007,Rural regions,No,0.49065420560747663,11453,0.4814985264316952,0.49980988478325805
2011,Urban regions,Yes,0.6237560602194437,16603,0.6163871216993203,0.6311249987395672
2011,Urban regions,No,0.37624393978055626,16603,0.36887500126043277,0.38361287830067975
2011,Rural regions,Yes,0.5125830959164293,16603,0.5049799168177677,0.5201862750150908
2011,Rural regions,No,0.48741690408357075,16603,0.47981372498490915,0.49502008318223234
2013,Urban regions,Yes,0.6192258340461934,17870,0.6121062918843269,0.6263453762080599
2013,Urban regions,No,0.3807741659538067,17870,0.37365462379194025,0.38789370811567314
2013,Rural regions,Yes,0.5466666666666666,17870,0.539367657339982,0.5539656759933512
2013,Rural regions,No,0.4533333333333333,17870,0.4460343240066487,0.4606323426600179
2015,Urban regions,Yes,0.6335781944712933,15764,0.6260565357493838,0.6410998531932027
2015,Urban regions,No,0.36642180552870673,15764,0.35890014680679727,0.3739434642506162
2015,Rural regions,Yes,0.5441039925719592,15764,0.5363290586083987,0.5518789265355196
2015,Rural regions,No,0.4558960074280409,15764,0.4481210734644804,0.46367094139160137
2016,Urban regions,Yes,0.6494117647058824,16419,0.642113132735862,0.6567103966759027
2016,Urban regions,No,0.35058823529411764,16419,0.3432896033240973,0.357886867264138
2016,Rural regions,Yes,0.5537492379597643,16419,0.5461454713861323,0.5613530045333962
2016,Rural regions,No,0.4462507620402357,16419,0.4386469954666038,0.45385452861386766
2017,Urban regions,Yes,0.617734334089719,18279,0.6106896200081653,0.6247790481712727
2017,Urban regions,No,0.38226566591028105,18279,0.37522095182872733,0.38931037999183477
2017,Rural regions,Yes,0.5520990132129119,18279,0.5448899414288283,0.5593080849969955
2017,Rural regions,No,0.4479009867870881,18279,0.4406919150030046,0.45511005857117165
2018,Urban regions,Yes,0.6008240834174234,17878,0.5936452737865734,0.6080028930482735
2018,Urban regions,No,0.3991759165825765,17878,0.39199710695172646,0.40635472621342655
2018,Rural regions,Yes,0.560376723847965,17878,0.5531009869148313,0.5676524607810987
2018,Rural regions,No,0.439623276152035,17878,0.43234753921890134,0.44689901308516866
2019,Urban regions,Yes,0.7510692068429238,18428,0.7448261648042543,0.7573122488815932
2019,Urban regions,No,0.2489307931570762,18428,0.24268775111840682,0.2551738351957456
2019,Rural regions,Yes,0.6751818012306545,18428,0.6684202318243696,0.6819433706369394
2019,Rural regions,No,0.32481819876934553,18428,0.31805662936306067,0.3315797681756304
2021,Urban regions,Yes,0.6464905133279013,12568,0.6381324703505428,0.6548485563052598
2021,Urban regions,No,0.3535094866720987,12568,0.34515144369474016,0.36186752964945723
2021,Rural regions,Yes,0.5931558935361216,12568,0.5845673123586115,0.6017444747136318
2021,Rural regions,No,0.4068441064638783,12568,0.39825552528636815,0.41543268764138847
