"hlf0188","year","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2001","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","2","4476","0.572119459248359","0.561003886181852","0.583235032314866"
"Ja","2001","3","4524","0.699326713251858","0.688000018078431","0.710653408425285"
"Ja","2001","4","3785","0.811009746939511","0.799716966254367","0.822302527624654"
"Ja","2001","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","2","3135","0.427880540751641","0.416764967685134","0.438996113818148"
"Nein","2001","3","1772","0.300673286748142","0.289346591574715","0.311999981921569"
"Nein","2001","4","832","0.188990253060489","0.177697472375346","0.200283033745633"
"Nein","2001","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","2","","","",""
"Ja","2002","3","","","",""
"Ja","2002","4","","","",""
"Ja","2002","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","2","","","",""
"Nein","2002","3","","","",""
"Nein","2002","4","","","",""
"Nein","2002","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","2","3277","0.517651499083545","0.505107823410868","0.530195174756222"
"Ja","2003","3","4110","0.635291060362742","0.623219646124953","0.647362474600531"
"Ja","2003","4","4596","0.757274648039049","0.746267555996144","0.768281740081953"
"Ja","2003","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","2","2819","0.482348500916455","0.469804825243778","0.494892176589132"
"Nein","2003","3","1998","0.364708939637258","0.352637525399469","0.376780353875047"
"Nein","2003","4","1232","0.242725351960951","0.231718259918047","0.253732444003856"
"Nein","2003","5 Einkommensstärkstes Quintil","","","",""
"Ja","2004","1 Einkommensschwächstes Quintil","","","",""
"Ja","2004","2","","","",""
"Ja","2004","3","","","",""
"Ja","2004","4","","","",""
"Ja","2004","5 Einkommensstärkstes Quintil","","","",""
"Nein","2004","1 Einkommensschwächstes Quintil","","","",""
"Nein","2004","2","","","",""
"Nein","2004","3","","","",""
"Nein","2004","4","","","",""
"Nein","2004","5 Einkommensstärkstes Quintil","","","",""
"Ja","2005","1 Einkommensschwächstes Quintil","","","",""
"Ja","2005","2","2667","0.45697397637941","0.443754727797441","0.470193224961379"
"Ja","2005","3","3473","0.601664881378661","0.588745622755474","0.614584140001848"
"Ja","2005","4","4196","0.738172293251138","0.726497315154348","0.749847271347929"
"Ja","2005","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","2","2788","0.54302602362059","0.529806775038621","0.556245272202559"
"Nein","2005","3","2043","0.398335118621339","0.385415859998152","0.411254377244526"
"Nein","2005","4","1251","0.261827706748862","0.250152728652071","0.273502684845652"
"Nein","2005","5 Einkommensstärkstes Quintil","","","",""
"Ja","2006","1 Einkommensschwächstes Quintil","","","",""
"Ja","2006","2","","","",""
"Ja","2006","3","","","",""
"Ja","2006","4","","","",""
"Ja","2006","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","2","","","",""
"Nein","2006","3","","","",""
"Nein","2006","4","","","",""
"Nein","2006","5 Einkommensstärkstes Quintil","","","",""
"Ja","2007","1 Einkommensschwächstes Quintil","","","",""
"Ja","2007","2","2474","0.439078845497983","0.42584233898931","0.452315352006656"
"Ja","2007","3","3333","0.563968543208415","0.550970149229507","0.576966937187323"
"Ja","2007","4","4257","0.728081867404503","0.716553087280307","0.739610647528699"
"Ja","2007","5 Einkommensstärkstes Quintil","","","",""
"Nein","2007","1 Einkommensschwächstes Quintil","","","",""
"Nein","2007","2","2926","0.560921154502017","0.547684647993344","0.57415766101069"
"Nein","2007","3","2258","0.436031456791585","0.423033062812677","0.449029850770493"
"Nein","2007","4","1465","0.271918132595497","0.260389352471301","0.283446912719693"
"Nein","2007","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","2","","","",""
"Ja","2008","3","","","",""
"Ja","2008","4","","","",""
"Ja","2008","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","2","","","",""
"Nein","2008","3","","","",""
"Nein","2008","4","","","",""
"Nein","2008","5 Einkommensstärkstes Quintil","","","",""
"Ja","2009","1 Einkommensschwächstes Quintil","","","",""
"Ja","2009","2","","","",""
"Ja","2009","3","","","",""
"Ja","2009","4","","","",""
"Ja","2009","5 Einkommensstärkstes Quintil","","","",""
"Nein","2009","1 Einkommensschwächstes Quintil","","","",""
"Nein","2009","2","","","",""
"Nein","2009","3","","","",""
"Nein","2009","4","","","",""
"Nein","2009","5 Einkommensstärkstes Quintil","","","",""
"Ja","2010","1 Einkommensschwächstes Quintil","","","",""
"Ja","2010","2","","","",""
"Ja","2010","3","","","",""
"Ja","2010","4","","","",""
"Ja","2010","5 Einkommensstärkstes Quintil","","","",""
"Nein","2010","1 Einkommensschwächstes Quintil","","","",""
"Nein","2010","2","","","",""
"Nein","2010","3","","","",""
"Nein","2010","4","","","",""
"Nein","2010","5 Einkommensstärkstes Quintil","","","",""
"Ja","2011","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","2","2020","0.411584197058851","0.39748191190591","0.425686482211792"
"Ja","2011","3","3101","0.583337677368016","0.56993013285012","0.596745221885912"
"Ja","2011","4","4796","0.713493582375241","0.702518196119074","0.724468968631408"
"Ja","2011","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","2","2658","0.588415802941149","0.574313517788208","0.60251808809409"
"Nein","2011","3","2093","0.416662322631984","0.403254778114088","0.43006986714988"
"Nein","2011","4","1723","0.286506417624759","0.275531031368592","0.297481803880926"
"Nein","2011","5 Einkommensstärkstes Quintil","","","",""
"Ja","2012","1 Einkommensschwächstes Quintil","","","",""
"Ja","2012","2","","","",""
"Ja","2012","3","","","",""
"Ja","2012","4","","","",""
"Ja","2012","5 Einkommensstärkstes Quintil","","","",""
"Nein","2012","1 Einkommensschwächstes Quintil","","","",""
"Nein","2012","2","","","",""
"Nein","2012","3","","","",""
"Nein","2012","4","","","",""
"Nein","2012","5 Einkommensstärkstes Quintil","","","",""
"Ja","2013","1 Einkommensschwächstes Quintil","","","",""
"Ja","2013","2","2589","0.440611531557362","0.427842532283638","0.453380530831086"
"Ja","2013","3","3827","0.592069198827041","0.579880387543079","0.604258010111003"
"Ja","2013","4","5611","0.714491897348722","0.704356270300167","0.724627524397278"
"Ja","2013","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","2","3218","0.559388468442638","0.546619469168914","0.572157467716362"
"Nein","2013","3","2418","0.407930801172959","0.395741989888998","0.420119612456921"
"Nein","2013","4","2017","0.285508102651278","0.275372475602722","0.295643729699833"
"Nein","2013","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","2","","","",""
"Ja","2014","3","","","",""
"Ja","2014","4","","","",""
"Ja","2014","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","2","","","",""
"Nein","2014","3","","","",""
"Nein","2014","4","","","",""
"Nein","2014","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","2","3011","0.39810717599066","0.386792471090579","0.409421880890742"
"Ja","2015","3","4744","0.560104528439597","0.549194668054279","0.571014388824915"
"Ja","2015","4","7233","0.719925742470286","0.710911821570707","0.728939663369864"
"Ja","2015","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","2","4179","0.60189282400934","0.590578119109259","0.613207528909421"
"Nein","2015","3","3208","0.439895471560403","0.428985611175085","0.450805331945721"
"Nein","2015","4","2300","0.280074257529714","0.271060336630136","0.289088178429293"
"Nein","2015","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","2","2450","0.377252436082562","0.365150376434419","0.389354495730704"
"Ja","2016","3","4129","0.567698005322269","0.555914744043194","0.579481266601344"
"Ja","2016","4","6928","0.705580856162776","0.696290602682245","0.714871109643307"
"Ja","2016","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","2","3712","0.622747563917438","0.610645504269296","0.634849623565581"
"Nein","2016","3","2661","0.432301994677731","0.420518733398656","0.444085255956806"
"Nein","2016","4","2318","0.294419143837224","0.285128890356693","0.303709397317755"
"Nein","2016","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","2","2632","0.421365721162916","0.409291942638292","0.43343949968754"
"Ja","2017","3","4402","0.580425961849642","0.56913561287298","0.591716310826303"
"Ja","2017","4","7620","0.711940234990283","0.703134093062002","0.720746376918564"
"Ja","2017","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","2","3793","0.578634278837084","0.56656050031246","0.590708057361708"
"Nein","2017","3","2937","0.419574038150358","0.408283689173697","0.43086438712702"
"Nein","2017","4","2539","0.288059765009717","0.279253623081436","0.296865906937998"
"Nein","2017","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","2","2153","0.380908203901994","0.368929277845915","0.392887129958073"
"Ja","2018","3","4299","0.579539968767511","0.568036743651997","0.591043193883026"
"Ja","2018","4","7754","0.713848948473335","0.705144686811287","0.722553210135383"
"Ja","2018","5 Einkommensstärkstes Quintil","","","",""
"Nein","2018","1 Einkommensschwächstes Quintil","","","",""
"Nein","2018","2","4160","0.619091796098006","0.607112870041927","0.631070722154085"
"Nein","2018","3","2775","0.420460031232489","0.408956806116974","0.431963256348003"
"Nein","2018","4","2603","0.286151051526665","0.277446789864617","0.294855313188713"
"Nein","2018","5 Einkommensstärkstes Quintil","","","",""
"Ja","2019","1 Einkommensschwächstes Quintil","","","",""
"Ja","2019","2","1958","0.447582948503742","0.432640572780817","0.462525324226667"
"Ja","2019","3","3750","0.597442538008107","0.584802932888512","0.610082143127702"
"Ja","2019","4","7882","0.751731782349692","0.743286085791819","0.760177478907565"
"Ja","2019","5 Einkommensstärkstes Quintil","","","",""
"Nein","2019","1 Einkommensschwächstes Quintil","","","",""
"Nein","2019","2","2296","0.552417051496258","0.537474675773333","0.567359427219183"
"Nein","2019","3","2033","0.402557461991893","0.389917856872298","0.415197067111488"
"Nein","2019","4","2169","0.248268217650308","0.239822521092435","0.256713914208181"
"Nein","2019","5 Einkommensstärkstes Quintil","","","",""
