year,bula_h,regtyp,pet_dog,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Lower Saxony,Rural regions,No,0.82431,442,548,0.79242,0.85620
2006,Bremen,Urban regions,No,0.86255,77,77,0.78514,0.93997
2006,North Rhine-Westphalia,Urban regions,Yes,0.10692,301,2474,0.09474,0.11910
2006,North Rhine-Westphalia,Urban regions,No,0.89308,2173,2474,0.88090,0.90526
2006,North Rhine-Westphalia,Rural regions,No,0.87993,54,54,0.79242,0.96744
2006,Hesse,Urban regions,Yes,0.12624,97,691,0.10146,0.15103
2006,Hesse,Urban regions,No,0.87376,594,691,0.84897,0.89854
2006,Hesse,Rural regions,No,0.86642,130,130,0.80772,0.92513
2006,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13007,75,551,0.10196,0.15819
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86993,476,551,0.84181,0.89804
2006,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87555,147,147,0.82200,0.92909
2006,Baden-Wuerttemberg,Urban regions,Yes,0.09336,150,1348,0.07782,0.10890
2006,Baden-Wuerttemberg,Urban regions,No,0.90664,1198,1348,0.89110,0.92218
2006,Baden-Wuerttemberg,Rural regions,No,0.85798,108,108,0.79183,0.92412
2006,Bavaria,Urban regions,Yes,0.06958,73,867,0.05263,0.08653
2006,Bavaria,Urban regions,No,0.93042,794,867,0.91347,0.94737
2006,Bavaria,Rural regions,Yes,0.15632,137,863,0.13208,0.18056
2006,Bavaria,Rural regions,No,0.84368,726,863,0.81944,0.86792
2006,Berlin,Urban regions,No,0.93747,455,455,0.91519,0.95974
2006,Brandenburg,Urban regions,No,0.84534,41,41,0.73328,0.95739
2006,Brandenburg,Rural regions,Yes,0.19267,97,486,0.15757,0.22777
2006,Brandenburg,Rural regions,No,0.80733,389,486,0.77223,0.84243
2006,Mecklenburg-Western Pomerania,Urban regions,No,0.83540,35,35,0.71076,0.96005
2006,Mecklenburg-Western Pomerania,Rural regions,Yes,0.19597,57,264,0.14799,0.24394
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.80403,207,264,0.75606,0.85201
2006,Saxony,Urban regions,Yes,0.08708,45,455,0.06114,0.11302
2006,Saxony,Urban regions,No,0.91292,410,455,0.88698,0.93886
2006,Saxony,Rural regions,Yes,0.12870,63,422,0.09671,0.16069
2006,Saxony,Rural regions,No,0.87130,359,422,0.83931,0.90329
2006,Saxony-Anhalt,Urban regions,No,0.90963,84,84,0.84794,0.97131
2006,Saxony-Anhalt,Rural regions,Yes,0.25193,102,396,0.20912,0.29474
2006,Saxony-Anhalt,Rural regions,No,0.74807,294,396,0.70526,0.79088
2006,Thuringa,Urban regions,No,0.87187,124,124,0.81280,0.93094
2006,Thuringa,Rural regions,Yes,0.16386,71,368,0.12599,0.20173
2006,Thuringa,Rural regions,No,0.83614,297,368,0.79827,0.87401
2011,Schleswig-Holstein,Urban regions,No,0.96973,112,112,0.93786,1.00160
2011,Schleswig-Holstein,Rural regions,Yes,0.12141,33,287,0.08356,0.15926
2011,Schleswig-Holstein,Rural regions,No,0.87859,254,287,0.84074,0.91644
2011,Hamburg,Urban regions,No,0.94028,184,184,0.90595,0.97461
2011,Lower Saxony,Urban regions,Yes,0.10406,63,513,0.07761,0.13051
2011,Lower Saxony,Urban regions,No,0.89594,450,513,0.86949,0.92239
2011,Lower Saxony,Rural regions,Yes,0.15662,98,574,0.12686,0.18638
2011,Lower Saxony,Rural regions,No,0.84338,476,574,0.81362,0.87314
2011,Bremen,Urban regions,No,0.86349,72,72,0.78363,0.94335
2011,North Rhine-Westphalia,Urban regions,Yes,0.10884,274,2287,0.09607,0.12161
2011,North Rhine-Westphalia,Urban regions,No,0.89116,2013,2287,0.87839,0.90393
2011,North Rhine-Westphalia,Rural regions,No,0.85338,54,54,0.75815,0.94862
2011,Hesse,Urban regions,Yes,0.12762,96,678,0.10249,0.15276
2011,Hesse,Urban regions,No,0.87238,582,678,0.84724,0.89751
2011,Hesse,Rural regions,Yes,0.26470,39,152,0.19433,0.33506
2011,Hesse,Rural regions,No,0.73530,113,152,0.66494,0.80567
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13882,83,527,0.10927,0.16837
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86118,444,527,0.83163,0.89073
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88568,155,155,0.83542,0.93594
2011,Baden-Wuerttemberg,Urban regions,Yes,0.10702,140,1254,0.08990,0.12414
2011,Baden-Wuerttemberg,Urban regions,No,0.89298,1114,1254,0.87586,0.91010
2011,Baden-Wuerttemberg,Rural regions,No,0.90294,134,134,0.85263,0.95326
2011,Bavaria,Urban regions,Yes,0.06622,75,907,0.05002,0.08241
2011,Bavaria,Urban regions,No,0.93378,832,907,0.91759,0.94998
2011,Bavaria,Rural regions,Yes,0.14881,145,932,0.12595,0.17167
2011,Bavaria,Rural regions,No,0.85119,787,932,0.82833,0.87405
2011,Berlin,Urban regions,Yes,0.05449,31,513,0.03483,0.07416
2011,Berlin,Urban regions,No,0.94551,482,513,0.92584,0.96517
2011,Brandenburg,Urban regions,No,0.91897,42,42,0.83545,1.00250
2011,Brandenburg,Rural regions,Yes,0.18795,98,473,0.15270,0.22319
2011,Brandenburg,Rural regions,No,0.81205,375,473,0.77681,0.84730
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.16785,55,285,0.12438,0.21131
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.83215,230,285,0.78869,0.87562
2011,Saxony,Urban regions,Yes,0.11321,39,425,0.08305,0.14337
2011,Saxony,Urban regions,No,0.88679,386,425,0.85663,0.91695
2011,Saxony,Rural regions,Yes,0.11840,46,383,0.08600,0.15080
2011,Saxony,Rural regions,No,0.88160,337,383,0.84920,0.91400
2011,Saxony-Anhalt,Urban regions,No,0.91215,116,116,0.86042,0.96389
2011,Saxony-Anhalt,Rural regions,Yes,0.25786,91,379,0.21376,0.30196
2011,Saxony-Anhalt,Rural regions,No,0.74214,288,379,0.69804,0.78624
2011,Thuringa,Urban regions,No,0.91904,150,150,0.87524,0.96284
2011,Thuringa,Rural regions,Yes,0.12705,46,350,0.09211,0.16199
2011,Thuringa,Rural regions,No,0.87295,304,350,0.83801,0.90789
2016,Schleswig-Holstein,Urban regions,No,0.94366,128,128,0.90356,0.98376
2016,Schleswig-Holstein,Rural regions,Yes,0.13820,63,364,0.10270,0.17370
2016,Schleswig-Holstein,Rural regions,No,0.86180,301,364,0.82630,0.89730
2016,Hamburg,Urban regions,No,0.91728,245,245,0.88272,0.95184
2016,Lower Saxony,Urban regions,Yes,0.12810,94,567,0.10057,0.15563
2016,Lower Saxony,Urban regions,No,0.87190,473,567,0.84437,0.89943
2016,Lower Saxony,Rural regions,Yes,0.19463,160,781,0.16684,0.22241
2016,Lower Saxony,Rural regions,No,0.80537,621,781,0.77759,0.83316
2016,Bremen,Urban regions,No,0.79717,92,92,0.71455,0.87979
2016,North Rhine-Westphalia,Urban regions,Yes,0.11768,373,2855,0.10586,0.12950
2016,North Rhine-Westphalia,Urban regions,No,0.88232,2482,2855,0.87050,0.89414
2016,North Rhine-Westphalia,Rural regions,No,0.89050,43,43,0.79606,0.98494
2016,Hesse,Urban regions,Yes,0.13596,120,799,0.11218,0.15974
2016,Hesse,Urban regions,No,0.86404,679,799,0.84026,0.88782
2016,Hesse,Rural regions,No,0.79984,150,150,0.73559,0.86409
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13462,97,624,0.10782,0.16142
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86538,527,624,0.83858,0.89218
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.11561,37,224,0.07365,0.15758
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88439,187,224,0.84242,0.92635
2016,Baden-Wuerttemberg,Urban regions,Yes,0.10049,159,1454,0.08503,0.11595
2016,Baden-Wuerttemberg,Urban regions,No,0.89951,1295,1454,0.88405,0.91497
2016,Baden-Wuerttemberg,Rural regions,No,0.90294,148,148,0.85509,0.95080
2016,Bavaria,Urban regions,Yes,0.06426,83,1100,0.04976,0.07876
2016,Bavaria,Urban regions,No,0.93574,1017,1100,0.92124,0.95024
2016,Bavaria,Rural regions,Yes,0.13675,178,1200,0.11731,0.15620
2016,Bavaria,Rural regions,No,0.86325,1022,1200,0.84380,0.88269
2016,Berlin,Urban regions,Yes,0.05659,40,610,0.03824,0.07494
2016,Berlin,Urban regions,No,0.94341,570,610,0.92506,0.96176
2016,Brandenburg,Urban regions,No,0.93641,39,39,0.85883,1.01400
2016,Brandenburg,Rural regions,Yes,0.15869,106,517,0.12716,0.19021
2016,Brandenburg,Rural regions,No,0.84131,411,517,0.80979,0.87284
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.91611,39,39,0.82796,1.00425
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.16580,54,283,0.12239,0.20921
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.83420,229,283,0.79079,0.87761
2016,Saxony,Urban regions,Yes,0.08496,41,465,0.05959,0.11034
2016,Saxony,Urban regions,No,0.91504,424,465,0.88966,0.94041
2016,Saxony,Rural regions,Yes,0.09115,48,400,0.06291,0.11939
2016,Saxony,Rural regions,No,0.90885,352,400,0.88061,0.93709
2016,Saxony-Anhalt,Urban regions,No,0.93383,111,111,0.88737,0.98028
2016,Saxony-Anhalt,Rural regions,Yes,0.25591,90,388,0.21243,0.29938
2016,Saxony-Anhalt,Rural regions,No,0.74409,298,388,0.70062,0.78757
2016,Thuringa,Urban regions,No,0.85687,161,161,0.80260,0.91113
2016,Thuringa,Rural regions,Yes,0.14593,62,364,0.10961,0.18225
2016,Thuringa,Rural regions,No,0.85407,302,364,0.81775,0.89039
2021,Schleswig-Holstein,Urban regions,No,0.92677,135,135,0.88266,0.97088
2021,Schleswig-Holstein,Rural regions,Yes,0.16095,59,272,0.11720,0.20471
2021,Schleswig-Holstein,Rural regions,No,0.83905,213,272,0.79529,0.88280
2021,Hamburg,Urban regions,No,0.94850,247,247,0.92088,0.97612
2021,Lower Saxony,Urban regions,Yes,0.11749,72,477,0.08856,0.14642
2021,Lower Saxony,Urban regions,No,0.88251,405,477,0.85358,0.91144
2021,Lower Saxony,Rural regions,Yes,0.18249,130,585,0.15117,0.21382
2021,Lower Saxony,Rural regions,No,0.81751,455,585,0.78618,0.84883
2021,Bremen,Urban regions,No,0.82560,69,69,0.73541,0.91579
2021,North Rhine-Westphalia,Urban regions,Yes,0.13486,358,2234,0.12070,0.14903
2021,North Rhine-Westphalia,Urban regions,No,0.86514,1876,2234,0.85097,0.87930
2021,North Rhine-Westphalia,Rural regions,No,0.88029,38,38,0.77569,0.98489
2021,Hesse,Urban regions,Yes,0.15455,86,555,0.12445,0.18465
2021,Hesse,Urban regions,No,0.84545,469,555,0.81535,0.87555
2021,Hesse,Rural regions,No,0.83925,117,117,0.77241,0.90609
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.14390,75,414,0.11005,0.17775
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.85610,339,414,0.82225,0.88995
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.89628,95,95,0.83465,0.95792
2021,Baden-Wuerttemberg,Urban regions,Yes,0.08855,107,1098,0.07174,0.10536
2021,Baden-Wuerttemberg,Urban regions,No,0.91145,991,1098,0.89464,0.92826
2021,Baden-Wuerttemberg,Rural regions,No,0.90703,104,104,0.85094,0.96311
2021,Bavaria,Urban regions,Yes,0.07862,88,877,0.06080,0.09645
2021,Bavaria,Urban regions,No,0.92138,789,877,0.90355,0.93920
2021,Bavaria,Rural regions,Yes,0.13712,135,870,0.11425,0.15999
2021,Bavaria,Rural regions,No,0.86288,735,870,0.84001,0.88575
2021,Berlin,Urban regions,Yes,0.06673,41,553,0.04591,0.08755
2021,Berlin,Urban regions,No,0.93327,512,553,0.91245,0.95409
2021,Brandenburg,Urban regions,No,0.94216,36,36,0.86481,1.01950
2021,Brandenburg,Rural regions,Yes,0.13934,85,406,0.10562,0.17307
2021,Brandenburg,Rural regions,No,0.86066,321,406,0.82693,0.89438
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.96908,47,47,0.91906,1.01910
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.17788,44,212,0.12628,0.22948
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.82212,168,212,0.77052,0.87372
2021,Saxony,Urban regions,No,0.94039,362,362,0.91597,0.96482
2021,Saxony,Rural regions,Yes,0.10633,50,341,0.07357,0.13910
2021,Saxony,Rural regions,No,0.89367,291,341,0.86090,0.92643
2021,Saxony-Anhalt,Urban regions,No,0.83534,69,69,0.74719,0.92349
2021,Saxony-Anhalt,Rural regions,Yes,0.20487,62,288,0.15817,0.25156
2021,Saxony-Anhalt,Rural regions,No,0.79513,226,288,0.74844,0.84183
2021,Thuringa,Urban regions,No,0.86472,125,125,0.80453,0.92492
2021,Thuringa,Rural regions,Yes,0.10220,36,246,0.06427,0.14013
2021,Thuringa,Rural regions,No,0.89780,210,246,0.85987,0.93573
