year,quintil_oecd_hh,rentown,pet_dog,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,1st Quintile,Owner,Yes,0.19442,81,354,0.15313,0.23570
2006,1st Quintile,Owner,No,0.80558,273,354,0.76430,0.84687
2006,1st Quintile,Tenant,Yes,0.09061,167,1742,0.07713,0.10410
2006,1st Quintile,Tenant,No,0.90939,1575,1742,0.89590,0.92287
2006,2nd Quintile,Owner,Yes,0.18516,167,805,0.15831,0.21200
2006,2nd Quintile,Owner,No,0.81484,638,805,0.78800,0.84169
2006,2nd Quintile,Tenant,Yes,0.09697,157,1417,0.08155,0.11238
2006,2nd Quintile,Tenant,No,0.90303,1260,1417,0.88762,0.91845
2006,3rd Quintile,Owner,Yes,0.16471,218,1191,0.14364,0.18579
2006,3rd Quintile,Owner,No,0.83529,973,1191,0.81421,0.85636
2006,3rd Quintile,Tenant,Yes,0.09860,125,1195,0.08169,0.11551
2006,3rd Quintile,Tenant,No,0.90140,1070,1195,0.88449,0.91831
2006,4th Quintile,Owner,Yes,0.17020,264,1485,0.15108,0.18932
2006,4th Quintile,Owner,No,0.82980,1221,1485,0.81068,0.84892
2006,4th Quintile,Tenant,Yes,0.06613,74,1008,0.05078,0.08148
2006,4th Quintile,Tenant,No,0.93387,934,1008,0.91852,0.94922
2006,5th Quintile,Owner,Yes,0.13827,344,2167,0.12373,0.15281
2006,5th Quintile,Owner,No,0.86173,1823,2167,0.84719,0.87627
2006,5th Quintile,Tenant,Yes,0.06560,65,893,0.04935,0.08185
2006,5th Quintile,Tenant,No,0.93440,828,893,0.91815,0.95065
2011,1st Quintile,Owner,Yes,0.17955,72,383,0.14106,0.21804
2011,1st Quintile,Owner,No,0.82045,311,383,0.78196,0.85894
2011,1st Quintile,Tenant,Yes,0.08481,184,1872,0.07218,0.09743
2011,1st Quintile,Tenant,No,0.91519,1688,1872,0.90257,0.92782
2011,2nd Quintile,Owner,Yes,0.14897,145,861,0.12517,0.17276
2011,2nd Quintile,Owner,No,0.85103,716,861,0.82724,0.87483
2011,2nd Quintile,Tenant,Yes,0.09456,139,1378,0.07911,0.11002
2011,2nd Quintile,Tenant,No,0.90544,1239,1378,0.88998,0.92089
2011,3rd Quintile,Owner,Yes,0.14812,209,1232,0.12828,0.16797
2011,3rd Quintile,Owner,No,0.85188,1023,1232,0.83203,0.87172
2011,3rd Quintile,Tenant,Yes,0.09849,125,1143,0.08121,0.11577
2011,3rd Quintile,Tenant,No,0.90151,1018,1143,0.88423,0.91879
2011,4th Quintile,Owner,Yes,0.15538,242,1470,0.13686,0.17391
2011,4th Quintile,Owner,No,0.84462,1228,1470,0.82609,0.86314
2011,4th Quintile,Tenant,Yes,0.07745,81,966,0.06058,0.09431
2011,4th Quintile,Tenant,No,0.92255,885,966,0.90569,0.93942
2011,5th Quintile,Owner,Yes,0.15433,312,1998,0.13849,0.17018
2011,5th Quintile,Owner,No,0.84567,1686,1998,0.82982,0.86151
2011,5th Quintile,Tenant,Yes,0.07181,62,778,0.05366,0.08997
2011,5th Quintile,Tenant,No,0.92819,716,778,0.91003,0.94634
2016,1st Quintile,Owner,Yes,0.17994,95,396,0.14206,0.21782
2016,1st Quintile,Owner,No,0.82006,301,396,0.78218,0.85794
2016,1st Quintile,Tenant,Yes,0.10467,344,2699,0.09312,0.11623
2016,1st Quintile,Tenant,No,0.89533,2355,2699,0.88377,0.90688
2016,2nd Quintile,Owner,Yes,0.17844,207,1026,0.15500,0.20188
2016,2nd Quintile,Owner,No,0.82156,819,1026,0.79812,0.84500
2016,2nd Quintile,Tenant,Yes,0.08617,203,2015,0.07391,0.09843
2016,2nd Quintile,Tenant,No,0.91383,1812,2015,0.90157,0.92609
2016,3rd Quintile,Owner,Yes,0.14871,231,1341,0.12966,0.16776
2016,3rd Quintile,Owner,No,0.85129,1110,1341,0.83224,0.87034
2016,3rd Quintile,Tenant,Yes,0.08857,148,1402,0.07370,0.10345
2016,3rd Quintile,Tenant,No,0.91143,1254,1402,0.89655,0.92630
2016,4th Quintile,Owner,Yes,0.15545,258,1561,0.13747,0.17343
2016,4th Quintile,Owner,No,0.84455,1303,1561,0.82657,0.86253
2016,4th Quintile,Tenant,Yes,0.08432,108,1101,0.06790,0.10074
2016,4th Quintile,Tenant,No,0.91568,993,1101,0.89926,0.93210
2016,5th Quintile,Owner,Yes,0.14128,299,1978,0.12593,0.15663
2016,5th Quintile,Owner,No,0.85872,1679,1978,0.84337,0.87407
2016,5th Quintile,Tenant,Yes,0.08585,63,777,0.06614,0.10556
2016,5th Quintile,Tenant,No,0.91415,714,777,0.89444,0.93386
2021,1st Quintile,Owner,Yes,0.18745,50,270,0.14081,0.23408
2021,1st Quintile,Owner,No,0.81255,220,270,0.76592,0.85919
2021,1st Quintile,Tenant,Yes,0.10078,208,1771,0.08676,0.11481
2021,1st Quintile,Tenant,No,0.89922,1563,1771,0.88519,0.91324
2021,2nd Quintile,Owner,Yes,0.12431,138,679,0.09948,0.14915
2021,2nd Quintile,Owner,No,0.87569,541,679,0.85085,0.90052
2021,2nd Quintile,Tenant,Yes,0.09251,185,1503,0.07785,0.10716
2021,2nd Quintile,Tenant,No,0.90749,1318,1503,0.89284,0.92215
2021,3rd Quintile,Owner,Yes,0.16935,201,927,0.14519,0.19351
2021,3rd Quintile,Owner,No,0.83065,726,927,0.80649,0.85481
2021,3rd Quintile,Tenant,Yes,0.07324,113,1097,0.05781,0.08866
2021,3rd Quintile,Tenant,No,0.92676,984,1097,0.91134,0.94219
2021,4th Quintile,Owner,Yes,0.15134,209,1211,0.13114,0.17153
2021,4th Quintile,Owner,No,0.84866,1002,1211,0.82847,0.86886
2021,4th Quintile,Tenant,Yes,0.10053,84,867,0.08051,0.12056
2021,4th Quintile,Tenant,No,0.89947,783,867,0.87944,0.91949
2021,5th Quintile,Owner,Yes,0.15253,352,1988,0.13672,0.16833
2021,5th Quintile,Owner,No,0.84747,1636,1988,0.83167,0.86328
2021,5th Quintile,Tenant,Yes,0.09374,66,719,0.07242,0.11506
2021,5th Quintile,Tenant,No,0.90626,653,719,0.88494,0.92758
