"plh0258_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Katholisch","1990","16-34 Jahre alt","maennlich","794","0.344252332088279","0.326294268179473","0.362210395997084"
"Katholisch","1990","16-34 Jahre alt","weiblich","782","0.35271638187567","0.334510434024195","0.370922329727146"
"Katholisch","1990","35-65 Jahre alt","maennlich","1021","0.323462267646531","0.30802164667832","0.338902888614742"
"Katholisch","1990","35-65 Jahre alt","weiblich","1080","0.354054448723826","0.338314195712264","0.369794701735388"
"Katholisch","1990","66 und älter","maennlich","188","0.366409531681951","0.326431750136055","0.406387313227847"
"Katholisch","1990","66 und älter","weiblich","286","0.342107514031137","0.311731060718468","0.372483967343807"
"Evangelisch","1990","16-34 Jahre alt","maennlich","753","0.370941818181854","0.352683910964544","0.389199725399165"
"Evangelisch","1990","16-34 Jahre alt","weiblich","801","0.386514172181104","0.367960146657851","0.405068197704358"
"Evangelisch","1990","35-65 Jahre alt","maennlich","1047","0.375895493655822","0.359908413372353","0.39188257393929"
"Evangelisch","1990","35-65 Jahre alt","weiblich","1231","0.420722561041148","0.40447381191775","0.436971310164545"
"Evangelisch","1990","66 und älter","maennlich","254","0.471584728420582","0.430165830575593","0.513003626265571"
"Evangelisch","1990","66 und älter","weiblich","498","0.536537569992258","0.504608546841929","0.568466593142588"
"Andere christlische Religionsgemeinschaft","1990","16-34 Jahre alt","maennlich","43","0.0108496427117759","0.00693410361858917","0.0147651818049626"
"Andere christlische Religionsgemeinschaft","1990","16-34 Jahre alt","weiblich","57","0.0182242721449723","0.0131276268139012","0.0233209174760435"
"Andere christlische Religionsgemeinschaft","1990","35-65 Jahre alt","maennlich","99","0.0191378252725658","0.0146155476189431","0.0236601029261885"
"Andere christlische Religionsgemeinschaft","1990","35-65 Jahre alt","weiblich","98","0.0200823123893341","0.0154650943580844","0.0246995304205838"
"Andere christlische Religionsgemeinschaft","1990","66 und älter","maennlich","","","",""
"Andere christlische Religionsgemeinschaft","1990","66 und älter","weiblich","","","",""
"Islamische Religionsgemeinschaft","1990","16-34 Jahre alt","maennlich","246","0.0318161212910207","0.025182430411291","0.0384498121707504"
"Islamische Religionsgemeinschaft","1990","16-34 Jahre alt","weiblich","207","0.0289033579828459","0.0225198626055494","0.0352868533601424"
"Islamische Religionsgemeinschaft","1990","35-65 Jahre alt","maennlich","202","0.0244528534152738","0.0193549002564851","0.0295508065740624"
"Islamische Religionsgemeinschaft","1990","35-65 Jahre alt","weiblich","187","0.0200860148013996","0.0154683798937629","0.0247036497090364"
"Islamische Religionsgemeinschaft","1990","66 und älter","maennlich","","","",""
"Islamische Religionsgemeinschaft","1990","66 und älter","weiblich","","","",""
"Andere Religionsgemeinschaft","1990","16-34 Jahre alt","maennlich","","","",""
"Andere Religionsgemeinschaft","1990","16-34 Jahre alt","weiblich","","","",""
"Andere Religionsgemeinschaft","1990","35-65 Jahre alt","maennlich","","","",""
"Andere Religionsgemeinschaft","1990","35-65 Jahre alt","weiblich","","","",""
"Andere Religionsgemeinschaft","1990","66 und älter","maennlich","","","",""
"Andere Religionsgemeinschaft","1990","66 und älter","weiblich","","","",""
"Konfessionslos","1990","16-34 Jahre alt","maennlich","785","0.235626612626535","0.21958612232872","0.251667102924349"
"Konfessionslos","1990","16-34 Jahre alt","weiblich","721","0.20402210933172","0.188667375583711","0.219376843079728"
"Konfessionslos","1990","35-65 Jahre alt","maennlich","1029","0.245376570535099","0.231173291287522","0.259579849782676"
"Konfessionslos","1990","35-65 Jahre alt","weiblich","840","0.176117114044215","0.163579576506689","0.188654651581741"
"Konfessionslos","1990","66 und älter","maennlich","109","0.157970677099179","0.12770970750281","0.188231646695548"
"Konfessionslos","1990","66 und älter","weiblich","139","0.106894409527113","0.0871107241923278","0.126678094861898"
"Christlich orthodox","1990","16-34 Jahre alt","maennlich","54","0.00372232917161267","0.0014206209117502","0.00602403743147514"
"Christlich orthodox","1990","16-34 Jahre alt","weiblich","64","0.00531629795282451","0.00254552889764683","0.00808706700800218"
"Christlich orthodox","1990","35-65 Jahre alt","maennlich","107","0.00739965174012148","0.00457086772737318","0.0102284357528698"
"Christlich orthodox","1990","35-65 Jahre alt","weiblich","87","0.00462010532706846","0.00238808011549548","0.00685213053864143"
"Christlich orthodox","1990","66 und älter","maennlich","","","",""
"Christlich orthodox","1990","66 und älter","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1990","16-34 Jahre alt","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1990","16-34 Jahre alt","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1990","35-65 Jahre alt","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1990","35-65 Jahre alt","weiblich","","","",""
"Schiitische Rel.gemeinschaft","1990","66 und älter","maennlich","","","",""
"Schiitische Rel.gemeinschaft","1990","66 und älter","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1990","16-34 Jahre alt","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1990","16-34 Jahre alt","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1990","35-65 Jahre alt","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1990","35-65 Jahre alt","weiblich","","","",""
"Sunnitische Rel.gemeinschaft","1990","66 und älter","maennlich","","","",""
"Sunnitische Rel.gemeinschaft","1990","66 und älter","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1990","16-34 Jahre alt","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1990","16-34 Jahre alt","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1990","35-65 Jahre alt","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1990","35-65 Jahre alt","weiblich","","","",""
"Alevitische Rel.gemeinschaft","1990","66 und älter","maennlich","","","",""
"Alevitische Rel.gemeinschaft","1990","66 und älter","weiblich","","","",""
"Mehrfachnennung","1990","16-34 Jahre alt","maennlich","","","",""
"Mehrfachnennung","1990","16-34 Jahre alt","weiblich","","","",""
"Mehrfachnennung","1990","35-65 Jahre alt","maennlich","","","",""
"Mehrfachnennung","1990","35-65 Jahre alt","weiblich","","","",""
"Mehrfachnennung","1990","66 und älter","maennlich","","","",""
"Mehrfachnennung","1990","66 und älter","weiblich","","","",""
"Katholisch","1991","16-34 Jahre alt","maennlich","34","0.0480198431252676","0.0327485814329357","0.0632911048175995"
"Katholisch","1991","16-34 Jahre alt","weiblich","","","",""
"Katholisch","1991","35-65 Jahre alt","maennlich","60","0.0557543733125984","0.0422442233046895","0.0692645233205073"
"Katholisch","1991","35-65 Jahre alt","weiblich","57","0.0514310931633522","0.0385070326559402","0.0643551536707642"
"Katholisch","1991","66 und älter","maennlich","","","",""
"Katholisch","1991","66 und älter","weiblich","","","",""
"Evangelisch","1991","16-34 Jahre alt","maennlich","115","0.151059861880193","0.125482032951221","0.176637690809166"
"Evangelisch","1991","16-34 Jahre alt","weiblich","176","0.219472073384908","0.19061060640301","0.248333540366806"
"Evangelisch","1991","35-65 Jahre alt","maennlich","282","0.253074310719825","0.227474253240468","0.278674368199182"
"Evangelisch","1991","35-65 Jahre alt","weiblich","353","0.321857276684894","0.294520715480673","0.349193837889115"
"Evangelisch","1991","66 und älter","maennlich","54","0.387962881672012","0.305764138750934","0.470161624593089"
"Evangelisch","1991","66 und älter","weiblich","145","0.539150923724352","0.480021818783272","0.598280028665432"
