year,quintil_oecd,sex,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,male,Catholic,0.27014,295,844,0.24017,0.30012
1990,1st Quintile,male,Protestant,0.32327,240,844,0.29169,0.35484
1990,1st Quintile,male,Other Christian community,0.01872,37,844,0.00957,0.02786
1990,1st Quintile,male,Islamic community,0.06330,204,844,0.04686,0.07973
1990,1st Quintile,male,Non-denominational,0.03927,33,844,0.02616,0.05238
1990,1st Quintile,male,Christian orthodox,0.00598,35,844,0.00077,0.01118
1990,1st Quintile,female,Catholic,0.31645,394,1036,0.28812,0.34479
1990,1st Quintile,female,Protestant,0.37960,334,1036,0.35003,0.40916
1990,1st Quintile,female,Other Christian community,0.02339,43,1036,0.01418,0.03260
1990,1st Quintile,female,Islamic community,0.04298,191,1036,0.03063,0.05534
1990,1st Quintile,female,Non-denominational,0.03127,33,1036,0.02067,0.04187
1990,1st Quintile,female,Christian orthodox,0.00513,41,1036,0.00078,0.00948
1990,2nd Quintile,male,Catholic,0.33337,374,868,0.30199,0.36475
1990,2nd Quintile,male,Protestant,0.31217,278,868,0.28133,0.34302
1990,2nd Quintile,male,Other Christian community,0.01859,40,868,0.00960,0.02758
1990,2nd Quintile,male,Islamic community,0.03228,121,868,0.02052,0.04405
1990,2nd Quintile,male,Non-denominational,0.05582,55,868,0.04054,0.07110
1990,2nd Quintile,female,Catholic,0.34731,422,987,0.31759,0.37703
1990,2nd Quintile,female,Protestant,0.35986,352,987,0.32991,0.38982
1990,2nd Quintile,female,Other Christian community,0.01850,35,987,0.01009,0.02691
1990,2nd Quintile,female,Islamic community,0.02373,106,987,0.01423,0.03323
1990,2nd Quintile,female,Non-denominational,0.04353,41,987,0.03079,0.05627
1990,2nd Quintile,female,Christian orthodox,0.00448,31,987,0.00031,0.00865
1990,3rd Quintile,male,Catholic,0.32035,388,911,0.29003,0.35067
1990,3rd Quintile,male,Protestant,0.35329,311,911,0.32223,0.38434
1990,3rd Quintile,male,Islamic community,0.02199,80,911,0.01246,0.03152
1990,3rd Quintile,male,Non-denominational,0.09751,93,911,0.07823,0.11678
1990,3rd Quintile,male,Christian orthodox,0.00607,39,911,0.00102,0.01112
1990,3rd Quintile,female,Catholic,0.37256,424,942,0.34166,0.40345
1990,3rd Quintile,female,Protestant,0.35697,334,942,0.32636,0.38758
1990,3rd Quintile,female,Other Christian community,0.01769,35,942,0.00927,0.02611
1990,3rd Quintile,female,Islamic community,0.01500,66,942,0.00724,0.02277
1990,3rd Quintile,female,Non-denominational,0.05069,47,942,0.03668,0.06471
1990,3rd Quintile,female,Christian orthodox,0.00475,36,942,0.00036,0.00914
1990,4th Quintile,male,Catholic,0.38343,449,986,0.35307,0.41380
1990,4th Quintile,male,Protestant,0.35836,346,986,0.32841,0.38830
1990,4th Quintile,male,Islamic community,0.00888,37,986,0.00302,0.01474
1990,4th Quintile,male,Non-denominational,0.11856,113,986,0.09837,0.13875
1990,4th Quintile,male,Christian orthodox,0.00594,41,986,0.00114,0.01075
1990,4th Quintile,female,Catholic,0.36720,394,870,0.33515,0.39925
1990,4th Quintile,female,Protestant,0.41923,378,870,0.38642,0.45204
1990,4th Quintile,female,Non-denominational,0.06939,66,870,0.05250,0.08629
1990,4th Quintile,female,Christian orthodox,0.00465,32,870,0.00013,0.00917
1990,5th Quintile,male,Catholic,0.33369,368,899,0.30285,0.36453
1990,5th Quintile,male,Protestant,0.37314,366,899,0.34150,0.40477
1990,5th Quintile,male,Non-denominational,0.17231,165,899,0.14761,0.19701
1990,5th Quintile,female,Catholic,0.37036,363,825,0.33739,0.40334
1990,5th Quintile,female,Protestant,0.41163,375,825,0.37803,0.44523
1990,5th Quintile,female,Non-denominational,0.09691,87,825,0.07671,0.11711
1997,1st Quintile,male,Catholic,0.19154,243,1018,0.16736,0.21573
1997,1st Quintile,male,Protestant,0.22490,223,1018,0.19924,0.25056
1997,1st Quintile,male,Other Christian community,0.02188,52,1018,0.01289,0.03088
1997,1st Quintile,male,Other religious community,0.07891,208,1018,0.06234,0.09548
1997,1st Quintile,male,Non-denominational,0.17887,292,1018,0.15532,0.20243
1997,1st Quintile,female,Catholic,0.24210,353,1339,0.21915,0.26506
1997,1st Quintile,female,Protestant,0.29130,371,1339,0.26695,0.31565
1997,1st Quintile,female,Other Christian community,0.02451,55,1339,0.01623,0.03280
1997,1st Quintile,female,Other religious community,0.06135,212,1339,0.04849,0.07420
1997,1st Quintile,female,Non-denominational,0.16746,348,1339,0.14745,0.18746
1997,2nd Quintile,male,Catholic,0.24018,346,1276,0.21673,0.26363
1997,2nd Quintile,male,Protestant,0.22574,293,1276,0.20279,0.24869
1997,2nd Quintile,male,Other Christian community,0.01393,47,1276,0.00750,0.02036
1997,2nd Quintile,male,Other religious community,0.04370,135,1276,0.03248,0.05492
1997,2nd Quintile,male,Non-denominational,0.23890,455,1276,0.21549,0.26231
1997,2nd Quintile,female,Catholic,0.26278,399,1442,0.24005,0.28550
1997,2nd Quintile,female,Protestant,0.28556,421,1442,0.26224,0.30888
1997,2nd Quintile,female,Other Christian community,0.01508,56,1442,0.00878,0.02137
1997,2nd Quintile,female,Other religious community,0.02900,117,1442,0.02034,0.03767
1997,2nd Quintile,female,Non-denominational,0.20395,449,1442,0.18315,0.22476
1997,3rd Quintile,male,Catholic,0.27720,413,1278,0.25265,0.30175
1997,3rd Quintile,male,Protestant,0.26169,336,1278,0.23758,0.28580
1997,3rd Quintile,male,Other Christian community,0.00843,37,1278,0.00342,0.01345
1997,3rd Quintile,male,Other religious community,0.02388,61,1278,0.01550,0.03225
