year,age_gr,pgisced97,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Pre-primary Level,Catholic,0.41564,65,127,0.32958,0.50169
1990,17-29 y.,Pre-primary Level,Protestant,0.41298,62,127,0.32700,0.49895
1990,17-29 y.,Primary Level,Islamic community,0.19478,51,51,0.08500,0.30455
1990,17-29 y.,Lower Secondary Level,Catholic,0.34484,317,913,0.31399,0.37569
1990,17-29 y.,Lower Secondary Level,Protestant,0.40649,263,913,0.37461,0.43837
1990,17-29 y.,Lower Secondary Level,Islamic community,0.06862,172,913,0.05221,0.08503
1990,17-29 y.,Lower Secondary Level,Non-denominational,0.14541,161,913,0.12253,0.16829
1990,17-29 y.,Upper Secondary Level,Catholic,0.33966,560,1954,0.31866,0.36067
1990,17-29 y.,Upper Secondary Level,Protestant,0.37220,587,1954,0.35076,0.39364
1990,17-29 y.,Upper Secondary Level,Other Christian community,0.01506,32,1954,0.00966,0.02046
1990,17-29 y.,Upper Secondary Level,Islamic community,0.01765,105,1954,0.01181,0.02349
1990,17-29 y.,Upper Secondary Level,Non-denominational,0.24329,622,1954,0.22426,0.26232
1990,17-29 y.,Upper Secondary Level,Christian orthodox,0.00484,48,1954,0.00176,0.00791
1990,17-29 y.,Post-secondary Non-tertiary Level,Catholic,0.30370,49,145,0.22859,0.37881
1990,17-29 y.,Post-secondary Non-tertiary Level,Protestant,0.46238,57,145,0.38094,0.54381
1990,17-29 y.,Post-secondary Non-tertiary Level,Non-denominational,0.20009,39,145,0.13474,0.26543
1990,17-29 y.,First Stage of Tertiary Education,Catholic,0.43197,43,75,0.31910,0.54483
1990,17-29 y.,First Stage of Tertiary Education,Protestant,0.35884,32,75,0.24955,0.46813
1990,17-29 y.,Second Stage of Tertiary Education,Catholic,0.19525,33,222,0.14299,0.24751
1990,17-29 y.,Second Stage of Tertiary Education,Protestant,0.38911,67,222,0.32483,0.45339
1990,17-29 y.,Second Stage of Tertiary Education,Non-denominational,0.40257,122,222,0.33791,0.46723
1990,30-45 y.,Primary Level,Catholic,0.33995,82,142,0.26176,0.41814
1990,30-45 y.,Primary Level,Islamic community,0.28713,60,142,0.21245,0.36181
1990,30-45 y.,Lower Secondary Level,Catholic,0.46084,226,491,0.41670,0.50497
1990,30-45 y.,Lower Secondary Level,Protestant,0.29230,103,491,0.25203,0.33257
1990,30-45 y.,Lower Secondary Level,Islamic community,0.07307,73,491,0.05002,0.09611
1990,30-45 y.,Lower Secondary Level,Non-denominational,0.10171,52,491,0.07495,0.12847
1990,30-45 y.,Lower Secondary Level,Christian orthodox,0.02008,37,491,0.00766,0.03250
1990,30-45 y.,Upper Secondary Level,Catholic,0.36158,680,2243,0.34169,0.38147
1990,30-45 y.,Upper Secondary Level,Protestant,0.37757,735,2243,0.35751,0.39764
1990,30-45 y.,Upper Secondary Level,Other Christian community,0.01667,55,2243,0.01137,0.02197
1990,30-45 y.,Upper Secondary Level,Islamic community,0.01025,51,2243,0.00608,0.01442
1990,30-45 y.,Upper Secondary Level,Non-denominational,0.22628,722,2243,0.20896,0.24360
1990,30-45 y.,Post-secondary Non-tertiary Level,Catholic,0.29782,35,78,0.19567,0.39996
1990,30-45 y.,Post-secondary Non-tertiary Level,Non-denominational,0.34424,43,78,0.23812,0.45037
1990,30-45 y.,First Stage of Tertiary Education,Catholic,0.43749,110,290,0.38029,0.49468
1990,30-45 y.,First Stage of Tertiary Education,Protestant,0.33363,94,290,0.27927,0.38799
1990,30-45 y.,First Stage of Tertiary Education,Non-denominational,0.19845,86,290,0.15247,0.24443
1990,30-45 y.,Second Stage of Tertiary Education,Catholic,0.25364,133,782,0.22312,0.28415
1990,30-45 y.,Second Stage of Tertiary Education,Protestant,0.31328,227,782,0.28075,0.34581
1990,30-45 y.,Second Stage of Tertiary Education,Non-denominational,0.40521,422,782,0.37078,0.43964
1990,46-65 y.,Primary Level,Catholic,0.30482,110,266,0.24939,0.36024
1990,46-65 y.,Primary Level,Islamic community,0.33722,102,266,0.28030,0.39414
1990,46-65 y.,Primary Level,Christian orthodox,0.11591,54,266,0.07737,0.15445
1990,46-65 y.,Lower Secondary Level,Catholic,0.40309,342,926,0.37148,0.43470
1990,46-65 y.,Lower Secondary Level,Protestant,0.43754,335,926,0.40557,0.46951
1990,46-65 y.,Lower Secondary Level,Islamic community,0.02499,77,926,0.01493,0.03505
1990,46-65 y.,Lower Secondary Level,Non-denominational,0.10406,122,926,0.08438,0.12374
1990,46-65 y.,Lower Secondary Level,Christian orthodox,0.01064,50,926,0.00403,0.01725
1990,46-65 y.,Upper Secondary Level,Catholic,0.32641,609,2072,0.30622,0.34661
1990,46-65 y.,Upper Secondary Level,Protestant,0.44864,849,2072,0.42722,0.47006
1990,46-65 y.,Upper Secondary Level,Other Christian community,0.01402,34,2072,0.00896,0.01908
1990,46-65 y.,Upper Secondary Level,Islamic community,0.00490,34,2072,0.00189,0.00790
1990,46-65 y.,Upper Secondary Level,Non-denominational,0.19783,546,2072,0.18067,0.21498
1990,46-65 y.,First Stage of Tertiary Education,Catholic,0.29118,64,256,0.23542,0.34695
1990,46-65 y.,First Stage of Tertiary Education,Protestant,0.44940,113,256,0.38835,0.51046
1990,46-65 y.,First Stage of Tertiary Education,Non-denominational,0.22450,79,256,0.17329,0.27571
1990,46-65 y.,Second Stage of Tertiary Education,Catholic,0.24204,96,525,0.20536,0.27871
1990,46-65 y.,Second Stage of Tertiary Education,Protestant,0.35281,174,525,0.31189,0.39372
1990,46-65 y.,Second Stage of Tertiary Education,Non-denominational,0.37695,255,525,0.33545,0.41844
1990,66 and older,Lower Secondary Level,Catholic,0.35971,177,506,0.31786,0.40157
1990,66 and older,Lower Secondary Level,Protestant,0.53585,271,506,0.49235,0.57935
1990,66 and older,Lower Secondary Level,Non-denominational,0.08647,58,506,0.06196,0.11098
1990,66 and older,Upper Secondary Level,Catholic,0.32006,201,684,0.28507,0.35504
1990,66 and older,Upper Secondary Level,Protestant,0.52576,356,684,0.48832,0.56321
1990,66 and older,Upper Secondary Level,Non-denominational,0.14062,127,684,0.11454,0.16669
1990,66 and older,First Stage of Tertiary Education,Catholic,0.33762,31,78,0.23200,0.44325
1990,66 and older,First Stage of Tertiary Education,Protestant,0.47981,47,78,0.36822,0.59141
1990,66 and older,Second Stage of Tertiary Education,Protestant,0.43220,46,46,0.28746,0.57694
1997,17-29 y.,Pre-primary Level,Catholic,0.34606,89,302,0.29232,0.39980
1997,17-29 y.,Pre-primary Level,Protestant,0.31285,79,302,0.26047,0.36523
1997,17-29 y.,Pre-primary Level,Other religious community,0.07601,33,302,0.04607,0.10595
1997,17-29 y.,Pre-primary Level,Non-denominational,0.23887,101,302,0.19070,0.28704
1997,17-29 y.,Lower Secondary Level,Catholic,0.34218,206,674,0.30634,0.37803
1997,17-29 y.,Lower Secondary Level,Protestant,0.29749,155,674,0.26295,0.33203
1997,17-29 y.,Lower Secondary Level,Other religious community,0.10272,124,674,0.07978,0.12566
1997,17-29 y.,Lower Secondary Level,Non-denominational,0.22992,189,674,0.19813,0.26171
1997,17-29 y.,Upper Secondary Level,Catholic,0.32760,407,1368,0.30272,0.35248
1997,17-29 y.,Upper Secondary Level,Protestant,0.31109,392,1368,0.28655,0.33564
1997,17-29 y.,Upper Secondary Level,Other Christian community,0.02298,57,1368,0.01504,0.03092
1997,17-29 y.,Upper Secondary Level,Other religious community,0.04498,103,1368,0.03400,0.05597
1997,17-29 y.,Upper Secondary Level,Non-denominational,0.28389,409,1368,0.25999,0.30779
1997,17-29 y.,Post-secondary Non-tertiary Level,Catholic,0.34804,47,131,0.26615,0.42992
1997,17-29 y.,Post-secondary Non-tertiary Level,Protestant,0.33822,41,131,0.25689,0.41955
1997,17-29 y.,Post-secondary Non-tertiary Level,Non-denominational,0.22665,43,131,0.15468,0.29862
1997,17-29 y.,First Stage of Tertiary Education,Catholic,0.35230,34,71,0.24039,0.46420
1997,17-29 y.,First Stage of Tertiary Education,Protestant,0.35544,37,71,0.24331,0.46757
1997,17-29 y.,Second Stage of Tertiary Education,Catholic,0.33985,43,143,0.26194,0.41776
1997,17-29 y.,Second Stage of Tertiary Education,Protestant,0.38418,56,143,0.30418,0.46419
1997,17-29 y.,Second Stage of Tertiary Education,Non-denominational,0.25387,44,143,0.18229,0.32546
1997,30-45 y.,Primary Level,Catholic,0.31802,44,90,0.22127,0.41478
1997,30-45 y.,Primary Level,Other religious community,0.25062,46,90,0.16059,0.34066
1997,30-45 y.,Lower Secondary Level,Catholic,0.42408,178,438,0.37775,0.47042
1997,30-45 y.,Lower Secondary Level,Protestant,0.28762,92,438,0.24518,0.33006
1997,30-45 y.,Lower Secondary Level,Other Christian community,0.04014,33,438,0.02173,0.05854
1997,30-45 y.,Lower Secondary Level,Other religious community,0.09460,74,438,0.06716,0.12204
1997,30-45 y.,Lower Secondary Level,Non-denominational,0.14147,61,438,0.10879,0.17414
1997,30-45 y.,Upper Secondary Level,Catholic,0.33029,685,2335,0.31120,0.34937
1997,30-45 y.,Upper Secondary Level,Protestant,0.31934,663,2335,0.30043,0.33825
1997,30-45 y.,Upper Secondary Level,Other Christian community,0.01774,61,2335,0.01239,0.02310
1997,30-45 y.,Upper Secondary Level,Other religious community,0.02040,94,2335,0.01466,0.02613
1997,30-45 y.,Upper Secondary Level,Non-denominational,0.30761,832,2335,0.28888,0.32633
1997,30-45 y.,Post-secondary Non-tertiary Level,Catholic,0.30583,71,194,0.24083,0.37084
1997,30-45 y.,Post-secondary Non-tertiary Level,Protestant,0.37288,71,194,0.30466,0.44110
1997,30-45 y.,Post-secondary Non-tertiary Level,Non-denominational,0.22976,52,194,0.17041,0.28911
1997,30-45 y.,First Stage of Tertiary Education,Catholic,0.34629,110,312,0.29341,0.39917
1997,30-45 y.,First Stage of Tertiary Education,Protestant,0.29249,95,312,0.24193,0.34305
1997,30-45 y.,First Stage of Tertiary Education,Non-denominational,0.31215,107,312,0.26065,0.36365
1997,30-45 y.,Second Stage of Tertiary Education,Catholic,0.24957,176,799,0.21955,0.27960
1997,30-45 y.,Second Stage of Tertiary Education,Protestant,0.30582,228,799,0.27385,0.33779
1997,30-45 y.,Second Stage of Tertiary Education,Non-denominational,0.41085,395,799,0.37671,0.44498
1997,46-65 y.,Primary Level,Catholic,0.30990,83,170,0.24018,0.37962
1997,46-65 y.,Primary Level,Other religious community,0.33910,87,170,0.26772,0.41047
1997,46-65 y.,Lower Secondary Level,Catholic,0.41993,260,703,0.38342,0.45644
1997,46-65 y.,Lower Secondary Level,Protestant,0.36295,200,703,0.32738,0.39852
1997,46-65 y.,Lower Secondary Level,Other Christian community,0.03873,62,703,0.02445,0.05300
1997,46-65 y.,Lower Secondary Level,Other religious community,0.05223,84,703,0.03577,0.06869
1997,46-65 y.,Lower Secondary Level,Non-denominational,0.12200,97,703,0.09779,0.14621
1997,46-65 y.,Upper Secondary Level,Catholic,0.31464,563,1950,0.29402,0.33526
1997,46-65 y.,Upper Secondary Level,Protestant,0.36976,643,1950,0.34833,0.39119
1997,46-65 y.,Upper Secondary Level,Other Christian community,0.01733,54,1950,0.01154,0.02313
1997,46-65 y.,Upper Secondary Level,Other religious community,0.01293,45,1950,0.00792,0.01795
1997,46-65 y.,Upper Secondary Level,Non-denominational,0.27904,645,1950,0.25912,0.29895
1997,46-65 y.,First Stage of Tertiary Education,Catholic,0.25273,59,235,0.19705,0.30842
1997,46-65 y.,First Stage of Tertiary Education,Protestant,0.41197,89,235,0.34891,0.47503
1997,46-65 y.,First Stage of Tertiary Education,Non-denominational,0.31715,87,235,0.25753,0.37678
1997,46-65 y.,Second Stage of Tertiary Education,Catholic,0.22273,99,604,0.18952,0.25594
1997,46-65 y.,Second Stage of Tertiary Education,Protestant,0.29581,183,604,0.25938,0.33224
1997,46-65 y.,Second Stage of Tertiary Education,Non-denominational,0.44689,322,604,0.40721,0.48657
1997,66 and older,Lower Secondary Level,Catholic,0.38496,180,454,0.34015,0.42977
1997,66 and older,Lower Secondary Level,Protestant,0.50478,233,454,0.45873,0.55082
