year,age_gr,sex,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,male,Catholic,0.33558,566,1933,0.31452,0.35663
1990,17-29 y.,male,Protestant,0.38196,555,1933,0.36029,0.40362
1990,17-29 y.,male,Other Christian community,0.01368,37,1933,0.00850,0.01886
1990,17-29 y.,male,Islamic community,0.03675,209,1933,0.02836,0.04514
1990,17-29 y.,male,Non-denominational,0.22502,523,1933,0.20640,0.24365
1990,17-29 y.,male,Christian orthodox,0.00397,43,1933,0.00117,0.00677
1990,17-29 y.,female,Catholic,0.34344,564,1885,0.32200,0.36489
1990,17-29 y.,female,Protestant,0.39494,563,1885,0.37286,0.41701
1990,17-29 y.,female,Other Christian community,0.01936,39,1885,0.01313,0.02558
1990,17-29 y.,female,Islamic community,0.03456,183,1885,0.02632,0.04281
1990,17-29 y.,female,Non-denominational,0.19690,484,1885,0.17895,0.21486
1990,17-29 y.,female,Christian orthodox,0.00623,52,1885,0.00267,0.00978
1990,30-45 y.,male,Catholic,0.33744,624,2093,0.31717,0.35770
1990,30-45 y.,male,Protestant,0.33760,562,2093,0.31734,0.35787
1990,30-45 y.,male,Other Christian community,0.01552,52,2093,0.01023,0.02082
1990,30-45 y.,male,Islamic community,0.02255,100,2093,0.01619,0.02892
1990,30-45 y.,male,Non-denominational,0.27647,713,2093,0.25730,0.29563
1990,30-45 y.,male,Christian orthodox,0.00544,42,2093,0.00229,0.00859
1990,30-45 y.,female,Catholic,0.38032,665,2159,0.35984,0.40080
1990,30-45 y.,female,Protestant,0.35316,640,2159,0.33299,0.37332
1990,30-45 y.,female,Other Christian community,0.02402,74,2159,0.01756,0.03048
1990,30-45 y.,female,Islamic community,0.02550,113,2159,0.01885,0.03215
1990,30-45 y.,female,Non-denominational,0.20787,626,2159,0.19075,0.22499
1990,30-45 y.,female,Christian orthodox,0.00496,41,2159,0.00200,0.00793
1990,46-65 y.,male,Catholic,0.32247,613,2128,0.30261,0.34234
1990,46-65 y.,male,Protestant,0.39974,677,2128,0.37892,0.42056
1990,46-65 y.,male,Other Christian community,0.01722,51,2128,0.01169,0.02275
1990,46-65 y.,male,Islamic community,0.02270,138,2128,0.01637,0.02903
1990,46-65 y.,male,Non-denominational,0.22710,573,2128,0.20930,0.24491
1990,46-65 y.,male,Christian orthodox,0.00805,76,2128,0.00425,0.01185
1990,46-65 y.,female,Catholic,0.34197,628,2093,0.32164,0.36229
1990,46-65 y.,female,Protestant,0.45874,823,2093,0.43738,0.48009
1990,46-65 y.,female,Other Christian community,0.01596,42,2093,0.01059,0.02133
1990,46-65 y.,female,Islamic community,0.01285,96,2093,0.00802,0.01767
1990,46-65 y.,female,Non-denominational,0.16257,446,2093,0.14676,0.17838
1990,46-65 y.,female,Christian orthodox,0.00433,58,2093,0.00152,0.00715
1990,66 and older,male,Catholic,0.36019,185,543,0.31977,0.40060
1990,66 and older,male,Protestant,0.47436,249,543,0.43233,0.51640
1990,66 and older,male,Non-denominational,0.16114,109,543,0.13019,0.19210
1990,66 and older,female,Catholic,0.33107,275,893,0.30019,0.36195
1990,66 and older,female,Protestant,0.54235,484,893,0.50965,0.57504
1990,66 and older,female,Non-denominational,0.11042,134,893,0.08985,0.13099
1997,17-29 y.,male,Catholic,0.32788,426,1474,0.30391,0.35186
1997,17-29 y.,male,Protestant,0.30801,370,1474,0.28443,0.33158
1997,17-29 y.,male,Other Christian community,0.01955,56,1474,0.01248,0.02662
1997,17-29 y.,male,Other religious community,0.07473,180,1474,0.06130,0.08816
1997,17-29 y.,male,Non-denominational,0.26588,442,1474,0.24331,0.28844
1997,17-29 y.,female,Catholic,0.34284,455,1536,0.31909,0.36658
1997,17-29 y.,female,Protestant,0.31811,425,1536,0.29481,0.34141
1997,17-29 y.,female,Other Christian community,0.02539,63,1536,0.01752,0.03326
1997,17-29 y.,female,Other religious community,0.06552,175,1536,0.05315,0.07790
1997,17-29 y.,female,Non-denominational,0.24566,418,1536,0.22412,0.26719
1997,30-45 y.,male,Catholic,0.32010,635,2143,0.30034,0.33986
1997,30-45 y.,male,Protestant,0.29374,535,2143,0.27445,0.31303
1997,30-45 y.,male,Other Christian community,0.01679,67,2143,0.01135,0.02223
1997,30-45 y.,male,Other religious community,0.03421,138,2143,0.02651,0.04191
1997,30-45 y.,male,Non-denominational,0.33469,768,2143,0.31470,0.35467
1997,30-45 y.,female,Catholic,0.32995,652,2196,0.31028,0.34962
1997,30-45 y.,female,Protestant,0.33275,641,2196,0.31303,0.35246
1997,30-45 y.,female,Other Christian community,0.03448,86,2196,0.02684,0.04211
1997,30-45 y.,female,Other religious community,0.03005,119,2196,0.02291,0.03719
1997,30-45 y.,female,Non-denominational,0.27056,698,2196,0.25198,0.28915
1997,46-65 y.,male,Catholic,0.31065,538,1911,0.28990,0.33140
1997,46-65 y.,male,Protestant,0.31772,507,1911,0.29684,0.33860
1997,46-65 y.,male,Other Christian community,0.02600,88,1911,0.01886,0.03314
1997,46-65 y.,male,Other religious community,0.02906,120,1911,0.02152,0.03659
1997,46-65 y.,male,Non-denominational,0.31373,658,1911,0.29292,0.33454
1997,46-65 y.,female,Catholic,0.32840,559,1908,0.30732,0.34948
1997,46-65 y.,female,Protestant,0.38895,633,1908,0.36707,0.41083
1997,46-65 y.,female,Other Christian community,0.02460,76,1908,0.01765,0.03155
1997,46-65 y.,female,Other religious community,0.02598,111,1908,0.01884,0.03312
1997,46-65 y.,female,Non-denominational,0.23108,529,1908,0.21217,0.25000
1997,66 and older,male,Catholic,0.34449,208,606,0.30662,0.38235
1997,66 and older,male,Protestant,0.43449,258,606,0.39499,0.47399
1997,66 and older,male,Non-denominational,0.19023,140,606,0.15895,0.22150
1997,66 and older,female,Catholic,0.34853,299,918,0.31769,0.37937
1997,66 and older,female,Protestant,0.49949,454,918,0.46713,0.53186
1997,66 and older,female,Non-denominational,0.13087,165,918,0.10904,0.15270
2003,17-29 y.,male,Catholic,0.30562,571,1917,0.28499,0.32624
2003,17-29 y.,male,Protestant,0.31079,577,1917,0.29006,0.33151
2003,17-29 y.,male,Other Christian community,0.02348,46,1917,0.01670,0.03026
2003,17-29 y.,male,Other religious community,0.07018,106,1917,0.05874,0.08161
2003,17-29 y.,male,Non-denominational,0.28994,617,1917,0.26962,0.31026
2003,17-29 y.,female,Catholic,0.31540,597,2066,0.29536,0.33544
2003,17-29 y.,female,Protestant,0.34352,689,2066,0.32304,0.36400
2003,17-29 y.,female,Other Christian community,0.02848,58,2066,0.02131,0.03566
2003,17-29 y.,female,Other religious community,0.05372,113,2066,0.04399,0.06344
2003,17-29 y.,female,Non-denominational,0.25888,609,2066,0.23999,0.27777
2003,30-45 y.,male,Catholic,0.29003,948,3312,0.27457,0.30549
2003,30-45 y.,male,Protestant,0.28457,903,3312,0.26920,0.29994
2003,30-45 y.,male,Other Christian community,0.01990,70,3312,0.01515,0.02466
2003,30-45 y.,male,Other religious community,0.04877,190,3312,0.04143,0.05610
2003,30-45 y.,male,Non-denominational,0.35673,1201,3312,0.34041,0.37305
2003,30-45 y.,female,Catholic,0.32098,1112,3579,0.30569,0.33628
2003,30-45 y.,female,Protestant,0.32936,1149,3579,0.31396,0.34476
2003,30-45 y.,female,Other Christian community,0.02990,97,3579,0.02432,0.03548
2003,30-45 y.,female,Other religious community,0.03950,160,3579,0.03312,0.04589
2003,30-45 y.,female,Non-denominational,0.28026,1061,3579,0.26554,0.29497
2003,46-65 y.,male,Catholic,0.29087,1038,3728,0.27629,0.30545
2003,46-65 y.,male,Protestant,0.30530,1107,3728,0.29052,0.32009
2003,46-65 y.,male,Other Christian community,0.02318,89,3728,0.01835,0.02801
2003,46-65 y.,male,Other religious community,0.03389,116,3728,0.02808,0.03970
2003,46-65 y.,male,Non-denominational,0.34676,1378,3728,0.33148,0.36204
2003,46-65 y.,female,Catholic,0.32817,1153,3794,0.31323,0.34312
2003,46-65 y.,female,Protestant,0.35420,1323,3794,0.33898,0.36943
2003,46-65 y.,female,Other Christian community,0.02226,93,3794,0.01757,0.02696
2003,46-65 y.,female,Other religious community,0.02910,116,3794,0.02375,0.03445
2003,46-65 y.,female,Non-denominational,0.26626,1109,3794,0.25219,0.28033
2003,66 and older,male,Catholic,0.33512,527,1624,0.31216,0.35809
2003,66 and older,male,Protestant,0.42585,685,1624,0.40180,0.44991
2003,66 and older,male,Other religious community,0.01893,32,1624,0.01230,0.02556
2003,66 and older,male,Non-denominational,0.20420,380,1624,0.18459,0.22382
2003,66 and older,female,Catholic,0.34472,636,1923,0.32347,0.36596
2003,66 and older,female,Protestant,0.48045,936,1923,0.45812,0.50279
2003,66 and older,female,Non-denominational,0.15040,351,1923,0.13442,0.16638
2007,17-29 y.,male,Catholic,0.29466,451,1616,0.27243,0.31690
2007,17-29 y.,male,Protestant,0.33212,551,1616,0.30915,0.35509
2007,17-29 y.,male,Other Christian community,0.02095,39,1616,0.01396,0.02793
2007,17-29 y.,male,Islamic community,0.06320,76,1616,0.05133,0.07507
2007,17-29 y.,male,Non-denominational,0.28150,499,1616,0.25957,0.30344
2007,17-29 y.,female,Catholic,0.28495,490,1758,0.26385,0.30606
2007,17-29 y.,female,Protestant,0.35019,619,1758,0.32789,0.37250
2007,17-29 y.,female,Other Christian community,0.03046,55,1758,0.02243,0.03850
2007,17-29 y.,female,Islamic community,0.05309,72,1758,0.04260,0.06357
2007,17-29 y.,female,Non-denominational,0.27701,522,1758,0.25608,0.29793
2007,30-45 y.,male,Catholic,0.28546,749,2696,0.26841,0.30251
2007,30-45 y.,male,Protestant,0.28724,778,2696,0.27015,0.30432
2007,30-45 y.,male,Other Christian community,0.01806,57,2696,0.01304,0.02309
2007,30-45 y.,male,Islamic community,0.05884,146,2696,0.04996,0.06773
2007,30-45 y.,male,Non-denominational,0.34700,966,2696,0.32903,0.36497
2007,30-45 y.,female,Catholic,0.32380,925,2990,0.30702,0.34058
2007,30-45 y.,female,Protestant,0.31495,960,2990,0.29830,0.33161
2007,30-45 y.,female,Other Christian community,0.03417,88,2990,0.02766,0.04068
2007,30-45 y.,female,Islamic community,0.04878,139,2990,0.04105,0.05650
2007,30-45 y.,female,Non-denominational,0.27585,878,2990,0.25982,0.29187
2007,46-65 y.,male,Catholic,0.28912,942,3380,0.27384,0.30441
2007,46-65 y.,male,Protestant,0.28009,991,3380,0.26495,0.29523
2007,46-65 y.,male,Other Christian community,0.03074,89,3380,0.02492,0.03656
2007,46-65 y.,male,Islamic community,0.02899,68,3380,0.02333,0.03464
2007,46-65 y.,male,Non-denominational,0.36844,1290,3380,0.35218,0.38471
2007,46-65 y.,female,Catholic,0.31923,1089,3644,0.30409,0.33437
2007,46-65 y.,female,Protestant,0.32671,1243,3644,0.31148,0.34194
2007,46-65 y.,female,Other Christian community,0.03757,103,3644,0.03139,0.04374
2007,46-65 y.,female,Islamic community,0.02559,67,3644,0.02046,0.03071
2007,46-65 y.,female,Non-denominational,0.28732,1142,3644,0.27263,0.30202
2007,66 and older,male,Catholic,0.31337,606,2034,0.29321,0.33353
2007,66 and older,male,Protestant,0.42157,841,2034,0.40010,0.44303
2007,66 and older,male,Other Christian community,0.02358,34,2034,0.01698,0.03018
2007,66 and older,male,Islamic community,0.01507,31,2034,0.00978,0.02037
2007,66 and older,male,Non-denominational,0.22508,522,2034,0.20692,0.24323
2007,66 and older,female,Catholic,0.32498,697,2268,0.30570,0.34426
2007,66 and older,female,Protestant,0.48257,1100,2268,0.46200,0.50314
2007,66 and older,female,Other Christian community,0.01598,39,2268,0.01082,0.02114
2007,66 and older,female,Non-denominational,0.16533,432,2268,0.15004,0.18062
2011,17-29 y.,male,Catholic,0.29952,455,1488,0.27624,0.32280
2011,17-29 y.,male,Protestant,0.35572,516,1488,0.33139,0.38005
2011,17-29 y.,male,Other Christian community,0.01817,34,1488,0.01138,0.02496
2011,17-29 y.,male,Islamic community,0.03380,51,1488,0.02462,0.04299
2011,17-29 y.,male,Non-denominational,0.28747,432,1488,0.26447,0.31047
2011,17-29 y.,female,Catholic,0.27138,457,1599,0.24958,0.29318
2011,17-29 y.,female,Protestant,0.39310,583,1599,0.36915,0.41704
2011,17-29 y.,female,Other Christian community,0.02341,40,1599,0.01600,0.03083
2011,17-29 y.,female,Islamic community,0.03474,58,1599,0.02576,0.04372
2011,17-29 y.,female,Non-denominational,0.27692,461,1599,0.25498,0.29886
2011,30-45 y.,male,Catholic,0.28546,684,2485,0.26770,0.30322
2011,30-45 y.,male,Protestant,0.27512,728,2485,0.25756,0.29268
2011,30-45 y.,male,Other Christian community,0.01561,53,2485,0.01074,0.02049
2011,30-45 y.,male,Islamic community,0.03920,117,2485,0.03156,0.04683
2011,30-45 y.,male,Non-denominational,0.37867,903,2485,0.35959,0.39775
2011,30-45 y.,female,Catholic,0.30128,979,3296,0.28561,0.31694
2011,30-45 y.,female,Protestant,0.30120,1072,3296,0.28554,0.31687
2011,30-45 y.,female,Other Christian community,0.03850,110,3296,0.03193,0.04507
2011,30-45 y.,female,Islamic community,0.03653,128,3296,0.03012,0.04293
2011,30-45 y.,female,Non-denominational,0.31694,1007,3296,0.30105,0.33283
2011,46-65 y.,male,Catholic,0.27991,1062,3810,0.26565,0.29417
2011,46-65 y.,male,Protestant,0.27335,1080,3810,0.25920,0.28750
2011,46-65 y.,male,Other Christian community,0.02436,93,3810,0.01946,0.02925
2011,46-65 y.,male,Islamic community,0.02018,54,3810,0.01571,0.02465
2011,46-65 y.,male,Non-denominational,0.39880,1521,3810,0.38325,0.41435
2011,46-65 y.,female,Catholic,0.30817,1238,4248,0.29429,0.32206
2011,46-65 y.,female,Protestant,0.31854,1428,4248,0.30453,0.33255
2011,46-65 y.,female,Other Christian community,0.02763,103,4248,0.02270,0.03256
2011,46-65 y.,female,Islamic community,0.02002,53,4248,0.01581,0.02424
2011,46-65 y.,female,Non-denominational,0.32156,1426,4248,0.30751,0.33560
2011,66 and older,male,Catholic,0.30271,708,2421,0.28440,0.32101
2011,66 and older,male,Protestant,0.39173,939,2421,0.37229,0.41118
2011,66 and older,male,Other Christian community,0.02122,38,2421,0.01548,0.02696
2011,66 and older,male,Non-denominational,0.26550,736,2421,0.24790,0.28309
2011,66 and older,female,Catholic,0.32200,804,2638,0.30416,0.33983
2011,66 and older,female,Protestant,0.45114,1192,2638,0.43215,0.47013
2011,66 and older,female,Other Christian community,0.01921,45,2638,0.01397,0.02445
2011,66 and older,female,Non-denominational,0.19771,597,2638,0.18250,0.21291
2015,17-29 y.,male,Catholic,0.30958,607,2065,0.28964,0.32953
2015,17-29 y.,male,Protestant,0.31107,585,2065,0.29109,0.33104
2015,17-29 y.,male,Other Christian community,0.01280,46,2065,0.00795,0.01765
2015,17-29 y.,male,Islamic community,0.03319,90,2065,0.02546,0.04091
2015,17-29 y.,male,Other religious community,0.01254,31,2065,0.00774,0.01734
2015,17-29 y.,male,Non-denominational,0.25963,552,2065,0.24072,0.27855
2015,17-29 y.,male,Christian orthodox,0.01123,66,2065,0.00669,0.01578
2015,17-29 y.,male,Sunni denomination,0.03919,88,2065,0.03082,0.04757
2015,17-29 y.,female,Catholic,0.27399,642,2317,0.25583,0.29216
2015,17-29 y.,female,Protestant,0.34999,655,2317,0.33056,0.36941
2015,17-29 y.,female,Other Christian community,0.01359,53,2317,0.00887,0.01830
2015,17-29 y.,female,Islamic community,0.02904,110,2317,0.02221,0.03588
2015,17-29 y.,female,Other religious community,0.00870,43,2317,0.00492,0.01248
2015,17-29 y.,female,Non-denominational,0.27102,616,2317,0.25292,0.28912
2015,17-29 y.,female,Christian orthodox,0.01481,92,2317,0.00989,0.01973
2015,17-29 y.,female,Sunni denomination,0.03390,106,2317,0.02653,0.04127
2015,30-45 y.,male,Catholic,0.26837,906,3448,0.25357,0.28316
2015,30-45 y.,male,Protestant,0.22015,755,3448,0.20632,0.23398
2015,30-45 y.,male,Other Christian community,0.02092,82,3448,0.01614,0.02570
2015,30-45 y.,male,Islamic community,0.04109,178,3448,0.03446,0.04772
2015,30-45 y.,male,Non-denominational,0.40087,1250,3448,0.38451,0.41724
2015,30-45 y.,male,Christian orthodox,0.01381,152,3448,0.00991,0.01771
2015,30-45 y.,male,Sunni denomination,0.02393,125,3448,0.01883,0.02903
2015,30-45 y.,female,Catholic,0.28441,1333,4720,0.27154,0.29728
2015,30-45 y.,female,Protestant,0.26951,1187,4720,0.25685,0.28217
2015,30-45 y.,female,Other Christian community,0.02753,140,4720,0.02286,0.03220
2015,30-45 y.,female,Islamic community,0.03109,209,4720,0.02614,0.03604
2015,30-45 y.,female,Other religious community,0.00763,47,4720,0.00515,0.01011
2015,30-45 y.,female,Non-denominational,0.33505,1465,4720,0.32158,0.34852
2015,30-45 y.,female,Christian orthodox,0.01623,211,4720,0.01263,0.01984
2015,30-45 y.,female,Sunni denomination,0.02314,128,4720,0.01885,0.02743
2015,46-65 y.,male,Catholic,0.27088,1197,4229,0.25749,0.28428
2015,46-65 y.,male,Protestant,0.26600,1082,4229,0.25268,0.27932
2015,46-65 y.,male,Other Christian community,0.01623,91,4229,0.01242,0.02003
2015,46-65 y.,male,Islamic community,0.01703,85,4229,0.01313,0.02092
2015,46-65 y.,male,Non-denominational,0.41177,1637,4229,0.39694,0.42661
2015,46-65 y.,male,Christian orthodox,0.00502,81,4229,0.00289,0.00715
2015,46-65 y.,male,Sunni denomination,0.00887,56,4229,0.00604,0.01169
2015,46-65 y.,female,Catholic,0.30839,1398,4788,0.29531,0.32148
2015,46-65 y.,female,Protestant,0.29674,1504,4788,0.28380,0.30968
2015,46-65 y.,female,Other Christian community,0.02295,132,4788,0.01871,0.02720
2015,46-65 y.,female,Islamic community,0.01589,60,4788,0.01235,0.01943
2015,46-65 y.,female,Non-denominational,0.33650,1575,4788,0.32312,0.34989
2015,46-65 y.,female,Christian orthodox,0.00511,77,4788,0.00309,0.00713
2015,46-65 y.,female,Sunni denomination,0.00778,42,4788,0.00529,0.01027
2015,66 and older,male,Catholic,0.28972,643,2346,0.27136,0.30808
2015,66 and older,male,Protestant,0.38476,875,2346,0.36507,0.40446
2015,66 and older,male,Other Christian community,0.02255,44,2346,0.01654,0.02856
2015,66 and older,male,Non-denominational,0.28841,784,2346,0.27007,0.30674
2015,66 and older,female,Catholic,0.31084,713,2464,0.29256,0.32912
2015,66 and older,female,Protestant,0.43586,1051,2464,0.41628,0.45544
2015,66 and older,female,Other Christian community,0.02096,47,2464,0.01530,0.02662
2015,66 and older,female,Non-denominational,0.22481,653,2464,0.20832,0.24129
2019,17-29 y.,male,Catholic,0.28995,506,2372,0.27168,0.30821
2019,17-29 y.,male,Protestant,0.25804,524,2372,0.24043,0.27565
2019,17-29 y.,male,Islamic community,0.02701,70,2372,0.02049,0.03354
2019,17-29 y.,male,Other religious community,0.01157,78,2372,0.00727,0.01587
2019,17-29 y.,male,Non-denominational,0.30702,627,2372,0.28845,0.32559
2019,17-29 y.,male,Christian orthodox,0.01293,70,2372,0.00838,0.01748
2019,17-29 y.,male,Shiite denomination,0.01300,47,2372,0.00844,0.01756
2019,17-29 y.,male,Sunni denomination,0.06385,450,2372,0.05401,0.07369
2019,17-29 y.,female,Catholic,0.25378,506,2368,0.23625,0.27132
2019,17-29 y.,female,Protestant,0.31754,622,2368,0.29879,0.33629
2019,17-29 y.,female,Other Christian community,0.00973,34,2368,0.00577,0.01368
2019,17-29 y.,female,Islamic community,0.01538,50,2368,0.01042,0.02034
2019,17-29 y.,female,Other religious community,0.00815,74,2368,0.00453,0.01177
2019,17-29 y.,female,Non-denominational,0.29200,602,2368,0.27368,0.31032
2019,17-29 y.,female,Christian orthodox,0.01643,71,2368,0.01131,0.02156
2019,17-29 y.,female,Shiite denomination,0.00943,37,2368,0.00553,0.01332
2019,17-29 y.,female,Sunni denomination,0.07640,372,2368,0.06570,0.08710
2019,30-45 y.,male,Catholic,0.23737,624,3605,0.22348,0.25126
2019,30-45 y.,male,Protestant,0.21871,590,3605,0.20521,0.23221
2019,30-45 y.,male,Other Christian community,0.00968,43,3605,0.00649,0.01288
2019,30-45 y.,male,Islamic community,0.00961,100,3605,0.00642,0.01279
2019,30-45 y.,male,Other religious community,0.00827,107,3605,0.00531,0.01123
2019,30-45 y.,male,Non-denominational,0.44189,1257,3605,0.42567,0.45810
2019,30-45 y.,male,Christian orthodox,0.01546,108,3605,0.01143,0.01949
2019,30-45 y.,male,Shiite denomination,0.00337,67,3605,0.00148,0.00526
2019,30-45 y.,male,Sunni denomination,0.05125,709,3605,0.04406,0.05845
2019,30-45 y.,female,Catholic,0.26357,922,4259,0.25033,0.27680
2019,30-45 y.,female,Protestant,0.26195,912,4259,0.24874,0.27516
2019,30-45 y.,female,Other Christian community,0.01351,59,4259,0.01004,0.01697
2019,30-45 y.,female,Islamic community,0.01233,107,4259,0.00902,0.01565
2019,30-45 y.,female,Other religious community,0.00728,87,4259,0.00473,0.00984
2019,30-45 y.,female,Non-denominational,0.36631,1365,4259,0.35183,0.38078
2019,30-45 y.,female,Christian orthodox,0.02899,168,4259,0.02395,0.03403
2019,30-45 y.,female,Shiite denomination,0.00284,52,4259,0.00124,0.00444
2019,30-45 y.,female,Sunni denomination,0.04257,587,4259,0.03650,0.04863
2019,46-65 y.,male,Catholic,0.24097,1251,5414,0.22957,0.25236
