year,quintil_oecd,regtyp,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,1st Quintile,Urban regions,Very seldom,0.34966,719,2017,0.32884,0.37048
2007,1st Quintile,Urban regions,Seldom,0.28995,604,2017,0.27014,0.30976
2007,1st Quintile,Urban regions,Sometimes,0.23182,434,2017,0.21340,0.25024
2007,1st Quintile,Urban regions,Often,0.10133,200,2017,0.08816,0.11450
2007,1st Quintile,Urban regions,Very often,0.02724,60,2017,0.02013,0.03435
2007,1st Quintile,Rural regions,Very seldom,0.37826,426,1138,0.35007,0.40645
2007,1st Quintile,Rural regions,Seldom,0.28588,346,1138,0.25962,0.31215
2007,1st Quintile,Rural regions,Sometimes,0.21922,253,1138,0.19518,0.24327
2007,1st Quintile,Rural regions,Often,0.09687,113,1138,0.07967,0.11406
2007,2nd Quintile,Urban regions,Very seldom,0.38004,827,2121,0.35938,0.40070
2007,2nd Quintile,Urban regions,Seldom,0.29511,660,2121,0.27570,0.31453
2007,2nd Quintile,Urban regions,Sometimes,0.21110,422,2121,0.19373,0.22847
2007,2nd Quintile,Urban regions,Often,0.08545,163,2121,0.07355,0.09735
2007,2nd Quintile,Urban regions,Very often,0.02830,49,2121,0.02124,0.03536
2007,2nd Quintile,Rural regions,Very seldom,0.38617,546,1350,0.36019,0.41215
2007,2nd Quintile,Rural regions,Seldom,0.32629,437,1350,0.30127,0.35131
2007,2nd Quintile,Rural regions,Sometimes,0.21307,286,1350,0.19122,0.23492
2007,2nd Quintile,Rural regions,Often,0.05494,81,1350,0.04278,0.06710
2007,3rd Quintile,Urban regions,Very seldom,0.42059,989,2346,0.40061,0.44057
2007,3rd Quintile,Urban regions,Seldom,0.32330,748,2346,0.30437,0.34223
2007,3rd Quintile,Urban regions,Sometimes,0.16972,413,2346,0.15453,0.18492
2007,3rd Quintile,Urban regions,Often,0.06722,149,2346,0.05708,0.07735
2007,3rd Quintile,Urban regions,Very often,0.01917,47,2346,0.01362,0.02472
2007,3rd Quintile,Rural regions,Very seldom,0.40152,593,1480,0.37653,0.42650
2007,3rd Quintile,Rural regions,Seldom,0.32408,491,1480,0.30022,0.34793
2007,3rd Quintile,Rural regions,Sometimes,0.19599,307,1480,0.17576,0.21622
2007,3rd Quintile,Rural regions,Often,0.06387,89,1480,0.05141,0.07633
2007,4th Quintile,Urban regions,Very seldom,0.42690,1216,2801,0.40857,0.44522
2007,4th Quintile,Urban regions,Seldom,0.31044,887,2801,0.29330,0.32758
2007,4th Quintile,Urban regions,Sometimes,0.18901,492,2801,0.17451,0.20352
2007,4th Quintile,Urban regions,Often,0.05790,162,2801,0.04925,0.06656
2007,4th Quintile,Urban regions,Very often,0.01575,44,2801,0.01113,0.02036
2007,4th Quintile,Rural regions,Very seldom,0.34560,552,1481,0.32137,0.36982
2007,4th Quintile,Rural regions,Seldom,0.35665,524,1481,0.33224,0.38105
2007,4th Quintile,Rural regions,Sometimes,0.21076,317,1481,0.18998,0.23154
2007,4th Quintile,Rural regions,Often,0.07053,88,1481,0.05748,0.08357
2007,5th Quintile,Urban regions,Very seldom,0.43366,1928,4147,0.41857,0.44874
2007,5th Quintile,Urban regions,Seldom,0.32879,1295,4147,0.31449,0.34309
2007,5th Quintile,Urban regions,Sometimes,0.16794,678,4147,0.15656,0.17932
2007,5th Quintile,Urban regions,Often,0.06021,213,4147,0.05297,0.06745
2007,5th Quintile,Urban regions,Very often,0.00940,33,4147,0.00646,0.01234
2007,5th Quintile,Rural regions,Very seldom,0.41061,617,1418,0.38499,0.43622
2007,5th Quintile,Rural regions,Seldom,0.33356,471,1418,0.30901,0.35811
2007,5th Quintile,Rural regions,Sometimes,0.19538,271,1418,0.17474,0.21603
2007,5th Quintile,Rural regions,Often,0.04699,59,1418,0.03597,0.05801
2008,1st Quintile,Urban regions,Very seldom,0.35043,674,1863,0.32875,0.37210
2008,1st Quintile,Urban regions,Seldom,0.31137,594,1863,0.29034,0.33241
2008,1st Quintile,Urban regions,Sometimes,0.19112,357,1863,0.17326,0.20898
2008,1st Quintile,Urban regions,Often,0.10608,174,1863,0.09209,0.12006
2008,1st Quintile,Urban regions,Very often,0.04100,64,1863,0.03200,0.05001
2008,1st Quintile,Rural regions,Very seldom,0.37511,390,1073,0.34613,0.40410
2008,1st Quintile,Rural regions,Seldom,0.30226,362,1073,0.27477,0.32975
2008,1st Quintile,Rural regions,Sometimes,0.21522,233,1073,0.19061,0.23982
2008,1st Quintile,Rural regions,Often,0.08926,88,1073,0.07219,0.10633
2008,2nd Quintile,Urban regions,Very seldom,0.42784,849,2054,0.40643,0.44924
2008,2nd Quintile,Urban regions,Seldom,0.29775,664,2054,0.27797,0.31753
2008,2nd Quintile,Urban regions,Sometimes,0.18737,371,2054,0.17049,0.20425
2008,2nd Quintile,Urban regions,Often,0.07068,134,2054,0.05959,0.08177
2008,2nd Quintile,Urban regions,Very often,0.01637,36,2054,0.01088,0.02186
2008,2nd Quintile,Rural regions,Very seldom,0.38980,501,1284,0.36311,0.41648
2008,2nd Quintile,Rural regions,Seldom,0.33416,451,1284,0.30835,0.35997
2008,2nd Quintile,Rural regions,Sometimes,0.19638,249,1284,0.17465,0.21812
2008,2nd Quintile,Rural regions,Often,0.06113,83,1284,0.04802,0.07424
2008,3rd Quintile,Urban regions,Very seldom,0.37636,889,2271,0.35643,0.39629
2008,3rd Quintile,Urban regions,Seldom,0.36044,817,2271,0.34069,0.38020
2008,3rd Quintile,Urban regions,Sometimes,0.18843,397,2271,0.17234,0.20452
2008,3rd Quintile,Urban regions,Often,0.05929,133,2271,0.04957,0.06900
2008,3rd Quintile,Urban regions,Very often,0.01548,35,2271,0.01040,0.02056
2008,3rd Quintile,Rural regions,Very seldom,0.36629,550,1507,0.34196,0.39062
2008,3rd Quintile,Rural regions,Seldom,0.39362,595,1507,0.36895,0.41830
2008,3rd Quintile,Rural regions,Sometimes,0.16038,265,1507,0.14184,0.17891
2008,3rd Quintile,Rural regions,Often,0.06858,97,1507,0.05581,0.08134
2008,4th Quintile,Urban regions,Very seldom,0.39923,1021,2523,0.38012,0.41834
2008,4th Quintile,Urban regions,Seldom,0.34820,908,2523,0.32961,0.36680
2008,4th Quintile,Urban regions,Sometimes,0.17933,445,2523,0.16436,0.19431
2008,4th Quintile,Urban regions,Often,0.06176,149,2523,0.05236,0.07115
2008,4th Quintile,Rural regions,Very seldom,0.37524,502,1291,0.34881,0.40166
2008,4th Quintile,Rural regions,Seldom,0.36879,487,1291,0.34246,0.39512
2008,4th Quintile,Rural regions,Sometimes,0.18262,229,1291,0.16153,0.20370
2008,4th Quintile,Rural regions,Often,0.06163,73,1291,0.04851,0.07476
2008,5th Quintile,Urban regions,Very seldom,0.46184,1831,3911,0.44621,0.47746
2008,5th Quintile,Urban regions,Seldom,0.33038,1294,3911,0.31563,0.34512
2008,5th Quintile,Urban regions,Sometimes,0.15491,575,3911,0.14357,0.16625
2008,5th Quintile,Urban regions,Often,0.04422,176,3911,0.03778,0.05067
2008,5th Quintile,Urban regions,Very often,0.00865,35,3911,0.00575,0.01156
2008,5th Quintile,Rural regions,Very seldom,0.39485,551,1323,0.36850,0.42120
2008,5th Quintile,Rural regions,Seldom,0.37447,507,1323,0.34838,0.40056
2008,5th Quintile,Rural regions,Sometimes,0.15652,205,1323,0.13694,0.17611
2008,5th Quintile,Rural regions,Often,0.05671,60,1323,0.04424,0.06918
2009,1st Quintile,Urban regions,Very seldom,0.36654,668,1782,0.34416,0.38892
2009,1st Quintile,Urban regions,Seldom,0.30094,552,1782,0.27964,0.32225
2009,1st Quintile,Urban regions,Sometimes,0.21899,364,1782,0.19978,0.23819
2009,1st Quintile,Urban regions,Often,0.09664,161,1782,0.08292,0.11036
2009,1st Quintile,Urban regions,Very often,0.01689,37,1782,0.01090,0.02287
2009,1st Quintile,Rural regions,Very seldom,0.38340,379,1036,0.35378,0.41302
2009,1st Quintile,Rural regions,Seldom,0.29094,355,1036,0.26327,0.31861
2009,1st Quintile,Rural regions,Sometimes,0.22092,206,1036,0.19564,0.24619
2009,1st Quintile,Rural regions,Often,0.08761,96,1036,0.07038,0.10483
2009,2nd Quintile,Urban regions,Very seldom,0.35881,701,1880,0.33712,0.38050
2009,2nd Quintile,Urban regions,Seldom,0.33462,645,1880,0.31328,0.35595
2009,2nd Quintile,Urban regions,Sometimes,0.21168,368,1880,0.19321,0.23015
2009,2nd Quintile,Urban regions,Often,0.07372,132,1880,0.06191,0.08554
2009,2nd Quintile,Urban regions,Very often,0.02117,34,1880,0.01466,0.02768
2009,2nd Quintile,Rural regions,Very seldom,0.37677,485,1228,0.34965,0.40388
2009,2nd Quintile,Rural regions,Seldom,0.37108,437,1228,0.34405,0.39811
2009,2nd Quintile,Rural regions,Sometimes,0.16115,217,1228,0.14058,0.18172
2009,2nd Quintile,Rural regions,Often,0.07119,89,1228,0.05680,0.08558
2009,3rd Quintile,Urban regions,Very seldom,0.40241,808,2016,0.38100,0.42382
2009,3rd Quintile,Urban regions,Seldom,0.33139,695,2016,0.31083,0.35194
2009,3rd Quintile,Urban regions,Sometimes,0.18904,371,2016,0.17194,0.20613
2009,3rd Quintile,Urban regions,Often,0.05611,103,2016,0.04606,0.06616
2009,3rd Quintile,Urban regions,Very often,0.02106,39,2016,0.01479,0.02733
2009,3rd Quintile,Rural regions,Very seldom,0.35263,500,1355,0.32718,0.37808
2009,3rd Quintile,Rural regions,Seldom,0.36135,504,1355,0.33577,0.38694
2009,3rd Quintile,Rural regions,Sometimes,0.20438,270,1355,0.18290,0.22586
2009,3rd Quintile,Rural regions,Often,0.05643,81,1355,0.04413,0.06872
2009,4th Quintile,Urban regions,Very seldom,0.40904,988,2438,0.38952,0.42856
2009,4th Quintile,Urban regions,Seldom,0.36243,850,2438,0.34334,0.38151
2009,4th Quintile,Urban regions,Sometimes,0.16293,423,2438,0.14826,0.17759
2009,4th Quintile,Urban regions,Often,0.05358,136,2438,0.04464,0.06252
2009,4th Quintile,Urban regions,Very often,0.01202,41,2438,0.00770,0.01635
2009,4th Quintile,Rural regions,Very seldom,0.35460,500,1290,0.32849,0.38072
2009,4th Quintile,Rural regions,Seldom,0.36702,470,1290,0.34071,0.39334
2009,4th Quintile,Rural regions,Sometimes,0.20393,242,1290,0.18194,0.22593
2009,4th Quintile,Rural regions,Often,0.05804,78,1290,0.04528,0.07081
2009,5th Quintile,Urban regions,Very seldom,0.43629,1605,3523,0.41991,0.45267
2009,5th Quintile,Urban regions,Seldom,0.33193,1138,3523,0.31638,0.34748
2009,5th Quintile,Urban regions,Sometimes,0.17063,577,3523,0.15821,0.18306
2009,5th Quintile,Urban regions,Often,0.04924,166,3523,0.04210,0.05639
2009,5th Quintile,Urban regions,Very often,0.01191,37,3523,0.00832,0.01549
2009,5th Quintile,Rural regions,Very seldom,0.39151,526,1241,0.36434,0.41868
2009,5th Quintile,Rural regions,Seldom,0.35493,445,1241,0.32829,0.38156
2009,5th Quintile,Rural regions,Sometimes,0.19078,208,1241,0.16891,0.21265
2009,5th Quintile,Rural regions,Often,0.05194,62,1241,0.03959,0.06429
2010,1st Quintile,Urban regions,Very seldom,0.34848,601,1647,0.32546,0.37150
2010,1st Quintile,Urban regions,Seldom,0.31734,536,1647,0.29486,0.33983
2010,1st Quintile,Urban regions,Sometimes,0.19964,332,1647,0.18033,0.21895
2010,1st Quintile,Urban regions,Often,0.11425,141,1647,0.09888,0.12962
2010,1st Quintile,Urban regions,Very often,0.02029,37,1647,0.01348,0.02710
2010,1st Quintile,Rural regions,Very seldom,0.33334,328,888,0.30232,0.36436
