year,pgisced97,regtyp,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No answer / don't know,Urban regions,Very seldom,0.34902,90,198,0.28246,0.41559
2007,No answer / don't know,Urban regions,Seldom,0.33975,72,198,0.27362,0.40589
2007,No answer / don't know,Urban regions,Sometimes,0.19178,36,198,0.13680,0.24676
2007,No answer / don't know,Rural regions,Very seldom,0.41565,44,75,0.30336,0.52794
2007,No answer / don't know,Rural regions,Seldom,0.22185,31,75,0.12718,0.31652
2007,Pre-primary Level,Urban regions,Very seldom,0.38854,100,218,0.32369,0.45340
2007,Pre-primary Level,Urban regions,Seldom,0.36384,75,218,0.29983,0.42785
2007,Pre-primary Level,Urban regions,Sometimes,0.21109,43,218,0.15679,0.26538
2007,Pre-primary Level,Rural regions,Very seldom,0.60871,58,90,0.50731,0.71010
2007,Pre-primary Level,Rural regions,Seldom,0.23523,32,90,0.14711,0.32335
2007,Primary Level,Urban regions,Very seldom,0.33471,49,120,0.24993,0.41950
2007,Primary Level,Urban regions,Seldom,0.22454,34,120,0.14957,0.29951
2007,Primary Level,Urban regions,Sometimes,0.24271,37,120,0.16568,0.31974
2007,Lower Secondary Level,Urban regions,Very seldom,0.37597,554,1450,0.35103,0.40092
2007,Lower Secondary Level,Urban regions,Seldom,0.29390,451,1450,0.27045,0.31736
2007,Lower Secondary Level,Urban regions,Sometimes,0.20258,275,1450,0.18188,0.22327
2007,Lower Secondary Level,Urban regions,Often,0.10559,135,1450,0.08976,0.12141
2007,Lower Secondary Level,Urban regions,Very often,0.02196,35,1450,0.01442,0.02951
2007,Lower Secondary Level,Rural regions,Very seldom,0.33442,257,721,0.29996,0.36888
2007,Lower Secondary Level,Rural regions,Seldom,0.31631,235,721,0.28235,0.35028
2007,Lower Secondary Level,Rural regions,Sometimes,0.23733,166,721,0.20625,0.26841
2007,Lower Secondary Level,Rural regions,Often,0.08920,63,721,0.06838,0.11002
2007,Upper Secondary Level,Urban regions,Very seldom,0.40441,2709,6455,0.39244,0.41638
2007,Upper Secondary Level,Urban regions,Seldom,0.31292,2006,6455,0.30161,0.32423
2007,Upper Secondary Level,Urban regions,Sometimes,0.19625,1198,6455,0.18656,0.20594
2007,Upper Secondary Level,Urban regions,Often,0.06731,421,6455,0.06120,0.07342
2007,Upper Secondary Level,Urban regions,Very often,0.01911,121,6455,0.01577,0.02246
2007,Upper Secondary Level,Rural regions,Very seldom,0.38409,1490,3820,0.36866,0.39951
2007,Upper Secondary Level,Rural regions,Seldom,0.32290,1227,3820,0.30807,0.33773
2007,Upper Secondary Level,Rural regions,Sometimes,0.20798,795,3820,0.19511,0.22085
2007,Upper Secondary Level,Rural regions,Often,0.06707,239,3820,0.05914,0.07501
2007,Upper Secondary Level,Rural regions,Very often,0.01796,69,3820,0.01375,0.02217
2007,Post-secondary Non-tertiary Level,Urban regions,Very seldom,0.38719,344,853,0.35448,0.41990
2007,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.29443,264,853,0.26382,0.32503
2007,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.21446,170,853,0.18689,0.24202
2007,Post-secondary Non-tertiary Level,Urban regions,Often,0.08224,75,853,0.06379,0.10068
2007,Post-secondary Non-tertiary Level,Rural regions,Very seldom,0.35757,111,267,0.29997,0.41517
2007,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.34897,98,267,0.29169,0.40626
