year,pgisced97,sampreg,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No answer / don't know,West,Very seldom,0.35627,104,228,0.29397,0.41857
2007,No answer / don't know,West,Seldom,0.31919,80,228,0.25855,0.37984
2007,No answer / don't know,West,Sometimes,0.21726,44,228,0.16362,0.27091
2007,Pre-primary Level,West,Very seldom,0.44788,119,245,0.38548,0.51027
2007,Pre-primary Level,West,Seldom,0.31934,80,245,0.26084,0.37784
2007,Pre-primary Level,West,Sometimes,0.19365,46,245,0.14407,0.24324
2007,Pre-primary Level,East,Very seldom,0.51885,39,39,0.35999,0.67772
2007,Primary Level,West,Very seldom,0.35424,61,153,0.27820,0.43027
2007,Primary Level,West,Seldom,0.24219,51,153,0.17408,0.31030
2007,Primary Level,West,Sometimes,0.21187,41,153,0.14691,0.27683
2007,Lower Secondary Level,West,Very seldom,0.36156,686,1858,0.33971,0.38341
2007,Lower Secondary Level,West,Seldom,0.30410,585,1858,0.28318,0.32503
2007,Lower Secondary Level,West,Sometimes,0.21577,380,1858,0.19706,0.23448
2007,Lower Secondary Level,West,Often,0.09670,163,1858,0.08325,0.11014
2007,Lower Secondary Level,West,Very often,0.02187,44,1858,0.01522,0.02852
2007,Lower Secondary Level,East,Very seldom,0.37211,125,322,0.31923,0.42499
2007,Lower Secondary Level,East,Seldom,0.27798,101,322,0.22897,0.32699
2007,Lower Secondary Level,East,Sometimes,0.19736,61,322,0.15382,0.24091
2007,Lower Secondary Level,East,Often,0.12784,35,322,0.09131,0.16437
2007,Upper Secondary Level,West,Very seldom,0.40660,3250,7662,0.39560,0.41760
2007,Upper Secondary Level,West,Seldom,0.31509,2382,7662,0.30469,0.32549
2007,Upper Secondary Level,West,Sometimes,0.19340,1388,7662,0.18455,0.20224
2007,Upper Secondary Level,West,Often,0.06688,504,7662,0.06128,0.07247
2007,Upper Secondary Level,West,Very often,0.01803,138,7662,0.01505,0.02101
2007,Upper Secondary Level,East,Very seldom,0.36018,949,2613,0.34177,0.37859
2007,Upper Secondary Level,East,Seldom,0.32171,851,2613,0.30379,0.33962
2007,Upper Secondary Level,East,Sometimes,0.22808,605,2613,0.21199,0.24418
2007,Upper Secondary Level,East,Often,0.06862,156,2613,0.05893,0.07832
2007,Upper Secondary Level,East,Very often,0.02141,52,2613,0.01586,0.02696
2007,Post-secondary Non-tertiary Level,West,Very seldom,0.38776,395,979,0.35722,0.41829
2007,Post-secondary Non-tertiary Level,West,Seldom,0.30401,312,979,0.27518,0.33284
2007,Post-secondary Non-tertiary Level,West,Sometimes,0.21569,197,979,0.18991,0.24147
2007,Post-secondary Non-tertiary Level,West,Often,0.07492,75,979,0.05842,0.09142
2007,Post-secondary Non-tertiary Level,East,Very seldom,0.31295,60,141,0.23614,0.38976
2007,Post-secondary Non-tertiary Level,East,Seldom,0.33594,50,141,0.25770,0.41418
2007,Post-secondary Non-tertiary Level,East,Sometimes,0.18703,31,141,0.12244,0.25163
2007,First Stage of Tertiary Education,West,Very seldom,0.43921,513,1110,0.41000,0.46842
2007,First Stage of Tertiary Education,West,Seldom,0.32659,349,1110,0.29899,0.35419
2007,First Stage of Tertiary Education,West,Sometimes,0.15151,182,1110,0.13041,0.17262
2007,First Stage of Tertiary Education,West,Often,0.06298,66,1110,0.04868,0.07728
2007,First Stage of Tertiary Education,East,Very seldom,0.36219,151,380,0.31380,0.41058
2007,First Stage of Tertiary Education,East,Seldom,0.36066,144,380,0.31232,0.40901
2007,First Stage of Tertiary Education,East,Sometimes,0.21174,85,380,0.17061,0.25288
2007,Second Stage of Tertiary Education,West,Very seldom,0.43675,1426,3059,0.41917,0.45433
2007,Second Stage of Tertiary Education,West,Seldom,0.31661,983,3059,0.30012,0.33310
2007,Second Stage of Tertiary Education,West,Sometimes,0.17826,514,3059,0.16470,0.19183
2007,Second Stage of Tertiary Education,West,Often,0.05777,136,3059,0.04950,0.06604
2007,Second Stage of Tertiary Education,East,Very seldom,0.37052,495,1277,0.34402,0.39702
2007,Second Stage of Tertiary Education,East,Seldom,0.34314,442,1277,0.31709,0.36919
2007,Second Stage of Tertiary Education,East,Sometimes,0.19827,269,1277,0.17639,0.22015
