year,migback,sampreg,plh0185,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,West,Very seldom,0.4287516757353521,25385,0.42266356038605485,0.4348397910846494
2007,No migration background,West,Seldom,0.3154325368661777,25385,0.3097160546241947,0.32114901910816074
2007,No migration background,West,Sometimes,0.17845595773204007,25385,0.17374565914041576,0.18316625632366437
2007,No migration background,West,Often,0.06182477722577084,25385,0.05886205628538851,0.06478749816615317
2007,No migration background,West,Very often,0.015535052440659254,25385,0.014013720519074638,0.01705638436224387
2007,No migration background,East,Very seldom,0.3734567901234568,25385,0.3675061569175218,0.37940742332939176
2007,No migration background,East,Seldom,0.33065843621399177,25385,0.32487106701966506,0.3364458054083185
2007,No migration background,East,Sometimes,0.21522633744855968,25385,0.21017056632755182,0.22028210856956754
2007,No migration background,East,Often,0.06275720164609054,25385,0.059773706548543845,0.06574069674363724
2007,No migration background,East,Very often,0.017901234567901235,25385,0.016270112130936102,0.019532357004866368
2007,Direct migration background,West,Very seldom,0.40803173029251366,25385,0.4019857925566995,0.41407766802832785
2007,Direct migration background,West,Seldom,0.2920178482895389,25385,0.2864243521795354,0.29761134439954245
2007,Direct migration background,West,Sometimes,0.19137332672285573,25385,0.1865340303307809,0.19621262311493057
2007,Direct migration background,West,Often,0.08279623202776401,25385,0.07940618526431764,0.08618627879121038
2007,Direct migration background,West,Very often,0.025780862667327716,25385,0.02383126705647063,0.0277304582781848
2007,Direct migration background,East,Sometimes,0.32222222222222224,25385,0.31647326741699006,0.32797117702745443
2007,Direct migration background,East,Very seldom,0.28888888888888886,25385,0.2833131601243811,0.2944646176533966
2007,Direct migration background,East,Seldom,0.2777777777777778,25385,0.27226777699303994,0.28328777856251564
2007,Direct migration background,East,Often,0.1,25385,0.09630946998142506,0.10369053001857495
2007,Direct migration background,East,Very often,0.011111111111111112,25385,0.009821615164350945,0.012400607057871278
2007,Indirect migration background,West,Very seldom,0.40054495912806537,25385,0.39451698428719373,0.406572933968937
2007,Indirect migration background,West,Seldom,0.31743869209809267,25385,0.3117124691773173,0.323164915018868
2007,Indirect migration background,West,Sometimes,0.19482288828337874,25385,0.1899505976436146,0.19969517892314287
2007,Indirect migration background,West,Often,0.0667574931880109,25385,0.06368695323035674,0.06982803314566506
2007,Indirect migration background,West,Very often,0.020435967302452316,25385,0.018695437346341864,0.02217649725856277
2007,Indirect migration background,East,Very seldom,0.46153846153846156,25385,0.45540580305382705,0.4676711200230961
2007,Indirect migration background,East,Seldom,0.2564102564102564,25385,0.2510386784973194,0.26178183432319335
2007,Indirect migration background,East,Sometimes,0.1794871794871795,25385,0.17476625678457713,0.18420810218978184
2007,Indirect migration background,East,Often,0.10256410256410256,25385,0.09883188546464727,0.10629631966355785
2008,No migration background,West,Very seldom,0.41708542713567837,23673,0.4108042016130487,0.42336665265830803
2008,No migration background,West,Seldom,0.34296482412060303,23673,0.33691770501699564,0.3490119432242104
2008,No migration background,West,Sometimes,0.16591289782244556,23673,0.16117402340895867,0.17065177223593245
2008,No migration background,West,Often,0.05812395309882747,23673,0.05514335191007359,0.06110455428758135
2008,No migration background,West,Very often,0.015912897822445562,23673,0.014318778487661046,0.01750701715723008
2008,No migration background,East,Seldom,0.37278999568779647,23673,0.3666301754933649,0.37894981588222804
2008,No migration background,East,Very seldom,0.36977145321259164,23673,0.3636218775703872,0.37592102885479606
2008,No migration background,East,Sometimes,0.18197498921949115,23673,0.17706004532507139,0.18688993311391092
2008,No migration background,East,Often,0.0599396291504959,23673,0.05691575076572776,0.06296350753526404
2008,No migration background,East,Very often,0.015523932729624839,23673,0.013949105629004964,0.017098759830244715
2008,Direct migration background,West,Very seldom,0.3930731170973062,23673,0.386851055863802,0.3992951783308104
2008,Direct migration background,West,Seldom,0.31445849367784495,23673,0.30854385846705523,0.3203731288886347
2008,Direct migration background,West,Sometimes,0.19681143485431557,23673,0.1917466226788267,0.20187624702980445
2008,Direct migration background,West,Often,0.07586586036283673,23673,0.07249283098956144,0.07923888973611201
2008,Direct migration background,West,Very often,0.019791094007696537,23673,0.018016807928224684,0.02156538008716839
2008,Direct migration background,East,Seldom,0.3116883116883117,23673,0.3057879008404011,0.3175887225362223
2008,Direct migration background,East,Sometimes,0.24675324675324675,23673,0.24126125983118243,0.2522452336753111
2008,Direct migration background,East,Very seldom,0.23376623376623376,23673,0.22837484119976553,0.239157626332702
2008,Direct migration background,East,Often,0.2077922077922078,23673,0.20262371867728243,0.21296069690713318
2008,Indirect migration background,West,Very seldom,0.4390581717451524,23673,0.43273624633523616,0.4453800971550686
2008,Indirect migration background,West,Seldom,0.3337950138504155,23673,0.32778779735022534,0.33980223035060564
2008,Indirect migration background,West,Sometimes,0.16204986149584488,23673,0.15735564794345325,0.16674407504823652
2008,Indirect migration background,West,Often,0.054016620498614956,23673,0.05113700249537328,0.056896238501856634
2008,Indirect migration background,West,Very often,0.0110803324099723,23673,0.009746852969574199,0.0124138118503704
2008,Indirect migration background,East,Seldom,0.43902439024390244,23673,0.4327025176938538,0.44534626279395106
2008,Indirect migration background,East,Very seldom,0.34146341463414637,23673,0.3354226562476945,0.3475041730205982
2008,Indirect migration background,East,Sometimes,0.17073170731707318,23673,0.16593841357585476,0.1755250010582916
2008,Indirect migration background,East,Often,0.04878048780487805,23673,0.04603643245672349,0.05152454315303261
2009,No migration background,West,Very seldom,0.41123172153942766,21983,0.40472700917685284,0.4177364339020025
