year,migback,regtyp,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,Urban regions,Very seldom,0.41188,4718,11055,0.40271,0.42106
2007,No migration background,Urban regions,Seldom,0.31700,3493,11055,0.30833,0.32567
2007,No migration background,Urban regions,Sometimes,0.18358,1973,11055,0.17636,0.19080
2007,No migration background,Urban regions,Often,0.06997,700,11055,0.06522,0.07473
2007,No migration background,Urban regions,Very often,0.01756,171,11055,0.01511,0.02001
2007,No migration background,Rural regions,Very seldom,0.38084,2532,6483,0.36902,0.39266
2007,No migration background,Rural regions,Seldom,0.32877,2113,6483,0.31734,0.34021
2007,No migration background,Rural regions,Sometimes,0.20654,1336,6483,0.19668,0.21639
2007,No migration background,Rural regions,Often,0.06650,389,6483,0.06044,0.07257
2007,No migration background,Rural regions,Very often,0.01735,113,6483,0.01417,0.02053
2007,Direct migration background,Urban regions,Very seldom,0.37451,693,1716,0.35160,0.39742
2007,Direct migration background,Urban regions,Seldom,0.27472,495,1716,0.25359,0.29585
2007,Direct migration background,Urban regions,Sometimes,0.23056,338,1716,0.21062,0.25049
2007,Direct migration background,Urban regions,Often,0.09168,142,1716,0.07802,0.10533
2007,Direct migration background,Urban regions,Very often,0.02854,48,1716,0.02066,0.03642
2007,Direct migration background,Rural regions,Very seldom,0.42159,156,386,0.37226,0.47092
2007,Direct migration background,Rural regions,Seldom,0.28810,119,386,0.24286,0.33334
2007,Direct migration background,Rural regions,Sometimes,0.20326,77,386,0.16306,0.24346
2007,Direct migration background,Rural regions,Often,0.07258,34,386,0.04667,0.09850
2007,Indirect migration background,Urban regions,Very seldom,0.37640,268,650,0.33913,0.41368
2007,Indirect migration background,Urban regions,Seldom,0.31736,207,650,0.28155,0.35317
2007,Indirect migration background,Urban regions,Sometimes,0.21521,129,650,0.18359,0.24683
2007,Indirect migration background,Urban regions,Often,0.07120,46,650,0.05142,0.09099
2007,Indirect migration background,Rural regions,Very seldom,0.37334,46,83,0.26864,0.47803
2007,Indirect migration background,Rural regions,Seldom,0.29581,37,83,0.19703,0.39460
2008,No migration background,Urban regions,Very seldom,0.40869,4362,10450,0.39927,0.41812
2008,No migration background,Urban regions,Seldom,0.33497,3571,10450,0.32592,0.34402
2008,No migration background,Urban regions,Sometimes,0.17551,1747,10450,0.16821,0.18280
2008,No migration background,Urban regions,Often,0.06261,607,10450,0.05796,0.06725
2008,No migration background,Urban regions,Very often,0.01822,163,10450,0.01565,0.02078
2008,No migration background,Rural regions,Very seldom,0.37901,2332,6126,0.36686,0.39116
2008,No migration background,Rural regions,Seldom,0.36242,2253,6126,0.35038,0.37446
2008,No migration background,Rural regions,Sometimes,0.17665,1076,6126,0.16710,0.18621
2008,No migration background,Rural regions,Often,0.06551,366,6126,0.05931,0.07171
2008,No migration background,Rural regions,Very often,0.01641,99,6126,0.01323,0.01959
2008,Direct migration background,Urban regions,Very seldom,0.37696,615,1549,0.35281,0.40110
2008,Direct migration background,Urban regions,Seldom,0.30972,490,1549,0.28668,0.33275
2008,Direct migration background,Urban regions,Sometimes,0.20483,287,1549,0.18473,0.22494
2008,Direct migration background,Urban regions,Often,0.08769,126,1549,0.07360,0.10178
2008,Direct migration background,Urban regions,Very often,0.02081,31,1549,0.01370,0.02792
2008,Direct migration background,Rural regions,Very seldom,0.36896,118,314,0.31550,0.42242
2008,Direct migration background,Rural regions,Seldom,0.27174,106,314,0.22245,0.32102
2008,Direct migration background,Rural regions,Sometimes,0.25494,90,314,0.20666,0.30322
2008,Indirect migration background,Urban regions,Very seldom,0.44458,288,648,0.40629,0.48287
2008,Indirect migration background,Urban regions,Seldom,0.31815,216,648,0.28226,0.35404
2008,Indirect migration background,Urban regions,Sometimes,0.15872,111,648,0.13056,0.18687
2008,Indirect migration background,Urban regions,Often,0.07266,33,648,0.05266,0.09267
2008,Indirect migration background,Rural regions,Very seldom,0.42703,44,87,0.32249,0.53158
