"plh0185","year","bula_h","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Sehr selten","2007","Schleswig-Holstein","kein Migrationshintergrund","279","0.442415965324937","0.401057561523547","0.483774369126327"
"Sehr selten","2007","Schleswig-Holstein","direkter Migrationshintergrund","26","","",""
"Sehr selten","2007","Schleswig-Holstein","indirekter Migrationshintergrund","3","","",""
"Sehr selten","2007","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Hamburg","kein Migrationshintergrund","106","0.371557172985394","0.312593578629528","0.430520767341261"
"Sehr selten","2007","Hamburg","direkter Migrationshintergrund","12","","",""
"Sehr selten","2007","Hamburg","indirekter Migrationshintergrund","5","","",""
"Sehr selten","2007","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Niedersachsen","kein Migrationshintergrund","662","0.405327432099055","0.381203119221154","0.429451744976956"
"Sehr selten","2007","Niedersachsen","direkter Migrationshintergrund","78","0.500724947362288","0.426002099516961","0.575447795207614"
"Sehr selten","2007","Niedersachsen","indirekter Migrationshintergrund","26","","",""
"Sehr selten","2007","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Bremen","kein Migrationshintergrund","53","0.352731070674941","0.271218354716827","0.434243786633055"
"Sehr selten","2007","Bremen","direkter Migrationshintergrund","4","","",""
"Sehr selten","2007","Bremen","indirekter Migrationshintergrund","2","","",""
"Sehr selten","2007","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Nordrhein-Westfalen","kein Migrationshintergrund","1492","0.427254277466154","0.410628999625449","0.443879555306858"
"Sehr selten","2007","Nordrhein-Westfalen","direkter Migrationshintergrund","258","0.449976279774402","0.409027394702948","0.490925164845855"
"Sehr selten","2007","Nordrhein-Westfalen","indirekter Migrationshintergrund","100","0.456991569758223","0.390559375752816","0.523423763763631"
"Sehr selten","2007","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Hessen","kein Migrationshintergrund","483","0.407319317905958","0.378582670266583","0.436055965545334"
"Sehr selten","2007","Hessen","direkter Migrationshintergrund","78","0.347030844232547","0.280045838641547","0.414015849823548"
"Sehr selten","2007","Hessen","indirekter Migrationshintergrund","26","","",""
"Sehr selten","2007","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","477","0.485350859432826","0.453947565924439","0.516754152941212"
"Sehr selten","2007","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","56","0.357467054925101","0.280771856942479","0.434162252907723"
"Sehr selten","2007","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","20","","",""
"Sehr selten","2007","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Baden-Wuerttemberg","kein Migrationshintergrund","757","0.391148283951583","0.368703436875137","0.413593131028028"
"Sehr selten","2007","Baden-Wuerttemberg","direkter Migrationshintergrund","176","0.355492260917887","0.31207936127148","0.398905160564293"
"Sehr selten","2007","Baden-Wuerttemberg","indirekter Migrationshintergrund","75","0.354421617146946","0.286226735472604","0.422616498821288"
"Sehr selten","2007","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Bayern","kein Migrationshintergrund","993","0.380468090742929","0.361410064914296","0.399526116571562"
"Sehr selten","2007","Bayern","direkter Migrationshintergrund","122","0.334355665034122","0.283455805461996","0.385255524606248"
"Sehr selten","2007","Bayern","indirekter Migrationshintergrund","32","0.322952299841414","0.238222928415624","0.407681671267204"
"Sehr selten","2007","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Saarland","kein Migrationshintergrund","","","",""
"Sehr selten","2007","Saarland","direkter Migrationshintergrund","","","",""
"Sehr selten","2007","Saarland","indirekter Migrationshintergrund","","","",""
"Sehr selten","2007","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Berlin","kein Migrationshintergrund","262","0.389307891165581","0.352248777695119","0.426367004636043"
"Sehr selten","2007","Berlin","direkter Migrationshintergrund","13","","",""
"Sehr selten","2007","Berlin","indirekter Migrationshintergrund","6","","",""
"Sehr selten","2007","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Brandenburg","kein Migrationshintergrund","326","0.377948121707756","0.34504065396365","0.410855589451861"
"Sehr selten","2007","Brandenburg","direkter Migrationshintergrund","4","","",""
"Sehr selten","2007","Brandenburg","indirekter Migrationshintergrund","6","","",""
"Sehr selten","2007","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Mecklenburg-Vorpommern","kein Migrationshintergrund","218","0.431439740788071","0.387896753566888","0.474982728009253"
"Sehr selten","2007","Mecklenburg-Vorpommern","direkter Migrationshintergrund","3","","",""
"Sehr selten","2007","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Sehr selten","2007","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Sachsen","kein Migrationshintergrund","506","0.329436102866985","0.305409348788732","0.353462856945239"
"Sehr selten","2007","Sachsen","direkter Migrationshintergrund","8","","",""
"Sehr selten","2007","Sachsen","indirekter Migrationshintergrund","4","","",""
"Sehr selten","2007","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Sachsen-Anhalt","kein Migrationshintergrund","307","0.365987497402464","0.333450754086779","0.398524240718149"
"Sehr selten","2007","Sachsen-Anhalt","direkter Migrationshintergrund","6","","",""
"Sehr selten","2007","Sachsen-Anhalt","indirekter Migrationshintergrund","5","","",""
"Sehr selten","2007","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr selten","2007","Thueringen","kein Migrationshintergrund","329","0.383856703047553","0.351834098032385","0.415879308062722"
"Sehr selten","2007","Thueringen","direkter Migrationshintergrund","5","","",""
"Sehr selten","2007","Thueringen","indirekter Migrationshintergrund","4","","",""
"Sehr selten","2007","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Schleswig-Holstein","kein Migrationshintergrund","155","0.292419325318749","0.254541570761878","0.330297079875621"
"Selten","2007","Schleswig-Holstein","direkter Migrationshintergrund","16","","",""
"Selten","2007","Schleswig-Holstein","indirekter Migrationshintergrund","3","","",""
"Selten","2007","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Hamburg","kein Migrationshintergrund","88","0.365307924101446","0.306552316388741","0.42406353181415"
"Selten","2007","Hamburg","direkter Migrationshintergrund","10","","",""
"Selten","2007","Hamburg","indirekter Migrationshintergrund","1","","",""
"Selten","2007","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Niedersachsen","kein Migrationshintergrund","512","0.332115400522374","0.308973009717496","0.355257791327252"
"Selten","2007","Niedersachsen","direkter Migrationshintergrund","64","0.298974592224242","0.230556983970191","0.367392200478294"
"Selten","2007","Niedersachsen","indirekter Migrationshintergrund","17","","",""
"Selten","2007","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Bremen","kein Migrationshintergrund","39","0.309477826904064","0.2306163858005","0.388339268007628"
"Selten","2007","Bremen","direkter Migrationshintergrund","6","","",""
"Selten","2007","Bremen","indirekter Migrationshintergrund","1","","",""
"Selten","2007","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Nordrhein-Westfalen","kein Migrationshintergrund","1078","0.321747785017067","0.306047838667746","0.337447731366387"
"Selten","2007","Nordrhein-Westfalen","direkter Migrationshintergrund","156","0.265640207261551","0.229285729351763","0.30199468517134"
"Selten","2007","Nordrhein-Westfalen","indirekter Migrationshintergrund","58","0.253377037824339","0.195373362363054","0.311380713285624"
"Selten","2007","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Hessen","kein Migrationshintergrund","359","0.323710255626616","0.296344789941058","0.351075721312175"
"Selten","2007","Hessen","direkter Migrationshintergrund","48","0.245089447544522","0.1845613142185","0.305617580870544"
"Selten","2007","Hessen","indirekter Migrationshintergrund","21","","",""
"Selten","2007","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","245","0.241628092797438","0.214730928099314","0.268525257495562"
"Selten","2007","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","52","0.347801529846486","0.271583434220519","0.424019625472453"
"Selten","2007","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","15","","",""
"Selten","2007","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Baden-Wuerttemberg","kein Migrationshintergrund","625","0.346952588604867","0.325059976053225","0.368845201156509"
"Selten","2007","Baden-Wuerttemberg","direkter Migrationshintergrund","123","0.241946778743667","0.203104972126966","0.280788585360368"
"Selten","2007","Baden-Wuerttemberg","indirekter Migrationshintergrund","65","0.326694603097447","0.259830316271976","0.393558889922918"
"Selten","2007","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Bayern","kein Migrationshintergrund","796","0.320759773722859","0.302437110466573","0.339082436979144"
"Selten","2007","Bayern","direkter Migrationshintergrund","100","0.316000313381899","0.265839701091818","0.366160925671979"
"Selten","2007","Bayern","indirekter Migrationshintergrund","40","0.303394161819508","0.220092757136165","0.386695566502851"
"Selten","2007","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Saarland","kein Migrationshintergrund","","","",""
"Selten","2007","Saarland","direkter Migrationshintergrund","","","",""
"Selten","2007","Saarland","indirekter Migrationshintergrund","","","",""
"Selten","2007","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Berlin","kein Migrationshintergrund","208","0.300745182796685","0.265891045173146","0.335599320420224"
"Selten","2007","Berlin","direkter Migrationshintergrund","16","","",""
"Selten","2007","Berlin","indirekter Migrationshintergrund","15","","",""
"Selten","2007","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Brandenburg","kein Migrationshintergrund","271","0.336720127026212","0.304646504516533","0.368793749535891"
"Selten","2007","Brandenburg","direkter Migrationshintergrund","4","","",""
"Selten","2007","Brandenburg","indirekter Migrationshintergrund","1","","",""
"Selten","2007","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Mecklenburg-Vorpommern","kein Migrationshintergrund","150","0.294535797540157","0.254460530013581","0.334611065066732"
"Selten","2007","Mecklenburg-Vorpommern","direkter Migrationshintergrund","1","","",""
