"plh0185","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Sehr selten","2007","(noch) kein Abschluss","Westdeutschland","189","0.411997230821287","0.366622328012842","0.457372133629732"
"Sehr selten","2007","(noch) kein Abschluss","Ostdeutschland","47","0.488340122186892","0.390854786997263","0.585825457376522"
"Sehr selten","2007","Hauptschule","Westdeutschland","2491","0.401534125600936","0.389164334811135","0.413903916390737"
"Sehr selten","2007","Hauptschule","Ostdeutschland","491","0.380861525118183","0.354070097193752","0.407652953042613"
"Sehr selten","2007","Realschule","Westdeutschland","1514","0.40719151741351","0.391047869211769","0.423335165615251"
"Sehr selten","2007","Realschule","Ostdeutschland","642","0.347483826749777","0.325637441159088","0.369330212340466"
"Sehr selten","2007","(Fach-)Abitur","Westdeutschland","794","0.381594780348315","0.36008338118341","0.403106179513219"
"Sehr selten","2007","(Fach-)Abitur","Ostdeutschland","137","0.337529237634521","0.290718647673606","0.384339827595437"
"Sehr selten","2007","AkademikerIn","Westdeutschland","1426","0.43704744886702","0.419541280666992","0.454553617067048"
"Sehr selten","2007","AkademikerIn","Ostdeutschland","495","0.370379639956744","0.344088554032896","0.396670725880593"
"Selten","2007","(noch) kein Abschluss","Westdeutschland","128","0.270278935037847","0.229337466654027","0.311220403421667"
"Selten","2007","(noch) kein Abschluss","Ostdeutschland","30","0.268355949495951","0.181940192062698","0.354771706929205"
"Selten","2007","Hauptschule","Westdeutschland","1856","0.306562456123911","0.294928040146894","0.318196872100929"
"Selten","2007","Hauptschule","Ostdeutschland","353","0.268154760742829","0.243713658069487","0.292595863416171"
"Selten","2007","Realschule","Westdeutschland","1136","0.320479582296078","0.305145896586228","0.335813268005928"
"Selten","2007","Realschule","Ostdeutschland","658","0.361440690761974","0.339399462168556","0.383481919355392"
"Selten","2007","(Fach-)Abitur","Westdeutschland","607","0.321647701589535","0.300963024301845","0.342332378877225"
"Selten","2007","(Fach-)Abitur","Ostdeutschland","125","0.332051204534505","0.285430463426189","0.378671945642821"
"Selten","2007","AkademikerIn","Westdeutschland","983","0.316277604381446","0.299865471316256","0.332689737446637"
"Selten","2007","AkademikerIn","Ostdeutschland","442","0.343183806587647","0.317335570627074","0.369032042548221"
"Manchmal","2007","(noch) kein Abschluss","Westdeutschland","82","0.194912757135572","0.158393622442735","0.231431891828409"
"Manchmal","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2007","Hauptschule","Westdeutschland","1139","0.20084148412287","0.190732102174702","0.210950866071038"
"Manchmal","2007","Hauptschule","Ostdeutschland","296","0.239007746415716","0.215478147730126","0.262537345101306"
"Manchmal","2007","Realschule","Westdeutschland","624","0.183360130214552","0.170645232727474","0.19607502770163"
"Manchmal","2007","Realschule","Ostdeutschland","390","0.207544527755332","0.188938239946747","0.226150815563917"
"Manchmal","2007","(Fach-)Abitur","Westdeutschland","372","0.201269145164387","0.183514184895892","0.219024105432882"
"Manchmal","2007","(Fach-)Abitur","Ostdeutschland","90","0.21951851008187","0.178543229648399","0.260493790515341"
"Manchmal","2007","AkademikerIn","Westdeutschland","514","0.178603707758789","0.165085705625955","0.192121709891624"
"Manchmal","2007","AkademikerIn","Ostdeutschland","269","0.198244024655996","0.176538677022713","0.219949372289279"
"Oft","2007","(noch) kein Abschluss","Westdeutschland","39","0.0889080778388437","0.0626700866298768","0.115146069047811"
"Oft","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2007","Hauptschule","Westdeutschland","430","0.0730560234220297","0.0664894895891982","0.0796225572548611"
"Oft","2007","Hauptschule","Ostdeutschland","98","0.0896512422537989","0.0738896360960535","0.105412848411544"
"Oft","2007","Realschule","Westdeutschland","224","0.0698764274162778","0.0614995764100273","0.0782532784225283"
"Oft","2007","Realschule","Ostdeutschland","97","0.0625605030695476","0.0514498804526438","0.0736711256864514"
"Oft","2007","(Fach-)Abitur","Westdeutschland","150","0.0742038799873302","0.0625973644166471","0.0858103955580134"
"Oft","2007","(Fach-)Abitur","Ostdeutschland","35","0.0893968907615189","0.0611525898965097","0.117641191626528"
"Oft","2007","AkademikerIn","Westdeutschland","136","0.057432703189025","0.0492211233659509","0.065644283012099"
"Oft","2007","AkademikerIn","Ostdeutschland","71","0.0692058837904502","0.0553879243206264","0.083023843260274"
"Sehr oft","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2007","Hauptschule","Westdeutschland","117","0.0180059107302539","0.014650517595919","0.0213613038645887"
"Sehr oft","2007","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2007","Realschule","Westdeutschland","60","0.0190923426595825","0.0145956956992343","0.0235889896199306"
"Sehr oft","2007","Realschule","Ostdeutschland","38","0.0209704516633697","0.0143966219716614","0.027544281355078"
"Sehr oft","2007","(Fach-)Abitur","Westdeutschland","36","0.0212844929104327","0.0148931699762941","0.0276758158445714"
"Sehr oft","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr oft","2007","AkademikerIn","Westdeutschland","","","",""
"Sehr oft","2007","AkademikerIn","Ostdeutschland","","","",""
"Sehr selten","2008","(noch) kein Abschluss","Westdeutschland","197","0.449912177761415","0.403586037532676","0.496238317990154"
"Sehr selten","2008","(noch) kein Abschluss","Ostdeutschland","41","0.404024856624415","0.307848968192709","0.500200745056121"
"Sehr selten","2008","Hauptschule","Westdeutschland","2206","0.391903972379637","0.379107824191513","0.40470012056776"
"Sehr selten","2008","Hauptschule","Ostdeutschland","433","0.363757303273678","0.336435492688515","0.39107911385884"
"Sehr selten","2008","Realschule","Westdeutschland","1363","0.39339302045257","0.376860708611559","0.40992533229358"
"Sehr selten","2008","Realschule","Ostdeutschland","601","0.344408728924192","0.322088308960516","0.366729148887869"
"Sehr selten","2008","(Fach-)Abitur","Westdeutschland","725","0.386554063159939","0.364064319619004","0.409043806700873"
"Sehr selten","2008","(Fach-)Abitur","Ostdeutschland","135","0.396288696137493","0.346040798543835","0.446536593731151"
"Sehr selten","2008","AkademikerIn","Westdeutschland","1356","0.442959617289072","0.425007073832065","0.460912160746079"
"Sehr selten","2008","AkademikerIn","Ostdeutschland","492","0.408888805707528","0.38152512899219","0.436252482422866"
"Selten","2008","(noch) kein Abschluss","Westdeutschland","151","0.316793600194808","0.273471411406804","0.360115788982811"
"Selten","2008","(noch) kein Abschluss","Ostdeutschland","39","0.38887976563515","0.293332316732512","0.484427214537789"
"Selten","2008","Hauptschule","Westdeutschland","1819","0.31877503554819","0.306560111419045","0.330989959677336"
"Selten","2008","Hauptschule","Ostdeutschland","391","0.332557149235541","0.305800458596557","0.359313839874525"
"Selten","2008","Realschule","Westdeutschland","1187","0.354855594379593","0.338662835168877","0.371048353590308"
"Selten","2008","Realschule","Ostdeutschland","712","0.392675756188119","0.369736672866789","0.415614839509449"
"Selten","2008","(Fach-)Abitur","Westdeutschland","618","0.340491894045798","0.318606483789775","0.362377304301821"
"Selten","2008","(Fach-)Abitur","Ostdeutschland","129","0.322064300822872","0.274061901523672","0.370066700122073"
"Selten","2008","AkademikerIn","Westdeutschland","1017","0.342104677124695","0.324958848282067","0.359250505967323"
"Selten","2008","AkademikerIn","Ostdeutschland","456","0.343216936651729","0.316790866941231","0.369643006362227"
"Manchmal","2008","(noch) kein Abschluss","Westdeutschland","61","0.150104424606557","0.116844155473989","0.183364693739125"
"Manchmal","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Manchmal","2008","Hauptschule","Westdeutschland","1061","0.195157332969297","0.184768870435007","0.205545795503588"
"Manchmal","2008","Hauptschule","Ostdeutschland","257","0.203336303835978","0.180478358690772","0.226194248981185"
"Manchmal","2008","Realschule","Westdeutschland","552","0.167678910593116","0.15503587870777","0.180321942478462"
"Manchmal","2008","Realschule","Ostdeutschland","304","0.170567658320373","0.152899652573288","0.188235664067459"
"Manchmal","2008","(Fach-)Abitur","Westdeutschland","315","0.185859843913347","0.16789457978281","0.203825108043884"
"Manchmal","2008","(Fach-)Abitur","Ostdeutschland","66","0.192010400599935","0.151546973668359","0.232473827531511"
"Manchmal","2008","AkademikerIn","Westdeutschland","419","0.16239608966282","0.149066778367493","0.175725400958147"
"Manchmal","2008","AkademikerIn","Ostdeutschland","212","0.182556630522994","0.161055321955589","0.204057939090399"
"Oft","2008","(noch) kein Abschluss","Westdeutschland","","","",""
"Oft","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Oft","2008","Hauptschule","Westdeutschland","401","0.0750994083245662","0.0681911410571706","0.0820076755919617"
"Oft","2008","Hauptschule","Ostdeutschland","90","0.082525987969476","0.0668986695219381","0.0981533064170139"
"Oft","2008","Realschule","Westdeutschland","200","0.0653685502580484","0.0570034493567257","0.0737336511593711"
"Oft","2008","Realschule","Ostdeutschland","94","0.0686323238094328","0.0567562294909079","0.0805084181279577"
"Oft","2008","(Fach-)Abitur","Westdeutschland","112","0.0727273115510748","0.060733872411517","0.0847207506906326"
"Oft","2008","(Fach-)Abitur","Ostdeutschland","30","0.082025110298273","0.0538356856741701","0.110214534922376"
"Oft","2008","AkademikerIn","Westdeutschland","120","0.0399509801395377","0.0328729729027827","0.0470289873762928"
"Oft","2008","AkademikerIn","Ostdeutschland","68","0.0585888184862566","0.0455170515916707","0.0716605853808425"
"Sehr oft","2008","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr oft","2008","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr oft","2008","Hauptschule","Westdeutschland","104","0.0190642507783095","0.015479710232866","0.022648791323753"
"Sehr oft","2008","Hauptschule","Ostdeutschland","","","",""
"Sehr oft","2008","Realschule","Westdeutschland","52","0.0187039243166736","0.014118991659896","0.0232888569734511"
