year,migback,sex,plh0185,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,No migration background,male,Very seldom,0.47026,4151,8390,0.45958,0.48094
2007,No migration background,male,Seldom,0.32759,2679,8390,0.31755,0.33764
2007,No migration background,male,Sometimes,0.14646,1162,8390,0.13889,0.15402
2007,No migration background,male,Often,0.04506,314,8390,0.04062,0.04950
2007,No migration background,male,Very often,0.01064,84,8390,0.00844,0.01283
2007,No migration background,female,Very seldom,0.33533,3099,9148,0.32565,0.34500
2007,No migration background,female,Seldom,0.31495,2927,9148,0.30543,0.32446
2007,No migration background,female,Sometimes,0.23445,2147,9148,0.22577,0.24314
2007,No migration background,female,Often,0.09128,775,9148,0.08538,0.09718
2007,No migration background,female,Very often,0.02399,200,9148,0.02086,0.02713
2007,Direct migration background,male,Very seldom,0.49097,507,962,0.45936,0.52258
2007,Direct migration background,male,Seldom,0.27472,274,962,0.24650,0.30294
2007,Direct migration background,male,Sometimes,0.17935,141,962,0.15510,0.20361
2007,Direct migration background,male,Often,0.04286,40,962,0.03005,0.05566
2007,Direct migration background,female,Very seldom,0.28672,342,1132,0.26036,0.31307
2007,Direct migration background,female,Seldom,0.27973,340,1132,0.25357,0.30589
2007,Direct migration background,female,Sometimes,0.26669,274,1132,0.24092,0.29246
2007,Direct migration background,female,Often,0.12872,136,1132,0.10920,0.14823
2007,Direct migration background,female,Very often,0.03815,40,1132,0.02699,0.04931
2007,Indirect migration background,male,Very seldom,0.46051,182,351,0.40829,0.51273
2007,Indirect migration background,male,Seldom,0.34185,117,351,0.29216,0.39154
2007,Indirect migration background,male,Sometimes,0.16753,52,351,0.12840,0.20665
2007,Indirect migration background,female,Very seldom,0.29226,132,400,0.24763,0.33688
2007,Indirect migration background,female,Seldom,0.28677,127,400,0.24240,0.33115
2007,Indirect migration background,female,Sometimes,0.27239,98,400,0.22871,0.31607
2007,Indirect migration background,female,Often,0.11810,43,400,0.08643,0.14977
2008,No migration background,male,Very seldom,0.46688,3845,7923,0.45590,0.47787
2008,No migration background,male,Seldom,0.35304,2751,7923,0.34252,0.36357
2008,No migration background,male,Sometimes,0.12721,964,7923,0.11987,0.13455
2008,No migration background,male,Often,0.04147,286,7923,0.03708,0.04586
2008,No migration background,male,Very often,0.01140,77,7923,0.00907,0.01374
2008,No migration background,female,Very seldom,0.33361,2849,8653,0.32368,0.34355
2008,No migration background,female,Seldom,0.33638,3073,8653,0.32642,0.34633
2008,No migration background,female,Sometimes,0.22199,1859,8653,0.21323,0.23074
2008,No migration background,female,Often,0.08457,687,8653,0.07871,0.09044
2008,No migration background,female,Very often,0.02345,185,8653,0.02026,0.02664
2008,Direct migration background,male,Very seldom,0.47432,435,866,0.44105,0.50760
2008,Direct migration background,male,Seldom,0.26676,251,866,0.23729,0.29623
2008,Direct migration background,male,Sometimes,0.18765,138,866,0.16163,0.21367
2008,Direct migration background,male,Often,0.05889,42,866,0.04320,0.07458
2008,Direct migration background,female,Very seldom,0.28497,298,994,0.25690,0.31305
2008,Direct migration background,female,Seldom,0.33496,345,994,0.30560,0.36431
2008,Direct migration background,female,Sometimes,0.23906,239,994,0.21254,0.26559
2008,Direct migration background,female,Often,0.11645,112,994,0.09650,0.13640
2008,Indirect migration background,male,Very seldom,0.53290,195,358,0.48115,0.58466
2008,Indirect migration background,male,Seldom,0.28619,114,358,0.23931,0.33308
2008,Indirect migration background,male,Sometimes,0.15044,49,358,0.11335,0.18753
2008,Indirect migration background,female,Very seldom,0.34822,137,391,0.30094,0.39550
2008,Indirect migration background,female,Seldom,0.35259,145,391,0.30517,0.40001
2008,Indirect migration background,female,Sometimes,0.17103,77,391,0.13366,0.20841
2008,Indirect migration background,female,Often,0.11438,32,391,0.08279,0.14597
2009,No migration background,male,Very seldom,0.47085,3692,7448,0.45952,0.48219
2009,No migration background,male,Seldom,0.33978,2489,7448,0.32902,0.35053
2009,No migration background,male,Sometimes,0.14200,949,7448,0.13407,0.14993
2009,No migration background,male,Often,0.03809,254,7448,0.03375,0.04244
2009,No migration background,male,Very often,0.00928,64,7448,0.00710,0.01146
2009,No migration background,female,Very seldom,0.31766,2552,8092,0.30751,0.32780
2009,No migration background,female,Seldom,0.33936,2835,8092,0.32904,0.34968
2009,No migration background,female,Sometimes,0.23552,1860,8092,0.22628,0.24477
2009,No migration background,female,Often,0.08370,668,8092,0.07767,0.08974
2009,No migration background,female,Very often,0.02376,177,8092,0.02044,0.02708
2009,Direct migration background,male,Very seldom,0.44378,366,713,0.40729,0.48028
2009,Direct migration background,male,Seldom,0.33796,237,713,0.30322,0.37271
2009,Direct migration background,male,Sometimes,0.16114,110,713,0.13414,0.18815
2009,Direct migration background,female,Very seldom,0.27697,270,866,0.24715,0.30679
2009,Direct migration background,female,Seldom,0.31978,282,866,0.28870,0.35086
2009,Direct migration background,female,Sometimes,0.25279,209,866,0.22383,0.28175
2009,Direct migration background,female,Often,0.12607,105,866,0.10395,0.14819
2009,Indirect migration background,male,Very seldom,0.50327,166,327,0.44900,0.55755
2009,Indirect migration background,male,Seldom,0.30128,114,327,0.25147,0.35108
2009,Indirect migration background,male,Sometimes,0.15495,47,327,0.11567,0.19423
2009,Indirect migration background,female,Very seldom,0.28621,115,362,0.23959,0.33284
2009,Indirect migration background,female,Seldom,0.37996,137,362,0.32989,0.43003
2009,Indirect migration background,female,Sometimes,0.20078,71,362,0.15946,0.24210
2009,Indirect migration background,female,Often,0.11490,39,362,0.08200,0.14780
2010,No migration background,male,Very seldom,0.44197,3272,6924,0.43027,0.45367
2010,No migration background,male,Seldom,0.36975,2499,6924,0.35837,0.38112
2010,No migration background,male,Sometimes,0.14054,866,6924,0.13235,0.14873
2010,No migration background,male,Often,0.04144,237,6924,0.03674,0.04613
2010,No migration background,male,Very often,0.00631,50,6924,0.00444,0.00817
