year,quintil_oecd_hh,sampreg,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,2nd Quintile,West,A Bit Too Large,0.06415,52,958,0.04863,0.07967
1988,3rd Quintile,West,A Bit Too Small,0.11865,138,950,0.09808,0.13923
1988,3rd Quintile,West,Just Right,0.78437,760,950,0.75820,0.81053
1988,3rd Quintile,West,A Bit Too Large,0.06809,52,950,0.05206,0.08412
1988,4th Quintile,West,A Bit Too Small,0.08734,97,944,0.06932,0.10536
1988,4th Quintile,West,Just Right,0.77905,763,944,0.75257,0.80553
1988,4th Quintile,West,A Bit Too Large,0.10506,84,944,0.08548,0.12463
1988,5th Quintile,West,A Bit Too Small,0.10397,97,874,0.08372,0.12421
1988,5th Quintile,West,Just Right,0.77054,688,874,0.74265,0.79844
1988,5th Quintile,West,A Bit Too Large,0.11298,89,874,0.09198,0.13398
1989,1st Quintile,West,Much Too Small,0.02562,35,901,0.01530,0.03595
1989,1st Quintile,West,A Bit Too Small,0.11473,150,901,0.09391,0.13555
1989,1st Quintile,West,Just Right,0.80217,682,901,0.77614,0.82819
1989,1st Quintile,West,A Bit Too Large,0.04904,34,901,0.03493,0.06315
1989,2nd Quintile,West,A Bit Too Small,0.11945,141,948,0.09879,0.14011
1989,2nd Quintile,West,Just Right,0.80222,755,948,0.77685,0.82759
1989,2nd Quintile,West,A Bit Too Large,0.06148,52,948,0.04618,0.07678
1989,3rd Quintile,West,A Bit Too Small,0.09707,115,916,0.07789,0.11625
1989,3rd Quintile,West,Just Right,0.79351,741,916,0.76728,0.81974
1989,3rd Quintile,West,A Bit Too Large,0.07554,60,916,0.05842,0.09267
1989,4th Quintile,West,A Bit Too Small,0.09969,96,916,0.08028,0.11910
1989,4th Quintile,West,Just Right,0.76987,740,916,0.74260,0.79715
1989,4th Quintile,West,A Bit Too Large,0.10831,80,916,0.08817,0.12845
1989,5th Quintile,West,A Bit Too Small,0.10050,90,833,0.08007,0.12093
1989,5th Quintile,West,Just Right,0.77206,654,833,0.74356,0.80057
1989,5th Quintile,West,A Bit Too Large,0.11350,89,833,0.09194,0.13505
1990,1st Quintile,East,Much Too Small,0.06118,152,2134,0.05101,0.07136
1990,1st Quintile,East,A Bit Too Small,0.21225,521,2134,0.19489,0.22960
1990,1st Quintile,East,Just Right,0.66881,1375,2134,0.64883,0.68878
1990,1st Quintile,East,A Bit Too Large,0.04762,86,2134,0.03858,0.05665
1990,2nd Quintile,West,Much Too Small,0.01907,38,1146,0.01115,0.02699
1990,2nd Quintile,West,A Bit Too Small,0.12862,181,1146,0.10923,0.14801
1990,2nd Quintile,West,Just Right,0.78877,875,1146,0.76513,0.81242
1990,2nd Quintile,West,A Bit Too Large,0.05732,52,1146,0.04385,0.07078
1990,3rd Quintile,West,Much Too Small,0.02026,32,1156,0.01214,0.02839
1990,3rd Quintile,West,A Bit Too Small,0.09807,145,1156,0.08091,0.11522
1990,3rd Quintile,West,Just Right,0.81018,917,1156,0.78756,0.83279
1990,3rd Quintile,West,A Bit Too Large,0.06556,62,1156,0.05128,0.07983
1990,4th Quintile,West,A Bit Too Small,0.11450,142,1109,0.09576,0.13325
1990,4th Quintile,West,Just Right,0.77840,885,1109,0.75395,0.80286
1990,4th Quintile,West,A Bit Too Large,0.08471,82,1109,0.06831,0.10111
1990,5th Quintile,West,A Bit Too Small,0.08893,95,1039,0.07162,0.10625
1990,5th Quintile,West,Just Right,0.79167,847,1039,0.76696,0.81637
1990,5th Quintile,West,A Bit Too Large,0.09957,97,1039,0.08135,0.11778
1991,1st Quintile,West,Just Right,0.56626,33,33,0.39455,0.73798
1991,1st Quintile,East,Much Too Small,0.04014,93,1958,0.03144,0.04884
1991,1st Quintile,East,A Bit Too Small,0.18342,413,1958,0.16627,0.20056
1991,1st Quintile,East,Just Right,0.70948,1353,1958,0.68936,0.72959
1991,1st Quintile,East,A Bit Too Large,0.05673,99,1958,0.04648,0.06698
1991,2nd Quintile,West,Much Too Small,0.02948,65,1116,0.01955,0.03941
1991,2nd Quintile,West,A Bit Too Small,0.15432,209,1116,0.13311,0.17552
1991,2nd Quintile,West,Just Right,0.74768,792,1116,0.72219,0.77318
1991,2nd Quintile,West,A Bit Too Large,0.06034,50,1116,0.04636,0.07432
1991,3rd Quintile,West,Much Too Small,0.02052,48,1146,0.01230,0.02873
1991,3rd Quintile,West,A Bit Too Small,0.15694,223,1146,0.13587,0.17801
1991,3rd Quintile,West,Just Right,0.74701,816,1146,0.72183,0.77219
1991,3rd Quintile,West,A Bit Too Large,0.06995,59,1146,0.05517,0.08472
1991,4th Quintile,West,A Bit Too Small,0.14613,189,1121,0.12544,0.16681
1991,4th Quintile,West,Just Right,0.74457,852,1121,0.71903,0.77011
1991,4th Quintile,West,A Bit Too Large,0.08899,80,1121,0.07232,0.10567
1991,5th Quintile,West,A Bit Too Small,0.15035,163,1009,0.12829,0.17242
1991,5th Quintile,West,Just Right,0.69524,733,1009,0.66682,0.72365
1991,5th Quintile,West,A Bit Too Large,0.12138,113,1009,0.10122,0.14154
1992,1st Quintile,West,Much Too Small,0.03185,32,546,0.01711,0.04660
1992,1st Quintile,West,A Bit Too Small,0.15561,111,546,0.12518,0.18605
1992,1st Quintile,West,Just Right,0.75965,403,546,0.72377,0.79552
1992,1st Quintile,East,A Bit Too Small,0.14246,137,782,0.11795,0.16698
1992,1st Quintile,East,Just Right,0.76402,592,782,0.73424,0.79380
1992,1st Quintile,East,A Bit Too Large,0.06764,53,782,0.05003,0.08525
1992,2nd Quintile,West,Much Too Small,0.03048,61,849,0.01891,0.04205
1992,2nd Quintile,West,A Bit Too Small,0.15681,165,849,0.13234,0.18129
1992,2nd Quintile,West,Just Right,0.72954,579,849,0.69965,0.75944
1992,2nd Quintile,West,A Bit Too Large,0.07758,44,849,0.05957,0.09558
1992,2nd Quintile,East,A Bit Too Small,0.22938,147,588,0.19537,0.26339
1992,2nd Quintile,East,Just Right,0.65481,400,588,0.61635,0.69327
1992,2nd Quintile,East,A Bit Too Large,0.07734,41,588,0.05573,0.09895
1992,3rd Quintile,West,Much Too Small,0.03173,47,988,0.02080,0.04267
1992,3rd Quintile,West,A Bit Too Small,0.16907,200,988,0.14569,0.19246
1992,3rd Quintile,West,Just Right,0.72447,688,988,0.69659,0.75234
1992,3rd Quintile,West,A Bit Too Large,0.07093,53,988,0.05491,0.08694
1992,3rd Quintile,East,A Bit Too Small,0.22023,81,283,0.17186,0.26859
1992,3rd Quintile,East,Just Right,0.64727,202,283,0.59150,0.70304
1992,4th Quintile,West,A Bit Too Small,0.16378,199,1091,0.14181,0.18575
1992,4th Quintile,West,Just Right,0.72321,812,1091,0.69665,0.74977
1992,4th Quintile,West,A Bit Too Large,0.08739,80,1091,0.07062,0.10415
1992,4th Quintile,East,Just Right,0.67010,84,84,0.56894,0.77125
1992,5th Quintile,West,A Bit Too Small,0.12474,145,989,0.10413,0.14534
1992,5th Quintile,West,Just Right,0.73092,743,989,0.70326,0.75857
1992,5th Quintile,West,A Bit Too Large,0.11758,101,989,0.09749,0.13767
1992,5th Quintile,East,Just Right,0.63645,35,35,0.47476,0.79814
1993,1st Quintile,West,Much Too Small,0.03954,47,695,0.02504,0.05404
1993,1st Quintile,West,A Bit Too Small,0.16142,141,695,0.13405,0.18880
1993,1st Quintile,West,Just Right,0.74930,476,695,0.71705,0.78154
1993,1st Quintile,West,A Bit Too Large,0.04629,31,695,0.03066,0.06192
1993,1st Quintile,East,A Bit Too Small,0.14934,110,578,0.12026,0.17842
1993,1st Quintile,East,Just Right,0.74051,423,578,0.70474,0.77628
1993,1st Quintile,East,A Bit Too Large,0.08763,45,578,0.06456,0.11070
1993,2nd Quintile,West,Much Too Small,0.03615,59,838,0.02350,0.04880
1993,2nd Quintile,West,A Bit Too Small,0.15629,156,838,0.13169,0.18089
1993,2nd Quintile,West,Just Right,0.72010,575,838,0.68969,0.75052
1993,2nd Quintile,West,A Bit Too Large,0.07596,48,838,0.05801,0.09391
1993,2nd Quintile,East,A Bit Too Small,0.20108,136,591,0.16874,0.23342
1993,2nd Quintile,East,Just Right,0.68342,413,591,0.64589,0.72095
1993,2nd Quintile,East,A Bit Too Large,0.06906,42,591,0.04860,0.08952
1993,3rd Quintile,West,Much Too Small,0.01919,36,983,0.01061,0.02777
1993,3rd Quintile,West,A Bit Too Small,0.15083,171,983,0.12844,0.17321
1993,3rd Quintile,West,Just Right,0.74750,713,983,0.72033,0.77467
1993,3rd Quintile,West,A Bit Too Large,0.07800,63,983,0.06123,0.09477
1993,3rd Quintile,East,A Bit Too Small,0.21255,80,367,0.17064,0.25447
1993,3rd Quintile,East,Just Right,0.67233,254,367,0.62425,0.72042
1993,3rd Quintile,East,A Bit Too Large,0.08359,33,367,0.05523,0.11194
1993,4th Quintile,West,A Bit Too Small,0.16117,188,1027,0.13867,0.18367
1993,4th Quintile,West,Just Right,0.72179,754,1027,0.69436,0.74921
1993,4th Quintile,West,A Bit Too Large,0.09201,85,1027,0.07433,0.10970
1993,4th Quintile,East,A Bit Too Small,0.15590,36,183,0.10320,0.20861
1993,4th Quintile,East,Just Right,0.73387,147,183,0.66966,0.79807
1993,5th Quintile,West,A Bit Too Small,0.14385,158,975,0.12181,0.16589
1993,5th Quintile,West,Just Right,0.70016,710,975,0.67138,0.72893
1993,5th Quintile,West,A Bit Too Large,0.12739,107,975,0.10645,0.14833
1993,5th Quintile,East,Just Right,0.58414,42,42,0.43328,0.73501
1994,1st Quintile,West,Much Too Small,0.03764,61,789,0.02435,0.05093
1994,1st Quintile,West,A Bit Too Small,0.14213,147,789,0.11775,0.16651
1994,1st Quintile,West,Just Right,0.74461,538,789,0.71416,0.77506
1994,1st Quintile,West,A Bit Too Large,0.07426,43,789,0.05596,0.09257
1994,1st Quintile,East,A Bit Too Small,0.15899,91,491,0.12661,0.19136
1994,1st Quintile,East,Just Right,0.72148,355,491,0.68179,0.76117
1994,1st Quintile,East,A Bit Too Large,0.09356,45,491,0.06777,0.11934
1994,2nd Quintile,West,Much Too Small,0.02863,38,803,0.01709,0.04017
1994,2nd Quintile,West,A Bit Too Small,0.15691,148,803,0.13174,0.18208
1994,2nd Quintile,West,Just Right,0.74541,577,803,0.71526,0.77556
1994,2nd Quintile,West,A Bit Too Large,0.06064,40,803,0.04412,0.07716
1994,2nd Quintile,East,A Bit Too Small,0.17879,115,551,0.14677,0.21082
1994,2nd Quintile,East,Just Right,0.71590,401,551,0.67821,0.75359
1994,2nd Quintile,East,A Bit Too Large,0.06222,35,551,0.04203,0.08240
1994,3rd Quintile,West,Much Too Small,0.01925,34,924,0.01039,0.02811
1994,3rd Quintile,West,A Bit Too Small,0.16975,170,924,0.14553,0.19397
1994,3rd Quintile,West,Just Right,0.73978,667,924,0.71147,0.76808
1994,3rd Quintile,West,A Bit Too Large,0.06443,53,924,0.04859,0.08027
1994,3rd Quintile,East,A Bit Too Small,0.18197,79,387,0.14348,0.22046
1994,3rd Quintile,East,Just Right,0.67888,276,387,0.63231,0.72546
1994,3rd Quintile,East,A Bit Too Large,0.10091,32,387,0.07086,0.13096
1994,4th Quintile,West,A Bit Too Small,0.13966,155,960,0.11772,0.16160
1994,4th Quintile,West,Just Right,0.74115,729,960,0.71342,0.76887
1994,4th Quintile,West,A Bit Too Large,0.09357,76,960,0.07514,0.11201
1994,4th Quintile,East,A Bit Too Small,0.24196,54,201,0.18261,0.30132
1994,4th Quintile,East,Just Right,0.63254,147,201,0.56572,0.69936
1994,5th Quintile,West,A Bit Too Small,0.12913,140,973,0.10804,0.15021
1994,5th Quintile,West,Just Right,0.69371,707,973,0.66473,0.72269
1994,5th Quintile,West,A Bit Too Large,0.15109,126,973,0.12858,0.17361
1994,5th Quintile,East,Just Right,0.64376,76,76,0.53538,0.75214
1995,1st Quintile,West,Much Too Small,0.04594,63,927,0.03246,0.05943
1995,1st Quintile,West,A Bit Too Small,0.19776,220,927,0.17211,0.22342
1995,1st Quintile,West,Just Right,0.67960,596,927,0.64954,0.70966
1995,1st Quintile,West,A Bit Too Large,0.07257,48,927,0.05586,0.08928
1995,1st Quintile,East,A Bit Too Small,0.16764,88,404,0.13117,0.20411
1995,1st Quintile,East,Just Right,0.72603,316,404,0.68249,0.76958
1995,2nd Quintile,West,Much Too Small,0.02071,39,904,0.01142,0.03000
1995,2nd Quintile,West,A Bit Too Small,0.16550,183,904,0.14126,0.18974
1995,2nd Quintile,West,Just Right,0.73326,635,904,0.70441,0.76210
1995,2nd Quintile,West,A Bit Too Large,0.07222,47,904,0.05533,0.08910
1995,2nd Quintile,East,A Bit Too Small,0.18092,105,519,0.14777,0.21407
1995,2nd Quintile,East,Just Right,0.69392,371,519,0.65423,0.73361
1995,2nd Quintile,East,A Bit Too Large,0.09604,43,519,0.07067,0.12142
1995,3rd Quintile,West,Much Too Small,0.02237,33,969,0.01305,0.03169
1995,3rd Quintile,West,A Bit Too Small,0.15848,179,969,0.13547,0.18148
1995,3rd Quintile,West,Just Right,0.72197,688,969,0.69374,0.75019
1995,3rd Quintile,West,A Bit Too Large,0.08852,69,969,0.07063,0.10642
1995,3rd Quintile,East,A Bit Too Small,0.17822,78,402,0.14076,0.21568
1995,3rd Quintile,East,Just Right,0.69793,286,402,0.65299,0.74287
1995,3rd Quintile,East,A Bit Too Large,0.09777,38,402,0.06870,0.12683
1995,4th Quintile,West,A Bit Too Small,0.11503,123,954,0.09477,0.13528
1995,4th Quintile,West,Just Right,0.74789,742,954,0.72032,0.77546
1995,4th Quintile,West,A Bit Too Large,0.11113,89,954,0.09117,0.13108
1995,4th Quintile,East,A Bit Too Small,0.20228,53,244,0.15177,0.25279
1995,4th Quintile,East,Just Right,0.68439,191,244,0.62596,0.74283
1995,5th Quintile,West,A Bit Too Small,0.11868,125,966,0.09827,0.13909
1995,5th Quintile,West,Just Right,0.71374,720,966,0.68522,0.74226
1995,5th Quintile,West,A Bit Too Large,0.13969,121,966,0.11782,0.16156
1995,5th Quintile,East,Just Right,0.66441,93,93,0.56792,0.76090
1996,1st Quintile,West,Much Too Small,0.03318,62,948,0.02178,0.04459
1996,1st Quintile,West,A Bit Too Small,0.15293,182,948,0.13001,0.17585
1996,1st Quintile,West,Just Right,0.72329,650,948,0.69479,0.75178
1996,1st Quintile,West,A Bit Too Large,0.08549,54,948,0.06768,0.10329
1996,1st Quintile,East,A Bit Too Small,0.14870,77,389,0.11330,0.18410
1996,1st Quintile,East,Just Right,0.71678,312,389,0.67194,0.76161
1996,2nd Quintile,West,Much Too Small,0.01818,32,883,0.00937,0.02700
1996,2nd Quintile,West,A Bit Too Small,0.17114,185,883,0.14628,0.19599
1996,2nd Quintile,West,Just Right,0.72801,611,883,0.69864,0.75738
1996,2nd Quintile,West,A Bit Too Large,0.07588,55,883,0.05840,0.09336
1996,2nd Quintile,East,A Bit Too Small,0.17905,100,473,0.14446,0.21364
1996,2nd Quintile,East,Just Right,0.69843,337,473,0.65703,0.73984
1996,2nd Quintile,East,A Bit Too Large,0.08978,36,473,0.06399,0.11558
1996,3rd Quintile,West,A Bit Too Small,0.17013,168,911,0.14571,0.19454
1996,3rd Quintile,West,Just Right,0.69568,659,911,0.66579,0.72558
1996,3rd Quintile,West,A Bit Too Large,0.10800,84,911,0.08783,0.12816
1996,3rd Quintile,East,A Bit Too Small,0.15985,71,436,0.12541,0.19428
1996,3rd Quintile,East,Just Right,0.74875,331,436,0.70799,0.78951
1996,3rd Quintile,East,A Bit Too Large,0.07910,34,436,0.05374,0.10446
1996,4th Quintile,West,A Bit Too Small,0.13971,145,985,0.11804,0.16137
1996,4th Quintile,West,Just Right,0.72827,752,985,0.70048,0.75607
1996,4th Quintile,West,A Bit Too Large,0.11673,88,985,0.09666,0.13679
1996,4th Quintile,East,A Bit Too Small,0.19983,53,254,0.15056,0.24911
1996,4th Quintile,East,Just Right,0.68151,201,254,0.62410,0.73892
1996,5th Quintile,West,A Bit Too Small,0.11220,116,923,0.09183,0.13258
1996,5th Quintile,West,Just Right,0.69686,679,923,0.66719,0.72653
1996,5th Quintile,West,A Bit Too Large,0.16056,128,923,0.13686,0.18426
1996,5th Quintile,East,A Bit Too Small,0.26675,40,143,0.19401,0.33949
1996,5th Quintile,East,Just Right,0.62867,103,143,0.54920,0.70814
1997,1st Quintile,West,Much Too Small,0.01689,36,906,0.00850,0.02529
1997,1st Quintile,West,A Bit Too Small,0.19336,208,906,0.16763,0.21909
1997,1st Quintile,West,Just Right,0.68380,611,906,0.65350,0.71409
1997,1st Quintile,West,A Bit Too Large,0.09847,51,906,0.07906,0.11788
1997,1st Quintile,East,A Bit Too Small,0.18248,77,378,0.14350,0.22147
1997,1st Quintile,East,Just Right,0.72331,301,378,0.67815,0.76847
1997,2nd Quintile,West,A Bit Too Small,0.15699,160,873,0.13285,0.18114
1997,2nd Quintile,West,Just Right,0.73242,654,873,0.70304,0.76181
1997,2nd Quintile,West,A Bit Too Large,0.08166,59,873,0.06349,0.09984
1997,2nd Quintile,East,A Bit Too Small,0.15615,84,487,0.12388,0.18843
1997,2nd Quintile,East,Just Right,0.72164,368,487,0.68179,0.76149
1997,2nd Quintile,East,A Bit Too Large,0.07703,35,487,0.05332,0.10073
1997,3rd Quintile,West,A Bit Too Small,0.14005,153,921,0.11762,0.16247
1997,3rd Quintile,West,Just Right,0.73886,700,921,0.71048,0.76725
1997,3rd Quintile,West,A Bit Too Large,0.09996,68,921,0.08057,0.11934
1997,3rd Quintile,East,A Bit Too Small,0.13953,63,427,0.10662,0.17243
1997,3rd Quintile,East,Just Right,0.72487,323,427,0.68246,0.76728
1997,3rd Quintile,East,A Bit Too Large,0.11617,41,427,0.08574,0.14660
1997,4th Quintile,West,A Bit Too Small,0.15658,157,953,0.13349,0.17966
1997,4th Quintile,West,Just Right,0.72613,713,953,0.69780,0.75445
1997,4th Quintile,West,A Bit Too Large,0.09556,83,953,0.07688,0.11423
1997,4th Quintile,East,A Bit Too Small,0.21655,60,299,0.16978,0.26332
1997,4th Quintile,East,Just Right,0.65003,207,299,0.59588,0.70419
1997,4th Quintile,East,A Bit Too Large,0.11350,32,299,0.07748,0.14951
1997,5th Quintile,West,A Bit Too Small,0.12597,125,925,0.10457,0.14736
1997,5th Quintile,West,Just Right,0.69105,680,925,0.66126,0.72085
1997,5th Quintile,West,A Bit Too Large,0.15871,120,925,0.13515,0.18227
1997,5th Quintile,East,A Bit Too Small,0.20295,31,137,0.13535,0.27055
1997,5th Quintile,East,Just Right,0.68470,106,137,0.60661,0.76279
1998,1st Quintile,West,Much Too Small,0.04734,67,1031,0.03437,0.06031
1998,1st Quintile,West,A Bit Too Small,0.19189,208,1031,0.16784,0.21594
1998,1st Quintile,West,Just Right,0.69833,713,1031,0.67030,0.72636
1998,1st Quintile,West,A Bit Too Large,0.05465,43,1031,0.04077,0.06853
1998,1st Quintile,East,A Bit Too Small,0.19575,79,379,0.15575,0.23574
1998,1st Quintile,East,Just Right,0.70624,300,379,0.66033,0.75216
1998,2nd Quintile,West,Much Too Small,0.03239,34,1027,0.02156,0.04323
1998,2nd Quintile,West,A Bit Too Small,0.15668,201,1027,0.13444,0.17892
1998,2nd Quintile,West,Just Right,0.71391,717,1027,0.68626,0.74156
1998,2nd Quintile,West,A Bit Too Large,0.08705,75,1027,0.06980,0.10430
1998,2nd Quintile,East,A Bit Too Small,0.15083,72,489,0.11908,0.18258
1998,2nd Quintile,East,Just Right,0.71301,366,489,0.67287,0.75314
1998,2nd Quintile,East,A Bit Too Large,0.11156,51,489,0.08363,0.13950
1998,3rd Quintile,West,A Bit Too Small,0.13402,150,990,0.11279,0.15526
1998,3rd Quintile,West,Just Right,0.72897,747,990,0.70127,0.75667
1998,3rd Quintile,West,A Bit Too Large,0.10890,93,990,0.08948,0.12831
1998,3rd Quintile,East,A Bit Too Small,0.15014,81,478,0.11808,0.18219
1998,3rd Quintile,East,Just Right,0.71714,348,478,0.67672,0.75756
1998,3rd Quintile,East,A Bit Too Large,0.10938,49,478,0.08137,0.13739
1998,4th Quintile,West,A Bit Too Small,0.12414,147,1088,0.10454,0.14375
1998,4th Quintile,West,Just Right,0.74224,828,1088,0.71624,0.76824
1998,4th Quintile,West,A Bit Too Large,0.11225,113,1088,0.09349,0.13102
1998,4th Quintile,East,A Bit Too Small,0.16007,59,353,0.12176,0.19837
1998,4th Quintile,East,Just Right,0.66032,251,353,0.61084,0.70979
1998,4th Quintile,East,A Bit Too Large,0.15495,43,353,0.11714,0.19275
1998,5th Quintile,West,A Bit Too Small,0.11180,130,1080,0.09300,0.13060
1998,5th Quintile,West,Just Right,0.69465,794,1080,0.66717,0.72213
1998,5th Quintile,West,A Bit Too Large,0.16260,156,1080,0.14058,0.18462
1998,5th Quintile,East,Just Right,0.68435,127,127,0.60320,0.76551
1999,1st Quintile,West,Much Too Small,0.03418,47,1013,0.02299,0.04538
1999,1st Quintile,West,A Bit Too Small,0.16952,187,1013,0.14640,0.19264
1999,1st Quintile,West,Just Right,0.73066,730,1013,0.70333,0.75799
1999,1st Quintile,West,A Bit Too Large,0.06023,49,1013,0.04557,0.07489
1999,1st Quintile,East,A Bit Too Small,0.14324,69,444,0.11062,0.17587
1999,1st Quintile,East,Just Right,0.79028,375,444,0.75237,0.82819
1999,2nd Quintile,West,Much Too Small,0.02487,31,979,0.01511,0.03463
1999,2nd Quintile,West,A Bit Too Small,0.17985,190,979,0.15578,0.20392
1999,2nd Quintile,West,Just Right,0.71041,694,979,0.68199,0.73884
1999,2nd Quintile,West,A Bit Too Large,0.07816,64,979,0.06133,0.09498
1999,2nd Quintile,East,A Bit Too Small,0.15631,91,525,0.12522,0.18741
