year,bula_h,hhtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Bavaria,Couple without children,A Bit Too Small,0.11954,31,224,0.07695,0.16212
1984,Bavaria,Couple without children,Just Right,0.80537,193,224,0.75341,0.85734
1984,Bavaria,Single parent,Just Right,0.70324,34,34,0.54737,0.85911
1984,Bavaria,Couple with children,A Bit Too Small,0.18544,91,416,0.14804,0.22283
1984,Bavaria,Couple with children,Just Right,0.72345,325,416,0.68041,0.76648
1984,Berlin,Single-person household,Just Right,0.70983,48,48,0.58008,0.83958
1984,Berlin,Couple without children,Just Right,0.67355,35,35,0.51593,0.83117
1984,Berlin,Couple with children,Just Right,0.64158,42,42,0.49479,0.78837
1985,Schleswig-Holstein,Single-person household,Just Right,0.76410,33,33,0.61700,0.91120
1985,Schleswig-Holstein,Couple without children,Just Right,0.87358,36,36,0.76348,0.98368
1985,Schleswig-Holstein,Couple with children,Just Right,0.69332,54,54,0.56917,0.81746
1985,Hamburg,Single-person household,Just Right,0.67267,37,37,0.51939,0.82595
1985,Hamburg,Couple without children,Just Right,0.78624,35,35,0.64844,0.92404
1985,Lower Saxony,Single-person household,Just Right,0.77509,79,79,0.68243,0.86775
1985,Lower Saxony,Couple without children,Just Right,0.84081,111,111,0.77244,0.90918
1985,Lower Saxony,Couple with children,Just Right,0.74484,163,163,0.67771,0.81198
1985,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.10451,40,277,0.06842,0.14060
1985,North Rhine-Westphalia,Single-person household,Just Right,0.74608,237,277,0.69473,0.79743
1985,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.08527,32,280,0.05250,0.11804
1985,North Rhine-Westphalia,Couple without children,Just Right,0.82695,248,280,0.78256,0.87134
1985,North Rhine-Westphalia,Single parent,Just Right,0.67422,47,47,0.53878,0.80966
1985,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.17586,129,597,0.14530,0.20643
1985,North Rhine-Westphalia,Couple with children,Just Right,0.74638,468,597,0.71145,0.78131
1985,North Rhine-Westphalia,Other Combinations,Just Right,0.88610,33,33,0.77603,0.99617
1985,Hesse,Single-person household,Just Right,0.75446,73,73,0.65504,0.85388
1985,Hesse,Couple without children,Just Right,0.81584,111,111,0.74340,0.88828
1985,Hesse,Couple with children,A Bit Too Small,0.18261,55,210,0.13023,0.23499
1985,Hesse,Couple with children,Just Right,0.72372,155,210,0.66309,0.78434
1985,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.73621,50,50,0.61282,0.85960
1985,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.86089,77,77,0.78309,0.93869
1985,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.80427,113,113,0.73078,0.87775
1985,Baden-Wuerttemberg,Single-person household,Just Right,0.83356,142,142,0.77208,0.89504
1985,Baden-Wuerttemberg,Couple without children,Just Right,0.84194,152,152,0.78376,0.90013
1985,Baden-Wuerttemberg,Single parent,Just Right,0.73628,36,36,0.59029,0.88227
1985,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.13473,88,457,0.10339,0.16607
1985,Baden-Wuerttemberg,Couple with children,Just Right,0.78285,369,457,0.74501,0.82070
1985,Bavaria,Single-person household,Just Right,0.74868,122,122,0.67139,0.82597
1985,Bavaria,Couple without children,Just Right,0.77688,165,165,0.71316,0.84060
1985,Bavaria,Single parent,Just Right,0.72452,33,33,0.56972,0.87931
1985,Bavaria,Couple with children,A Bit Too Small,0.18048,81,379,0.14171,0.21925
1985,Bavaria,Couple with children,Just Right,0.75108,298,379,0.70750,0.79467
1985,Berlin,Single-person household,Just Right,0.76059,53,53,0.64461,0.87658
1985,Berlin,Couple without children,Just Right,0.75328,33,33,0.60392,0.90265
1985,Berlin,Couple with children,Just Right,0.71261,41,41,0.57236,0.85285
1986,Schleswig-Holstein,Couple with children,Just Right,0.73153,54,54,0.61222,0.85084
1986,Hamburg,Single-person household,Just Right,0.74358,41,41,0.60825,0.87890
1986,Lower Saxony,Single-person household,Just Right,0.82171,80,80,0.73731,0.90612
1986,Lower Saxony,Couple without children,Just Right,0.83686,119,119,0.77019,0.90353
1986,Lower Saxony,Couple with children,Just Right,0.75361,157,157,0.68599,0.82123
1986,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.11276,39,255,0.07386,0.15165
1986,North Rhine-Westphalia,Single-person household,Just Right,0.75682,216,255,0.70406,0.80958
1986,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.09924,33,296,0.06512,0.13336
1986,North Rhine-Westphalia,Couple without children,Just Right,0.81926,263,296,0.77535,0.86317
1986,North Rhine-Westphalia,Single parent,Just Right,0.74074,46,46,0.61270,0.86878
1986,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.15800,112,566,0.12792,0.18807
1986,North Rhine-Westphalia,Couple with children,Just Right,0.76443,454,566,0.72943,0.79942
1986,North Rhine-Westphalia,Other Combinations,Just Right,0.87802,33,33,0.76462,0.99141
1986,Hesse,Single-person household,Just Right,0.68813,64,64,0.57374,0.80253
1986,Hesse,Couple without children,Just Right,0.79688,100,100,0.71762,0.87613
1986,Hesse,Couple with children,A Bit Too Small,0.18599,49,197,0.13152,0.24046
1986,Hesse,Couple with children,Just Right,0.74072,148,197,0.67937,0.80208
1986,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.74709,47,47,0.62147,0.87271
1986,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.82697,79,79,0.74302,0.91092
1986,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.83448,117,117,0.76684,0.90211
1986,Baden-Wuerttemberg,Single-person household,Just Right,0.79629,124,124,0.72511,0.86747
1986,Baden-Wuerttemberg,Couple without children,Just Right,0.84148,160,160,0.78471,0.89825
1986,Baden-Wuerttemberg,Single parent,Just Right,0.76468,33,33,0.61770,0.91166
1986,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.13547,83,435,0.10327,0.16767
1986,Baden-Wuerttemberg,Couple with children,Just Right,0.79201,352,435,0.75382,0.83019
1986,Bavaria,Single-person household,Just Right,0.74158,121,121,0.66325,0.81991
1986,Bavaria,Couple without children,Just Right,0.76828,150,150,0.70053,0.83603
1986,Bavaria,Single parent,Just Right,0.73071,33,33,0.57701,0.88440
1986,Bavaria,Couple with children,A Bit Too Small,0.16524,68,345,0.12599,0.20449
1986,Bavaria,Couple with children,Just Right,0.75263,277,345,0.70703,0.79823
1986,Berlin,Single-person household,Just Right,0.72284,49,49,0.59622,0.84947
1986,Berlin,Couple without children,Just Right,0.87398,35,35,0.76243,0.98554
1986,Berlin,Couple with children,Just Right,0.70859,38,38,0.56217,0.85501
1987,Schleswig-Holstein,Couple without children,Just Right,0.74960,32,32,0.59708,0.90211
1987,Schleswig-Holstein,Couple with children,Just Right,0.79214,55,55,0.68391,0.90037
1987,Hamburg,Single-person household,Just Right,0.77267,38,38,0.63763,0.90772
1987,Lower Saxony,Single-person household,Just Right,0.80511,80,80,0.71776,0.89246
1987,Lower Saxony,Couple without children,Just Right,0.80862,111,111,0.73511,0.88214
1987,Lower Saxony,Couple with children,Just Right,0.73791,158,158,0.66912,0.80670
1987,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.08980,32,261,0.05505,0.12455
1987,North Rhine-Westphalia,Single-person household,Just Right,0.77331,229,261,0.72242,0.82420
1987,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.09840,31,283,0.06363,0.13316
1987,North Rhine-Westphalia,Couple without children,Just Right,0.81245,252,283,0.76688,0.85801
1987,North Rhine-Westphalia,Single parent,Just Right,0.74973,45,45,0.62174,0.87772
1987,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.14206,104,560,0.11312,0.17100
1987,North Rhine-Westphalia,Couple with children,Just Right,0.79174,456,560,0.75808,0.82540
1987,North Rhine-Westphalia,Other Combinations,Just Right,0.87291,38,38,0.76558,0.98023
1987,Hesse,Single-person household,Just Right,0.71647,65,65,0.60605,0.82690
1987,Hesse,Couple without children,Just Right,0.79778,95,95,0.71659,0.87898
1987,Hesse,Couple with children,A Bit Too Small,0.18976,50,203,0.13568,0.24383
1987,Hesse,Couple with children,Just Right,0.73066,153,203,0.66948,0.79184
1987,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.72268,47,47,0.59331,0.85205
1987,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.84887,79,79,0.76938,0.92835
1987,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.82206,112,112,0.75091,0.89321
1987,Baden-Wuerttemberg,Single-person household,Just Right,0.80665,123,123,0.73658,0.87673
1987,Baden-Wuerttemberg,Couple without children,Just Right,0.86272,161,161,0.80939,0.91604
1987,Baden-Wuerttemberg,Single parent,Just Right,0.81299,36,36,0.68380,0.94217
1987,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.12025,75,429,0.08943,0.15106
1987,Baden-Wuerttemberg,Couple with children,Just Right,0.80130,354,429,0.76350,0.83911
1987,Bavaria,Single-person household,Just Right,0.76253,131,131,0.68938,0.83568
1987,Bavaria,Couple without children,Just Right,0.77706,153,153,0.71089,0.84323
1987,Bavaria,Single parent,Just Right,0.80874,37,37,0.68027,0.93722
1987,Bavaria,Couple with children,A Bit Too Small,0.16478,64,338,0.12517,0.20439
1987,Bavaria,Couple with children,Just Right,0.76479,274,338,0.71950,0.81007
1987,Berlin,Single-person household,Just Right,0.73820,49,49,0.61384,0.86257
1987,Berlin,Couple without children,Just Right,0.75734,35,35,0.61325,0.90144
1987,Berlin,Couple with children,Just Right,0.72200,41,41,0.58316,0.86084
1988,Schleswig-Holstein,Couple without children,Just Right,0.75382,39,39,0.61685,0.89079
1988,Schleswig-Holstein,Couple with children,Just Right,0.75074,51,51,0.63083,0.87064
1988,Hamburg,Single-person household,Just Right,0.81595,37,37,0.68936,0.94254
1988,Lower Saxony,Single-person household,Just Right,0.81268,79,79,0.72609,0.89927
1988,Lower Saxony,Couple without children,Just Right,0.81967,107,107,0.74648,0.89286
1988,Lower Saxony,Couple with children,Just Right,0.72969,145,145,0.65715,0.80223
1988,North Rhine-Westphalia,Single-person household,Just Right,0.78344,215,215,0.72825,0.83862
1988,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.09827,31,281,0.06340,0.13313
1988,North Rhine-Westphalia,Couple without children,Just Right,0.83052,250,281,0.78657,0.87446
1988,North Rhine-Westphalia,Single parent,Just Right,0.70385,41,41,0.56236,0.84534
1988,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.13756,92,541,0.10851,0.16661
1988,North Rhine-Westphalia,Couple with children,Just Right,0.79154,449,541,0.75728,0.82580
1988,Hesse,Single-person household,Just Right,0.71591,61,61,0.60179,0.83002
1988,Hesse,Couple without children,Just Right,0.79347,85,85,0.70690,0.88004
1988,Hesse,Couple with children,A Bit Too Small,0.17134,46,197,0.11859,0.22410
1988,Hesse,Couple with children,Just Right,0.74885,151,197,0.68813,0.80956
1988,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.72566,45,45,0.59382,0.85750
1988,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.82036,76,76,0.73348,0.90724
1988,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.84401,110,110,0.77589,0.91213
1988,Baden-Wuerttemberg,Single-person household,Just Right,0.78583,127,127,0.71420,0.85747
1988,Baden-Wuerttemberg,Couple without children,Just Right,0.84926,164,164,0.79434,0.90419
1988,Baden-Wuerttemberg,Single parent,Just Right,0.82332,36,36,0.69696,0.94967
1988,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.10808,65,411,0.07803,0.13814
1988,Baden-Wuerttemberg,Couple with children,Just Right,0.82465,346,411,0.78784,0.86146
1988,Bavaria,Single-person household,Just Right,0.75101,134,134,0.67752,0.82451
1988,Bavaria,Couple without children,Just Right,0.77915,142,142,0.71068,0.84762
1988,Bavaria,Single parent,Just Right,0.86899,39,39,0.76171,0.97627
1988,Bavaria,Couple with children,A Bit Too Small,0.15411,60,322,0.11461,0.19361
1988,Bavaria,Couple with children,Just Right,0.76983,262,322,0.72378,0.81588
1988,Berlin,Single-person household,Just Right,0.75356,51,51,0.63411,0.87301
1988,Berlin,Couple without children,Just Right,0.74929,31,31,0.59419,0.90439
1988,Berlin,Couple with children,Just Right,0.76773,40,40,0.63520,0.90027
1989,Schleswig-Holstein,Couple without children,Just Right,0.75640,37,37,0.61618,0.89662
1989,Schleswig-Holstein,Couple with children,Just Right,0.76995,47,47,0.64833,0.89158
1989,Hamburg,Single-person household,Just Right,0.76889,38,38,0.63306,0.90472
1989,Lower Saxony,Single-person household,Just Right,0.81712,87,87,0.73542,0.89882
1989,Lower Saxony,Couple without children,Just Right,0.78344,107,107,0.70503,0.86186
1989,Lower Saxony,Couple with children,Just Right,0.72071,134,134,0.64447,0.79696
1989,North Rhine-Westphalia,Single-person household,Just Right,0.79201,209,209,0.73685,0.84717
1989,North Rhine-Westphalia,Couple without children,Just Right,0.82007,246,246,0.77197,0.86817
1989,North Rhine-Westphalia,Single parent,Just Right,0.72200,45,45,0.58962,0.85438
1989,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.13161,85,521,0.10255,0.16067
1989,North Rhine-Westphalia,Couple with children,Just Right,0.80333,436,521,0.76917,0.83749
1989,Hesse,Single-person household,Just Right,0.72179,62,62,0.60933,0.83425
1989,Hesse,Couple without children,Just Right,0.80668,93,93,0.72599,0.88738
1989,Hesse,Couple with children,A Bit Too Small,0.17810,46,193,0.12399,0.23222
1989,Hesse,Couple with children,Just Right,0.74553,147,193,0.68391,0.80714
1989,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.77611,46,46,0.65432,0.89791
1989,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.79996,73,73,0.70756,0.89236
1989,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.85172,103,103,0.78275,0.92069
1989,Baden-Wuerttemberg,Single-person household,Just Right,0.83820,127,127,0.77389,0.90250
1989,Baden-Wuerttemberg,Couple without children,Just Right,0.85402,155,155,0.79825,0.90979
1989,Baden-Wuerttemberg,Single parent,Just Right,0.93582,32,32,0.84954,1.02209
1989,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.09943,59,389,0.06965,0.12921
1989,Baden-Wuerttemberg,Couple with children,Just Right,0.82746,330,389,0.78986,0.86506
1989,Bavaria,Single-person household,Just Right,0.74819,132,132,0.67386,0.82252
1989,Bavaria,Couple without children,Just Right,0.76208,142,142,0.69180,0.83237
1989,Bavaria,Single parent,Just Right,0.85261,34,34,0.73165,0.97356
1989,Bavaria,Couple with children,A Bit Too Small,0.14665,57,305,0.10688,0.18641
1989,Bavaria,Couple with children,Just Right,0.76098,248,305,0.71303,0.80892
1989,Berlin,Single-person household,Just Right,0.72004,50,50,0.59432,0.84575
1989,Berlin,Couple without children,Just Right,0.80802,32,32,0.66937,0.94667
1989,Berlin,Couple with children,Just Right,0.75840,39,39,0.62230,0.89450
1990,Schleswig-Holstein,Couple without children,Just Right,0.80491,37,37,0.67547,0.93436
1990,Schleswig-Holstein,Couple with children,Just Right,0.79744,41,41,0.67289,0.92200
1990,Hamburg,Single-person household,Just Right,0.75814,37,37,0.61826,0.89802
1990,Lower Saxony,Single-person household,Just Right,0.81171,83,83,0.72709,0.89633
1990,Lower Saxony,Couple without children,Just Right,0.79386,115,115,0.71960,0.86812
1990,Lower Saxony,Couple with children,Just Right,0.70836,131,131,0.63023,0.78649
1990,North Rhine-Westphalia,Single-person household,Just Right,0.80122,205,205,0.74645,0.85598
1990,North Rhine-Westphalia,Couple without children,Just Right,0.83179,261,261,0.78632,0.87725
1990,North Rhine-Westphalia,Single parent,Just Right,0.73034,45,45,0.59921,0.86147
1990,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.12100,77,501,0.09242,0.14959
1990,North Rhine-Westphalia,Couple with children,Just Right,0.81397,424,501,0.77986,0.84808
1990,Hesse,Single-person household,Just Right,0.77564,61,61,0.67008,0.88119
1990,Hesse,Couple without children,Just Right,0.75549,88,88,0.66518,0.84581
1990,Hesse,Couple with children,A Bit Too Small,0.18024,42,190,0.12544,0.23504
1990,Hesse,Couple with children,Just Right,0.74387,148,190,0.68164,0.80610
1990,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.72364,40,40,0.58329,0.86399
1990,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.85171,76,76,0.77128,0.93214
1990,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.82259,104,104,0.74881,0.89636
1990,Baden-Wuerttemberg,Single-person household,Just Right,0.80589,114,114,0.73297,0.87882
1990,Baden-Wuerttemberg,Couple without children,Just Right,0.86770,164,164,0.81568,0.91971
1990,Baden-Wuerttemberg,Single parent,Just Right,0.87266,39,39,0.76667,0.97865
1990,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.08689,57,376,0.05838,0.11540
1990,Baden-Wuerttemberg,Couple with children,Just Right,0.83511,319,376,0.79756,0.87267
1990,Bavaria,Single-person household,Just Right,0.76195,139,139,0.69089,0.83301
1990,Bavaria,Couple without children,Just Right,0.76630,151,151,0.69857,0.83402
1990,Bavaria,Single parent,Just Right,0.80419,32,32,0.66450,0.94388
1990,Bavaria,Couple with children,A Bit Too Small,0.13469,51,295,0.09567,0.17372
1990,Bavaria,Couple with children,Just Right,0.77420,244,295,0.72640,0.82199
1990,Berlin,Single-person household,Just Right,0.74194,76,76,0.64291,0.84097
1990,Berlin,Couple without children,Just Right,0.75645,58,58,0.64502,0.86788
1990,Berlin,Couple with children,A Bit Too Small,0.19672,32,115,0.12375,0.26969
1990,Berlin,Couple with children,Just Right,0.69017,83,115,0.60528,0.77505
1990,Brandenburg,Single-person household,Just Right,0.72796,37,37,0.58260,0.87333
1990,Brandenburg,Couple without children,Just Right,0.81973,61,61,0.72246,0.91700
1990,Brandenburg,Couple with children,A Bit Too Small,0.33607,67,168,0.26442,0.40771
1990,Brandenburg,Couple with children,Just Right,0.54280,101,168,0.46724,0.61836
1990,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.77501,40,40,0.64396,0.90607
1990,Mecklenburg-Western Pomerania,Couple with children,A Bit Too Small,0.29669,39,113,0.21209,0.38129
1990,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.55336,74,113,0.46129,0.64543
1990,Saxony,Single-person household,Just Right,0.78547,70,70,0.68861,0.88233
1990,Saxony,Couple without children,A Bit Too Small,0.20051,34,145,0.13512,0.26591
1990,Saxony,Couple without children,Just Right,0.70677,111,145,0.63241,0.78112
1990,Saxony,Couple with children,Much Too Small,0.13105,38,312,0.09355,0.16856
1990,Saxony,Couple with children,A Bit Too Small,0.33848,109,312,0.28589,0.39107
1990,Saxony,Couple with children,Just Right,0.50878,165,312,0.45322,0.56434
1990,Saxony-Anhalt,Single-person household,Just Right,0.82131,53,53,0.71718,0.92543
1990,Saxony-Anhalt,Couple without children,Just Right,0.75000,60,60,0.63951,0.86049
1990,Saxony-Anhalt,Couple with children,A Bit Too Small,0.28242,62,181,0.21665,0.34818
1990,Saxony-Anhalt,Couple with children,Just Right,0.59179,119,181,0.51999,0.66359
1990,Thuringa,Single-person household,Just Right,0.66808,32,32,0.50231,0.83385
1990,Thuringa,Couple without children,Just Right,0.76567,62,62,0.65937,0.87197
1990,Thuringa,Couple with children,A Bit Too Small,0.27624,52,167,0.20822,0.34427
1990,Thuringa,Couple with children,Just Right,0.60596,115,167,0.53163,0.68030
1991,Schleswig-Holstein,Couple without children,Just Right,0.71873,31,31,0.55784,0.87963
1991,Schleswig-Holstein,Couple with children,Just Right,0.71116,39,39,0.56705,0.85526
1991,Hamburg,Single-person household,Just Right,0.90777,39,39,0.81576,0.99977
1991,Lower Saxony,Single-person household,Just Right,0.69323,69,69,0.58362,0.80284
1991,Lower Saxony,Couple without children,Just Right,0.74011,101,101,0.65415,0.82607
1991,Lower Saxony,Couple with children,A Bit Too Small,0.25235,44,158,0.18440,0.32029
1991,Lower Saxony,Couple with children,Just Right,0.63247,114,158,0.55705,0.70788
1991,North Rhine-Westphalia,Single-person household,A Bit Too Small,0.11498,31,229,0.07358,0.15639
1991,North Rhine-Westphalia,Single-person household,Just Right,0.74999,198,229,0.69378,0.80620
1991,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.14648,45,276,0.10469,0.18827
1991,North Rhine-Westphalia,Couple without children,Just Right,0.74883,231,276,0.69757,0.80009
1991,North Rhine-Westphalia,Single parent,Just Right,0.74903,49,49,0.62637,0.87169
1991,North Rhine-Westphalia,Couple with children,A Bit Too Small,0.24703,137,494,0.20895,0.28510
1991,North Rhine-Westphalia,Couple with children,Just Right,0.67265,357,494,0.63123,0.71408
1991,Hesse,Single-person household,Just Right,0.65460,55,55,0.52777,0.78143
1991,Hesse,Couple without children,Just Right,0.77481,92,92,0.68898,0.86063
1991,Hesse,Couple with children,A Bit Too Small,0.21698,50,165,0.15390,0.28007
1991,Hesse,Couple with children,Just Right,0.68413,115,165,0.61298,0.75527
1991,"Rhineland-Palatinate, Saarland",Single-person household,Just Right,0.64624,46,46,0.50654,0.78594
1991,"Rhineland-Palatinate, Saarland",Couple without children,Just Right,0.78588,66,66,0.68615,0.88560
1991,"Rhineland-Palatinate, Saarland",Couple with children,Just Right,0.76721,101,101,0.68438,0.85004
1991,Baden-Wuerttemberg,Single-person household,Just Right,0.80967,105,105,0.73423,0.88512
1991,Baden-Wuerttemberg,Couple without children,Just Right,0.75989,152,152,0.69176,0.82803
1991,Baden-Wuerttemberg,Single parent,Just Right,0.87214,45,45,0.77347,0.97081
1991,Baden-Wuerttemberg,Couple with children,A Bit Too Small,0.21068,81,359,0.16844,0.25293
1991,Baden-Wuerttemberg,Couple with children,Just Right,0.71973,278,359,0.67320,0.76626
1991,Bavaria,Single-person household,Just Right,0.74896,124,124,0.67233,0.82559
1991,Bavaria,Couple without children,Just Right,0.72294,144,144,0.64958,0.79629
1991,Bavaria,Single parent,Just Right,0.69571,31,31,0.53107,0.86036
1991,Bavaria,Couple with children,A Bit Too Small,0.17750,68,302,0.13433,0.22067
1991,Bavaria,Couple with children,Just Right,0.75154,234,302,0.70272,0.80035
1991,Berlin,Single-person household,Just Right,0.75851,63,63,0.65197,0.86504
1991,Berlin,Couple without children,Just Right,0.71183,51,51,0.58629,0.83737
1991,Berlin,Couple with children,Just Right,0.63842,78,78,0.53111,0.74574
1991,Brandenburg,Single-person household,Just Right,0.83334,36,36,0.70987,0.95680
1991,Brandenburg,Couple without children,Just Right,0.77964,54,54,0.66805,0.89123
1991,Brandenburg,Couple with children,A Bit Too Small,0.33341,59,155,0.25895,0.40787
1991,Brandenburg,Couple with children,Just Right,0.56959,96,155,0.49138,0.64779
1991,Mecklenburg-Western Pomerania,Couple without children,Just Right,0.87275,41,41,0.76947,0.97603
1991,Mecklenburg-Western Pomerania,Couple with children,A Bit Too Small,0.27482,34,108,0.19023,0.35941
1991,Mecklenburg-Western Pomerania,Couple with children,Just Right,0.56250,74,108,0.46851,0.65650
1991,Saxony,Single-person household,Just Right,0.73103,62,62,0.61975,0.84231
1991,Saxony,Couple without children,Just Right,0.80266,115,115,0.72960,0.87572
1991,Saxony,Couple with children,A Bit Too Small,0.27663,84,258,0.22194,0.33133
1991,Saxony,Couple with children,Just Right,0.59329,174,258,0.53323,0.65335
1991,Saxony-Anhalt,Single-person household,Just Right,0.81433,40,40,0.69230,0.93637
1991,Saxony-Anhalt,Couple without children,Just Right,0.78879,68,68,0.69105,0.88652
1991,Saxony-Anhalt,Couple with children,A Bit Too Small,0.26412,55,180,0.19954,0.32871
1991,Saxony-Anhalt,Couple with children,Just Right,0.66580,125,180,0.59669,0.73490
1991,Thuringa,Single-person household,Just Right,0.81725,38,38,0.69273,0.94178
1991,Thuringa,Couple without children,Just Right,0.79428,53,53,0.68441,0.90415
1991,Thuringa,Couple with children,A Bit Too Small,0.22849,38,173,0.16574,0.29123
1991,Thuringa,Couple with children,Just Right,0.71669,135,173,0.64935,0.78403
1992,Schleswig-Holstein,Couple with children,Just Right,0.67357,39,39,0.52448,0.82266
1992,Hamburg,Single-person household,Just Right,0.80862,33,33,0.67232,0.94492
1992,Lower Saxony,Single-person household,Just Right,0.70192,74,74,0.59698,0.80685
1992,Lower Saxony,Couple without children,Just Right,0.77750,106,106,0.69795,0.85706
1992,Lower Saxony,Couple with children,A Bit Too Small,0.22855,42,159,0.16307,0.29402
1992,Lower Saxony,Couple with children,Just Right,0.61629,117,159,0.54046,0.69212
1992,North Rhine-Westphalia,Single-person household,Just Right,0.78265,202,202,0.72563,0.83967
1992,North Rhine-Westphalia,Couple without children,A Bit Too Small,0.15045,46,277,0.10827,0.19263
