year,bula_h,rentown,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,Owner,Just Right,0.76255,68,68,0.66066,0.86444
1985,Schleswig-Holstein,Tenant,Just Right,0.72338,65,65,0.61379,0.83298
1985,Hamburg,Tenant,A Bit Too Small,0.20221,33,122,0.13064,0.27377
1985,Hamburg,Tenant,Just Right,0.67610,89,122,0.59272,0.75948
1985,Lower Saxony,Owner,Just Right,0.77103,181,181,0.70964,0.83241
1985,Lower Saxony,Tenant,A Bit Too Small,0.08875,32,258,0.05398,0.12352
1985,Lower Saxony,Tenant,Just Right,0.80542,226,258,0.75702,0.85382
1985,Bremen,Tenant,Just Right,0.81627,36,36,0.68796,0.94457
1985,North Rhine-Westphalia,Owner,A Bit Too Small,0.06758,32,400,0.04295,0.09221
1985,North Rhine-Westphalia,Owner,Just Right,0.79352,331,400,0.75380,0.83324
1985,North Rhine-Westphalia,Owner,A Bit Too Large,0.09665,37,400,0.06765,0.12564
1985,North Rhine-Westphalia,Tenant,Much Too Small,0.03638,52,1001,0.02477,0.04798
1985,North Rhine-Westphalia,Tenant,A Bit Too Small,0.15262,190,1001,0.13033,0.17491
1985,North Rhine-Westphalia,Tenant,Just Right,0.74243,718,1001,0.71532,0.76953
1985,North Rhine-Westphalia,Tenant,A Bit Too Large,0.05503,41,1001,0.04089,0.06916
1985,Hesse,Owner,Just Right,0.84023,137,137,0.77865,0.90181
1985,Hesse,Tenant,A Bit Too Small,0.15257,77,319,0.11304,0.19209
1985,Hesse,Tenant,Just Right,0.70828,242,319,0.65832,0.75824
1985,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.80484,148,148,0.74077,0.86891
1985,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.75870,123,123,0.68278,0.83463
1985,Baden-Wuerttemberg,Owner,Just Right,0.83034,288,288,0.78692,0.87377
1985,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.13111,100,539,0.10259,0.15963
1985,Baden-Wuerttemberg,Tenant,Just Right,0.77196,439,539,0.73651,0.80742
1985,Bavaria,Owner,A Bit Too Small,0.09004,40,371,0.06087,0.11921
1985,Bavaria,Owner,Just Right,0.77335,293,371,0.73069,0.81601
1985,Bavaria,Owner,A Bit Too Large,0.11245,38,371,0.08026,0.14465
1985,Bavaria,Tenant,A Bit Too Small,0.15447,97,452,0.12112,0.18783
1985,Bavaria,Tenant,Just Right,0.73447,355,452,0.69371,0.77523
1985,Berlin,Tenant,A Bit Too Small,0.18512,38,165,0.12568,0.24457
1985,Berlin,Tenant,Just Right,0.73650,127,165,0.66908,0.80393
1986,Schleswig-Holstein,Owner,Just Right,0.80713,67,67,0.71194,0.90232
1986,Schleswig-Holstein,Tenant,Just Right,0.69438,56,56,0.57263,0.81613
1986,Hamburg,Tenant,Just Right,0.73185,87,87,0.63822,0.82548
1986,Lower Saxony,Owner,Just Right,0.76179,185,219,0.70524,0.81834
1986,Lower Saxony,Owner,A Bit Too Large,0.16677,34,219,0.11728,0.21625
1986,Lower Saxony,Tenant,Just Right,0.83411,227,227,0.78561,0.88261
1986,Bremen,Tenant,Just Right,0.77090,32,32,0.62295,0.91884
1986,North Rhine-Westphalia,Owner,A Bit Too Small,0.07165,32,401,0.04637,0.09692
1986,North Rhine-Westphalia,Owner,Just Right,0.79824,333,401,0.75891,0.83757
1986,North Rhine-Westphalia,Owner,A Bit Too Large,0.09370,36,401,0.06514,0.12226
1986,North Rhine-Westphalia,Tenant,Much Too Small,0.02921,38,940,0.01844,0.03999
1986,North Rhine-Westphalia,Tenant,A Bit Too Small,0.14780,166,940,0.12510,0.17050
1986,North Rhine-Westphalia,Tenant,Just Right,0.76109,699,940,0.73382,0.78837
1986,North Rhine-Westphalia,Tenant,A Bit Too Large,0.05321,37,940,0.03886,0.06757
1986,Hesse,Owner,Just Right,0.82272,125,125,0.75550,0.88994
1986,Hesse,Tenant,A Bit Too Small,0.19059,83,305,0.14644,0.23474
1986,Hesse,Tenant,Just Right,0.66794,222,305,0.61499,0.72088
1986,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.78415,145,145,0.71695,0.85135
1986,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.76020,128,128,0.68594,0.83446
1986,Baden-Wuerttemberg,Owner,Just Right,0.81811,286,317,0.77557,0.86064
1986,Baden-Wuerttemberg,Owner,A Bit Too Large,0.10086,31,317,0.06765,0.13406
1986,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.12600,89,498,0.09682,0.15517
1986,Baden-Wuerttemberg,Tenant,Just Right,0.76824,409,498,0.73114,0.80534
1986,Bavaria,Owner,A Bit Too Small,0.08337,36,359,0.05473,0.11201
1986,Bavaria,Owner,Just Right,0.76218,282,359,0.71807,0.80628
1986,Bavaria,Owner,A Bit Too Large,0.12638,41,359,0.09196,0.16080
1986,Bavaria,Tenant,A Bit Too Small,0.15342,84,413,0.11862,0.18822
1986,Bavaria,Tenant,Just Right,0.73264,329,413,0.68990,0.77537
1986,Berlin,Tenant,A Bit Too Small,0.20321,39,167,0.14199,0.26442
1986,Berlin,Tenant,Just Right,0.74016,128,167,0.67345,0.80688
1987,Schleswig-Holstein,Owner,Just Right,0.78747,69,69,0.69023,0.88471
1987,Schleswig-Holstein,Tenant,Just Right,0.74077,57,57,0.62600,0.85555
1987,Hamburg,Tenant,Just Right,0.77444,80,80,0.68227,0.86660
1987,Lower Saxony,Owner,Just Right,0.76120,178,211,0.70354,0.81887
1987,Lower Saxony,Owner,A Bit Too Large,0.16488,33,211,0.11469,0.21507
1987,Lower Saxony,Tenant,Just Right,0.80494,222,222,0.75269,0.85718
1987,Bremen,Tenant,Just Right,0.85118,35,35,0.73155,0.97082
1987,North Rhine-Westphalia,Owner,A Bit Too Small,0.06994,33,406,0.04510,0.09479
1987,North Rhine-Westphalia,Owner,Just Right,0.80173,336,406,0.76290,0.84056
1987,North Rhine-Westphalia,Owner,A Bit Too Large,0.09746,37,406,0.06857,0.12634
1987,North Rhine-Westphalia,Tenant,Much Too Small,0.02722,31,924,0.01672,0.03772
1987,North Rhine-Westphalia,Tenant,A Bit Too Small,0.12708,149,924,0.10560,0.14857
1987,North Rhine-Westphalia,Tenant,Just Right,0.77848,702,924,0.75169,0.80527
1987,North Rhine-Westphalia,Tenant,A Bit Too Large,0.06033,42,924,0.04497,0.07569
1987,Hesse,Owner,Just Right,0.83455,129,129,0.77017,0.89892
1987,Hesse,Tenant,A Bit Too Small,0.17691,78,294,0.13321,0.22060
1987,Hesse,Tenant,Just Right,0.66830,216,294,0.61439,0.72221
1987,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.79357,150,150,0.72858,0.85856
1987,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.77219,123,123,0.69777,0.84662
1987,Baden-Wuerttemberg,Owner,Just Right,0.84374,289,289,0.80181,0.88568
1987,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.13259,91,502,0.10290,0.16229
1987,Baden-Wuerttemberg,Tenant,Just Right,0.78144,411,502,0.74525,0.81763
1987,Bavaria,Owner,A Bit Too Small,0.08655,35,351,0.05709,0.11601
1987,Bavaria,Owner,Just Right,0.76404,277,351,0.71956,0.80852
1987,Bavaria,Owner,A Bit Too Large,0.12058,39,351,0.08646,0.15469
1987,Bavaria,Tenant,A Bit Too Small,0.15672,84,427,0.12220,0.19124
1987,Bavaria,Tenant,Just Right,0.76297,343,427,0.72259,0.80335
1987,Berlin,Tenant,A Bit Too Small,0.18785,36,166,0.12825,0.24745
1987,Berlin,Tenant,Just Right,0.74451,130,166,0.67796,0.81106
1988,Schleswig-Holstein,Owner,Just Right,0.73158,62,62,0.62038,0.84279
1988,Schleswig-Holstein,Tenant,Just Right,0.75049,60,60,0.64007,0.86091
1988,Hamburg,Tenant,Just Right,0.80522,75,75,0.71499,0.89546
1988,Lower Saxony,Owner,Just Right,0.76692,167,167,0.70260,0.83123
1988,Lower Saxony,Tenant,Just Right,0.82324,220,220,0.77271,0.87376
1988,Bremen,Tenant,Just Right,0.80501,33,33,0.66773,0.94228
1988,North Rhine-Westphalia,Owner,A Bit Too Small,0.07078,33,401,0.04564,0.09591
1988,North Rhine-Westphalia,Owner,Just Right,0.81266,333,401,0.77443,0.85090
1988,North Rhine-Westphalia,Owner,A Bit Too Large,0.09292,35,401,0.06447,0.12137
1988,North Rhine-Westphalia,Tenant,A Bit Too Small,0.13129,138,842,0.10847,0.15412
1988,North Rhine-Westphalia,Tenant,Just Right,0.78283,666,842,0.75497,0.81070
1988,North Rhine-Westphalia,Tenant,A Bit Too Large,0.05361,38,842,0.03839,0.06884
1988,Hesse,Owner,Just Right,0.84602,125,125,0.78249,0.90955
1988,Hesse,Tenant,A Bit Too Small,0.16416,71,276,0.12038,0.20794
1988,Hesse,Tenant,Just Right,0.67598,205,276,0.62066,0.73129
1988,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.78614,135,135,0.71672,0.85557
1988,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.78241,129,129,0.71093,0.85389
1988,Baden-Wuerttemberg,Owner,Just Right,0.84758,286,286,0.80585,0.88931
1988,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.13734,82,490,0.10683,0.16784
1988,Baden-Wuerttemberg,Tenant,Just Right,0.78440,408,490,0.74795,0.82085
1988,Bavaria,Owner,Just Right,0.76385,259,298,0.71555,0.81215
1988,Bavaria,Owner,A Bit Too Large,0.13160,39,298,0.09315,0.17005
1988,Bavaria,Tenant,A Bit Too Small,0.15397,81,422,0.11950,0.18845
1988,Bavaria,Tenant,Just Right,0.77073,341,422,0.73057,0.81088
1988,Berlin,Tenant,A Bit Too Small,0.19802,35,160,0.13608,0.25997
1988,Berlin,Tenant,Just Right,0.74353,125,160,0.67565,0.81141
1989,Schleswig-Holstein,Owner,Just Right,0.71524,57,57,0.59704,0.83344
1989,Schleswig-Holstein,Tenant,Just Right,0.73410,58,58,0.61940,0.84880
1989,Hamburg,Tenant,Just Right,0.77202,73,73,0.67512,0.86893
1989,Lower Saxony,Owner,Just Right,0.74723,161,193,0.68575,0.80870
1989,Lower Saxony,Owner,A Bit Too Large,0.17753,32,193,0.12348,0.23158
1989,Lower Saxony,Tenant,Just Right,0.79997,212,212,0.74600,0.85395
1989,Bremen,Tenant,Just Right,0.82786,37,37,0.70454,0.95118
1989,North Rhine-Westphalia,Owner,A Bit Too Small,0.07718,35,395,0.05083,0.10353
1989,North Rhine-Westphalia,Owner,Just Right,0.80825,328,395,0.76938,0.84712
1989,North Rhine-Westphalia,Owner,A Bit Too Large,0.09059,32,395,0.06225,0.11893
1989,North Rhine-Westphalia,Tenant,A Bit Too Small,0.12726,125,810,0.10429,0.15022
1989,North Rhine-Westphalia,Tenant,Just Right,0.79780,652,810,0.77012,0.82547
1989,North Rhine-Westphalia,Tenant,A Bit Too Large,0.04843,33,810,0.03364,0.06323
1989,Hesse,Owner,Just Right,0.85262,123,123,0.78972,0.91552
1989,Hesse,Tenant,A Bit Too Small,0.17030,74,285,0.12658,0.21402
1989,Hesse,Tenant,Just Right,0.67730,211,285,0.62293,0.73168
1989,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.77288,136,136,0.70221,0.84356
1989,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.80434,116,116,0.73183,0.87684
1989,Baden-Wuerttemberg,Owner,Just Right,0.85131,284,284,0.80986,0.89276
1989,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.10400,70,456,0.07595,0.13205
1989,Baden-Wuerttemberg,Tenant,Just Right,0.83034,386,456,0.79585,0.86482
1989,Bavaria,Owner,Just Right,0.74601,246,286,0.69547,0.79654
1989,Bavaria,Owner,A Bit Too Large,0.14226,40,286,0.10170,0.18281
1989,Bavaria,Tenant,A Bit Too Small,0.15964,83,418,0.12449,0.19480
1989,Bavaria,Tenant,Just Right,0.76676,335,418,0.72617,0.80735
1989,Berlin,Tenant,A Bit Too Small,0.20105,34,157,0.13816,0.26394
1989,Berlin,Tenant,Just Right,0.72925,123,157,0.65952,0.79898
1990,Schleswig-Holstein,Owner,Just Right,0.79466,57,57,0.68886,0.90046
1990,Schleswig-Holstein,Tenant,Just Right,0.68702,56,56,0.56446,0.80957
1990,Hamburg,Tenant,Just Right,0.76061,71,71,0.66065,0.86057
1990,Lower Saxony,Owner,Just Right,0.77145,170,170,0.70814,0.83476
1990,Lower Saxony,Tenant,A Bit Too Small,0.10854,34,234,0.06860,0.14848
1990,Lower Saxony,Tenant,Just Right,0.77160,200,234,0.71770,0.82550
1990,Bremen,Tenant,Just Right,0.84623,35,35,0.72497,0.96748
1990,North Rhine-Westphalia,Owner,A Bit Too Small,0.06685,31,402,0.04241,0.09130
1990,North Rhine-Westphalia,Owner,Just Right,0.81526,338,402,0.77728,0.85325
1990,North Rhine-Westphalia,Owner,A Bit Too Large,0.09109,33,402,0.06293,0.11925
1990,North Rhine-Westphalia,Tenant,A Bit Too Small,0.13013,115,752,0.10607,0.15419
1990,North Rhine-Westphalia,Tenant,Just Right,0.80149,637,752,0.77296,0.83002
1990,Hesse,Owner,Just Right,0.82565,127,127,0.75940,0.89190
1990,Hesse,Tenant,A Bit Too Small,0.17667,69,273,0.13135,0.22200
1990,Hesse,Tenant,Just Right,0.68896,204,273,0.63395,0.74397
1990,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.76106,128,128,0.68689,0.83523
1990,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.80823,121,121,0.73779,0.87867
1990,Baden-Wuerttemberg,Owner,Just Right,0.86656,293,293,0.82756,0.90556
1990,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.11474,69,442,0.08499,0.14448
1990,Baden-Wuerttemberg,Tenant,Just Right,0.80334,373,442,0.76624,0.84043
1990,Bavaria,Owner,Just Right,0.75914,258,299,0.71059,0.80769
1990,Bavaria,Owner,A Bit Too Large,0.13858,41,299,0.09935,0.17781
1990,Bavaria,Tenant,A Bit Too Small,0.15890,79,414,0.12364,0.19416
1990,Bavaria,Tenant,Just Right,0.76870,335,414,0.72804,0.80937
1990,Berlin,Tenant,A Bit Too Small,0.20910,69,295,0.16261,0.25558
1990,Berlin,Tenant,Just Right,0.71746,226,295,0.66600,0.76893
1990,Brandenburg,Owner,Just Right,0.79557,98,98,0.71531,0.87583
1990,Brandenburg,Tenant,A Bit Too Small,0.24683,70,194,0.18600,0.30766
1990,Brandenburg,Tenant,Just Right,0.59693,124,194,0.52773,0.66614
1990,Mecklenburg-Western Pomerania,Owner,Just Right,0.92422,57,57,0.85490,0.99353
1990,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.25942,49,134,0.18492,0.33391
1990,Mecklenburg-Western Pomerania,Tenant,Just Right,0.55235,85,134,0.46784,0.63686
1990,Saxony,Owner,Just Right,0.78414,115,115,0.70862,0.85967
1990,Saxony,Tenant,Much Too Small,0.06828,43,486,0.04583,0.09073
1990,Saxony,Tenant,A Bit Too Small,0.26580,156,486,0.22648,0.30511
1990,Saxony,Tenant,Just Right,0.61592,287,486,0.57263,0.65921
1990,Saxony-Anhalt,Owner,Just Right,0.88308,116,116,0.82435,0.94181
1990,Saxony-Anhalt,Tenant,A Bit Too Small,0.25472,80,223,0.19741,0.31204
1990,Saxony-Anhalt,Tenant,Just Right,0.62315,143,223,0.55941,0.68690
1990,Thuringa,Owner,Just Right,0.80607,117,117,0.73412,0.87802
1990,Thuringa,Tenant,A Bit Too Small,0.26600,64,183,0.20180,0.33020
1990,Thuringa,Tenant,Just Right,0.59287,119,183,0.52149,0.66425
1991,Schleswig-Holstein,Owner,Just Right,0.74364,55,55,0.62719,0.86010
1991,Schleswig-Holstein,Tenant,Just Right,0.65964,51,51,0.52830,0.79098
1991,Hamburg,Tenant,Just Right,0.74564,65,65,0.63895,0.85234
1991,Lower Saxony,Owner,Just Right,0.70701,151,151,0.63417,0.77985
1991,Lower Saxony,Tenant,A Bit Too Small,0.20774,62,232,0.15542,0.26005
1991,Lower Saxony,Tenant,Just Right,0.65167,170,232,0.59023,0.71311
1991,Bremen,Tenant,Just Right,0.82344,34,34,0.69335,0.95354
1991,North Rhine-Westphalia,Owner,A Bit Too Small,0.09064,44,407,0.06271,0.11857
1991,North Rhine-Westphalia,Owner,Just Right,0.78685,323,407,0.74701,0.82668
1991,North Rhine-Westphalia,Owner,A Bit Too Large,0.09899,40,407,0.06994,0.12804
1991,North Rhine-Westphalia,Tenant,Much Too Small,0.04619,49,785,0.03150,0.06088
1991,North Rhine-Westphalia,Tenant,A Bit Too Small,0.20669,191,785,0.17834,0.23503
1991,North Rhine-Westphalia,Tenant,Just Right,0.67969,545,785,0.64702,0.71235
1991,Hesse,Owner,Just Right,0.72551,114,114,0.64323,0.80779
1991,Hesse,Tenant,A Bit Too Small,0.19581,83,260,0.14748,0.24414
1991,Hesse,Tenant,Just Right,0.64429,177,260,0.58599,0.70260
1991,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.71753,125,125,0.63829,0.79677
1991,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.74565,121,121,0.66773,0.82357
1991,Baden-Wuerttemberg,Owner,Just Right,0.78403,278,278,0.73557,0.83249
1991,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.21357,107,433,0.17493,0.25222
1991,Baden-Wuerttemberg,Tenant,Just Right,0.69627,326,433,0.65290,0.73964
1991,Bavaria,Owner,Just Right,0.76921,266,305,0.72184,0.81657
1991,Bavaria,Owner,A Bit Too Large,0.11236,39,305,0.07686,0.14786
1991,Bavaria,Tenant,A Bit Too Small,0.19609,101,394,0.15683,0.23534
1991,Bavaria,Tenant,Just Right,0.66857,293,394,0.62203,0.71511
1991,Berlin,Tenant,A Bit Too Small,0.19802,62,263,0.14977,0.24628
1991,Berlin,Tenant,Just Right,0.68415,201,263,0.62786,0.74044
1991,Brandenburg,Owner,Just Right,0.75300,91,91,0.66390,0.84210
1991,Brandenburg,Tenant,A Bit Too Small,0.22867,61,177,0.16662,0.29072
1991,Brandenburg,Tenant,Just Right,0.64664,116,177,0.57602,0.71726
1991,Mecklenburg-Western Pomerania,Owner,Just Right,0.93310,55,55,0.86646,0.99974
1991,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.22953,41,131,0.15724,0.30182
1991,Mecklenburg-Western Pomerania,Tenant,Just Right,0.58389,90,131,0.49916,0.66862
1991,Saxony,Owner,Just Right,0.79941,107,107,0.72317,0.87564
1991,Saxony,Tenant,A Bit Too Small,0.22874,116,398,0.18743,0.27006
1991,Saxony,Tenant,Just Right,0.64854,282,398,0.60158,0.69551
1991,Saxony-Anhalt,Owner,Just Right,0.87839,108,108,0.81646,0.94032
1991,Saxony-Anhalt,Tenant,A Bit Too Small,0.22791,73,219,0.17223,0.28360
1991,Saxony-Anhalt,Tenant,Just Right,0.65947,146,219,0.59657,0.72238
1991,Thuringa,Owner,Just Right,0.79374,111,111,0.71813,0.86936
1991,Thuringa,Tenant,A Bit Too Small,0.19612,43,182,0.13828,0.25397
1991,Thuringa,Tenant,Just Right,0.73075,139,182,0.66613,0.79537
1992,Schleswig-Holstein,Owner,Just Right,0.79370,54,54,0.68476,0.90264
1992,Schleswig-Holstein,Tenant,Just Right,0.57647,46,46,0.43210,0.72084
1992,Hamburg,Tenant,Just Right,0.72826,52,52,0.60616,0.85035
1992,Lower Saxony,Owner,Just Right,0.70106,151,186,0.63510,0.76703
1992,Lower Saxony,Owner,A Bit Too Large,0.16954,35,186,0.11547,0.22361
1992,Lower Saxony,Tenant,A Bit Too Small,0.18248,58,245,0.13402,0.23095
1992,Lower Saxony,Tenant,Just Right,0.69852,187,245,0.64094,0.75610
1992,North Rhine-Westphalia,Owner,A Bit Too Small,0.08135,40,403,0.05463,0.10808
1992,North Rhine-Westphalia,Owner,Just Right,0.76317,326,403,0.72161,0.80473
1992,North Rhine-Westphalia,Owner,A Bit Too Large,0.09801,37,403,0.06894,0.12707
1992,North Rhine-Westphalia,Tenant,Much Too Small,0.04224,49,815,0.02842,0.05605
1992,North Rhine-Westphalia,Tenant,A Bit Too Small,0.19863,190,815,0.17122,0.22604
1992,North Rhine-Westphalia,Tenant,Just Right,0.68139,542,815,0.64938,0.71340
1992,North Rhine-Westphalia,Tenant,A Bit Too Large,0.06191,34,815,0.04535,0.07846
1992,Hesse,Owner,Just Right,0.78996,129,129,0.71939,0.86052
1992,Hesse,Tenant,A Bit Too Small,0.19099,77,253,0.14246,0.23952
1992,Hesse,Tenant,Just Right,0.66626,176,253,0.60804,0.72448
1992,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.78018,126,126,0.70758,0.85278
1992,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.23653,42,154,0.16920,0.30387
1992,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.68255,112,154,0.60879,0.75631
1992,Baden-Wuerttemberg,Owner,Just Right,0.77937,276,276,0.73036,0.82838
1992,Baden-Wuerttemberg,Tenant,Much Too Small,0.05238,44,454,0.03186,0.07289
1992,Baden-Wuerttemberg,Tenant,A Bit Too Small,0.19439,103,454,0.15795,0.23084
1992,Baden-Wuerttemberg,Tenant,Just Right,0.68151,307,454,0.63861,0.72441
1992,Bavaria,Owner,Just Right,0.79518,279,314,0.75047,0.83989
1992,Bavaria,Owner,A Bit Too Large,0.11323,35,314,0.07813,0.14834
1992,Bavaria,Tenant,A Bit Too Small,0.20579,108,418,0.16699,0.24459
1992,Bavaria,Tenant,Just Right,0.70035,310,418,0.65638,0.74432
1992,Berlin,Tenant,A Bit Too Small,0.22072,66,265,0.17069,0.27075
1992,Berlin,Tenant,Just Right,0.66534,199,265,0.60842,0.72226
1992,Brandenburg,Owner,Just Right,0.70483,74,74,0.60019,0.80946
1992,Brandenburg,Tenant,A Bit Too Small,0.23505,61,185,0.17378,0.29632
1992,Brandenburg,Tenant,Just Right,0.64219,124,185,0.57293,0.71145
1992,Mecklenburg-Western Pomerania,Owner,Just Right,0.93646,51,51,0.86884,1.00407
1992,Mecklenburg-Western Pomerania,Tenant,A Bit Too Small,0.25380,41,123,0.17658,0.33103
1992,Mecklenburg-Western Pomerania,Tenant,Just Right,0.61897,82,123,0.53279,0.70515
1992,Saxony,Owner,Just Right,0.77149,103,103,0.69001,0.85298
1992,Saxony,Tenant,A Bit Too Small,0.21860,112,388,0.17743,0.25978
1992,Saxony,Tenant,Just Right,0.67733,276,388,0.63075,0.72390
1992,Saxony-Anhalt,Owner,Just Right,0.79584,93,93,0.71348,0.87821
1992,Saxony-Anhalt,Tenant,A Bit Too Small,0.20611,70,220,0.15254,0.25969
1992,Saxony-Anhalt,Tenant,Just Right,0.66157,150,220,0.59890,0.72424
1992,Thuringa,Owner,Just Right,0.83856,116,116,0.77132,0.90581
1992,Thuringa,Tenant,A Bit Too Small,0.18356,39,175,0.12604,0.24108
1992,Thuringa,Tenant,Just Right,0.73088,136,175,0.66498,0.79678
1993,Schleswig-Holstein,Owner,Just Right,0.74692,52,52,0.62759,0.86624
1993,Schleswig-Holstein,Tenant,Just Right,0.59018,51,51,0.45386,0.72650
1993,Hamburg,Tenant,Just Right,0.76687,55,55,0.65409,0.87965
1993,Lower Saxony,Owner,Just Right,0.66534,153,189,0.59789,0.73280
1993,Lower Saxony,Owner,A Bit Too Large,0.20005,36,189,0.14287,0.25724
1993,Lower Saxony,Tenant,A Bit Too Small,0.13861,50,251,0.09578,0.18144
1993,Lower Saxony,Tenant,Just Right,0.74338,201,251,0.68924,0.79752
1993,North Rhine-Westphalia,Owner,A Bit Too Small,0.09964,51,409,0.07057,0.12870
1993,North Rhine-Westphalia,Owner,Just Right,0.73297,309,409,0.69004,0.77590
1993,North Rhine-Westphalia,Owner,A Bit Too Large,0.12572,49,409,0.09355,0.15789
1993,North Rhine-Westphalia,Tenant,Much Too Small,0.04426,57,821,0.03018,0.05834
1993,North Rhine-Westphalia,Tenant,A Bit Too Small,0.21425,203,821,0.18616,0.24233
1993,North Rhine-Westphalia,Tenant,Just Right,0.66402,528,821,0.63169,0.69635
1993,North Rhine-Westphalia,Tenant,A Bit Too Large,0.05829,33,821,0.04225,0.07433
1993,Hesse,Owner,Just Right,0.73761,117,117,0.65755,0.81767
1993,Hesse,Tenant,A Bit Too Small,0.19411,72,257,0.14566,0.24256
1993,Hesse,Tenant,Just Right,0.68025,185,257,0.62312,0.73738
1993,"Rhineland-Palatinate, Saarland",Owner,Just Right,0.76575,126,126,0.69150,0.84000
1993,"Rhineland-Palatinate, Saarland",Tenant,A Bit Too Small,0.22342,33,143,0.15491,0.29194
1993,"Rhineland-Palatinate, Saarland",Tenant,Just Right,0.71728,110,143,0.64321,0.79135
1993,Baden-Wuerttemberg,Owner,Just Right,0.81583,274,274,0.76984,0.86181
