year,regtyp,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,Very concerned,0.39918,3910,8540,0.38879,0.40956
1985,Urban regions,Somewhat concerned,0.36791,3781,8540,0.35768,0.37814
1985,Urban regions,Not concerned at all,0.06458,849,8540,0.05937,0.06979
1985,Rural regions,Very concerned,0.36038,1012,2330,0.34088,0.37988
1985,Rural regions,Somewhat concerned,0.38564,1103,2330,0.36587,0.40541
1985,Rural regions,Not concerned at all,0.06862,215,2330,0.05835,0.07889
1986,Urban regions,Very concerned,0.36414,3483,8217,0.35374,0.37455
1986,Urban regions,Somewhat concerned,0.38473,3831,8217,0.37421,0.39525
1986,Urban regions,Not concerned at all,0.08107,903,8217,0.07517,0.08697
1986,Rural regions,Very concerned,0.32808,884,2229,0.30859,0.34758
1986,Rural regions,Somewhat concerned,0.38768,1071,2229,0.36745,0.40791
1986,Rural regions,Not concerned at all,0.09812,274,2229,0.08576,0.11047
1987,Urban regions,Very concerned,0.49047,4491,8138,0.47961,0.50134
1987,Urban regions,Somewhat concerned,0.29844,3073,8138,0.28850,0.30839
1987,Urban regions,Not concerned at all,0.04211,574,8138,0.03774,0.04647
1987,Rural regions,Very concerned,0.44957,1195,2193,0.42875,0.47040
1987,Rural regions,Somewhat concerned,0.30675,828,2193,0.28744,0.32605
1987,Rural regions,Not concerned at all,0.04862,170,2193,0.03961,0.05762
1988,Urban regions,Very concerned,0.47850,4148,7806,0.46742,0.48959
1988,Urban regions,Somewhat concerned,0.31095,3108,7806,0.30068,0.32122
1988,Urban regions,Not concerned at all,0.04217,550,7806,0.03772,0.04663
1988,Rural regions,Very concerned,0.41829,1089,2059,0.39698,0.43960
1988,Rural regions,Somewhat concerned,0.34291,838,2059,0.32240,0.36342
1988,Rural regions,Not concerned at all,0.04497,132,2059,0.03601,0.05392
1989,Urban regions,Very concerned,0.52769,4459,7616,0.51647,0.53890
1989,Urban regions,Somewhat concerned,0.27242,2669,7616,0.26242,0.28242
1989,Urban regions,Not concerned at all,0.03537,488,7616,0.03122,0.03952
1989,Rural regions,Very concerned,0.49315,1177,1951,0.47096,0.51534
1989,Rural regions,Somewhat concerned,0.27109,648,1951,0.25136,0.29082
1989,Rural regions,Not concerned at all,0.04397,126,1951,0.03487,0.05307
1990,Urban regions,Very concerned,0.51749,5338,8883,0.50710,0.52788
1990,Urban regions,Somewhat concerned,0.26749,3050,8883,0.25828,0.27669
1990,Urban regions,Not concerned at all,0.03778,495,8883,0.03381,0.04174
1990,Rural regions,Very concerned,0.46925,2795,4816,0.45515,0.48335
1990,Rural regions,Somewhat concerned,0.29999,1839,4816,0.28704,0.31293
1990,Rural regions,Not concerned at all,0.03381,182,4816,0.02871,0.03892
1991,Urban regions,Very concerned,0.43622,4352,8707,0.42580,0.44664
1991,Urban regions,Somewhat concerned,0.34558,3792,8707,0.33559,0.35557
1991,Urban regions,Not concerned at all,0.04094,563,8707,0.03678,0.04510
1991,Rural regions,Very concerned,0.37889,2152,4707,0.36503,0.39275
1991,Rural regions,Somewhat concerned,0.38979,2321,4707,0.37586,0.40373
1991,Rural regions,Not concerned at all,0.04288,234,4707,0.03709,0.04866
1992,Urban regions,Very concerned,0.49505,4911,8590,0.48447,0.50562
1992,Urban regions,Somewhat concerned,0.29344,3240,8590,0.28381,0.30307
1992,Urban regions,Not concerned at all,0.03359,439,8590,0.02978,0.03740
1992,Rural regions,Very concerned,0.43451,2444,4507,0.42004,0.44899
1992,Rural regions,Somewhat concerned,0.34179,1892,4507,0.32794,0.35564
1992,Rural regions,Not concerned at all,0.03261,171,4507,0.02742,0.03780
1993,Urban regions,Very concerned,0.42866,4346,8519,0.41815,0.43917
1993,Urban regions,Somewhat concerned,0.35428,3743,8519,0.34412,0.36444
1993,Urban regions,Not concerned at all,0.03547,430,8519,0.03154,0.03940
1993,Rural regions,Very concerned,0.38474,2102,4486,0.37050,0.39898
1993,Rural regions,Somewhat concerned,0.39584,2206,4486,0.38153,0.41015
1993,Rural regions,Not concerned at all,0.03082,178,4486,0.02576,0.03588
1994,Urban regions,Very concerned,0.33835,3361,8402,0.32824,0.34847
1994,Urban regions,Somewhat concerned,0.43303,4470,8402,0.42243,0.44362
1994,Urban regions,Not concerned at all,0.04940,571,8402,0.04477,0.05404
1994,Rural regions,Very concerned,0.28110,1525,4384,0.26780,0.29441
1994,Rural regions,Somewhat concerned,0.47500,2589,4384,0.46022,0.48978
1994,Rural regions,Not concerned at all,0.05050,270,4384,0.04401,0.05698
1995,Urban regions,Very concerned,0.37155,3815,8646,0.36136,0.38174
1995,Urban regions,Somewhat concerned,0.40092,4299,8646,0.39059,0.41126
1995,Urban regions,Not concerned at all,0.04629,532,8646,0.04186,0.05072
1995,Rural regions,Very concerned,0.33031,1795,4526,0.31661,0.34401
1995,Rural regions,Somewhat concerned,0.42938,2491,4526,0.41495,0.44380
1995,Rural regions,Not concerned at all,0.04273,240,4526,0.03684,0.04862
1996,Urban regions,Very concerned,0.31570,3147,8485,0.30581,0.32559
1996,Urban regions,Somewhat concerned,0.44793,4661,8485,0.43735,0.45851
1996,Urban regions,Not concerned at all,0.05689,677,8485,0.05197,0.06182
1996,Rural regions,Very concerned,0.28181,1532,4507,0.26868,0.29495
1996,Rural regions,Somewhat concerned,0.47566,2665,4507,0.46107,0.49024
1996,Rural regions,Not concerned at all,0.05427,310,4507,0.04765,0.06088
1997,Urban regions,Very concerned,0.29800,2918,8337,0.28818,0.30782
1997,Urban regions,Somewhat concerned,0.45700,4651,8337,0.44631,0.46770
1997,Urban regions,Not concerned at all,0.06884,768,8337,0.06340,0.07427
1997,Rural regions,Very concerned,0.26548,1408,4438,0.25249,0.27847
1997,Rural regions,Somewhat concerned,0.47789,2659,4438,0.46319,0.49259
1997,Rural regions,Not concerned at all,0.06724,371,4438,0.05987,0.07460
1998,Urban regions,Very concerned,0.28361,3044,9225,0.27441,0.29280
1998,Urban regions,Somewhat concerned,0.47691,5425,9225,0.46672,0.48710
1998,Urban regions,Not concerned at all,0.06563,756,9225,0.06058,0.07069
1998,Rural regions,Very concerned,0.25944,1503,4945,0.24723,0.27166
1998,Rural regions,Somewhat concerned,0.48686,3056,4945,0.47293,0.50080
1998,Rural regions,Not concerned at all,0.06443,386,4945,0.05759,0.07128
1999,Urban regions,Very concerned,0.19738,2043,8837,0.18908,0.20568
