year,age_gr,regtyp,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Urban regions,Very concerned,0.57676,1297,2461,0.55724,0.59629
1985,17-29 y.,Urban regions,Somewhat concerned,0.36270,960,2461,0.34370,0.38170
1985,17-29 y.,Urban regions,Not concerned at all,0.05341,204,2461,0.04452,0.06229
1985,17-29 y.,Rural regions,Very concerned,0.54439,334,642,0.50584,0.58295
1985,17-29 y.,Rural regions,Somewhat concerned,0.39617,271,642,0.35831,0.43404
1985,17-29 y.,Rural regions,Not concerned at all,0.04426,37,642,0.02834,0.06018
1985,30-45 y.,Urban regions,Very concerned,0.50329,1266,2723,0.48451,0.52207
1985,30-45 y.,Urban regions,Somewhat concerned,0.42432,1188,2723,0.40575,0.44289
1985,30-45 y.,Urban regions,Not concerned at all,0.06279,269,2723,0.05367,0.07190
1985,30-45 y.,Rural regions,Very concerned,0.46042,328,719,0.42396,0.49687
1985,30-45 y.,Rural regions,Somewhat concerned,0.48002,336,719,0.44348,0.51657
1985,30-45 y.,Rural regions,Not concerned at all,0.05127,55,719,0.03514,0.06740
1985,46-65 y.,Urban regions,Very concerned,0.43957,1073,2560,0.42034,0.45881
1985,46-65 y.,Urban regions,Somewhat concerned,0.48065,1239,2560,0.46129,0.50000
1985,46-65 y.,Urban regions,Not concerned at all,0.06591,248,2560,0.05629,0.07552
1985,46-65 y.,Rural regions,Very concerned,0.39770,261,682,0.36094,0.43446
1985,46-65 y.,Rural regions,Somewhat concerned,0.49050,347,682,0.45296,0.52805
1985,46-65 y.,Rural regions,Not concerned at all,0.08814,74,682,0.06685,0.10943
1985,66 and older,Urban regions,Very concerned,0.33715,274,796,0.30429,0.37001
1985,66 and older,Urban regions,Somewhat concerned,0.48633,394,796,0.45158,0.52107
1985,66 and older,Urban regions,Not concerned at all,0.15357,128,796,0.12851,0.17864
1985,66 and older,Rural regions,Very concerned,0.32325,89,287,0.26904,0.37745
1985,66 and older,Rural regions,Somewhat concerned,0.49812,149,287,0.44017,0.55607
1985,66 and older,Rural regions,Not concerned at all,0.16483,49,287,0.12182,0.20783
1986,17-29 y.,Urban regions,Very concerned,0.53124,1179,2389,0.51123,0.55126
1986,17-29 y.,Urban regions,Somewhat concerned,0.40119,1010,2389,0.38153,0.42085
1986,17-29 y.,Urban regions,Not concerned at all,0.05857,200,2389,0.04915,0.06799
1986,17-29 y.,Rural regions,Very concerned,0.52246,310,632,0.48349,0.56144
1986,17-29 y.,Rural regions,Somewhat concerned,0.39732,268,632,0.35914,0.43550
1986,17-29 y.,Rural regions,Not concerned at all,0.06498,54,632,0.04575,0.08422
1986,30-45 y.,Urban regions,Very concerned,0.46245,1094,2574,0.44318,0.48171
1986,30-45 y.,Urban regions,Somewhat concerned,0.44910,1200,2574,0.42988,0.46831
1986,30-45 y.,Urban regions,Not concerned at all,0.07893,280,2574,0.06851,0.08935
1986,30-45 y.,Rural regions,Very concerned,0.39221,258,665,0.35507,0.42934
1986,30-45 y.,Rural regions,Somewhat concerned,0.52585,342,665,0.48787,0.56383
1986,30-45 y.,Rural regions,Not concerned at all,0.07139,65,665,0.05180,0.09097
1986,46-65 y.,Urban regions,Very concerned,0.40195,979,2508,0.38276,0.42114
1986,46-65 y.,Urban regions,Somewhat concerned,0.49525,1256,2508,0.47567,0.51482
1986,46-65 y.,Urban regions,Not concerned at all,0.08534,273,2508,0.07441,0.09628
1986,46-65 y.,Rural regions,Very concerned,0.36222,242,668,0.32574,0.39869
1986,46-65 y.,Rural regions,Somewhat concerned,0.51689,341,668,0.47896,0.55481
1986,46-65 y.,Rural regions,Not concerned at all,0.10981,85,668,0.08608,0.13354
1986,66 and older,Urban regions,Very concerned,0.29848,231,746,0.26562,0.33134
1986,66 and older,Urban regions,Somewhat concerned,0.47902,365,746,0.44314,0.51489
1986,66 and older,Urban regions,Not concerned at all,0.19922,150,746,0.17054,0.22790
1986,66 and older,Rural regions,Very concerned,0.29691,74,264,0.24169,0.35213
1986,66 and older,Rural regions,Somewhat concerned,0.42187,120,264,0.36219,0.48156
1986,66 and older,Rural regions,Not concerned at all,0.26867,70,264,0.21509,0.32224
1987,17-29 y.,Urban regions,Very concerned,0.66051,1397,2343,0.64133,0.67969
1987,17-29 y.,Urban regions,Somewhat concerned,0.29597,797,2343,0.27748,0.31445
1987,17-29 y.,Urban regions,Not concerned at all,0.03453,149,2343,0.02714,0.04193
1987,17-29 y.,Rural regions,Very concerned,0.63973,393,635,0.60236,0.67710
1987,17-29 y.,Rural regions,Somewhat concerned,0.31527,204,635,0.27910,0.35143
