year,age_gr,pgisced97,plh0036,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Pre-primary Level,Very concerned,0.66381,123,173,0.59321,0.73441
1984,17-29 y.,Pre-primary Level,Somewhat concerned,0.26946,50,173,0.20315,0.33577
1984,17-29 y.,Primary Level,Very concerned,0.36659,68,203,0.30013,0.43304
1984,17-29 y.,Primary Level,Somewhat concerned,0.43747,85,203,0.36906,0.50588
1984,17-29 y.,Primary Level,Not concerned at all,0.17369,50,203,0.12145,0.22594
1984,17-29 y.,Lower Secondary Level,Very concerned,0.54288,513,1029,0.51243,0.57333
1984,17-29 y.,Lower Secondary Level,Somewhat concerned,0.37465,402,1029,0.34506,0.40424
1984,17-29 y.,Lower Secondary Level,Not concerned at all,0.07189,114,1029,0.05610,0.08768
1984,17-29 y.,Upper Secondary Level,Very concerned,0.60858,917,1582,0.58452,0.63264
1984,17-29 y.,Upper Secondary Level,Somewhat concerned,0.34105,573,1582,0.31769,0.36442
1984,17-29 y.,Upper Secondary Level,Not concerned at all,0.03901,92,1582,0.02947,0.04855
1984,17-29 y.,Post-secondary Non-tertiary Level,Very concerned,0.79849,92,92,0.71608,0.88091
1984,17-29 y.,First Stage of Tertiary Education,Very concerned,0.67369,84,120,0.58945,0.75794
1984,17-29 y.,First Stage of Tertiary Education,Somewhat concerned,0.28504,36,120,0.20393,0.36615
1984,17-29 y.,Second Stage of Tertiary Education,Very concerned,0.78490,93,93,0.70094,0.86887
1984,30-45 y.,Primary Level,Very concerned,0.25791,101,387,0.21426,0.30155
1984,30-45 y.,Primary Level,Somewhat concerned,0.41339,164,387,0.36426,0.46251
1984,30-45 y.,Primary Level,Not concerned at all,0.27776,122,387,0.23308,0.32245
1984,30-45 y.,Lower Secondary Level,Very concerned,0.44332,321,791,0.40867,0.47796
1984,30-45 y.,Lower Secondary Level,Somewhat concerned,0.44220,355,791,0.40756,0.47683
1984,30-45 y.,Lower Secondary Level,Not concerned at all,0.10026,115,791,0.07932,0.12121
1984,30-45 y.,Upper Secondary Level,Very concerned,0.53938,1005,1926,0.51711,0.56164
1984,30-45 y.,Upper Secondary Level,Somewhat concerned,0.39237,774,1926,0.37055,0.41418
1984,30-45 y.,Upper Secondary Level,Not concerned at all,0.05811,147,1926,0.04766,0.06857
1984,30-45 y.,Post-secondary Non-tertiary Level,Very concerned,0.69440,58,90,0.59870,0.79011
1984,30-45 y.,Post-secondary Non-tertiary Level,Somewhat concerned,0.27037,32,90,0.17810,0.36265
1984,30-45 y.,First Stage of Tertiary Education,Very concerned,0.64032,161,245,0.58010,0.70053
