year,sex,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,male,Optimistic,0.24156,1988,6574,0.23121,0.25191
1999,male,More optimistic than pessimistic,0.37903,3059,6574,0.36731,0.39076
1999,male,More pessimistic than optimistic,0.16121,1273,6574,0.15232,0.17010
1999,male,Pessimistic,0.03397,254,6574,0.02959,0.03835
1999,female,Optimistic,0.21888,1890,7011,0.20920,0.22856
1999,female,More optimistic than pessimistic,0.39863,3431,7011,0.38717,0.41009
1999,female,More pessimistic than optimistic,0.17905,1440,7011,0.17008,0.18803
1999,female,Pessimistic,0.03224,250,7011,0.02811,0.03638
2005,male,Optimistic,0.16908,2084,9849,0.16168,0.17649
2005,male,More optimistic than pessimistic,0.37846,4644,9849,0.36888,0.38804
2005,male,More pessimistic than optimistic,0.22554,2542,9849,0.21729,0.23380
2005,male,Pessimistic,0.05478,579,9849,0.05028,0.05927
2005,female,Optimistic,0.15609,2075,10727,0.14922,0.16296
2005,female,More optimistic than pessimistic,0.39074,5164,10727,0.38151,0.39998
2005,female,More pessimistic than optimistic,0.24366,2920,10727,0.23553,0.25178
2005,female,Pessimistic,0.05128,568,10727,0.04710,0.05545
2009,male,Optimistic,0.14694,1456,8568,0.13944,0.15443
2009,male,More optimistic than pessimistic,0.37914,4033,8568,0.36887,0.38942
2009,male,More pessimistic than optimistic,0.24470,2506,8568,0.23560,0.25381
2009,male,Pessimistic,0.06079,573,8568,0.05573,0.06585
2009,female,Optimistic,0.13921,1517,9382,0.13221,0.14622
2009,female,More optimistic than pessimistic,0.39956,4582,9382,0.38965,0.40947
2009,female,More pessimistic than optimistic,0.26063,2760,9382,0.25175,0.26951
2009,female,Pessimistic,0.04600,523,9382,0.04176,0.05024
2014,male,Optimistic,0.25819,4012,12350,0.25047,0.26591
2014,male,More optimistic than pessimistic,0.42427,6229,12350,0.41555,0.43299
2014,male,More pessimistic than optimistic,0.12424,1764,12350,0.11842,0.13006
2014,male,Pessimistic,0.02442,345,12350,0.02170,0.02714
2014,female,Optimistic,0.23731,4326,14547,0.23039,0.24422
2014,female,More optimistic than pessimistic,0.43277,7580,14547,0.42472,0.44082
2014,female,More pessimistic than optimistic,0.14783,2266,14547,0.14206,0.15360
2014,female,Pessimistic,0.02339,375,14547,0.02094,0.02585
2019,male,Optimistic,0.22527,3627,12175,0.21785,0.23269
2019,male,More optimistic than pessimistic,0.41373,6115,12175,0.40499,0.42248
2019,male,More pessimistic than optimistic,0.15113,2072,12175,0.14477,0.15749
2019,male,Pessimistic,0.02682,361,12175,0.02395,0.02969
2019,female,Optimistic,0.21417,3633,13315,0.20720,0.22113
2019,female,More optimistic than pessimistic,0.44262,7078,13315,0.43419,0.45106
2019,female,More pessimistic than optimistic,0.14824,2264,13315,0.14221,0.15428
2019,female,Pessimistic,0.02586,340,13315,0.02316,0.02856
