year,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Optimistic,0.22998,3878,13585,0.22290,0.23705
1999,More optimistic than pessimistic,0.38904,6490,13585,0.38085,0.39724
1999,More pessimistic than optimistic,0.17033,2713,13585,0.16400,0.17665
1999,Pessimistic,0.03309,504,13585,0.03008,0.03610
2005,Optimistic,0.16247,4159,20576,0.15742,0.16751
2005,More optimistic than pessimistic,0.38472,9808,20576,0.37807,0.39136
2005,More pessimistic than optimistic,0.23477,5462,20576,0.22898,0.24056
2005,Pessimistic,0.05299,1147,20576,0.04993,0.05606
2009,Optimistic,0.14301,2973,17950,0.13789,0.14813
2009,More optimistic than pessimistic,0.38953,8615,17950,0.38239,0.39666
2009,More pessimistic than optimistic,0.25280,5266,17950,0.24644,0.25916
2009,Pessimistic,0.05327,1096,17950,0.04998,0.05655
2014,Optimistic,0.24756,8338,26897,0.24240,0.25272
2014,More optimistic than pessimistic,0.42858,13809,26897,0.42266,0.43449
2014,More pessimistic than optimistic,0.13623,4030,26897,0.13213,0.14033
2014,Pessimistic,0.02390,720,26897,0.02207,0.02572
2019,Optimistic,0.21957,7261,25497,0.21449,0.22465
2019,More optimistic than pessimistic,0.42828,13196,25497,0.42220,0.43435
2019,More pessimistic than optimistic,0.14962,4338,25497,0.14524,0.15400
2019,Pessimistic,0.02633,702,25497,0.02436,0.02830
