year,age_gr,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,Optimistic,0.40058,1186,2954,0.38291,0.41826
1999,17-29 y.,More optimistic than pessimistic,0.47431,1400,2954,0.45630,0.49232
1999,17-29 y.,More pessimistic than optimistic,0.10514,328,2954,0.09408,0.11621
1999,17-29 y.,Pessimistic,0.01252,40,2954,0.00851,0.01654
1999,30-45 y.,Optimistic,0.29592,1382,4687,0.28285,0.30898
1999,30-45 y.,More optimistic than pessimistic,0.50629,2396,4687,0.49198,0.52061
1999,30-45 y.,More pessimistic than optimistic,0.16631,783,4687,0.15565,0.17698
1999,30-45 y.,Pessimistic,0.02740,126,4687,0.02273,0.03207
1999,46-65 y.,Optimistic,0.24105,955,4163,0.22806,0.25405
1999,46-65 y.,More optimistic than pessimistic,0.45765,1909,4163,0.44252,0.47279
1999,46-65 y.,More pessimistic than optimistic,0.25050,1087,4163,0.23733,0.26366
1999,46-65 y.,Pessimistic,0.04520,212,4163,0.03889,0.05151
1999,66 and older,Optimistic,0.19940,355,1781,0.18084,0.21796
1999,66 and older,More optimistic than pessimistic,0.42956,785,1781,0.40657,0.45256
1999,66 and older,More pessimistic than optimistic,0.28359,515,1781,0.26265,0.30453
1999,66 and older,Pessimistic,0.07559,126,1781,0.06331,0.08788
2005,17-29 y.,Optimistic,0.31134,1220,3815,0.29664,0.32603
2005,17-29 y.,More optimistic than pessimistic,0.47022,1871,3815,0.45438,0.48606
2005,17-29 y.,More pessimistic than optimistic,0.17704,621,3815,0.16492,0.18915
2005,17-29 y.,Pessimistic,0.03483,103,3815,0.02901,0.04065
2005,30-45 y.,Optimistic,0.20727,1327,6052,0.19706,0.21748
2005,30-45 y.,More optimistic than pessimistic,0.50959,3148,6052,0.49699,0.52218
2005,30-45 y.,More pessimistic than optimistic,0.23664,1349,6052,0.22594,0.24735
2005,30-45 y.,Pessimistic,0.04006,228,6052,0.03512,0.04500
2005,46-65 y.,Optimistic,0.15093,1102,6977,0.14253,0.15933
2005,46-65 y.,More optimistic than pessimistic,0.43512,3222,6977,0.42348,0.44675
2005,46-65 y.,More pessimistic than optimistic,0.32857,2193,6977,0.31754,0.33959
2005,46-65 y.,Pessimistic,0.07698,460,6977,0.07072,0.08323
2005,66 and older,Optimistic,0.13592,510,3732,0.12492,0.14691
2005,66 and older,More optimistic than pessimistic,0.40682,1567,3732,0.39106,0.42258
2005,66 and older,More pessimistic than optimistic,0.34910,1299,3732,0.33380,0.36439
2005,66 and older,Pessimistic,0.09699,356,3732,0.08750,0.10649
2009,17-29 y.,Optimistic,0.25885,804,2844,0.24275,0.27495
2009,17-29 y.,More optimistic than pessimistic,0.47381,1466,2844,0.45546,0.49217
2009,17-29 y.,More pessimistic than optimistic,0.17529,503,2844,0.16131,0.18927
2009,17-29 y.,Pessimistic,0.02047,71,2844,0.01527,0.02568
2009,30-45 y.,Optimistic,0.18773,854,4656,0.17651,0.19895
2009,30-45 y.,More optimistic than pessimistic,0.50457,2462,4656,0.49020,0.51893
2009,30-45 y.,More pessimistic than optimistic,0.26332,1171,4656,0.25067,0.27598
2009,30-45 y.,Pessimistic,0.03727,169,4656,0.03183,0.04271
2009,46-65 y.,Optimistic,0.13165,831,6306,0.12330,0.13999
2009,46-65 y.,More optimistic than pessimistic,0.43153,2899,6306,0.41931,0.44376
2009,46-65 y.,More pessimistic than optimistic,0.34711,2103,6306,0.33536,0.35886
2009,46-65 y.,Pessimistic,0.08501,473,6306,0.07813,0.09190
2009,66 and older,Optimistic,0.12315,484,4144,0.11315,0.13316
2009,66 and older,More optimistic than pessimistic,0.42167,1788,4144,0.40663,0.43670
2009,66 and older,More pessimistic than optimistic,0.35684,1489,4144,0.34225,0.37143
2009,66 and older,Pessimistic,0.09236,383,4144,0.08354,0.10117
2014,17-29 y.,Optimistic,0.40297,1820,4265,0.38825,0.41770
2014,17-29 y.,More optimistic than pessimistic,0.40931,1897,4265,0.39455,0.42407
2014,17-29 y.,More pessimistic than optimistic,0.09579,466,4265,0.08695,0.10462
2014,17-29 y.,Pessimistic,0.01733,82,4265,0.01341,0.02125
2014,30-45 y.,Optimistic,0.35113,3001,8463,0.34096,0.36130
2014,30-45 y.,More optimistic than pessimistic,0.50633,4329,8463,0.49567,0.51698
2014,30-45 y.,More pessimistic than optimistic,0.11878,974,8463,0.11189,0.12567
2014,30-45 y.,Pessimistic,0.01775,159,8463,0.01493,0.02056
2014,46-65 y.,Optimistic,0.25338,2480,9255,0.24452,0.26224
2014,46-65 y.,More optimistic than pessimistic,0.52772,4902,9255,0.51755,0.53790
2014,46-65 y.,More pessimistic than optimistic,0.18155,1585,9255,0.17370,0.18940
2014,46-65 y.,Pessimistic,0.03097,288,9255,0.02744,0.03450
2014,66 and older,Optimistic,0.20437,1037,4914,0.19309,0.21564
2014,66 and older,More optimistic than pessimistic,0.52817,2681,4914,0.51421,0.54213
2014,66 and older,More pessimistic than optimistic,0.21361,1005,4914,0.20215,0.22507
2014,66 and older,Pessimistic,0.04140,191,4914,0.03583,0.04697
2019,17-29 y.,Optimistic,0.31499,1342,3794,0.30020,0.32977
2019,17-29 y.,More optimistic than pessimistic,0.44386,1803,3794,0.42805,0.45967
2019,17-29 y.,More pessimistic than optimistic,0.11855,564,3794,0.10826,0.12884
2019,17-29 y.,Pessimistic,0.02090,85,3794,0.01635,0.02545
2019,30-45 y.,Optimistic,0.30149,2024,6243,0.29011,0.31288
2019,30-45 y.,More optimistic than pessimistic,0.51726,3265,6243,0.50486,0.52966
2019,30-45 y.,More pessimistic than optimistic,0.14021,822,6243,0.13160,0.14883
2019,30-45 y.,Pessimistic,0.01886,132,6243,0.01549,0.02224
2019,46-65 y.,Optimistic,0.24721,2792,10324,0.23888,0.25553
2019,46-65 y.,More optimistic than pessimistic,0.51440,5421,10324,0.50476,0.52404
2019,46-65 y.,More pessimistic than optimistic,0.18836,1800,10324,0.18082,0.19590
2019,46-65 y.,Pessimistic,0.03812,311,10324,0.03443,0.04181
2019,66 and older,Optimistic,0.19503,1103,5136,0.18420,0.20587
