year,regtyp,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Urban regions,Optimistic,0.23459,2632,8804,0.22574,0.24344
1999,Urban regions,More optimistic than pessimistic,0.38293,4087,8804,0.37277,0.39308
1999,Urban regions,More pessimistic than optimistic,0.17228,1742,8804,0.16439,0.18017
1999,Urban regions,Pessimistic,0.03563,343,8804,0.03176,0.03950
1999,Rural regions,Optimistic,0.21991,1246,4781,0.20817,0.23165
1999,Rural regions,More optimistic than pessimistic,0.40239,2403,4781,0.38849,0.41629
1999,Rural regions,More pessimistic than optimistic,0.16606,971,4781,0.15551,0.17661
1999,Rural regions,Pessimistic,0.02755,161,4781,0.02291,0.03219
2005,Urban regions,Optimistic,0.16804,2882,13669,0.16177,0.17431
2005,Urban regions,More optimistic than pessimistic,0.38860,6609,13669,0.38043,0.39677
2005,Urban regions,More pessimistic than optimistic,0.22639,3486,13669,0.21937,0.23341
2005,Urban regions,Pessimistic,0.05081,692,13669,0.04713,0.05450
2005,Rural regions,Optimistic,0.15042,1277,6907,0.14198,0.15885
2005,Rural regions,More optimistic than pessimistic,0.37633,3199,6907,0.36490,0.38775
2005,Rural regions,More pessimistic than optimistic,0.25289,1976,6907,0.24264,0.26314
2005,Rural regions,Pessimistic,0.05771,455,6907,0.05221,0.06320
2009,Urban regions,Optimistic,0.14632,2011,11638,0.13990,0.15275
2009,Urban regions,More optimistic than pessimistic,0.39722,5672,11638,0.38833,0.40612
2009,Urban regions,More pessimistic than optimistic,0.24247,3267,11638,0.23469,0.25026
2009,Urban regions,Pessimistic,0.05032,688,11638,0.04635,0.05430
2009,Rural regions,Optimistic,0.13607,962,6312,0.12761,0.14453
2009,Rural regions,More optimistic than pessimistic,0.37341,2943,6312,0.36148,0.38535
2009,Rural regions,More pessimistic than optimistic,0.27442,1999,6312,0.26341,0.28543
2009,Rural regions,Pessimistic,0.05943,408,6312,0.05359,0.06526
2014,Urban regions,Optimistic,0.25036,5456,17513,0.24395,0.25678
2014,Urban regions,More optimistic than pessimistic,0.42640,9048,17513,0.41907,0.43372
2014,Urban regions,More pessimistic than optimistic,0.13397,2591,17513,0.12893,0.13902
2014,Urban regions,Pessimistic,0.02100,418,17513,0.01887,0.02312
2014,Rural regions,Optimistic,0.24166,2882,9384,0.23300,0.25032
2014,Rural regions,More optimistic than pessimistic,0.43317,4761,9384,0.42314,0.44319
2014,Rural regions,More pessimistic than optimistic,0.14099,1439,9384,0.13395,0.14804
2014,Rural regions,Pessimistic,0.03001,302,9384,0.02655,0.03346
2019,Urban regions,Optimistic,0.22335,4628,16215,0.21693,0.22976
2019,Urban regions,More optimistic than pessimistic,0.42792,8507,16215,0.42030,0.43553
2019,Urban regions,More pessimistic than optimistic,0.14593,2675,16215,0.14050,0.15137
2019,Urban regions,Pessimistic,0.02496,405,16215,0.02256,0.02737
2019,Rural regions,Optimistic,0.21071,2483,8729,0.20215,0.21926
2019,Rural regions,More optimistic than pessimistic,0.43049,4427,8729,0.42010,0.44088
2019,Rural regions,More pessimistic than optimistic,0.15581,1540,8729,0.14820,0.16342
2019,Rural regions,Pessimistic,0.02927,279,8729,0.02574,0.03281
