year,regtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No answer / don't know,West,,,,,,,,,,,,
1985,Urban regions,West,,,,,,,,,,,,
1985,Rural regions,West,,,,,,,,,,,,
1986,Urban regions,West,,,,,,,,,,,,
1986,Rural regions,West,,,,,,,,,,,,
1987,Urban regions,West,,,,,,,,,,,,
1987,Rural regions,West,,,,,,,,,,,,
1988,Urban regions,West,,,,,,,,,,,,
1988,Rural regions,West,,,,,,,,,,,,
1989,Urban regions,West,,,,,,,,,,,,
1989,Rural regions,West,,,,,,,,,,,,
1990,No answer / don't know,East,,,,,,,,,,,,
1990,Urban regions,West,,,,,,,,,,,,
1990,Urban regions,East,,,,,,,,,,,,
1990,Rural regions,West,,,,,,,,,,,,
1990,Rural regions,East,,,,,,,,,,,,
1991,No answer / don't know,West,,,,,,,,,,,,
1991,No answer / don't know,East,,,,,,,,,,,,
1991,Urban regions,West,,,,,,,,,,,,
1991,Urban regions,East,,,,,,,,,,,,
1991,Rural regions,West,,,,,,,,,,,,
1991,Rural regions,East,,,,,,,,,,,,
1992,No answer / don't know,West,,,,,,,,,,,,
1992,No answer / don't know,East,,,,,,,,,,,,
1992,Urban regions,West,,,,,,,,,,,,
1992,Urban regions,East,,,,,,,,,,,,
1992,Rural regions,West,,,,,,,,,,,,
1992,Rural regions,East,,,,,,,,,,,,
1993,Urban regions,West,,,,,,,,,,,,
1993,Urban regions,East,,,,,,,,,,,,
1993,Rural regions,West,,,,,,,,,,,,
1993,Rural regions,East,,,,,,,,,,,,
1994,Urban regions,West,,,,,,,,,,,,
1994,Urban regions,East,,,,,,,,,,,,
1994,Rural regions,West,,,,,,,,,,,,
1994,Rural regions,East,,,,,,,,,,,,
1995,Urban regions,West,,,,,,,,,,,,
1995,Urban regions,East,,,,,,,,,,,,
1995,Rural regions,West,,,,,,,,,,,,
1995,Rural regions,East,,,,,,,,,,,,
1996,Urban regions,West,,,,,,,,,,,,
1996,Urban regions,East,,,,,,,,,,,,
1996,Rural regions,West,,,,,,,,,,,,
1996,Rural regions,East,,,,,,,,,,,,
1997,No answer / don't know,West,,,,,,,,,,,,
1997,Urban regions,West,,,,,,,,,,,,
1997,Urban regions,East,,,,,,,,,,,,
1997,Rural regions,West,,,,,,,,,,,,
1997,Rural regions,East,,,,,,,,,,,,
1998,Urban regions,West,,,,,,,,,,,,
1998,Urban regions,East,,,,,,,,,,,,
1998,Rural regions,West,,,,,,,,,,,,
1998,Rural regions,East,,,,,,,,,,,,
1999,Urban regions,West,,,,,,,,,,,,
1999,Urban regions,East,,,,,,,,,,,,
1999,Rural regions,West,,,,,,,,,,,,
1999,Rural regions,East,,,,,,,,,,,,
2000,Urban regions,West,,,,,,,,,,,,
2000,Urban regions,East,,,,,,,,,,,,
2000,Rural regions,West,,,,,,,,,,,,
2000,Rural regions,East,,,,,,,,,,,,
2001,Urban regions,West,,,,,,,,,,,,
2001,Urban regions,East,,,,,,,,,,,,
2001,Rural regions,West,,,,,,,,,,,,
2001,Rural regions,East,,,,,,,,,,,,
2002,Urban regions,West,,,,,,,,,,,,
2002,Urban regions,East,,,,,,,,,,,,
2002,Rural regions,West,,,,,,,,,,,,
2002,Rural regions,East,,,,,,,,,,,,
2003,Urban regions,West,,,,,,,,,,,,
2003,Urban regions,East,,,,,,,,,,,,
2003,Rural regions,West,,,,,,,,,,,,
2003,Rural regions,East,,,,,,,,,,,,
2004,Urban regions,West,,,,,,,,,,,,
2004,Urban regions,East,,,,,,,,,,,,
2004,Rural regions,West,,,,,,,,,,,,
2004,Rural regions,East,,,,,,,,,,,,
2005,Urban regions,West,,,,,,,,,,,,
2005,Urban regions,East,,,,,,,,,,,,
2005,Rural regions,West,,,,,,,,,,,,
2005,Rural regions,East,,,,,,,,,,,,
2006,Urban regions,West,,,,,,,,,,,,
2006,Urban regions,East,,,,,,,,,,,,
2006,Rural regions,West,,,,,,,,,,,,
2006,Rural regions,East,,,,,,,,,,,,
2007,Urban regions,West,,,,,,,,,,,,
2007,Urban regions,East,,,,,,,,,,,,
2007,Rural regions,West,,,,,,,,,,,,
2007,Rural regions,East,,,,,,,,,,,,
2008,Urban regions,West,11020,7.98879,7.96154,8.01605,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2008,Urban regions,East,1611,7.93112,7.86044,8.00180,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2008,Rural regions,West,3429,8.00167,7.95360,8.04974,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2008,Rural regions,East,3135,8.01223,7.96266,8.06179,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2009,Urban regions,West,10111,7.89974,7.87172,7.92776,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2009,Urban regions,East,1520,7.86565,7.79630,7.93500,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2009,Rural regions,West,3261,7.92935,7.87879,7.97990,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2009,Rural regions,East,2988,7.88832,7.83923,7.93742,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2010,Urban regions,West,13701,7.90002,7.87529,7.92474,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2010,Urban regions,East,1890,7.76706,7.70022,7.83389,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2010,Rural regions,West,4694,7.87008,7.82635,7.91381,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2010,Rural regions,East,3559,7.77325,7.72745,7.81906,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2011,Urban regions,West,15924,7.81545,7.79249,7.83842,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2011,Urban regions,East,2165,7.73139,7.66739,7.79539,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2011,Rural regions,West,5988,7.79481,7.75783,7.83180,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2011,Rural regions,East,4104,7.69528,7.65194,7.73862,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2012,Urban regions,West,15325,7.86725,7.84386,7.89065,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2012,Urban regions,East,2076,7.73567,7.67194,7.79940,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2012,Rural regions,West,5962,7.79162,7.75414,7.82909,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2012,Rural regions,East,4031,7.75391,7.70961,7.79821,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2013,Urban regions,West,14278,7.75483,7.73086,7.77881,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2013,Urban regions,East,1947,7.69673,7.63294,7.76053,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2013,Rural regions,West,5549,7.70717,7.66884,7.74550,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2013,Rural regions,East,3742,7.66430,7.61891,7.70969,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2014,Urban regions,West,,,,,,,,,,,,
2014,Urban regions,East,,,,,,,,,,,,
2014,Rural regions,West,,,,,,,,,,,,
2014,Rural regions,East,,,,,,,,,,,,
2015,Urban regions,West,14268,7.69872,7.67501,7.72243,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2015,Urban regions,East,1825,7.68772,7.62106,7.75438,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2015,Rural regions,West,5382,7.73706,7.69871,7.77541,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2015,Rural regions,East,3382,7.65242,7.60411,7.70073,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2016,Urban regions,West,,,,,,,,,,,,
2016,Urban regions,East,,,,,,,,,,,,
2016,Rural regions,West,,,,,,,,,,,,
2016,Rural regions,East,,,,,,,,,,,,
2017,Urban regions,West,15160,7.64793,7.62497,7.67089,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2017,Urban regions,East,1943,7.56959,7.50634,7.63284,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2017,Rural regions,West,5697,7.61436,7.57683,7.65189,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2017,Rural regions,East,3631,7.62494,7.57665,7.67323,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2018,Urban regions,West,,,,,,,,,,,,
2018,Urban regions,East,,,,,,,,,,,,
2018,Rural regions,West,,,,,,,,,,,,
2018,Rural regions,East,,,,,,,,,,,,
2019,No answer / don't know,Does not apply,76,7.82416,7.48067,8.16765,7.00000,8.00000,9.00000,4.00000,11.00000,,,
2019,No answer / don't know,West,403,7.74312,7.58569,7.90056,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2019,No answer / don't know,East,74,7.33817,6.93364,7.74270,6.00000,7.00000,8.00000,3.00000,11.00000,,,
2019,Urban regions,West,14440,7.59188,7.56813,7.61563,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2019,Urban regions,East,1894,7.59494,7.53092,7.65896,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2019,Rural regions,West,5185,7.53223,7.49244,7.57201,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2019,Rural regions,East,3557,7.47900,7.42912,7.52889,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2020,Urban regions,West,16867,7.72617,7.70481,7.74753,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2020,Urban regions,East,2098,7.73566,7.67685,7.79446,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2020,Rural regions,West,5708,7.68736,7.65040,7.72432,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2020,Rural regions,East,3585,7.65595,7.60664,7.70525,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2021,No answer / don't know,West,,,,,,,,,,,,
2021,Urban regions,West,11558,7.62302,7.59872,7.64732,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2021,Urban regions,East,1508,7.71248,7.64231,7.78265,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2021,Rural regions,West,3824,7.56284,7.51716,7.60852,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2021,Rural regions,East,2359,7.49847,7.44061,7.55634,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2022,Urban regions,West,16769,7.64613,7.62492,7.66734,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2022,Urban regions,East,2287,7.73714,7.68151,7.79277,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2022,Rural regions,West,5238,7.54557,7.50822,7.58292,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2022,Rural regions,East,3519,7.53718,7.48949,7.58487,7.00000,8.00000,8.00000,5.50000,9.50000,,,
