year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Urban regions,,,,,,,,,,,,
1985,Rural regions,,,,,,,,,,,,
1986,Urban regions,,,,,,,,,,,,
1986,Rural regions,,,,,,,,,,,,
1987,Urban regions,,,,,,,,,,,,
1987,Rural regions,,,,,,,,,,,,
1988,Urban regions,,,,,,,,,,,,
1988,Rural regions,,,,,,,,,,,,
1989,Urban regions,,,,,,,,,,,,
1989,Rural regions,,,,,,,,,,,,
1990,Urban regions,,,,,,,,,,,,
1990,Rural regions,,,,,,,,,,,,
1991,Urban regions,,,,,,,,,,,,
1991,Rural regions,,,,,,,,,,,,
1992,Urban regions,,,,,,,,,,,,
1992,Rural regions,,,,,,,,,,,,
1993,Urban regions,,,,,,,,,,,,
1993,Rural regions,,,,,,,,,,,,
1994,Urban regions,,,,,,,,,,,,
1994,Rural regions,,,,,,,,,,,,
1995,Urban regions,,,,,,,,,,,,
1995,Rural regions,,,,,,,,,,,,
1996,Urban regions,,,,,,,,,,,,
1996,Rural regions,,,,,,,,,,,,
1997,Urban regions,,,,,,,,,,,,
1997,Rural regions,,,,,,,,,,,,
1998,Urban regions,,,,,,,,,,,,
1998,Rural regions,,,,,,,,,,,,
1999,Urban regions,,,,,,,,,,,,
1999,Rural regions,,,,,,,,,,,,
2000,Urban regions,,,,,,,,,,,,
2000,Rural regions,,,,,,,,,,,,
2001,Urban regions,,,,,,,,,,,,
2001,Rural regions,,,,,,,,,,,,
2002,Urban regions,,,,,,,,,,,,
2002,Rural regions,,,,,,,,,,,,
2003,Urban regions,,,,,,,,,,,,
2003,Rural regions,,,,,,,,,,,,
2004,Urban regions,,,,,,,,,,,,
2004,Rural regions,,,,,,,,,,,,
2005,Urban regions,,,,,,,,,,,,
2005,Rural regions,,,,,,,,,,,,
2006,Urban regions,,,,,,,,,,,,
2006,Rural regions,,,,,,,,,,,,
2007,Urban regions,,,,,,,,,,,,
2007,Rural regions,,,,,,,,,,,,
2008,Urban regions,12594,7.98260,7.95711,8.00810,7.00000,8.00000,9.00000,4.00000,12.00000,8.00000,8.00000,8.00000
2008,Rural regions,6601,8.00680,7.97240,8.04120,7.00000,8.00000,9.00000,4.00000,12.00000,8.00000,8.00000,8.00000
2009,Urban regions,11594,7.89470,7.86863,7.92077,7.00000,8.00000,9.00000,4.00000,12.00000,8.00000,8.00000,8.00000
2009,Rural regions,6286,7.91681,7.88138,7.95223,7.00000,8.00000,9.00000,4.00000,12.00000,8.00000,8.00000,8.00000
2010,Urban regions,15541,7.88655,7.86332,7.90978,7.00000,8.00000,9.00000,4.00000,12.00000,8.00000,8.00000,8.00000
2010,Rural regions,8303,7.83514,7.80329,7.86698,7.00000,8.00000,9.00000,4.00000,12.00000,8.00000,8.00000,8.00000
2011,Urban regions,18039,7.80671,7.78506,7.82835,7.00000,8.00000,9.00000,4.00000,12.00000,8.00000,8.00000,8.00000
2011,Rural regions,10142,7.75998,7.73189,7.78808,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000
2012,Urban regions,17363,7.85481,7.83281,7.87681,7.00000,8.00000,9.00000,4.00000,12.00000,8.00000,8.00000,8.00000
2012,Rural regions,10031,7.77872,7.75013,7.80731,7.00000,8.00000,9.00000,4.00000,12.00000,8.00000,8.00000,8.00000
2013,Urban regions,16187,7.74870,7.72622,7.77118,7.00000,8.00000,9.00000,4.00000,12.00000,8.00000,8.00000,8.00000
2013,Rural regions,9329,7.68992,7.66059,7.71925,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000
2014,Urban regions,,,,,,,,,,,,
2014,Rural regions,,,,,,,,,,,,
2015,Urban regions,16064,7.69507,7.67270,7.71743,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000
2015,Rural regions,8793,7.70878,7.67876,7.73881,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000
2016,Urban regions,,,,,,,,,,,,
2016,Rural regions,,,,,,,,,,,,
2017,Urban regions,17070,7.63880,7.61717,7.66044,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000
2017,Rural regions,9361,7.61926,7.58971,7.64881,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000
2018,Urban regions,,,,,,,,,,,,
2018,Rural regions,,,,,,,,,,,,
2019,Urban regions,16308,7.59043,7.56809,7.61277,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000
2019,Rural regions,8767,7.51287,7.48190,7.54384,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000
2020,Urban regions,18932,7.72586,7.70573,7.74599,7.00000,8.00000,9.00000,4.00000,12.00000,8.00000,8.00000,8.00000
2020,Rural regions,9326,7.67539,7.64594,7.70485,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000
2021,Urban regions,13050,7.62984,7.60682,7.65286,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000
2021,Rural regions,6199,7.54172,7.50596,7.57747,7.00000,8.00000,8.00000,5.50000,9.50000,8.00000,8.00000,8.00000
