year,age_gr,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1984,0,,,,,,,,,,,,
1984,18-29 J.,,,,,,,,,,,,
1984,30-45 J.,,,,,,,,,,,,
1984,46-65 J.,,,,,,,,,,,,
1984,66 und älter,,,,,,,,,,,,
1984,5,,,,,,,,,,,,
1984,6,,,,,,,,,,,,
1984,7,,,,,,,,,,,,
1984,8,,,,,,,,,,,,
1984,9,,,,,,,,,,,,
1984,10,,,,,,,,,,,,
1984,11,,,,,,,,,,,,
1984,12,,,,,,,,,,,,
1984,13,,,,,,,,,,,,
1984,14,,,,,,,,,,,,
1984,15,,,,,,,,,,,,
1984,16,,,,,,,,,,,,
1984,17,,,,,,,,,,,,
1985,0,,,,,,,,,,,,
1985,18-29 J.,,,,,,,,,,,,
1985,30-45 J.,,,,,,,,,,,,
1985,46-65 J.,,,,,,,,,,,,
1985,66 und älter,,,,,,,,,,,,
1985,5,,,,,,,,,,,,
1985,6,,,,,,,,,,,,
1985,7,,,,,,,,,,,,
1985,8,,,,,,,,,,,,
1985,9,,,,,,,,,,,,
1985,10,,,,,,,,,,,,
1985,11,,,,,,,,,,,,
1985,12,,,,,,,,,,,,
1985,13,,,,,,,,,,,,
1985,14,,,,,,,,,,,,
1985,15,,,,,,,,,,,,
1985,16,,,,,,,,,,,,
1985,17,,,,,,,,,,,,
1986,0,,,,,,,,,,,,
1986,18-29 J.,,,,,,,,,,,,
1986,30-45 J.,,,,,,,,,,,,
1986,46-65 J.,,,,,,,,,,,,
1986,66 und älter,,,,,,,,,,,,
1986,5,,,,,,,,,,,,
1986,6,,,,,,,,,,,,
1986,7,,,,,,,,,,,,
1986,8,,,,,,,,,,,,
1986,9,,,,,,,,,,,,
1986,10,,,,,,,,,,,,
1986,11,,,,,,,,,,,,
1986,12,,,,,,,,,,,,
1986,13,,,,,,,,,,,,
1986,14,,,,,,,,,,,,
1986,15,,,,,,,,,,,,
1986,16,,,,,,,,,,,,
1986,17,,,,,,,,,,,,
1987,0,,,,,,,,,,,,
1987,18-29 J.,,,,,,,,,,,,
1987,30-45 J.,,,,,,,,,,,,
1987,46-65 J.,,,,,,,,,,,,
1987,66 und älter,,,,,,,,,,,,
1987,5,,,,,,,,,,,,
1987,6,,,,,,,,,,,,
1987,7,,,,,,,,,,,,
1987,8,,,,,,,,,,,,
1987,9,,,,,,,,,,,,
1987,10,,,,,,,,,,,,
1987,11,,,,,,,,,,,,
1987,12,,,,,,,,,,,,
1987,13,,,,,,,,,,,,
1987,14,,,,,,,,,,,,
1987,15,,,,,,,,,,,,
1987,16,,,,,,,,,,,,
1987,17,,,,,,,,,,,,
1988,0,,,,,,,,,,,,
1988,18-29 J.,,,,,,,,,,,,
1988,30-45 J.,,,,,,,,,,,,
1988,46-65 J.,,,,,,,,,,,,
1988,66 und älter,,,,,,,,,,,,
1988,5,,,,,,,,,,,,
1988,6,,,,,,,,,,,,
1988,7,,,,,,,,,,,,
1988,8,,,,,,,,,,,,
1988,9,,,,,,,,,,,,
1988,10,,,,,,,,,,,,
1988,11,,,,,,,,,,,,
1988,12,,,,,,,,,,,,
1988,13,,,,,,,,,,,,
1988,14,,,,,,,,,,,,
1988,15,,,,,,,,,,,,
1988,16,,,,,,,,,,,,
1988,17,,,,,,,,,,,,
1989,0,,,,,,,,,,,,
1989,18-29 J.,,,,,,,,,,,,
1989,30-45 J.,,,,,,,,,,,,
1989,46-65 J.,,,,,,,,,,,,
1989,66 und älter,,,,,,,,,,,,
1989,5,,,,,,,,,,,,
1989,6,,,,,,,,,,,,
1989,7,,,,,,,,,,,,
1989,8,,,,,,,,,,,,
1989,9,,,,,,,,,,,,
1989,10,,,,,,,,,,,,
1989,11,,,,,,,,,,,,
1989,12,,,,,,,,,,,,
1989,13,,,,,,,,,,,,
1989,14,,,,,,,,,,,,
1989,15,,,,,,,,,,,,
1989,16,,,,,,,,,,,,
1989,17,,,,,,,,,,,,
1990,0,,,,,,,,,,,,
1990,18-29 J.,,,,,,,,,,,,
1990,30-45 J.,,,,,,,,,,,,
1990,46-65 J.,,,,,,,,,,,,
1990,66 und älter,,,,,,,,,,,,
1990,5,,,,,,,,,,,,
1990,6,,,,,,,,,,,,
1990,7,,,,,,,,,,,,
1990,8,,,,,,,,,,,,
1990,9,,,,,,,,,,,,
1990,10,,,,,,,,,,,,
1990,11,,,,,,,,,,,,
1990,12,,,,,,,,,,,,
1990,13,,,,,,,,,,,,
1990,14,,,,,,,,,,,,
1990,15,,,,,,,,,,,,
1990,16,,,,,,,,,,,,
1990,17,,,,,,,,,,,,
1991,0,,,,,,,,,,,,
1991,18-29 J.,,,,,,,,,,,,
1991,30-45 J.,,,,,,,,,,,,
1991,46-65 J.,,,,,,,,,,,,
1991,66 und älter,,,,,,,,,,,,
1991,5,,,,,,,,,,,,
1991,6,,,,,,,,,,,,
1991,7,,,,,,,,,,,,
1991,8,,,,,,,,,,,,
1991,9,,,,,,,,,,,,
1991,10,,,,,,,,,,,,
1991,11,,,,,,,,,,,,
1991,12,,,,,,,,,,,,
1991,13,,,,,,,,,,,,
1991,14,,,,,,,,,,,,
1991,15,,,,,,,,,,,,
1991,16,,,,,,,,,,,,
1991,17,,,,,,,,,,,,
1992,0,,,,,,,,,,,,
1992,18-29 J.,,,,,,,,,,,,
1992,30-45 J.,,,,,,,,,,,,
1992,46-65 J.,,,,,,,,,,,,
1992,66 und älter,,,,,,,,,,,,
1992,5,,,,,,,,,,,,
1992,6,,,,,,,,,,,,
1992,7,,,,,,,,,,,,
1992,8,,,,,,,,,,,,
1992,9,,,,,,,,,,,,
1992,10,,,,,,,,,,,,
1992,11,,,,,,,,,,,,
1992,12,,,,,,,,,,,,
