year,regtyp,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No answer / don't know,male,,,,,,,,,,,,
1984,No answer / don't know,female,,,,,,,,,,,,
1985,Urban regions,male,,,,,,,,,,,,
1985,Urban regions,female,,,,,,,,,,,,
1985,Rural regions,male,,,,,,,,,,,,
1985,Rural regions,female,,,,,,,,,,,,
1986,Urban regions,male,,,,,,,,,,,,
1986,Urban regions,female,,,,,,,,,,,,
1986,Rural regions,male,,,,,,,,,,,,
1986,Rural regions,female,,,,,,,,,,,,
1987,Urban regions,male,,,,,,,,,,,,
1987,Urban regions,female,,,,,,,,,,,,
1987,Rural regions,male,,,,,,,,,,,,
1987,Rural regions,female,,,,,,,,,,,,
1988,Urban regions,male,,,,,,,,,,,,
1988,Urban regions,female,,,,,,,,,,,,
1988,Rural regions,male,,,,,,,,,,,,
1988,Rural regions,female,,,,,,,,,,,,
1989,Urban regions,male,,,,,,,,,,,,
1989,Urban regions,female,,,,,,,,,,,,
1989,Rural regions,male,,,,,,,,,,,,
1989,Rural regions,female,,,,,,,,,,,,
1990,No answer / don't know,male,,,,,,,,,,,,
1990,No answer / don't know,female,,,,,,,,,,,,
1990,Urban regions,No answer / don't know,,,,,,,,,,,,
1990,Urban regions,male,,,,,,,,,,,,
1990,Urban regions,female,,,,,,,,,,,,
1990,Rural regions,male,,,,,,,,,,,,
1990,Rural regions,female,,,,,,,,,,,,
1991,No answer / don't know,male,,,,,,,,,,,,
1991,No answer / don't know,female,,,,,,,,,,,,
1991,Urban regions,male,,,,,,,,,,,,
1991,Urban regions,female,,,,,,,,,,,,
1991,Rural regions,male,,,,,,,,,,,,
1991,Rural regions,female,,,,,,,,,,,,
1992,No answer / don't know,male,,,,,,,,,,,,
1992,No answer / don't know,female,,,,,,,,,,,,
1992,Urban regions,male,,,,,,,,,,,,
1992,Urban regions,female,,,,,,,,,,,,
1992,Rural regions,male,,,,,,,,,,,,
1992,Rural regions,female,,,,,,,,,,,,
1993,Urban regions,male,,,,,,,,,,,,
1993,Urban regions,female,,,,,,,,,,,,
1993,Rural regions,male,,,,,,,,,,,,
1993,Rural regions,female,,,,,,,,,,,,
1994,Urban regions,male,,,,,,,,,,,,
1994,Urban regions,female,,,,,,,,,,,,
1994,Rural regions,male,,,,,,,,,,,,
1994,Rural regions,female,,,,,,,,,,,,
1995,Urban regions,male,,,,,,,,,,,,
1995,Urban regions,female,,,,,,,,,,,,
1995,Rural regions,male,,,,,,,,,,,,
1995,Rural regions,female,,,,,,,,,,,,
1996,Urban regions,male,,,,,,,,,,,,
1996,Urban regions,female,,,,,,,,,,,,
1996,Rural regions,male,,,,,,,,,,,,
1996,Rural regions,female,,,,,,,,,,,,
1997,No answer / don't know,female,,,,,,,,,,,,
1997,Urban regions,male,,,,,,,,,,,,
1997,Urban regions,female,,,,,,,,,,,,
1997,Rural regions,male,,,,,,,,,,,,
1997,Rural regions,female,,,,,,,,,,,,
1998,Urban regions,male,,,,,,,,,,,,
1998,Urban regions,female,,,,,,,,,,,,
1998,Rural regions,male,,,,,,,,,,,,
1998,Rural regions,female,,,,,,,,,,,,
1999,Urban regions,male,,,,,,,,,,,,
1999,Urban regions,female,,,,,,,,,,,,
1999,Rural regions,male,,,,,,,,,,,,
1999,Rural regions,female,,,,,,,,,,,,
2000,Urban regions,male,,,,,,,,,,,,
2000,Urban regions,female,,,,,,,,,,,,
2000,Rural regions,male,,,,,,,,,,,,
2000,Rural regions,female,,,,,,,,,,,,
2001,Urban regions,male,,,,,,,,,,,,
2001,Urban regions,female,,,,,,,,,,,,
2001,Rural regions,male,,,,,,,,,,,,
2001,Rural regions,female,,,,,,,,,,,,
2002,Urban regions,male,,,,,,,,,,,,
2002,Urban regions,female,,,,,,,,,,,,
2002,Rural regions,male,,,,,,,,,,,,
2002,Rural regions,female,,,,,,,,,,,,
2003,Urban regions,male,,,,,,,,,,,,
2003,Urban regions,female,,,,,,,,,,,,
2003,Rural regions,male,,,,,,,,,,,,
2003,Rural regions,female,,,,,,,,,,,,
2004,Urban regions,male,,,,,,,,,,,,
2004,Urban regions,female,,,,,,,,,,,,
2004,Rural regions,male,,,,,,,,,,,,
2004,Rural regions,female,,,,,,,,,,,,
2005,Urban regions,male,,,,,,,,,,,,
2005,Urban regions,female,,,,,,,,,,,,
2005,Rural regions,male,,,,,,,,,,,,
2005,Rural regions,female,,,,,,,,,,,,
2006,Urban regions,male,,,,,,,,,,,,
2006,Urban regions,female,,,,,,,,,,,,
2006,Rural regions,male,,,,,,,,,,,,
2006,Rural regions,female,,,,,,,,,,,,
2007,Urban regions,male,,,,,,,,,,,,
2007,Urban regions,female,,,,,,,,,,,,
2007,Rural regions,male,,,,,,,,,,,,
2007,Rural regions,female,,,,,,,,,,,,
2008,Urban regions,male,5986,8.07832,8.04180,8.11484,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2008,Urban regions,female,6645,7.89326,7.85794,7.92858,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2008,Rural regions,male,3169,8.04301,7.99440,8.09162,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2008,Rural regions,female,3395,7.97029,7.92126,8.01933,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2009,Urban regions,male,5523,7.95213,7.91552,7.98874,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2009,Urban regions,female,6108,7.84330,7.80642,7.88017,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2009,Rural regions,male,3020,7.92606,7.87555,7.97657,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2009,Rural regions,female,3229,7.90224,7.85215,7.95232,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2010,Urban regions,male,7063,7.96911,7.93558,8.00264,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2010,Urban regions,female,8528,7.80951,7.77745,7.84156,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2010,Rural regions,male,3794,7.88828,7.84199,7.93457,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2010,Rural regions,female,4459,7.78156,7.73742,7.82570,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2011,Urban regions,Implausible value,,,,,,,,,,,,
2011,Urban regions,No answer / don't know,,,,,,,,,,,,
2011,Urban regions,male,8126,7.90144,7.86995,7.93293,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2011,Urban regions,female,9963,7.71934,7.68971,7.74897,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2011,Rural regions,male,4628,7.82793,7.78726,7.86861,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2011,Rural regions,female,5464,7.69281,7.65374,7.73188,7.00000,8.00000,8.00000,5.50000,9.50000,,,
2012,Urban regions,Implausible value,,,,,,,,,,,,
2012,Urban regions,male,7852,7.91653,7.88470,7.94837,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2012,Urban regions,female,9549,7.79722,7.76689,7.82756,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2012,Rural regions,male,4596,7.82729,7.78602,7.86856,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2012,Rural regions,female,5397,7.73140,7.69158,7.77122,7.00000,8.00000,9.00000,4.00000,12.00000,,,
2013,Urban regions,Implausible value,,,,,,,,,,,,
