"year","quintil","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","1 Einkommensschwächstes Quintil","Ostdeutschland","72.34","64.5","2335","40","51","85","116","160","71.07","73.61","16","250","70","72"
"1995","1 Einkommensschwächstes Quintil","Westdeutschland","89.73","82.5","4770","50","65","110","140","200","88.73","90.73","10","300","80","80"
"1995","2","Ostdeutschland","76","68.5","1530","44","54","90","120","200","74.36","77.64","12","210","70","73"
"1995","2","Westdeutschland","95.9","89.5","3420","55","70","120","145","200","94.74","97.06","15","280","86","90"
"1995","3","Ostdeutschland","80.26","74.5","695","48","60","100","123","180","77.73","82.79","25","300","74","80"
"1995","3","Westdeutschland","102.83","95.5","2322","58","72","127","156","240","101.12","104.54","12","350","93","98"
"1995","4","Ostdeutschland","81.4","74","250","50","59","97","130","200","77.05","85.75","28","232","72","80"
"1995","4","Westdeutschland","106.67","99","1545","60","75","130","160","250","104.48","108.86","18","350","100","100"
"1995","5 Einkommensstärkstes Quintil","Ostdeutschland","122.88","115","51","70","80","142","160","400","98.7","147.06","10","400","92","130"
"1995","5 Einkommensstärkstes Quintil","Westdeutschland","124.47","119","794","70","90","150","200","270","121.06","127.88","29","350","118","123"
"1996","1 Einkommensschwächstes Quintil","Ostdeutschland","75.19","66.5","2040","42","53","90","120","180","73.64","76.74","16","400","70","75"
"1996","1 Einkommensschwächstes Quintil","Westdeutschland","88.26","82.5","4334","50","64","108","131","200","87.29","89.23","10","240","80","82"
"1996","2","Ostdeutschland","77.62","69.5","1598","48","56","92","120","200","76.01","79.23","12","240","70","75"
"1996","2","Westdeutschland","98.08","89.5","3338","56","70","120","148","210","96.79","99.37","16","280","89","90"
"1996","3","Ostdeutschland","79.71","69.5","793","48","58","100","130","180","77.48","81.94","12","200","70","76"
"1996","3","Westdeutschland","101.85","96.5","2363","59","72","125","150","210","100.31","103.39","15","260","94","100"
"1996","4","Ostdeutschland","82.11","71","289","45","56","100","123","400","76.36","87.86","10","400","72","80"
"1996","4","Westdeutschland","110.92","99.5","1612","64","79","135","160","250","108.72","113.12","25","350","100","104"
"1996","5 Einkommensstärkstes Quintil","Ostdeutschland","109.21","91","77","60","75","142","160","300","96.55","121.87","32","300","80","120"
"1996","5 Einkommensstärkstes Quintil","Westdeutschland","121.31","112.5","895","65","85","150","196","300","117.93","124.69","18","350","114","120"
"1997","1 Einkommensschwächstes Quintil","Ostdeutschland","75.13","67.5","1956","43","54","90","120","170","73.57","76.69","10","400","70","75"
"1997","1 Einkommensschwächstes Quintil","Westdeutschland","90.04","82.5","4031","52","65","110","135","200","88.96","91.12","10","270","80","83"
"1997","2","Ostdeutschland","76.19","66.5","1518","45","55","93","120","200","74.53","77.85","14","220","70","75"
"1997","2","Westdeutschland","98.24","91.5","3309","56","70","120","146","200","96.99","99.49","18","280","90","92"
"1997","3","Ostdeutschland","80.9","73.5","823","48","60","100","129","180","78.67","83.13","28","200","75","78"
"1997","3","Westdeutschland","102.97","95","2468","60","72","127","160","220","101.32","104.62","10","365","92","98"
"1997","4","Ostdeutschland","83.24","74","307","49","59","100","130","180","79.31","87.17","30","185","75","84"
"1997","4","Westdeutschland","108.94","99.5","1628","63","80","132","160","230","106.93","110.95","15","270","100","108"
"1997","5 Einkommensstärkstes Quintil","Ostdeutschland","112.17","107.5","79","72","90","120","160","300","101.39","122.95","12","300","100","110"
"1997","5 Einkommensstärkstes Quintil","Westdeutschland","122.18","114","888","70","88","145","188","320","118.86","125.5","23","350","112","120"
"1998","1 Einkommensschwächstes Quintil","Ostdeutschland","79.67","70.5","2103","49","59","100","120","180","78.33","81.01","15","250","75","78"
"1998","1 Einkommensschwächstes Quintil","Westdeutschland","92.94","84.5","4336","50","65","112","147","220","91.84","94.04","10","300","82","85"
"1998","2","Ostdeutschland","82.37","71.5","1418","50","59","100","127","194","80.68","84.06","8","200","75","80"
"1998","2","Westdeutschland","98.51","89.5","3756","57","71","120","150","224","97.29","99.73","12","300","90","94"
"1998","3","Ostdeutschland","83.3","69.5","903","50","60","103","130","200","81.05","85.55","24","220","73","80"
"1998","3","Westdeutschland","103.04","99","2694","60","74","127","150","220","101.54","104.54","15","310","100","100"
"1998","4","Ostdeutschland","95.95","81","391","57","65","115","144","300","91.18","100.72","12","350","80","88"
"1998","4","Westdeutschland","110.85","102.5","1992","63","78","135","165","250","108.98","112.72","16","320","100","109"
"1998","5 Einkommensstärkstes Quintil","Ostdeutschland","118.34","105","119","54","83","130","260","260","110.78","125.9","10","260","100","120"
"1998","5 Einkommensstärkstes Quintil","Westdeutschland","123.4","118.5","1044","70","87","150","180","350","120.35","126.45","30","420","120","120"
"1999","1 Einkommensschwächstes Quintil","Ostdeutschland","79.47","72.5","1675","48","57","100","120","158","77.93","81.01","10","350","75","80"
"1999","1 Einkommensschwächstes Quintil","Westdeutschland","91.4","82.5","3583","50","65","110","140","220","90.19","92.61","10","300","82","84"
"1999","2","Ostdeutschland","81.82","71.5","1624","50","59","100","124","180","80.23","83.41","8","250","77","80"
"1999","2","Westdeutschland","98.59","89.5","3679","56","70","120","150","220","97.3","99.88","12","385","90","94"
"1999","3","Ostdeutschland","83.88","74.5","954","52","60","102","128","200","81.68","86.08","18","230","77","83"
"1999","3","Westdeutschland","105.91","99","2709","60","77","130","159","220","104.46","107.36","15","260","100","100"
"1999","4","Ostdeutschland","96.51","87.5","406","57","70","125","144","200","92.9","100.12","28","220","87","98"
"1999","4","Westdeutschland","108.29","99","2032","60","75","130","160","240","106.4","110.18","16","320","100","105"
"1999","5 Einkommensstärkstes Quintil","Ostdeutschland","137.98","103","112","60","80","160","350","350","126.54","149.42","36","350","100","120"
"1999","5 Einkommensstärkstes Quintil","Westdeutschland","126.66","118.5","1214","70","88","150","180","350","123.64","129.68","16","450","120","120"
"2000","1 Einkommensschwächstes Quintil","Ostdeutschland","78.75","71.5","2588","47","57","100","120","170","77.54","79.96","10","213","74","78"
"2000","1 Einkommensschwächstes Quintil","Westdeutschland","90.22","81.5","6101","50","65","110","140","200","89.27","91.17","10","300","83","85"
"2000","2","Ostdeutschland","84.34","74.5","2342","50","60","100","130","200","82.95","85.73","8","260","80","82"
"2000","2","Westdeutschland","100.65","94.5","6372","57","72","120","150","220","99.66","101.64","12","400","99","100"
"2000","3","Ostdeutschland","85.53","75.5","1462","54","60","105","130","185","83.72","87.34","18","240","80","82"
"2000","3","Westdeutschland","105.9","99","5276","60","76","130","156","240","104.81","106.99","15","397","100","105"
"2000","4","Ostdeutschland","92.73","82.5","711","53","64","119","140","210","89.97","95.49","20","250","88","100"
"2000","4","Westdeutschland","109.86","99.5","4041","60","76","136","160","250","108.46","111.26","16","450","109","112"
"2000","5 Einkommensstärkstes Quintil","Ostdeutschland","135.09","108.5","254","60","80","160","240","350","127.82","142.36","28","350","101","120"
"2000","5 Einkommensstärkstes Quintil","Westdeutschland","122.6","116.5","2660","67","86","150","180","300","120.6","124.6","20","450","120","122"
"2001","1 Einkommensschwächstes Quintil","Ostdeutschland","78.07","70.5","2154","46","56","95","120","180","76.69","79.45","15","260","75","79"
"2001","1 Einkommensschwächstes Quintil","Westdeutschland","91.11","84.5","5123","50","65","110","144","200","90.05","92.17","10","280","85","89"
"2001","2","Ostdeutschland","84.47","76.5","2067","50","60","100","128","194","83.02","85.92","8","250","80","83"
"2001","2","Westdeutschland","101.38","93.5","5580","58","72","120","150","240","100.27","102.49","13","450","97","100"
"2001","3","Ostdeutschland","85.27","76.5","1472","53","60","105","130","200","83.5","87.04","27","240","83","89"
"2001","3","Westdeutschland","106.16","99.5","4833","60","75","130","160","240","104.98","107.34","20","400","100","105"
"2001","4","Ostdeutschland","94.85","87.5","768","58","70","116","140","220","92.2","97.5","26","250","90","98"
"2001","4","Westdeutschland","109.45","101","3868","61","76","130","160","250","108.06","110.84","18","397","110","110"
"2001","5 Einkommensstärkstes Quintil","Ostdeutschland","128.74","109","277","62","80","150","240","350","122.15","135.33","28","350","100","120"
"2001","5 Einkommensstärkstes Quintil","Westdeutschland","121.58","119.5","2586","67","90","150","180","260","119.7","123.46","20","450","120","120"
"2002","1 Einkommensschwächstes Quintil","Ostdeutschland","77.34","71.5","1876","45","56","97","115","165","76.02","78.66","12","240","73","77"
"2002","1 Einkommensschwächstes Quintil","Westdeutschland","90.86","83.5","4370","52","65","110","140","200","89.66","92.06","10","385","85","86"
"2002","2","Ostdeutschland","83.15","75.5","1766","48","59","100","124","200","81.6","84.7","9","225","80","84"
"2002","2","Westdeutschland","100.34","94.5","4814","58","73","120","150","200","99.22","101.46","10","320","95","100"
"2002","3","Ostdeutschland","86.28","79.5","1514","53","61","105","130","170","84.7","87.86","15","220","82","87"
"2002","3","Westdeutschland","103.68","99","4451","60","74","125","150","220","102.47","104.89","20","350","100","102"
"2002","4","Ostdeutschland","88.95","80.5","980","55","63","110","130","190","86.52","91.38","25","300","90","100"
"2002","4","Westdeutschland","108.55","99.5","4879","60","76","130","160","250","107.26","109.84","25","320","115","120"
"2002","5 Einkommensstärkstes Quintil","Ostdeutschland","126.44","113.5","568","60","82","145","212","320","122.02","130.86","25","320","120","128"
"2002","5 Einkommensstärkstes Quintil","Westdeutschland","125.71","119.5","4898","66","86","150","200","300","124.12","127.3","20","450","130","135"
"2003","1 Einkommensschwächstes Quintil","Ostdeutschland","79.26","71.5","1889","46","58","100","120","189","77.84","80.68","12","200","75","78"
"2003","1 Einkommensschwächstes Quintil","Westdeutschland","89.11","80.5","3891","50","64","110","140","200","87.89","90.33","12","350","82","85"
"2003","2","Ostdeutschland","84.12","76.5","1622","48","59","100","125","180","82.43","85.81","10","240","80","86"
"2003","2","Westdeutschland","98.49","91.5","4504","58","70","120","145","220","97.28","99.7","14","345","95","100"
"2003","3","Ostdeutschland","86.19","77.5","1495","52","60","103","130","192","84.45","87.93","26","350","80","86"
"2003","3","Westdeutschland","104.3","99.5","4637","60","75","125","150","230","103.08","105.52","11","450","100","105"
