year,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,n
1984,84.61717,83.68247,85.55188,60.00000,79.00000,100.00000,6.00000,160.00000,5863.00000
1985,83.97512,82.97250,84.97773,60.00000,77.00000,100.00000,9.00000,160.00000,5272.00000
1986,84.30895,83.27575,85.34215,60.00000,78.00000,100.00000,8.00000,160.00000,5039.00000
1987,84.44725,83.43407,85.46044,60.00000,78.00000,100.00000,11.00000,160.00000,4975.00000
1988,85.41833,84.36683,86.46983,60.00000,79.00000,100.00000,10.00000,160.00000,4770.00000
1989,85.93838,84.86519,87.01157,60.00000,80.00000,103.00000,10.00000,167.50000,4651.00000
1990,81.99045,81.11497,82.86594,57.00000,75.00000,100.00000,10.00000,164.50000,6750.00000
1991,82.97245,82.07256,83.87233,58.00000,75.00000,100.00000,9.00000,163.00000,6629.00000
1992,83.61950,82.70332,84.53568,58.00000,75.00000,100.00000,9.00000,163.00000,6603.00000
1993,84.68788,83.76199,85.61376,59.00000,76.00000,100.00000,9.00000,161.50000,6570.00000
1994,85.22496,84.29257,86.15735,59.00000,78.00000,103.00000,9.00000,169.00000,6496.00000
1995,85.68373,84.74931,86.61816,60.00000,78.00000,104.00000,10.00000,170.00000,6697.00000
1996,86.64390,85.70055,87.58725,60.00000,80.00000,105.00000,10.00000,172.50000,6631.00000
1997,87.07684,86.13632,88.01736,60.00000,80.00000,107.00000,10.00000,177.50000,6546.00000
1998,88.63204,87.73357,89.53051,60.00000,80.00000,110.00000,8.00000,185.00000,7417.00000
1999,89.28952,88.35389,90.22516,60.00000,80.00000,110.00000,8.00000,185.00000,7143.00000
2000,90.29287,89.58782,90.99791,60.00000,80.00000,110.00000,8.00000,185.00000,12950.00000
2001,90.78939,90.04986,91.52891,61.00000,80.00000,112.00000,8.00000,188.50000,11680.00000
2002,90.39181,89.66890,91.11472,61.00000,80.00000,110.00000,9.00000,183.50000,12212.00000
2003,90.00744,89.27202,90.74286,60.00000,80.00000,110.00000,10.00000,185.00000,11804.00000
2004,90.82239,90.07102,91.57377,61.00000,81.00000,112.00000,10.00000,188.50000,11543.00000
2005,91.26425,90.50204,92.02645,62.00000,82.00000,114.00000,8.00000,192.00000,11199.00000
2006,91.13880,90.39357,91.88403,62.00000,80.00000,114.00000,9.00000,192.00000,12265.00000
2007,92.32129,91.54173,93.10085,62.00000,82.00000,118.00000,9.00000,202.00000,11453.00000
2008,93.00227,92.19460,93.80994,63.00000,83.00000,120.00000,10.00000,205.50000,10822.00000
2009,93.88395,93.04238,94.72553,64.00000,85.00000,120.00000,10.00000,204.00000,10177.00000
2010,94.84289,94.11308,95.57271,64.00000,85.00000,120.00000,13.00000,204.00000,13799.00000
2011,94.67518,94.01403,95.33633,64.00000,85.00000,120.00000,9.00000,204.00000,16603.00000
2012,95.13894,94.45864,95.81924,64.00000,85.00000,120.00000,9.00000,204.00000,16303.00000
2013,94.69459,94.05059,95.33860,64.00000,85.00000,120.00000,10.00000,204.00000,17870.00000
2014,95.39812,94.70625,96.08999,64.00000,85.00000,120.00000,10.00000,204.00000,15828.00000
2015,95.53640,94.83895,96.23386,64.00000,85.00000,120.00000,10.00000,204.00000,15764.00000
2016,96.02738,95.33583,96.71893,64.00000,86.00000,120.00000,6.00000,204.00000,16260.00000
2017,96.23070,95.57458,96.88683,65.00000,86.00000,120.00000,9.00000,202.50000,18163.00000
2018,96.72004,96.05561,97.38447,65.00000,87.00000,120.00000,11.00000,202.50000,17810.00000
2019,97.70744,97.03666,98.37822,65.00000,88.00000,120.00000,10.00000,202.50000,18405.00000
2020,98.80762,98.15071,99.46452,65.00000,90.00000,120.00000,1.00000,202.50000,19329.00000
2021,98.60767,97.79591,99.41942,65.00000,90.00000,120.00000,8.00000,202.50000,12568.00000
2022,98.85418,98.21841,99.48995,65.00000,90.00000,121.30451,1.00000,205.76129,20458.00000
