year,age_gr,sex,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,male,(0) No qualification (yet),0.06430,95,1699,0.05263,0.07597
1984,17-29 y.,male,(1a) Inadequately completed,0.02619,86,1699,0.01859,0.03379
1984,17-29 y.,male,(1b) General Elementary School,0.13830,330,1699,0.12188,0.15472
1984,17-29 y.,male,(1c) Basic Vocational Qualification,0.30947,510,1699,0.28748,0.33146
1984,17-29 y.,male,(2) Intermediate General/Vocational Qualification,0.24844,359,1699,0.22788,0.26899
1984,17-29 y.,male,(2c_gen) General Maturity Certificate,0.12274,191,1699,0.10713,0.13835
1984,17-29 y.,male,(2c_voc) Vocational Maturity Certificate,0.04971,82,1699,0.03937,0.06005
1984,17-29 y.,male,(3b) Higher Tertiary Education,0.02518,46,1699,0.01772,0.03263
1984,17-29 y.,female,(0) No qualification (yet),0.06380,93,1676,0.05210,0.07551
1984,17-29 y.,female,(1a) Inadequately completed,0.02907,127,1676,0.02102,0.03711
1984,17-29 y.,female,(1b) General Elementary School,0.16887,380,1676,0.15093,0.18681
1984,17-29 y.,female,(1c) Basic Vocational Qualification,0.22986,364,1676,0.20971,0.25001
1984,17-29 y.,female,(2) Intermediate General/Vocational Qualification,0.33734,458,1676,0.31470,0.35998
1984,17-29 y.,female,(2c_gen) General Maturity Certificate,0.08279,135,1676,0.06959,0.09598
1984,17-29 y.,female,(2c_voc) Vocational Maturity Certificate,0.05233,76,1676,0.04166,0.06299
1984,17-29 y.,female,(3b) Higher Tertiary Education,0.02683,43,1676,0.01909,0.03457
1984,30-45 y.,male,(1a) Inadequately completed,0.02472,179,1920,0.01777,0.03167
1984,30-45 y.,male,(1b) General Elementary School,0.09443,288,1920,0.08134,0.10751
1984,30-45 y.,male,(1c) Basic Vocational Qualification,0.51349,857,1920,0.49113,0.53586
1984,30-45 y.,male,(2) Intermediate General/Vocational Qualification,0.14846,216,1920,0.13255,0.16437
1984,30-45 y.,male,(2c_gen) General Maturity Certificate,0.01194,33,1920,0.00708,0.01680
1984,30-45 y.,male,(2c_voc) Vocational Maturity Certificate,0.04246,94,1920,0.03344,0.05148
1984,30-45 y.,male,(3a) Lower Tertiary Education,0.05393,77,1920,0.04382,0.06404
1984,30-45 y.,male,(3b) Higher Tertiary Education,0.11057,176,1920,0.09654,0.12460
1984,30-45 y.,female,(1a) Inadequately completed,0.03891,266,1918,0.03025,0.04757
1984,30-45 y.,female,(1b) General Elementary School,0.22345,485,1918,0.20480,0.24210
1984,30-45 y.,female,(1c) Basic Vocational Qualification,0.41961,680,1918,0.39752,0.44171
1984,30-45 y.,female,(2) Intermediate General/Vocational Qualification,0.20264,305,1918,0.18464,0.22063
1984,30-45 y.,female,(2c_voc) Vocational Maturity Certificate,0.02697,57,1918,0.01972,0.03423
1984,30-45 y.,female,(3a) Lower Tertiary Education,0.02060,33,1918,0.01424,0.02696
1984,30-45 y.,female,(3b) Higher Tertiary Education,0.05712,92,1918,0.04673,0.06751
1984,46-65 y.,male,(1a) Inadequately completed,0.02395,206,1750,0.01678,0.03111
1984,46-65 y.,male,(1b) General Elementary School,0.13695,275,1750,0.12084,0.15306
1984,46-65 y.,male,(1c) Basic Vocational Qualification,0.57735,879,1750,0.55420,0.60050
1984,46-65 y.,male,(2) Intermediate General/Vocational Qualification,0.10510,149,1750,0.09073,0.11948
1984,46-65 y.,male,(2c_voc) Vocational Maturity Certificate,0.04252,73,1750,0.03306,0.05197
1984,46-65 y.,male,(3a) Lower Tertiary Education,0.05237,71,1750,0.04193,0.06281
1984,46-65 y.,male,(3b) Higher Tertiary Education,0.05968,97,1750,0.04858,0.07078
1984,46-65 y.,female,(1a) Inadequately completed,0.02179,211,1674,0.01480,0.02879
1984,46-65 y.,female,(1b) General Elementary School,0.45680,754,1674,0.43293,0.48067
1984,46-65 y.,female,(1c) Basic Vocational Qualification,0.31320,488,1674,0.29097,0.33542
1984,46-65 y.,female,(2) Intermediate General/Vocational Qualification,0.14960,221,1674,0.13251,0.16670
1984,66 and older,male,(1b) General Elementary School,0.16127,84,422,0.12614,0.19641
1984,66 and older,male,(1c) Basic Vocational Qualification,0.56145,277,422,0.51405,0.60885
1984,66 and older,male,(2) Intermediate General/Vocational Qualification,0.12120,61,422,0.09003,0.15238
1984,66 and older,female,(1b) General Elementary School,0.51859,399,714,0.48191,0.55527
1984,66 and older,female,(1c) Basic Vocational Qualification,0.26882,199,714,0.23628,0.30136
1984,66 and older,female,(2) Intermediate General/Vocational Qualification,0.15667,116,714,0.12999,0.18335
1985,17-29 y.,male,(0) No qualification (yet),0.08462,112,1562,0.07082,0.09843
1985,17-29 y.,male,(1a) Inadequately completed,0.02891,68,1562,0.02060,0.03722
1985,17-29 y.,male,(1b) General Elementary School,0.14805,313,1562,0.13044,0.16567
1985,17-29 y.,male,(1c) Basic Vocational Qualification,0.27992,435,1562,0.25765,0.30219
1985,17-29 y.,male,(2) Intermediate General/Vocational Qualification,0.25239,341,1562,0.23084,0.27394
1985,17-29 y.,male,(2c_gen) General Maturity Certificate,0.11288,177,1562,0.09718,0.12858
1985,17-29 y.,male,(2c_voc) Vocational Maturity Certificate,0.04980,71,1562,0.03901,0.06060
