year,age_gr,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,West,(0) No qualification (yet),0.06381,188,3414,0.05561,0.07201
1984,17-29 y.,West,(1a) Inadequately completed,0.02751,213,3414,0.02202,0.03299
1984,17-29 y.,West,(1b) General Elementary School,0.15281,710,3414,0.14074,0.16489
1984,17-29 y.,West,(1c) Basic Vocational Qualification,0.26914,874,3414,0.25426,0.28402
1984,17-29 y.,West,(2) Intermediate General/Vocational Qualification,0.29123,817,3414,0.27599,0.30647
1984,17-29 y.,West,(2c_gen) General Maturity Certificate,0.10262,326,3414,0.09244,0.11280
1984,17-29 y.,West,(2c_voc) Vocational Maturity Certificate,0.05081,158,3414,0.04344,0.05818
1984,17-29 y.,West,(3a) Lower Tertiary Education,0.01240,39,3414,0.00868,0.01611
1984,17-29 y.,West,(3b) Higher Tertiary Education,0.02589,89,3414,0.02057,0.03122
1984,30-45 y.,West,(1a) Inadequately completed,0.03160,445,3865,0.02609,0.03712
1984,30-45 y.,West,(1b) General Elementary School,0.15758,773,3865,0.14609,0.16907
1984,30-45 y.,West,(1c) Basic Vocational Qualification,0.46492,1537,3865,0.44919,0.48065
1984,30-45 y.,West,(2) Intermediate General/Vocational Qualification,0.17449,521,3865,0.16252,0.18646
1984,30-45 y.,West,(2c_gen) General Maturity Certificate,0.01127,60,3865,0.00794,0.01460
1984,30-45 y.,West,(2c_voc) Vocational Maturity Certificate,0.03464,151,3865,0.02887,0.04040
1984,30-45 y.,West,(3a) Lower Tertiary Education,0.03726,110,3865,0.03129,0.04323
1984,30-45 y.,West,(3b) Higher Tertiary Education,0.08373,268,3865,0.07500,0.09247
1984,46-65 y.,West,(1a) Inadequately completed,0.02273,417,3507,0.01780,0.02767
1984,46-65 y.,West,(1b) General Elementary School,0.30479,1029,3507,0.28956,0.32003
1984,46-65 y.,West,(1c) Basic Vocational Qualification,0.43646,1367,3507,0.42004,0.45287
1984,46-65 y.,West,(2) Intermediate General/Vocational Qualification,0.12817,370,3507,0.11711,0.13924
1984,46-65 y.,West,(2c_voc) Vocational Maturity Certificate,0.02986,103,3507,0.02422,0.03549
1984,46-65 y.,West,(3a) Lower Tertiary Education,0.03312,94,3507,0.02719,0.03904
1984,46-65 y.,West,(3b) Higher Tertiary Education,0.03841,127,3507,0.03205,0.04477
1984,66 and older,West,(1b) General Elementary School,0.38946,483,1217,0.36205,0.41687
1984,66 and older,West,(1c) Basic Vocational Qualification,0.37362,476,1217,0.34643,0.40081
1984,66 and older,West,(2) Intermediate General/Vocational Qualification,0.14371,177,1217,0.12399,0.16342
1984,66 and older,West,(2c_voc) Vocational Maturity Certificate,0.02908,41,1217,0.01964,0.03853
1984,66 and older,West,(3b) Higher Tertiary Education,0.03092,40,1217,0.02119,0.04064
1985,17-29 y.,West,(0) No qualification (yet),0.06955,187,3071,0.06055,0.07855
1985,17-29 y.,West,(1a) Inadequately completed,0.02705,164,3071,0.02131,0.03279
1985,17-29 y.,West,(1b) General Elementary School,0.15051,623,3071,0.13786,0.16316
1985,17-29 y.,West,(1c) Basic Vocational Qualification,0.24543,746,3071,0.23021,0.26066
1985,17-29 y.,West,(2) Intermediate General/Vocational Qualification,0.30438,791,3071,0.28810,0.32066
1985,17-29 y.,West,(2c_gen) General Maturity Certificate,0.09473,299,3071,0.08438,0.10509
1985,17-29 y.,West,(2c_voc) Vocational Maturity Certificate,0.05261,141,3071,0.04471,0.06050
1985,17-29 y.,West,(3a) Lower Tertiary Education,0.01259,35,3071,0.00865,0.01653
1985,17-29 y.,West,(3b) Higher Tertiary Education,0.02647,85,3071,0.02079,0.03215
1985,30-45 y.,West,(1a) Inadequately completed,0.02943,352,3433,0.02377,0.03508
1985,30-45 y.,West,(1b) General Elementary School,0.14235,650,3433,0.13066,0.15404
1985,30-45 y.,West,(1c) Basic Vocational Qualification,0.45996,1379,3433,0.44329,0.47664
1985,30-45 y.,West,(2) Intermediate General/Vocational Qualification,0.18454,501,3433,0.17156,0.19752
1985,30-45 y.,West,(2c_gen) General Maturity Certificate,0.01122,51,3433,0.00770,0.01475
1985,30-45 y.,West,(2c_voc) Vocational Maturity Certificate,0.03786,137,3433,0.03148,0.04425
1985,30-45 y.,West,(3a) Lower Tertiary Education,0.03807,105,3433,0.03167,0.04448
1985,30-45 y.,West,(3b) Higher Tertiary Education,0.09145,258,3433,0.08181,0.10109
1985,46-65 y.,West,(1a) Inadequately completed,0.02254,367,3256,0.01744,0.02764
1985,46-65 y.,West,(1b) General Elementary School,0.29981,947,3256,0.28407,0.31555
1985,46-65 y.,West,(1c) Basic Vocational Qualification,0.43520,1272,3256,0.41817,0.45223
1985,46-65 y.,West,(2) Intermediate General/Vocational Qualification,0.13278,358,3256,0.12112,0.14444
1985,46-65 y.,West,(2c_voc) Vocational Maturity Certificate,0.02861,96,3256,0.02288,0.03434
1985,46-65 y.,West,(3a) Lower Tertiary Education,0.03147,84,3256,0.02547,0.03747
1985,46-65 y.,West,(3b) Higher Tertiary Education,0.04178,132,3256,0.03491,0.04866
1985,66 and older,West,(1b) General Elementary School,0.36513,396,1057,0.33609,0.39417
1985,66 and older,West,(1c) Basic Vocational Qualification,0.38224,428,1057,0.35293,0.41155
1985,66 and older,West,(2) Intermediate General/Vocational Qualification,0.15450,165,1057,0.13270,0.17630
1985,66 and older,West,(2c_voc) Vocational Maturity Certificate,0.02956,36,1057,0.01935,0.03978
1985,66 and older,West,(3b) Higher Tertiary Education,0.02909,32,1057,0.01895,0.03923
1986,17-29 y.,West,(0) No qualification (yet),0.05909,189,2987,0.05064,0.06755
1986,17-29 y.,West,(1a) Inadequately completed,0.02777,158,2987,0.02188,0.03367
1986,17-29 y.,West,(1b) General Elementary School,0.15061,621,2987,0.13778,0.16344
1986,17-29 y.,West,(1c) Basic Vocational Qualification,0.24089,704,2987,0.22556,0.25623
1986,17-29 y.,West,(2) Intermediate General/Vocational Qualification,0.30186,769,2987,0.28539,0.31833
1986,17-29 y.,West,(2c_gen) General Maturity Certificate,0.11232,318,2987,0.10100,0.12365
1986,17-29 y.,West,(2c_voc) Vocational Maturity Certificate,0.05228,134,2987,0.04430,0.06027
1986,17-29 y.,West,(3a) Lower Tertiary Education,0.01425,35,2987,0.00999,0.01850
1986,17-29 y.,West,(3b) Higher Tertiary Education,0.02098,59,2987,0.01584,0.02612
1986,30-45 y.,West,(1a) Inadequately completed,0.02872,309,3230,0.02296,0.03448
1986,30-45 y.,West,(1b) General Elementary School,0.13076,584,3230,0.11913,0.14239
1986,30-45 y.,West,(1c) Basic Vocational Qualification,0.44996,1270,3230,0.43280,0.46712
1986,30-45 y.,West,(2) Intermediate General/Vocational Qualification,0.19229,490,3230,0.17869,0.20588
1986,30-45 y.,West,(2c_gen) General Maturity Certificate,0.01261,53,3230,0.00876,0.01646
1986,30-45 y.,West,(2c_voc) Vocational Maturity Certificate,0.04283,148,3230,0.03585,0.04982
1986,30-45 y.,West,(3a) Lower Tertiary Education,0.03928,102,3230,0.03258,0.04599
1986,30-45 y.,West,(3b) Higher Tertiary Education,0.09901,274,3230,0.08871,0.10931
1986,46-65 y.,West,(1a) Inadequately completed,0.02260,351,3178,0.01743,0.02777
1986,46-65 y.,West,(1b) General Elementary School,0.28624,901,3178,0.27052,0.30196
1986,46-65 y.,West,(1c) Basic Vocational Qualification,0.44063,1258,3178,0.42337,0.45789
1986,46-65 y.,West,(2) Intermediate General/Vocational Qualification,0.13898,353,3178,0.12695,0.15101
1986,46-65 y.,West,(2c_voc) Vocational Maturity Certificate,0.02730,89,3178,0.02164,0.03297
1986,46-65 y.,West,(3a) Lower Tertiary Education,0.03248,86,3178,0.02632,0.03864
1986,46-65 y.,West,(3b) Higher Tertiary Education,0.04345,140,3178,0.03636,0.05054
1986,66 and older,West,(1b) General Elementary School,0.35756,364,950,0.32707,0.38806
1986,66 and older,West,(1c) Basic Vocational Qualification,0.37645,388,950,0.34562,0.40727
1986,66 and older,West,(2) Intermediate General/Vocational Qualification,0.16249,160,950,0.13902,0.18596
1986,66 and older,West,(2c_voc) Vocational Maturity Certificate,0.03323,38,950,0.02182,0.04463
1987,17-29 y.,West,(0) No qualification (yet),0.05593,192,2925,0.04760,0.06426
1987,17-29 y.,West,(1a) Inadequately completed,0.02222,128,2925,0.01688,0.02756
1987,17-29 y.,West,(1b) General Elementary School,0.14788,629,2925,0.13501,0.16075
1987,17-29 y.,West,(1c) Basic Vocational Qualification,0.24364,692,2925,0.22808,0.25920
1987,17-29 y.,West,(2) Intermediate General/Vocational Qualification,0.30212,763,2925,0.28548,0.31876
1987,17-29 y.,West,(2c_gen) General Maturity Certificate,0.11102,299,2925,0.09964,0.12241
1987,17-29 y.,West,(2c_voc) Vocational Maturity Certificate,0.05612,132,2925,0.04778,0.06447
1987,17-29 y.,West,(3a) Lower Tertiary Education,0.01643,39,2925,0.01182,0.02103
1987,17-29 y.,West,(3b) Higher Tertiary Education,0.01967,51,2925,0.01464,0.02470
1987,30-45 y.,West,(1a) Inadequately completed,0.03156,306,3129,0.02543,0.03768
1987,30-45 y.,West,(1b) General Elementary School,0.12755,554,3129,0.11586,0.13924
1987,30-45 y.,West,(1c) Basic Vocational Qualification,0.44045,1215,3129,0.42305,0.45784
1987,30-45 y.,West,(2) Intermediate General/Vocational Qualification,0.19863,492,3129,0.18465,0.21261
1987,30-45 y.,West,(2c_gen) General Maturity Certificate,0.01247,53,3129,0.00858,0.01636
1987,30-45 y.,West,(2c_voc) Vocational Maturity Certificate,0.04556,145,3129,0.03825,0.05287
1987,30-45 y.,West,(3a) Lower Tertiary Education,0.04025,99,3129,0.03337,0.04714
1987,30-45 y.,West,(3b) Higher Tertiary Education,0.09824,265,3129,0.08781,0.10868
1987,46-65 y.,West,(1a) Inadequately completed,0.02480,357,3159,0.01938,0.03023
1987,46-65 y.,West,(1b) General Elementary School,0.27498,874,3159,0.25940,0.29055
1987,46-65 y.,West,(1c) Basic Vocational Qualification,0.45144,1269,3159,0.43408,0.46879
1987,46-65 y.,West,(2) Intermediate General/Vocational Qualification,0.13414,342,3159,0.12226,0.14603
1987,46-65 y.,West,(2c_voc) Vocational Maturity Certificate,0.02648,87,3159,0.02088,0.03208
1987,46-65 y.,West,(3a) Lower Tertiary Education,0.03154,83,3159,0.02544,0.03763
1987,46-65 y.,West,(3b) Higher Tertiary Education,0.04799,147,3159,0.04054,0.05545
1987,66 and older,West,(1b) General Elementary School,0.35615,378,982,0.32618,0.38612
1987,66 and older,West,(1c) Basic Vocational Qualification,0.37975,405,982,0.34938,0.41013
1987,66 and older,West,(2) Intermediate General/Vocational Qualification,0.16054,162,982,0.13757,0.18352
1987,66 and older,West,(2c_voc) Vocational Maturity Certificate,0.03104,37,982,0.02019,0.04189
1988,17-29 y.,West,(0) No qualification (yet),0.05796,163,2762,0.04924,0.06667
1988,17-29 y.,West,(1a) Inadequately completed,0.02017,119,2762,0.01493,0.02541
1988,17-29 y.,West,(1b) General Elementary School,0.14797,626,2762,0.13472,0.16121
1988,17-29 y.,West,(1c) Basic Vocational Qualification,0.24314,652,2762,0.22714,0.25915
1988,17-29 y.,West,(2) Intermediate General/Vocational Qualification,0.29633,728,2762,0.27929,0.31336
1988,17-29 y.,West,(2c_gen) General Maturity Certificate,0.10999,271,2762,0.09832,0.12166
1988,17-29 y.,West,(2c_voc) Vocational Maturity Certificate,0.05828,127,2762,0.04954,0.06702
1988,17-29 y.,West,(3a) Lower Tertiary Education,0.01593,34,2762,0.01126,0.02060
1988,17-29 y.,West,(3b) Higher Tertiary Education,0.01771,42,2762,0.01279,0.02263
1988,30-45 y.,West,(1a) Inadequately completed,0.03008,263,2914,0.02388,0.03628
1988,30-45 y.,West,(1b) General Elementary School,0.11665,500,2914,0.10499,0.12830
1988,30-45 y.,West,(1c) Basic Vocational Qualification,0.44012,1134,2914,0.42210,0.45815
1988,30-45 y.,West,(2) Intermediate General/Vocational Qualification,0.20537,481,2914,0.19070,0.22004
1988,30-45 y.,West,(2c_gen) General Maturity Certificate,0.01411,52,2914,0.00982,0.01839
1988,30-45 y.,West,(2c_voc) Vocational Maturity Certificate,0.04773,141,2914,0.03999,0.05547
1988,30-45 y.,West,(3a) Lower Tertiary Education,0.04004,96,2914,0.03292,0.04716
1988,30-45 y.,West,(3b) Higher Tertiary Education,0.09974,247,2914,0.08886,0.11063
1988,46-65 y.,West,(1a) Inadequately completed,0.02262,343,3062,0.01736,0.02789
1988,46-65 y.,West,(1b) General Elementary School,0.27294,845,3062,0.25716,0.28872
1988,46-65 y.,West,(1c) Basic Vocational Qualification,0.45226,1231,3062,0.43463,0.46989
1988,46-65 y.,West,(2) Intermediate General/Vocational Qualification,0.13472,333,3062,0.12263,0.14682
1988,46-65 y.,West,(2c_voc) Vocational Maturity Certificate,0.02652,83,3062,0.02083,0.03221
1988,46-65 y.,West,(3a) Lower Tertiary Education,0.02997,75,3062,0.02393,0.03601
1988,46-65 y.,West,(3b) Higher Tertiary Education,0.05274,152,3062,0.04482,0.06066
1988,66 and older,West,(1b) General Elementary School,0.34529,352,952,0.31507,0.37551
1988,66 and older,West,(1c) Basic Vocational Qualification,0.38774,404,952,0.35677,0.41870
1988,66 and older,West,(2) Intermediate General/Vocational Qualification,0.16337,159,952,0.13987,0.18687
1988,66 and older,West,(2c_voc) Vocational Maturity Certificate,0.03283,37,952,0.02150,0.04415
1989,17-29 y.,West,(0) No qualification (yet),0.06871,176,2694,0.05916,0.07827
1989,17-29 y.,West,(1a) Inadequately completed,0.02031,118,2694,0.01498,0.02563
1989,17-29 y.,West,(1b) General Elementary School,0.14464,589,2694,0.13135,0.15792
1989,17-29 y.,West,(1c) Basic Vocational Qualification,0.23428,639,2694,0.21828,0.25027
1989,17-29 y.,West,(2) Intermediate General/Vocational Qualification,0.28646,702,2694,0.26938,0.30353
1989,17-29 y.,West,(2c_gen) General Maturity Certificate,0.10920,274,2694,0.09742,0.12098
1989,17-29 y.,West,(2c_voc) Vocational Maturity Certificate,0.06397,144,2694,0.05472,0.07321
1989,17-29 y.,West,(3b) Higher Tertiary Education,0.02350,52,2694,0.01778,0.02923
1989,30-45 y.,West,(1a) Inadequately completed,0.03085,244,2803,0.02445,0.03725
1989,30-45 y.,West,(1b) General Elementary School,0.11276,470,2803,0.10105,0.12448
1989,30-45 y.,West,(1c) Basic Vocational Qualification,0.43830,1092,2803,0.41993,0.45668
1989,30-45 y.,West,(2) Intermediate General/Vocational Qualification,0.20047,467,2803,0.18564,0.21529
1989,30-45 y.,West,(2c_gen) General Maturity Certificate,0.01593,53,2803,0.01129,0.02056
1989,30-45 y.,West,(2c_voc) Vocational Maturity Certificate,0.05138,139,2803,0.04320,0.05955
1989,30-45 y.,West,(3a) Lower Tertiary Education,0.04509,104,2803,0.03741,0.05277
1989,30-45 y.,West,(3b) Higher Tertiary Education,0.09802,234,2803,0.08701,0.10903
1989,46-65 y.,West,(1a) Inadequately completed,0.02443,335,2934,0.01884,0.03002
1989,46-65 y.,West,(1b) General Elementary School,0.26275,794,2934,0.24682,0.27868
1989,46-65 y.,West,(1c) Basic Vocational Qualification,0.45170,1177,2934,0.43369,0.46971
1989,46-65 y.,West,(2) Intermediate General/Vocational Qualification,0.13997,324,2934,0.12741,0.15252
1989,46-65 y.,West,(2c_voc) Vocational Maturity Certificate,0.02529,78,2934,0.01960,0.03097
1989,46-65 y.,West,(3a) Lower Tertiary Education,0.03087,75,2934,0.02461,0.03713
1989,46-65 y.,West,(3b) Higher Tertiary Education,0.05644,151,2934,0.04809,0.06480
1989,66 and older,West,(1b) General Elementary School,0.35150,351,932,0.32083,0.38217
1989,66 and older,West,(1c) Basic Vocational Qualification,0.37392,382,932,0.34284,0.40500
1989,66 and older,West,(2) Intermediate General/Vocational Qualification,0.16796,158,932,0.14395,0.19198
1989,66 and older,West,(2c_voc) Vocational Maturity Certificate,0.03515,41,932,0.02332,0.04698
1990,17-29 y.,West,(0) No qualification (yet),0.06279,162,2572,0.05341,0.07217
1990,17-29 y.,West,(1a) Inadequately completed,0.02338,110,2572,0.01754,0.02922
1990,17-29 y.,West,(1b) General Elementary School,0.14835,561,2572,0.13461,0.16209
1990,17-29 y.,West,(1c) Basic Vocational Qualification,0.22995,619,2572,0.21368,0.24621
1990,17-29 y.,West,(2) Intermediate General/Vocational Qualification,0.28808,675,2572,0.27057,0.30558
1990,17-29 y.,West,(2c_gen) General Maturity Certificate,0.11075,253,2572,0.09862,0.12288
1990,17-29 y.,West,(2c_voc) Vocational Maturity Certificate,0.06668,146,2572,0.05703,0.07632
1990,17-29 y.,West,(3b) Higher Tertiary Education,0.02012,46,2572,0.01469,0.02554
1990,17-29 y.,East,(1a) Inadequately completed,0.02374,33,1123,0.01483,0.03264
1990,17-29 y.,East,(1c) Basic Vocational Qualification,0.08959,97,1123,0.07288,0.10630
1990,17-29 y.,East,(2) Intermediate General/Vocational Qualification,0.65455,751,1123,0.62673,0.68238
1990,17-29 y.,East,(2c_gen) General Maturity Certificate,0.03797,44,1123,0.02679,0.04915
1990,17-29 y.,East,(2c_voc) Vocational Maturity Certificate,0.03819,43,1123,0.02697,0.04940
1990,17-29 y.,East,(3a) Lower Tertiary Education,0.10099,116,1123,0.08336,0.11863
1990,17-29 y.,East,(3b) Higher Tertiary Education,0.03360,39,1123,0.02305,0.04414
1990,30-45 y.,West,(1a) Inadequately completed,0.02934,222,2741,0.02302,0.03566
1990,30-45 y.,West,(1b) General Elementary School,0.11060,464,2741,0.09886,0.12235
1990,30-45 y.,West,(1c) Basic Vocational Qualification,0.41902,1039,2741,0.40055,0.43750
1990,30-45 y.,West,(2) Intermediate General/Vocational Qualification,0.20552,468,2741,0.19039,0.22065
1990,30-45 y.,West,(2c_gen) General Maturity Certificate,0.01887,63,2741,0.01378,0.02397
1990,30-45 y.,West,(2c_voc) Vocational Maturity Certificate,0.05807,150,2741,0.04932,0.06683
1990,30-45 y.,West,(3a) Lower Tertiary Education,0.04563,104,2741,0.03782,0.05344
1990,30-45 y.,West,(3b) Higher Tertiary Education,0.10133,231,2741,0.09003,0.11263
1990,30-45 y.,East,(1b) General Elementary School,0.02222,36,1509,0.01478,0.02966
1990,30-45 y.,East,(1c) Basic Vocational Qualification,0.19450,282,1509,0.17452,0.21448
1990,30-45 y.,East,(2) Intermediate General/Vocational Qualification,0.45533,681,1509,0.43020,0.48047
1990,30-45 y.,East,(2c_voc) Vocational Maturity Certificate,0.02049,31,1509,0.01334,0.02765
1990,30-45 y.,East,(3a) Lower Tertiary Education,0.18742,295,1509,0.16772,0.20711
1990,30-45 y.,East,(3b) Higher Tertiary Education,0.11727,184,1509,0.10103,0.13351
1990,46-65 y.,West,(1a) Inadequately completed,0.02722,330,2869,0.02126,0.03317
1990,46-65 y.,West,(1b) General Elementary School,0.25543,763,2869,0.23947,0.27139
1990,46-65 y.,West,(1c) Basic Vocational Qualification,0.44921,1150,2869,0.43100,0.46741
1990,46-65 y.,West,(2) Intermediate General/Vocational Qualification,0.14457,324,2869,0.13170,0.15744
1990,46-65 y.,West,(2c_voc) Vocational Maturity Certificate,0.02495,75,2869,0.01924,0.03066
1990,46-65 y.,West,(3a) Lower Tertiary Education,0.03163,76,2869,0.02522,0.03803
1990,46-65 y.,West,(3b) Higher Tertiary Education,0.05868,151,2869,0.05007,0.06728
1990,46-65 y.,East,(1b) General Elementary School,0.11688,150,1327,0.09959,0.13418
1990,46-65 y.,East,(1c) Basic Vocational Qualification,0.55289,756,1327,0.52612,0.57965
1990,46-65 y.,East,(2) Intermediate General/Vocational Qualification,0.08055,109,1327,0.06590,0.09520
1990,46-65 y.,East,(3a) Lower Tertiary Education,0.15099,207,1327,0.13172,0.17026
1990,46-65 y.,East,(3b) Higher Tertiary Education,0.08229,105,1327,0.06750,0.09708
1990,66 and older,West,(1b) General Elementary School,0.33958,351,984,0.30998,0.36919
1990,66 and older,West,(1c) Basic Vocational Qualification,0.38664,401,984,0.35620,0.41709
1990,66 and older,West,(2) Intermediate General/Vocational Qualification,0.16625,158,984,0.14297,0.18952
1990,66 and older,West,(2c_voc) Vocational Maturity Certificate,0.03157,39,984,0.02064,0.04250
1990,66 and older,West,(3b) Higher Tertiary Education,0.03215,35,984,0.02112,0.04317
1990,66 and older,East,(1b) General Elementary School,0.31975,130,405,0.27427,0.36523
1990,66 and older,East,(1c) Basic Vocational Qualification,0.49404,206,405,0.44529,0.54280
1990,66 and older,East,(2) Intermediate General/Vocational Qualification,0.07839,34,405,0.05218,0.10460
1990,66 and older,East,(3a) Lower Tertiary Education,0.07112,35,405,0.04605,0.09618
1991,17-29 y.,West,(0) No qualification (yet),0.06128,153,2555,0.05198,0.07058
1991,17-29 y.,West,(1a) Inadequately completed,0.02326,114,2555,0.01741,0.02910
1991,17-29 y.,West,(1b) General Elementary School,0.14221,525,2555,0.12867,0.15576
1991,17-29 y.,West,(1c) Basic Vocational Qualification,0.22207,605,2555,0.20595,0.23819
1991,17-29 y.,West,(2) Intermediate General/Vocational Qualification,0.29512,694,2555,0.27743,0.31281
1991,17-29 y.,West,(2c_gen) General Maturity Certificate,0.10871,258,2555,0.09664,0.12078
1991,17-29 y.,West,(2c_voc) Vocational Maturity Certificate,0.07268,159,2555,0.06261,0.08274
1991,17-29 y.,West,(3b) Higher Tertiary Education,0.02042,47,2555,0.01494,0.02591
1991,17-29 y.,East,(1a) Inadequately completed,0.03712,44,966,0.02520,0.04905
1991,17-29 y.,East,(1c) Basic Vocational Qualification,0.08655,77,966,0.06881,0.10429
1991,17-29 y.,East,(2) Intermediate General/Vocational Qualification,0.65888,645,966,0.62897,0.68879
1991,17-29 y.,East,(2c_gen) General Maturity Certificate,0.03360,39,966,0.02223,0.04497
1991,17-29 y.,East,(2c_voc) Vocational Maturity Certificate,0.03811,36,966,0.02603,0.05019
1991,17-29 y.,East,(3a) Lower Tertiary Education,0.09889,94,966,0.08006,0.11773
1991,17-29 y.,East,(3b) Higher Tertiary Education,0.03283,31,966,0.02159,0.04407
1991,30-45 y.,West,(1a) Inadequately completed,0.03202,219,2776,0.02547,0.03857
1991,30-45 y.,West,(1b) General Elementary School,0.10902,451,2776,0.09743,0.12062
1991,30-45 y.,West,(1c) Basic Vocational Qualification,0.40190,1051,2776,0.38366,0.42014
1991,30-45 y.,West,(2) Intermediate General/Vocational Qualification,0.20766,482,2776,0.19257,0.22275
1991,30-45 y.,West,(2c_gen) General Maturity Certificate,0.01891,61,2776,0.01384,0.02398
1991,30-45 y.,West,(2c_voc) Vocational Maturity Certificate,0.06004,155,2776,0.05120,0.06888
1991,30-45 y.,West,(3a) Lower Tertiary Education,0.05143,117,2776,0.04321,0.05965
1991,30-45 y.,West,(3b) Higher Tertiary Education,0.10686,240,2776,0.09536,0.11835
1991,30-45 y.,East,(1b) General Elementary School,0.02652,36,1452,0.01825,0.03479
1991,30-45 y.,East,(1c) Basic Vocational Qualification,0.17330,251,1452,0.15382,0.19277
1991,30-45 y.,East,(2) Intermediate General/Vocational Qualification,0.48543,705,1452,0.45972,0.51115
1991,30-45 y.,East,(3a) Lower Tertiary Education,0.18001,291,1452,0.16024,0.19978
1991,30-45 y.,East,(3b) Higher Tertiary Education,0.10915,169,1452,0.09310,0.12519
