year,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,West,(0) No qualification (yet),0.01314,188,12073,0.01111,0.01517
1984,West,(1a) Inadequately completed,0.01983,1093,12073,0.01734,0.02232
1984,West,(1b) General Elementary School,0.20033,2995,12073,0.19319,0.20747
1984,West,(1c) Basic Vocational Qualification,0.32354,4254,12073,0.31520,0.33189
1984,West,(2) Intermediate General/Vocational Qualification,0.15197,1885,12073,0.14556,0.15837
1984,West,(2c_gen) General Maturity Certificate,0.02525,415,12073,0.02245,0.02805
1984,West,(2c_voc) Vocational Maturity Certificate,0.02994,453,12073,0.02690,0.03298
1984,West,(3a) Lower Tertiary Education,0.02164,266,12073,0.01905,0.02424
1984,West,(3b) Higher Tertiary Education,0.03809,524,12073,0.03468,0.04151
1985,West,(0) No qualification (yet),0.01478,187,10885,0.01251,0.01704
1985,West,(1a) Inadequately completed,0.01971,900,10885,0.01710,0.02232
1985,West,(1b) General Elementary School,0.19518,2616,10885,0.18773,0.20263
1985,West,(1c) Basic Vocational Qualification,0.32226,3825,10885,0.31348,0.33104
1985,West,(2) Intermediate General/Vocational Qualification,0.16220,1815,10885,0.15527,0.16912
1985,West,(2c_gen) General Maturity Certificate,0.02448,377,10885,0.02158,0.02739
1985,West,(2c_voc) Vocational Maturity Certificate,0.03123,410,10885,0.02797,0.03450
1985,West,(3a) Lower Tertiary Education,0.02212,248,10885,0.01935,0.02488
1985,West,(3b) Higher Tertiary Education,0.04068,507,10885,0.03697,0.04440
1986,West,(0) No qualification (yet),0.01246,189,10447,0.01033,0.01459
1986,West,(1a) Inadequately completed,0.02000,839,10447,0.01732,0.02269
1986,West,(1b) General Elementary School,0.18821,2470,10447,0.18072,0.19571
1986,West,(1c) Basic Vocational Qualification,0.31954,3620,10447,0.31060,0.32848
1986,West,(2) Intermediate General/Vocational Qualification,0.16560,1772,10447,0.15847,0.17273
1986,West,(2c_gen) General Maturity Certificate,0.02842,399,10447,0.02523,0.03160
1986,West,(2c_voc) Vocational Maturity Certificate,0.03233,409,10447,0.02894,0.03572
1986,West,(3a) Lower Tertiary Education,0.02327,247,10447,0.02038,0.02616
1986,West,(3b) Higher Tertiary Education,0.04108,502,10447,0.03727,0.04488
1987,West,(0) No qualification (yet),0.01141,192,10300,0.00936,0.01346
1987,West,(1a) Inadequately completed,0.01945,811,10300,0.01678,0.02212
1987,West,(1b) General Elementary School,0.18457,2435,10300,0.17707,0.19206
1987,West,(1c) Basic Vocational Qualification,0.32148,3581,10300,0.31246,0.33050
1987,West,(2) Intermediate General/Vocational Qualification,0.16406,1759,10300,0.15691,0.17122
1987,West,(2c_gen) General Maturity Certificate,0.02743,379,10300,0.02427,0.03058
1987,West,(2c_voc) Vocational Maturity Certificate,0.03293,401,10300,0.02948,0.03637
1987,West,(3a) Lower Tertiary Education,0.02421,249,10300,0.02124,0.02718
1987,West,(3b) Higher Tertiary Education,0.04195,493,10300,0.03808,0.04582
1988,West,(0) No qualification (yet),0.01165,163,9792,0.00953,0.01378
1988,West,(1a) Inadequately completed,0.01809,745,9792,0.01545,0.02073
1988,West,(1b) General Elementary School,0.18029,2323,9792,0.17268,0.18791
1988,West,(1c) Basic Vocational Qualification,0.32330,3421,9792,0.31404,0.33257
1988,West,(2) Intermediate General/Vocational Qualification,0.16460,1701,9792,0.15725,0.17194
1988,West,(2c_gen) General Maturity Certificate,0.02717,349,9792,0.02395,0.03039
1988,West,(2c_voc) Vocational Maturity Certificate,0.03406,388,9792,0.03047,0.03766
1988,West,(3a) Lower Tertiary Education,0.02368,233,9792,0.02066,0.02669
1988,West,(3b) Higher Tertiary Education,0.04300,469,9792,0.03899,0.04702
1989,West,(0) No qualification (yet),0.01392,176,9485,0.01157,0.01628
1989,West,(1a) Inadequately completed,0.01868,712,9485,0.01596,0.02140
1989,West,(1b) General Elementary School,0.17670,2204,9485,0.16903,0.18438
1989,West,(1c) Basic Vocational Qualification,0.31926,3290,9485,0.30987,0.32864
1989,West,(2) Intermediate General/Vocational Qualification,0.16421,1651,9485,0.15676,0.17167
1989,West,(2c_gen) General Maturity Certificate,0.02752,352,9485,0.02423,0.03081
1989,West,(2c_voc) Vocational Maturity Certificate,0.03617,402,9485,0.03241,0.03993
1989,West,(3a) Lower Tertiary Education,0.02460,232,9485,0.02149,0.02772
1989,West,(3b) Higher Tertiary Education,0.04530,466,9485,0.04111,0.04948
1990,West,(0) No qualification (yet),0.01231,162,9265,0.01007,0.01456
1990,West,(1a) Inadequately completed,0.02000,683,9265,0.01715,0.02285
1990,West,(1b) General Elementary School,0.17185,2139,9265,0.16417,0.17953
1990,West,(1c) Basic Vocational Qualification,0.31566,3209,9265,0.30619,0.32512
1990,West,(2) Intermediate General/Vocational Qualification,0.16545,1625,9265,0.15789,0.17302
1990,West,(2c_gen) General Maturity Certificate,0.02758,338,9265,0.02425,0.03092
1990,West,(2c_voc) Vocational Maturity Certificate,0.03735,410,9265,0.03349,0.04121
1990,West,(3a) Lower Tertiary Education,0.02494,236,9265,0.02176,0.02812
1990,West,(3b) Higher Tertiary Education,0.04702,463,9265,0.04271,0.05134
1990,East,(1a) Inadequately completed,0.00682,44,4412,0.00439,0.00925
1990,East,(1b) General Elementary School,0.07579,331,4412,0.06797,0.08360
1990,East,(1c) Basic Vocational Qualification,0.25806,1341,4412,0.24515,0.27098
1990,East,(2) Intermediate General/Vocational Qualification,0.25543,1575,4412,0.24256,0.26830
1990,East,(2c_gen) General Maturity Certificate,0.00766,45,4412,0.00509,0.01023
1990,East,(2c_voc) Vocational Maturity Certificate,0.01393,84,4412,0.01048,0.01739
1990,East,(3a) Lower Tertiary Education,0.10637,653,4412,0.09727,0.11547
1990,East,(3b) Higher Tertiary Education,0.05468,339,4412,0.04797,0.06139
1991,West,(0) No qualification (yet),0.01161,153,9236,0.00943,0.01380
1991,West,(1a) Inadequately completed,0.02073,672,9236,0.01783,0.02364
1991,West,(1b) General Elementary School,0.16578,2061,9236,0.15819,0.17336
1991,West,(1c) Basic Vocational Qualification,0.30889,3198,9236,0.29946,0.31831
1991,West,(2) Intermediate General/Vocational Qualification,0.16621,1654,9236,0.15861,0.17380
1991,West,(2c_gen) General Maturity Certificate,0.02703,346,9236,0.02372,0.03033
1991,West,(2c_voc) Vocational Maturity Certificate,0.03898,428,9236,0.03503,0.04293
1991,West,(3a) Lower Tertiary Education,0.02701,252,9236,0.02371,0.03032
1991,West,(3b) Higher Tertiary Education,0.04947,472,9236,0.04505,0.05389
1991,East,(1a) Inadequately completed,0.00874,54,4116,0.00589,0.01158
1991,East,(1b) General Elementary School,0.07420,288,4116,0.06619,0.08221
1991,East,(1c) Basic Vocational Qualification,0.26314,1209,4116,0.24969,0.27660
1991,East,(2) Intermediate General/Vocational Qualification,0.26565,1495,4116,0.25215,0.27914
1991,East,(2c_gen) General Maturity Certificate,0.00644,40,4116,0.00400,0.00889
1991,East,(2c_voc) Vocational Maturity Certificate,0.01402,76,4116,0.01043,0.01761
1991,East,(3a) Lower Tertiary Education,0.11261,632,4116,0.10295,0.12227
1991,East,(3b) Higher Tertiary Education,0.05788,322,4116,0.05074,0.06501
1992,West,(0) No qualification (yet),0.01067,145,9115,0.00856,0.01277
1992,West,(1a) Inadequately completed,0.02180,657,9115,0.01881,0.02480
1992,West,(1b) General Elementary School,0.16161,1991,9115,0.15405,0.16916
1992,West,(1c) Basic Vocational Qualification,0.30482,3130,9115,0.29537,0.31427
1992,West,(2) Intermediate General/Vocational Qualification,0.16701,1673,9115,0.15935,0.17466
1992,West,(2c_gen) General Maturity Certificate,0.02784,336,9115,0.02446,0.03121
1992,West,(2c_voc) Vocational Maturity Certificate,0.04054,445,9115,0.03649,0.04459
1992,West,(3a) Lower Tertiary Education,0.02720,260,9115,0.02386,0.03054
1992,West,(3b) Higher Tertiary Education,0.05051,478,9115,0.04602,0.05501
1992,East,(1a) Inadequately completed,0.01129,68,3950,0.00800,0.01459
1992,East,(1b) General Elementary School,0.07203,278,3950,0.06397,0.08010
1992,East,(1c) Basic Vocational Qualification,0.26383,1141,3950,0.25008,0.27757
1992,East,(2) Intermediate General/Vocational Qualification,0.26731,1430,3950,0.25351,0.28112
1992,East,(2c_gen) General Maturity Certificate,0.00675,43,3950,0.00420,0.00931
1992,East,(2c_voc) Vocational Maturity Certificate,0.01391,73,3950,0.01026,0.01756
1992,East,(3a) Lower Tertiary Education,0.11349,606,3950,0.10359,0.12338
1992,East,(3b) Higher Tertiary Education,0.05984,311,3950,0.05244,0.06724
1993,West,(0) No qualification (yet),0.01002,126,9034,0.00797,0.01208
1993,West,(1a) Inadequately completed,0.02354,643,9034,0.02042,0.02667
1993,West,(1b) General Elementary School,0.15796,1927,9034,0.15044,0.16548
1993,West,(1c) Basic Vocational Qualification,0.30194,3089,9034,0.29248,0.31141
1993,West,(2) Intermediate General/Vocational Qualification,0.16827,1700,9034,0.16056,0.17599
1993,West,(2c_gen) General Maturity Certificate,0.02729,347,9034,0.02393,0.03065
1993,West,(2c_voc) Vocational Maturity Certificate,0.04069,439,9034,0.03661,0.04476
1993,West,(3a) Lower Tertiary Education,0.02879,273,9034,0.02534,0.03223
1993,West,(3b) Higher Tertiary Education,0.05242,490,9034,0.04782,0.05701
1993,East,(1a) Inadequately completed,0.01359,80,3804,0.00991,0.01727
1993,East,(1b) General Elementary School,0.06808,257,3804,0.06008,0.07609
1993,East,(1c) Basic Vocational Qualification,0.25761,1075,3804,0.24371,0.27151
1993,East,(2) Intermediate General/Vocational Qualification,0.27161,1395,3804,0.25748,0.28575
1993,East,(2c_gen) General Maturity Certificate,0.00765,50,3804,0.00488,0.01042
1993,East,(2c_voc) Vocational Maturity Certificate,0.01461,74,3804,0.01079,0.01842
1993,East,(3a) Lower Tertiary Education,0.11330,573,3804,0.10323,0.12338
1993,East,(3b) Higher Tertiary Education,0.06146,300,3804,0.05383,0.06910
1994,West,(0) No qualification (yet),0.01248,156,8824,0.01016,0.01479
1994,West,(1a) Inadequately completed,0.02313,592,8824,0.01999,0.02626
1994,West,(1b) General Elementary School,0.15142,1803,8824,0.14394,0.15890
1994,West,(1c) Basic Vocational Qualification,0.29986,3022,8824,0.29030,0.30942
1994,West,(2) Intermediate General/Vocational Qualification,0.16602,1673,8824,0.15826,0.17379
1994,West,(2c_gen) General Maturity Certificate,0.02771,342,8824,0.02428,0.03113
1994,West,(2c_voc) Vocational Maturity Certificate,0.04077,441,8824,0.03665,0.04490
1994,West,(3a) Lower Tertiary Education,0.03063,292,8824,0.02704,0.03423
1994,West,(3b) Higher Tertiary Education,0.05485,503,8824,0.05010,0.05960
1994,East,(0) No qualification (yet),0.00666,46,3749,0.00406,0.00927
1994,East,(1a) Inadequately completed,0.00952,54,3749,0.00641,0.01263
1994,East,(1b) General Elementary School,0.06636,244,3749,0.05839,0.07433
1994,East,(1c) Basic Vocational Qualification,0.25638,1035,3749,0.24240,0.27036
1994,East,(2) Intermediate General/Vocational Qualification,0.27166,1374,3749,0.25742,0.28590
1994,East,(2c_gen) General Maturity Certificate,0.00872,59,3749,0.00574,0.01170
1994,East,(2c_voc) Vocational Maturity Certificate,0.01624,79,3749,0.01220,0.02029
1994,East,(3a) Lower Tertiary Education,0.11344,557,3749,0.10328,0.12359
1994,East,(3b) Higher Tertiary Education,0.06355,301,3749,0.05574,0.07136
1995,West,(0) No qualification (yet),0.01425,190,9273,0.01183,0.01666
1995,West,(1a) Inadequately completed,0.01986,577,9273,0.01702,0.02270
1995,West,(1b) General Elementary School,0.14608,1810,9273,0.13889,0.15327
1995,West,(1c) Basic Vocational Qualification,0.29192,3094,9273,0.28266,0.30117
1995,West,(2) Intermediate General/Vocational Qualification,0.16283,1775,9273,0.15531,0.17034
1995,West,(2c_gen) General Maturity Certificate,0.02932,391,9273,0.02589,0.03276
1995,West,(2c_voc) Vocational Maturity Certificate,0.04541,517,9273,0.04118,0.04965
1995,West,(3a) Lower Tertiary Education,0.03235,325,9273,0.02875,0.03595
1995,West,(3b) Higher Tertiary Education,0.06096,594,9273,0.05609,0.06583
1995,East,(0) No qualification (yet),0.01036,75,3663,0.00708,0.01364
1995,East,(1a) Inadequately completed,0.00734,39,3663,0.00458,0.01011
1995,East,(1b) General Elementary School,0.06427,231,3663,0.05633,0.07222
1995,East,(1c) Basic Vocational Qualification,0.25938,991,3663,0.24519,0.27358
1995,East,(2) Intermediate General/Vocational Qualification,0.26757,1340,3663,0.25323,0.28191
1995,East,(2c_gen) General Maturity Certificate,0.01257,75,3663,0.00896,0.01617
1995,East,(2c_voc) Vocational Maturity Certificate,0.01714,78,3663,0.01293,0.02134
1995,East,(3a) Lower Tertiary Education,0.11381,539,3663,0.10353,0.12410
1995,East,(3b) Higher Tertiary Education,0.06548,295,3663,0.05746,0.07349
1996,West,(0) No qualification (yet),0.01557,197,9051,0.01302,0.01812
