year,quintil_oecd,sampreg,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,1st Quintile,West,(0) No qualification (yet),0.01138,37,2429,0.00716,0.01560
1984,1st Quintile,West,(1a) Inadequately completed,0.03615,378,2429,0.02873,0.04358
1984,1st Quintile,West,(1b) General Elementary School,0.28795,868,2429,0.26993,0.30596
1984,1st Quintile,West,(1c) Basic Vocational Qualification,0.26806,704,2429,0.25044,0.28568
1984,1st Quintile,West,(2) Intermediate General/Vocational Qualification,0.07312,177,2429,0.06276,0.08347
1984,1st Quintile,West,(2c_gen) General Maturity Certificate,0.03780,131,2429,0.03021,0.04538
1984,1st Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02145,81,2429,0.01569,0.02722
1984,1st Quintile,West,(3b) Higher Tertiary Education,0.01948,53,2429,0.01398,0.02498
1984,2nd Quintile,West,(0) No qualification (yet),0.01568,47,2334,0.01064,0.02073
1984,2nd Quintile,West,(1a) Inadequately completed,0.02414,268,2334,0.01791,0.03036
1984,2nd Quintile,West,(1b) General Elementary School,0.25362,737,2334,0.23597,0.27128
1984,2nd Quintile,West,(1c) Basic Vocational Qualification,0.33311,869,2334,0.31398,0.35223
1984,2nd Quintile,West,(2) Intermediate General/Vocational Qualification,0.10955,270,2334,0.09687,0.12222
1984,2nd Quintile,West,(2c_gen) General Maturity Certificate,0.02360,86,2334,0.01744,0.02976
1984,2nd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.01553,57,2334,0.01051,0.02055
1984,3rd Quintile,West,(0) No qualification (yet),0.01309,35,2343,0.00849,0.01770
1984,3rd Quintile,West,(1a) Inadequately completed,0.01549,174,2343,0.01049,0.02050
1984,3rd Quintile,West,(1b) General Elementary School,0.20219,600,2343,0.18593,0.21846
1984,3rd Quintile,West,(1c) Basic Vocational Qualification,0.34956,907,2343,0.33025,0.36888
1984,3rd Quintile,West,(2) Intermediate General/Vocational Qualification,0.15073,372,2343,0.13624,0.16522
1984,3rd Quintile,West,(2c_gen) General Maturity Certificate,0.01898,65,2343,0.01345,0.02451
1984,3rd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02521,77,2343,0.01886,0.03156
1984,3rd Quintile,West,(3a) Lower Tertiary Education,0.01642,42,2343,0.01127,0.02157
1984,3rd Quintile,West,(3b) Higher Tertiary Education,0.02389,71,2343,0.01770,0.03007
1984,4th Quintile,West,(0) No qualification (yet),0.01581,43,2468,0.01088,0.02073
1984,4th Quintile,West,(1a) Inadequately completed,0.01593,181,2468,0.01099,0.02087
1984,4th Quintile,West,(1b) General Elementary School,0.15766,490,2468,0.14328,0.17204
1984,4th Quintile,West,(1c) Basic Vocational Qualification,0.35201,946,2468,0.33316,0.37085
1984,4th Quintile,West,(2) Intermediate General/Vocational Qualification,0.18852,471,2468,0.17309,0.20396
1984,4th Quintile,West,(2c_gen) General Maturity Certificate,0.02474,69,2468,0.01861,0.03086
1984,4th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.03263,92,2468,0.02562,0.03965
1984,4th Quintile,West,(3a) Lower Tertiary Education,0.02342,57,2468,0.01745,0.02939
1984,4th Quintile,West,(3b) Higher Tertiary Education,0.04210,119,2468,0.03417,0.05002
1984,5th Quintile,West,(1a) Inadequately completed,0.00749,90,2384,0.00403,0.01095
1984,5th Quintile,West,(1b) General Elementary School,0.09870,294,2384,0.08673,0.11068
1984,5th Quintile,West,(1c) Basic Vocational Qualification,0.31532,821,2384,0.29667,0.33398
1984,5th Quintile,West,(2) Intermediate General/Vocational Qualification,0.23890,594,2384,0.22178,0.25602
1984,5th Quintile,West,(2c_gen) General Maturity Certificate,0.01877,58,2384,0.01332,0.02422
1984,5th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.05520,146,2384,0.04603,0.06437
1984,5th Quintile,West,(3a) Lower Tertiary Education,0.05369,129,2384,0.04464,0.06274
1984,5th Quintile,West,(3b) Higher Tertiary Education,0.09654,252,2384,0.08468,0.10840
1985,1st Quintile,West,(0) No qualification (yet),0.01272,40,2198,0.00803,0.01741
1985,1st Quintile,West,(1a) Inadequately completed,0.03798,328,2198,0.02999,0.04598
1985,1st Quintile,West,(1b) General Elementary School,0.27731,759,2198,0.25859,0.29603
1985,1st Quintile,West,(1c) Basic Vocational Qualification,0.26150,636,2198,0.24313,0.27988
1985,1st Quintile,West,(2) Intermediate General/Vocational Qualification,0.09869,221,2198,0.08622,0.11116
1985,1st Quintile,West,(2c_gen) General Maturity Certificate,0.03744,113,2198,0.02950,0.04537
1985,1st Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02086,65,2198,0.01489,0.02684
1985,1st Quintile,West,(3b) Higher Tertiary Education,0.01408,36,2198,0.00915,0.01900
1985,2nd Quintile,West,(0) No qualification (yet),0.01266,31,2107,0.00789,0.01744
1985,2nd Quintile,West,(1a) Inadequately completed,0.02033,200,2107,0.01430,0.02636
1985,2nd Quintile,West,(1b) General Elementary School,0.24642,645,2107,0.22801,0.26482
1985,2nd Quintile,West,(1c) Basic Vocational Qualification,0.33262,800,2107,0.31250,0.35274
1985,2nd Quintile,West,(2) Intermediate General/Vocational Qualification,0.11049,244,2107,0.09710,0.12388
1985,2nd Quintile,West,(2c_gen) General Maturity Certificate,0.02369,84,2107,0.01719,0.03018
1985,2nd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02054,64,2107,0.01448,0.02659
1985,2nd Quintile,West,(3b) Higher Tertiary Education,0.01493,39,2107,0.00975,0.02011
1985,3rd Quintile,West,(0) No qualification (yet),0.01917,46,2183,0.01341,0.02492
1985,3rd Quintile,West,(1a) Inadequately completed,0.01731,168,2183,0.01184,0.02279
1985,3rd Quintile,West,(1b) General Elementary School,0.21280,560,2183,0.19563,0.22998
1985,3rd Quintile,West,(1c) Basic Vocational Qualification,0.35036,819,2183,0.33034,0.37038
1985,3rd Quintile,West,(2) Intermediate General/Vocational Qualification,0.15605,353,2183,0.14082,0.17127
1985,3rd Quintile,West,(2c_gen) General Maturity Certificate,0.01861,65,2183,0.01294,0.02428
1985,3rd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02576,73,2183,0.01911,0.03241
1985,3rd Quintile,West,(3a) Lower Tertiary Education,0.01516,37,2183,0.01003,0.02028
1985,3rd Quintile,West,(3b) Higher Tertiary Education,0.02311,62,2183,0.01681,0.02942
1985,4th Quintile,West,(0) No qualification (yet),0.01493,37,2191,0.00985,0.02001
1985,4th Quintile,West,(1a) Inadequately completed,0.01589,136,2191,0.01065,0.02113
1985,4th Quintile,West,(1b) General Elementary School,0.14484,407,2191,0.13010,0.15958
1985,4th Quintile,West,(1c) Basic Vocational Qualification,0.36463,851,2191,0.34448,0.38479
1985,4th Quintile,West,(2) Intermediate General/Vocational Qualification,0.19647,433,2191,0.17983,0.21311
1985,4th Quintile,West,(2c_gen) General Maturity Certificate,0.02337,64,2191,0.01704,0.02970
1985,4th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.03728,86,2191,0.02934,0.04521
1985,4th Quintile,West,(3a) Lower Tertiary Education,0.02475,57,2191,0.01824,0.03125
1985,4th Quintile,West,(3b) Higher Tertiary Education,0.04517,120,2191,0.03647,0.05387
1985,5th Quintile,West,(0) No qualification (yet),0.01445,33,2162,0.00942,0.01948
1985,5th Quintile,West,(1a) Inadequately completed,0.00664,66,2162,0.00322,0.01007
1985,5th Quintile,West,(1b) General Elementary School,0.09512,245,2162,0.08275,0.10749
1985,5th Quintile,West,(1c) Basic Vocational Qualification,0.30289,718,2162,0.28351,0.32226
1985,5th Quintile,West,(2) Intermediate General/Vocational Qualification,0.24942,562,2162,0.23118,0.26767
1985,5th Quintile,West,(2c_gen) General Maturity Certificate,0.01739,48,2162,0.01188,0.02290
1985,5th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.05185,122,2162,0.04250,0.06120
1985,5th Quintile,West,(3a) Lower Tertiary Education,0.05480,118,2162,0.04521,0.06440
1985,5th Quintile,West,(3b) Higher Tertiary Education,0.10629,250,2162,0.09330,0.11929
1986,1st Quintile,West,(0) No qualification (yet),0.01188,43,2014,0.00714,0.01661
1986,1st Quintile,West,(1a) Inadequately completed,0.03633,278,2014,0.02815,0.04450
1986,1st Quintile,West,(1b) General Elementary School,0.27620,694,2014,0.25667,0.29573
1986,1st Quintile,West,(1c) Basic Vocational Qualification,0.27001,594,2014,0.25061,0.28940
1986,1st Quintile,West,(2) Intermediate General/Vocational Qualification,0.08836,185,2014,0.07596,0.10076
1986,1st Quintile,West,(2c_gen) General Maturity Certificate,0.04178,114,2014,0.03304,0.05052
1986,1st Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02513,75,2014,0.01829,0.03196
1986,1st Quintile,West,(3b) Higher Tertiary Education,0.01153,31,2014,0.00687,0.01619
1986,2nd Quintile,West,(0) No qualification (yet),0.01072,38,2037,0.00625,0.01519
1986,2nd Quintile,West,(1a) Inadequately completed,0.02236,205,2037,0.01593,0.02878
1986,2nd Quintile,West,(1b) General Elementary School,0.24586,629,2037,0.22715,0.26456
1986,2nd Quintile,West,(1c) Basic Vocational Qualification,0.32501,750,2037,0.30467,0.34536
1986,2nd Quintile,West,(2) Intermediate General/Vocational Qualification,0.12264,260,2037,0.10839,0.13689
1986,2nd Quintile,West,(2c_gen) General Maturity Certificate,0.02000,73,2037,0.01392,0.02608
1986,2nd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.01473,47,2037,0.00950,0.01997
1986,2nd Quintile,West,(3b) Higher Tertiary Education,0.01329,35,2037,0.00832,0.01827
1986,3rd Quintile,West,(0) No qualification (yet),0.01728,48,2074,0.01167,0.02289
1986,3rd Quintile,West,(1a) Inadequately completed,0.01713,157,2074,0.01154,0.02271
1986,3rd Quintile,West,(1b) General Elementary School,0.18798,502,2074,0.17116,0.20480
1986,3rd Quintile,West,(1c) Basic Vocational Qualification,0.35540,784,2074,0.33480,0.37601
1986,3rd Quintile,West,(2) Intermediate General/Vocational Qualification,0.15190,327,2074,0.13645,0.16735
1986,3rd Quintile,West,(2c_gen) General Maturity Certificate,0.02802,72,2074,0.02092,0.03512
1986,3rd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.03303,89,2074,0.02533,0.04072
1986,3rd Quintile,West,(3a) Lower Tertiary Education,0.01642,40,2074,0.01095,0.02189
1986,3rd Quintile,West,(3b) Higher Tertiary Education,0.01864,55,2074,0.01282,0.02446
1986,4th Quintile,West,(0) No qualification (yet),0.01243,33,2197,0.00779,0.01706
1986,4th Quintile,West,(1a) Inadequately completed,0.01648,141,2197,0.01116,0.02181
1986,4th Quintile,West,(1b) General Elementary School,0.13756,412,2197,0.12315,0.15196
1986,4th Quintile,West,(1c) Basic Vocational Qualification,0.36155,834,2197,0.34145,0.38164
1986,4th Quintile,West,(2) Intermediate General/Vocational Qualification,0.21442,461,2197,0.19725,0.23159
1986,4th Quintile,West,(2c_gen) General Maturity Certificate,0.02442,69,2197,0.01797,0.03088
1986,4th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.03559,79,2197,0.02784,0.04334
1986,4th Quintile,West,(3a) Lower Tertiary Education,0.02441,53,2197,0.01795,0.03086
1986,4th Quintile,West,(3b) Higher Tertiary Education,0.04578,115,2197,0.03704,0.05452
1986,5th Quintile,West,(1a) Inadequately completed,0.00774,58,2052,0.00395,0.01153
1986,5th Quintile,West,(1b) General Elementary School,0.09299,232,2052,0.08042,0.10555
1986,5th Quintile,West,(1c) Basic Vocational Qualification,0.28658,658,2052,0.26701,0.30615
1986,5th Quintile,West,(2) Intermediate General/Vocational Qualification,0.25061,538,2052,0.23186,0.26937
1986,5th Quintile,West,(2c_gen) General Maturity Certificate,0.02787,70,2052,0.02074,0.03499
1986,5th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.05326,119,2052,0.04354,0.06298
1986,5th Quintile,West,(3a) Lower Tertiary Education,0.05437,113,2052,0.04456,0.06418
1986,5th Quintile,West,(3b) Higher Tertiary Education,0.11563,264,2052,0.10179,0.12947
1987,1st Quintile,West,(0) No qualification (yet),0.01129,40,1937,0.00659,0.01600
1987,1st Quintile,West,(1a) Inadequately completed,0.03376,255,1937,0.02572,0.04181
1987,1st Quintile,West,(1b) General Elementary School,0.28110,701,1937,0.26108,0.30113
1987,1st Quintile,West,(1c) Basic Vocational Qualification,0.28553,605,1937,0.26541,0.30565
1987,1st Quintile,West,(2) Intermediate General/Vocational Qualification,0.08525,180,1937,0.07281,0.09769
1987,1st Quintile,West,(2c_gen) General Maturity Certificate,0.03443,98,1937,0.02631,0.04255
1987,1st Quintile,West,(2c_voc) Vocational Maturity Certificate,0.01755,58,1937,0.01170,0.02340
1987,2nd Quintile,West,(0) No qualification (yet),0.01012,40,2020,0.00576,0.01449
1987,2nd Quintile,West,(1a) Inadequately completed,0.02137,193,2020,0.01506,0.02767
1987,2nd Quintile,West,(1b) General Elementary School,0.22578,606,2020,0.20754,0.24402
1987,2nd Quintile,West,(1c) Basic Vocational Qualification,0.34031,756,2020,0.31964,0.36098
1987,2nd Quintile,West,(2) Intermediate General/Vocational Qualification,0.12198,257,2020,0.10770,0.13626
1987,2nd Quintile,West,(2c_gen) General Maturity Certificate,0.02180,72,2020,0.01543,0.02817
1987,2nd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02235,61,2020,0.01591,0.02880
1987,2nd Quintile,West,(3b) Higher Tertiary Education,0.01031,35,2020,0.00591,0.01472
1987,3rd Quintile,West,(0) No qualification (yet),0.01229,44,2081,0.00755,0.01702
1987,3rd Quintile,West,(1a) Inadequately completed,0.01581,171,2081,0.01045,0.02117
1987,3rd Quintile,West,(1b) General Elementary School,0.17722,477,2081,0.16081,0.19363
1987,3rd Quintile,West,(1c) Basic Vocational Qualification,0.35898,806,2081,0.33837,0.37960
1987,3rd Quintile,West,(2) Intermediate General/Vocational Qualification,0.16342,352,2081,0.14753,0.17931
1987,3rd Quintile,West,(2c_gen) General Maturity Certificate,0.02514,69,2081,0.01841,0.03187
1987,3rd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.03419,82,2081,0.02638,0.04200
1987,3rd Quintile,West,(3a) Lower Tertiary Education,0.01845,39,2081,0.01267,0.02423
1987,3rd Quintile,West,(3b) Higher Tertiary Education,0.01477,41,2081,0.00958,0.01995
1987,4th Quintile,West,(0) No qualification (yet),0.01285,37,2125,0.00806,0.01764
1987,4th Quintile,West,(1a) Inadequately completed,0.01821,134,2125,0.01253,0.02390
1987,4th Quintile,West,(1b) General Elementary School,0.14249,395,2125,0.12762,0.15735
1987,4th Quintile,West,(1c) Basic Vocational Qualification,0.33705,771,2125,0.31695,0.35715
1987,4th Quintile,West,(2) Intermediate General/Vocational Qualification,0.20477,446,2125,0.18761,0.22193
1987,4th Quintile,West,(2c_gen) General Maturity Certificate,0.02934,75,2125,0.02216,0.03651
1987,4th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.03992,84,2125,0.03159,0.04824
1987,4th Quintile,West,(3a) Lower Tertiary Education,0.02800,59,2125,0.02099,0.03502
1987,4th Quintile,West,(3b) Higher Tertiary Education,0.05542,124,2125,0.04569,0.06515
1987,5th Quintile,West,(0) No qualification (yet),0.01050,31,2070,0.00611,0.01490
1987,5th Quintile,West,(1a) Inadequately completed,0.00810,58,2070,0.00424,0.01196
1987,5th Quintile,West,(1b) General Elementary School,0.09626,255,2070,0.08355,0.10897
1987,5th Quintile,West,(1c) Basic Vocational Qualification,0.28527,642,2070,0.26581,0.30473
1987,5th Quintile,West,(2) Intermediate General/Vocational Qualification,0.24527,524,2070,0.22673,0.26381
1987,5th Quintile,West,(2c_gen) General Maturity Certificate,0.02587,64,2070,0.01903,0.03271
1987,5th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.05070,116,2070,0.04124,0.06015
1987,5th Quintile,West,(3a) Lower Tertiary Education,0.05661,116,2070,0.04665,0.06657
1987,5th Quintile,West,(3b) Higher Tertiary Education,0.11641,264,2070,0.10259,0.13023
1988,1st Quintile,West,(0) No qualification (yet),0.01237,40,1901,0.00740,0.01734
1988,1st Quintile,West,(1a) Inadequately completed,0.03659,253,1901,0.02815,0.04503
1988,1st Quintile,West,(1b) General Elementary School,0.27987,693,1901,0.25969,0.30006
1988,1st Quintile,West,(1c) Basic Vocational Qualification,0.27319,562,1901,0.25315,0.29322
1988,1st Quintile,West,(2) Intermediate General/Vocational Qualification,0.08414,175,1901,0.07165,0.09662
1988,1st Quintile,West,(2c_gen) General Maturity Certificate,0.03659,90,1901,0.02815,0.04504
1988,1st Quintile,West,(2c_voc) Vocational Maturity Certificate,0.01639,52,1901,0.01068,0.02210
1988,1st Quintile,West,(3b) Higher Tertiary Education,0.01453,36,1901,0.00915,0.01991
1988,2nd Quintile,West,(0) No qualification (yet),0.01366,37,1909,0.00845,0.01887
1988,2nd Quintile,West,(1a) Inadequately completed,0.01688,169,1909,0.01110,0.02266
1988,2nd Quintile,West,(1b) General Elementary School,0.21831,570,1909,0.19977,0.23685
1988,2nd Quintile,West,(1c) Basic Vocational Qualification,0.33768,723,1909,0.31646,0.35890
1988,2nd Quintile,West,(2) Intermediate General/Vocational Qualification,0.12851,277,1909,0.11350,0.14353
1988,2nd Quintile,West,(2c_gen) General Maturity Certificate,0.02173,67,1909,0.01518,0.02827
1988,2nd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02551,66,1909,0.01844,0.03259
1988,3rd Quintile,West,(0) No qualification (yet),0.01503,39,1972,0.00966,0.02040
1988,3rd Quintile,West,(1a) Inadequately completed,0.01286,138,1972,0.00789,0.01784
1988,3rd Quintile,West,(1b) General Elementary School,0.18798,489,1972,0.17073,0.20523
1988,3rd Quintile,West,(1c) Basic Vocational Qualification,0.34877,754,1972,0.32773,0.36981
1988,3rd Quintile,West,(2) Intermediate General/Vocational Qualification,0.16129,325,1972,0.14505,0.17753
1988,3rd Quintile,West,(2c_gen) General Maturity Certificate,0.02819,71,1972,0.02088,0.03549
1988,3rd Quintile,West,(2c_voc) Vocational Maturity Certificate,0.02856,64,1972,0.02120,0.03591
1988,3rd Quintile,West,(3a) Lower Tertiary Education,0.01612,35,1972,0.01056,0.02168
1988,3rd Quintile,West,(3b) Higher Tertiary Education,0.02375,57,1972,0.01703,0.03047
1988,4th Quintile,West,(1a) Inadequately completed,0.01667,137,2005,0.01107,0.02228
1988,4th Quintile,West,(1b) General Elementary School,0.13826,376,2005,0.12315,0.15337
1988,4th Quintile,West,(1c) Basic Vocational Qualification,0.35655,770,2005,0.33558,0.37752
1988,4th Quintile,West,(2) Intermediate General/Vocational Qualification,0.20031,422,2005,0.18279,0.21783
1988,4th Quintile,West,(2c_gen) General Maturity Certificate,0.02766,65,2005,0.02048,0.03484
1988,4th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.04014,84,2005,0.03155,0.04873
1988,4th Quintile,West,(3a) Lower Tertiary Education,0.02554,50,2005,0.01864,0.03245
1988,4th Quintile,West,(3b) Higher Tertiary Education,0.04709,101,2005,0.03782,0.05637
1988,5th Quintile,West,(1a) Inadequately completed,0.00748,48,1896,0.00360,0.01137
1988,5th Quintile,West,(1b) General Elementary School,0.07728,195,1896,0.06525,0.08930
1988,5th Quintile,West,(1c) Basic Vocational Qualification,0.30000,611,1896,0.27936,0.32063
1988,5th Quintile,West,(2) Intermediate General/Vocational Qualification,0.24919,502,1896,0.22972,0.26867
1988,5th Quintile,West,(2c_gen) General Maturity Certificate,0.02173,56,1896,0.01516,0.02829
1988,5th Quintile,West,(2c_voc) Vocational Maturity Certificate,0.05983,122,1896,0.04915,0.07051
1988,5th Quintile,West,(3a) Lower Tertiary Education,0.05731,112,1896,0.04685,0.06778
1988,5th Quintile,West,(3b) Higher Tertiary Education,0.12180,250,1896,0.10708,0.13653
1989,1st Quintile,West,(0) No qualification (yet),0.01660,47,1859,0.01079,0.02240
1989,1st Quintile,West,(1a) Inadequately completed,0.03432,240,1859,0.02605,0.04260
1989,1st Quintile,West,(1b) General Elementary School,0.27530,669,1859,0.25499,0.29561
