year,age_gr,regtyp,plb0050,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,17-29 y.,Urban regions,Yes,0.27508,702,1538,0.25276,0.29741
2001,17-29 y.,Urban regions,No,0.33266,836,1538,0.30911,0.35622
2001,17-29 y.,Rural regions,Yes,0.24736,341,879,0.21882,0.27591
2001,17-29 y.,Rural regions,No,0.37204,538,879,0.34007,0.40402
2001,30-45 y.,Urban regions,Yes,0.44574,2097,3914,0.43017,0.46132
2001,30-45 y.,Urban regions,No,0.37633,1817,3914,0.36115,0.39150
2001,30-45 y.,Rural regions,Yes,0.37091,936,1959,0.34951,0.39230
2001,30-45 y.,Rural regions,No,0.42280,1023,1959,0.40092,0.44468
2001,46-65 y.,Urban regions,Yes,0.33701,1562,2704,0.31919,0.35483
2001,46-65 y.,Urban regions,No,0.25100,1142,2704,0.23466,0.26735
2001,46-65 y.,Rural regions,Yes,0.29868,727,1362,0.27436,0.32299
2001,46-65 y.,Rural regions,No,0.25483,635,1362,0.23168,0.27798
2001,66 and older,Urban regions,No,0.02206,47,47,-0.02039,0.06450
2001,66 and older,Rural regions,No,0.02545,32,32,-0.02999,0.08090
2006,17-29 y.,Urban regions,Yes,0.23478,601,1323,0.21193,0.25763
2006,17-29 y.,Urban regions,No,0.30056,722,1323,0.27584,0.32528
2006,17-29 y.,Rural regions,Yes,0.24094,282,727,0.20983,0.27204
2006,17-29 y.,Rural regions,No,0.32074,445,727,0.28678,0.35469
2006,30-45 y.,Urban regions,Yes,0.42935,1814,3399,0.41271,0.44600
2006,30-45 y.,Urban regions,No,0.37111,1585,3399,0.35487,0.38736
2006,30-45 y.,Rural regions,Yes,0.36262,765,1620,0.33920,0.38604
2006,30-45 y.,Rural regions,No,0.41555,855,1620,0.39154,0.43955
2006,46-65 y.,Urban regions,Yes,0.35457,1839,3193,0.33797,0.37116
2006,46-65 y.,Urban regions,No,0.27003,1354,3193,0.25463,0.28543
2006,46-65 y.,Rural regions,Yes,0.29547,851,1659,0.27351,0.31743
2006,46-65 y.,Rural regions,No,0.30271,808,1659,0.28060,0.32483
2006,66 and older,Urban regions,No,0.02873,101,101,-0.00401,0.06148
2006,66 and older,Rural regions,No,0.04042,58,58,-0.01071,0.09155
2011,17-29 y.,Urban regions,Yes,0.25218,547,1101,0.22652,0.27784
2011,17-29 y.,Urban regions,No,0.25681,554,1101,0.23099,0.28263
2011,17-29 y.,Rural regions,Yes,0.28655,313,623,0.25101,0.32208
2011,17-29 y.,Rural regions,No,0.27601,310,623,0.24088,0.31114
2011,30-45 y.,Urban regions,Yes,0.37870,1415,2540,0.35983,0.39756
2011,30-45 y.,Urban regions,No,0.28655,1125,2540,0.26896,0.30414
2011,30-45 y.,Rural regions,Yes,0.30897,643,1356,0.28437,0.33358
2011,30-45 y.,Rural regions,No,0.33947,713,1356,0.31426,0.36468
2011,46-65 y.,Urban regions,Yes,0.37508,1938,3364,0.35871,0.39144
2011,46-65 y.,Urban regions,No,0.27850,1426,3364,0.26335,0.29365
2011,46-65 y.,Rural regions,Yes,0.34454,1040,1928,0.32332,0.36576
2011,46-65 y.,Rural regions,No,0.30145,888,1928,0.28097,0.32194
2011,66 and older,Urban regions,No,0.02700,105,105,-0.00415,0.05815
2011,66 and older,Rural regions,No,0.03249,49,49,-0.01767,0.08265
2016,17-29 y.,Urban regions,Yes,0.27181,690,1450,0.24890,0.29472
2016,17-29 y.,Urban regions,No,0.28110,760,1450,0.25795,0.30424
2016,17-29 y.,Rural regions,Yes,0.28966,356,732,0.25677,0.32254
2016,17-29 y.,Rural regions,No,0.27682,376,732,0.24438,0.30925
2016,30-45 y.,Urban regions,Yes,0.42786,1837,3518,0.41151,0.44422
2016,30-45 y.,Urban regions,No,0.34561,1681,3518,0.32989,0.36132
2016,30-45 y.,Rural regions,Yes,0.40764,884,1818,0.38505,0.43024
2016,30-45 y.,Rural regions,No,0.36701,934,1818,0.34485,0.38918
2016,46-65 y.,Urban regions,Yes,0.40417,2244,3896,0.38876,0.41958
2016,46-65 y.,Urban regions,No,0.30394,1652,3896,0.28949,0.31838
2016,46-65 y.,Rural regions,Yes,0.38477,1219,2240,0.36462,0.40492
2016,46-65 y.,Rural regions,No,0.32088,1021,2240,0.30154,0.34022
2016,66 and older,Urban regions,Yes,0.00967,36,155,-0.00579,0.02512
2016,66 and older,Urban regions,No,0.03763,119,155,0.00757,0.06769
2016,66 and older,Rural regions,No,0.03801,58,58,-0.01163,0.08765
2019,17-29 y.,Urban regions,Yes,0.30711,786,1506,0.28381,0.33042
2019,17-29 y.,Urban regions,No,0.27555,720,1506,0.25297,0.29812
2019,17-29 y.,Rural regions,Yes,0.30279,355,724,0.26930,0.33628
2019,17-29 y.,Rural regions,No,0.28644,369,724,0.25349,0.31940
2019,30-45 y.,Urban regions,Yes,0.44839,1613,3165,0.43106,0.46572
2019,30-45 y.,Urban regions,No,0.34753,1552,3165,0.33093,0.36412
2019,30-45 y.,Rural regions,Yes,0.40748,760,1653,0.38379,0.43118
2019,30-45 y.,Rural regions,No,0.39416,893,1653,0.37059,0.41772
2019,46-65 y.,Urban regions,Yes,0.41551,2519,4989,0.40184,0.42919
2019,46-65 y.,Urban regions,No,0.31528,2470,4989,0.30239,0.32818
2019,46-65 y.,Rural regions,Yes,0.38250,1319,2773,0.36441,0.40059
2019,46-65 y.,Rural regions,No,0.34143,1454,2773,0.32378,0.35909
2019,66 and older,Urban regions,Yes,0.01679,67,342,0.00315,0.03043
2019,66 and older,Urban regions,No,0.04527,275,342,0.02320,0.06734
2019,66 and older,Rural regions,No,0.04442,143,143,0.01053,0.07830
