year,age_gr,pgisced97,plb0050,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,17-29 y.,Pre-primary Level,No,0.11803,57,57,0.03353,0.20254
2001,17-29 y.,Lower Secondary Level,Yes,0.23891,221,579,0.20415,0.27367
2001,17-29 y.,Lower Secondary Level,No,0.37660,358,579,0.33710,0.41611
2001,17-29 y.,Upper Secondary Level,Yes,0.29409,520,1204,0.26834,0.31983
2001,17-29 y.,Upper Secondary Level,No,0.38386,684,1204,0.35638,0.41134
2001,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.43290,117,195,0.36318,0.50262
2001,17-29 y.,Post-secondary Non-tertiary Level,No,0.30129,78,195,0.23672,0.36585
2001,17-29 y.,First Stage of Tertiary Education,Yes,0.40413,51,113,0.31325,0.49502
2001,17-29 y.,First Stage of Tertiary Education,No,0.43010,62,113,0.33841,0.52179
2001,17-29 y.,Second Stage of Tertiary Education,Yes,0.39075,95,181,0.31947,0.46203
2001,17-29 y.,Second Stage of Tertiary Education,No,0.39039,86,181,0.31912,0.46166
2001,30-45 y.,Lower Secondary Level,Yes,0.36132,171,324,0.30893,0.41371
2001,30-45 y.,Lower Secondary Level,No,0.28750,153,324,0.23814,0.33686
2001,30-45 y.,Upper Secondary Level,Yes,0.40132,1570,3200,0.38433,0.41830
2001,30-45 y.,Upper Secondary Level,No,0.40982,1630,3200,0.39278,0.42686
2001,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.38433,189,373,0.33490,0.43376
2001,30-45 y.,Post-secondary Non-tertiary Level,No,0.36885,184,373,0.31982,0.41788
2001,30-45 y.,First Stage of Tertiary Education,Yes,0.42980,310,612,0.39054,0.46905
2001,30-45 y.,First Stage of Tertiary Education,No,0.43727,302,612,0.39794,0.47660
2001,30-45 y.,Second Stage of Tertiary Education,Yes,0.52021,774,1318,0.49322,0.54719
2001,30-45 y.,Second Stage of Tertiary Education,No,0.36679,544,1318,0.34076,0.39281
2001,46-65 y.,Lower Secondary Level,Yes,0.21291,179,334,0.16894,0.25688
2001,46-65 y.,Lower Secondary Level,No,0.21651,155,334,0.17227,0.26075
2001,46-65 y.,Upper Secondary Level,Yes,0.29952,1141,2146,0.28014,0.31891
2001,46-65 y.,Upper Secondary Level,No,0.25517,1005,2146,0.23672,0.27362
2001,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.35254,70,124,0.26811,0.43697
2001,46-65 y.,Post-secondary Non-tertiary Level,No,0.25659,54,124,0.17940,0.33377
2001,46-65 y.,First Stage of Tertiary Education,Yes,0.37589,215,388,0.32763,0.42414
2001,46-65 y.,First Stage of Tertiary Education,No,0.26735,173,388,0.22325,0.31144
2001,46-65 y.,Second Stage of Tertiary Education,Yes,0.45277,656,1032,0.42239,0.48316
2001,46-65 y.,Second Stage of Tertiary Education,No,0.26923,376,1032,0.24215,0.29630
2001,66 and older,Upper Secondary Level,No,0.02285,41,41,-0.02346,0.06915
2006,17-29 y.,Pre-primary Level,No,0.06035,31,31,-0.02486,0.14557
2006,17-29 y.,Lower Secondary Level,Yes,0.21696,158,392,0.17610,0.25781
2006,17-29 y.,Lower Secondary Level,No,0.32585,234,392,0.27939,0.37231
2006,17-29 y.,Upper Secondary Level,Yes,0.28414,436,1015,0.25638,0.31190
2006,17-29 y.,Upper Secondary Level,No,0.35003,579,1015,0.32067,0.37939
2006,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.32920,94,202,0.26423,0.39417
2006,17-29 y.,Post-secondary Non-tertiary Level,No,0.37234,108,202,0.30551,0.43917
2006,17-29 y.,First Stage of Tertiary Education,No,0.48204,31,31,0.30323,0.66085
2006,17-29 y.,Second Stage of Tertiary Education,Yes,0.46434,112,192,0.39361,0.53507
2006,17-29 y.,Second Stage of Tertiary Education,No,0.31515,80,192,0.24926,0.38103
2006,30-45 y.,Lower Secondary Level,Yes,0.28297,105,236,0.22538,0.34056
2006,30-45 y.,Lower Secondary Level,No,0.34118,131,236,0.28056,0.40180
2006,30-45 y.,Upper Secondary Level,Yes,0.39024,1205,2494,0.37109,0.40939
2006,30-45 y.,Upper Secondary Level,No,0.39195,1289,2494,0.37278,0.41111
2006,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.40530,227,443,0.35953,0.45107
