"year","bildungsniveau","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","(Fach-)Abitur","direkter Migrationshintergrund","7.2","7.5","269","6.93","7.47"
"1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1984","(Fach-)Abitur","kein Migrationshintergrund ","7.6","7.5","576","7.44","7.76"
"1984","(noch) kein Abschluss","direkter Migrationshintergrund","7.17","7.5","1026","7.03","7.31"
"1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1984","(noch) kein Abschluss","kein Migrationshintergrund ","7.4","7.5","223","7.11","7.69"
"1984","AkademikerIn","direkter Migrationshintergrund","7.64","7.5","120","7.27","8.01"
"1984","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1984","AkademikerIn","kein Migrationshintergrund ","7.99","7.5","650","7.86","8.12"
"1984","Hauptschule","direkter Migrationshintergrund","7.43","7.5","1694","7.33","7.53"
"1984","Hauptschule","indirekter Migrationshintergrund","7.91","7.5","73","7.54","8.28"
"1984","Hauptschule","kein Migrationshintergrund ","7.27","7.5","5380","7.21","7.33"
"1984","Realschule","direkter Migrationshintergrund","7.67","7.5","138","7.34","8"
"1984","Realschule","indirekter Migrationshintergrund","","","","",""
"1984","Realschule","kein Migrationshintergrund ","7.83","7.5","1687","7.74","7.92"
"1985","(Fach-)Abitur","direkter Migrationshintergrund","7.18","7.5","229","6.92","7.44"
"1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1985","(Fach-)Abitur","kein Migrationshintergrund ","7.61","7.5","544","7.47","7.75"
"1985","(noch) kein Abschluss","direkter Migrationshintergrund","7.23","7.5","822","7.09","7.37"
"1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1985","(noch) kein Abschluss","kein Migrationshintergrund ","7.4","7.5","222","7.12","7.68"
"1985","AkademikerIn","direkter Migrationshintergrund","7.73","7.5","109","7.42","8.04"
"1985","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1985","AkademikerIn","kein Migrationshintergrund ","7.75","7.5","634","7.62","7.88"
"1985","Hauptschule","direkter Migrationshintergrund","7.28","7.5","1488","7.17","7.39"
"1985","Hauptschule","indirekter Migrationshintergrund","7.45","7.5","80","7.06","7.84"
"1985","Hauptschule","kein Migrationshintergrund ","7.19","7.5","4804","7.13","7.25"
"1985","Realschule","direkter Migrationshintergrund","7.75","7.5","138","7.42","8.08"
"1985","Realschule","indirekter Migrationshintergrund","8.22","7","30","7.63","8.81"
"1985","Realschule","kein Migrationshintergrund ","7.62","7.5","1627","7.54","7.7"
"1986","(Fach-)Abitur","direkter Migrationshintergrund","7.32","7.5","222","7.03","7.61"
"1986","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1986","(Fach-)Abitur","kein Migrationshintergrund ","7.64","7.5","562","7.5","7.78"
"1986","(noch) kein Abschluss","direkter Migrationshintergrund","7.27","7.5","779","7.13","7.41"
"1986","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1986","(noch) kein Abschluss","kein Migrationshintergrund ","7.42","7.5","218","7.16","7.68"
"1986","AkademikerIn","direkter Migrationshintergrund","7.64","7.5","110","7.3","7.98"
"1986","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1986","AkademikerIn","kein Migrationshintergrund ","7.94","7.5","629","7.83","8.05"
"1986","Hauptschule","direkter Migrationshintergrund","7.55","7.5","1458","7.45","7.65"
"1986","Hauptschule","indirekter Migrationshintergrund","7.71","7.5","85","7.31","8.11"
"1986","Hauptschule","kein Migrationshintergrund ","7.4","7.5","4474","7.34","7.46"
"1986","Realschule","direkter Migrationshintergrund","7.81","7.5","144","7.52","8.1"
"1986","Realschule","indirekter Migrationshintergrund","9.22","9.5","31","8.66","9.78"
"1986","Realschule","kein Migrationshintergrund ","7.64","7.5","1580","7.56","7.72"
"1987","(Fach-)Abitur","direkter Migrationshintergrund","7.58","7.5","223","7.34","7.82"
