"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","maennlich","7.55","7.5","2225","7.47","7.63"
"1984","16-34 Jahre alt","weiblich","7.72","7.5","2295","7.64","7.8"
"1984","35-65 Jahre alt","maennlich","7.37","7.5","3129","7.29","7.45"
"1984","35-65 Jahre alt","weiblich","7.43","7.5","3081","7.35","7.51"
"1984","66 und älter","maennlich","7.32","7.5","497","7.11","7.53"
"1984","66 und älter","weiblich","7.18","7.5","749","7.01","7.35"
"1985","16-34 Jahre alt","maennlich","7.54","7.5","2078","7.46","7.62"
"1985","16-34 Jahre alt","weiblich","7.59","7.5","2038","7.51","7.67"
"1985","35-65 Jahre alt","maennlich","7.2","7.5","2847","7.12","7.28"
"1985","35-65 Jahre alt","weiblich","7.32","7.5","2837","7.25","7.39"
"1985","66 und älter","maennlich","7.24","7.5","437","7.02","7.46"
"1985","66 und älter","weiblich","7.2","7.5","648","7.02","7.38"
"1986","16-34 Jahre alt","maennlich","7.7","7.5","2053","7.62","7.78"
"1986","16-34 Jahre alt","weiblich","7.74","7.5","1986","7.66","7.82"
"1986","35-65 Jahre alt","maennlich","7.4","7.5","2701","7.33","7.47"
"1986","35-65 Jahre alt","weiblich","7.37","7.5","2699","7.3","7.44"
"1986","66 und älter","maennlich","7.41","7.5","417","7.21","7.61"
"1986","66 und älter","weiblich","7.55","7.5","602","7.38","7.72"
"1987","16-34 Jahre alt","maennlich","7.47","7.5","2043","7.39","7.55"
"1987","16-34 Jahre alt","weiblich","7.51","7.5","1936","7.43","7.59"
"1987","35-65 Jahre alt","maennlich","7.19","7.5","2651","7.12","7.26"
"1987","35-65 Jahre alt","weiblich","7.18","7.5","2638","7.11","7.25"
"1987","66 und älter","maennlich","7.25","7.5","420","7.05","7.45"
"1987","66 und älter","weiblich","7.14","7.5","637","6.96","7.32"
"1988","16-34 Jahre alt","maennlich","","","","",""
"1988","16-34 Jahre alt","weiblich","","","","",""
"1988","35-65 Jahre alt","maennlich","","","","",""
"1988","35-65 Jahre alt","weiblich","","","","",""
"1988","66 und älter","maennlich","","","","",""
"1988","66 und älter","weiblich","","","","",""
"1989","16-34 Jahre alt","maennlich","","","","",""
