"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 J.","direkter Migrationshintergrund","7.45","7.5","1360","7.33","7.57"
"1984","16-34 J.","indirekter Migrationshintergrund","8.1","7.5","102","7.78","8.42"
"1984","16-34 J.","kein Migrationshintergrund ","7.66","7.5","3058","7.59","7.73"
"1984","35-65 J.","direkter Migrationshintergrund","7.4","7.5","1920","7.3","7.5"
"1984","35-65 J.","indirekter Migrationshintergrund","","","","",""
"1984","35-65 J.","kein Migrationshintergrund ","7.4","7.5","4269","7.34","7.46"
"1984","66 und älter","direkter Migrationshintergrund","7.02","7.5","35","6.23","7.81"
"1984","66 und älter","indirekter Migrationshintergrund","","","","",""
"1984","66 und älter","kein Migrationshintergrund ","7.24","7.5","1208","7.1","7.38"
"1985","16-34 J.","direkter Migrationshintergrund","7.55","7.5","1121","7.43","7.67"
"1985","16-34 J.","indirekter Migrationshintergrund","7.99","7.5","118","7.71","8.27"
"1985","16-34 J.","kein Migrationshintergrund ","7.56","7.5","2877","7.49","7.63"
"1985","35-65 J.","direkter Migrationshintergrund","7.24","7.5","1702","7.14","7.34"
"1985","35-65 J.","indirekter Migrationshintergrund","","","","",""
"1985","35-65 J.","kein Migrationshintergrund ","7.26","7.5","3964","7.2","7.32"
"1985","66 und älter","direkter Migrationshintergrund","7.24","7.5","37","6.5","7.98"
"1985","66 und älter","indirekter Migrationshintergrund","","","","",""
"1985","66 und älter","kein Migrationshintergrund ","7.22","7.5","1045","7.08","7.36"
"1986","16-34 J.","direkter Migrationshintergrund","7.78","7.5","1083","7.67","7.89"
"1986","16-34 J.","indirekter Migrationshintergrund","8.19","7.5","130","7.89","8.49"
"1986","16-34 J.","kein Migrationshintergrund ","7.71","7.5","2826","7.65","7.77"
"1986","35-65 J.","direkter Migrationshintergrund","7.37","7.5","1651","7.27","7.47"
"1986","35-65 J.","indirekter Migrationshintergrund","","","","",""
"1986","35-65 J.","kein Migrationshintergrund ","7.38","7.5","3727","7.32","7.44"
"1986","66 und älter","direkter Migrationshintergrund","7.57","7.5","48","7","8.14"
"1986","66 und älter","indirekter Migrationshintergrund","","","","",""
"1986","66 und älter","kein Migrationshintergrund ","7.49","7.5","969","7.36","7.62"
"1987","16-34 J.","direkter Migrationshintergrund","7.65","7.5","1059","7.54","7.76"
"1987","16-34 J.","indirekter Migrationshintergrund","8.08","8.5","144","7.81","8.35"
"1987","16-34 J.","kein Migrationshintergrund ","7.47","7.5","2776","7.41","7.53"
"1987","35-65 J.","direkter Migrationshintergrund","7.19","7.5","1652","7.1","7.28"
"1987","35-65 J.","indirekter Migrationshintergrund","","","","",""
"1987","35-65 J.","kein Migrationshintergrund ","7.18","7.5","3611","7.12","7.24"
"1987","66 und älter","direkter Migrationshintergrund","7.43","7.5","55","6.82","8.04"
"1987","66 und älter","indirekter Migrationshintergrund","","","","",""
"1987","66 und älter","kein Migrationshintergrund ","7.17","7.5","1000","7.03","7.31"
"1988","16-34 J.","direkter Migrationshintergrund","","","","",""
"1988","16-34 J.","indirekter Migrationshintergrund","","","","",""
"1988","16-34 J.","kein Migrationshintergrund ","","","","",""
"1988","35-65 J.","direkter Migrationshintergrund","","","","",""
"1988","35-65 J.","indirekter Migrationshintergrund","","","","",""
"1988","35-65 J.","kein Migrationshintergrund ","","","","",""
"1988","66 und älter","direkter Migrationshintergrund","","","","",""
"1988","66 und älter","indirekter Migrationshintergrund","","","","",""
"1988","66 und älter","kein Migrationshintergrund ","","","","",""
"1989","16-34 J.","direkter Migrationshintergrund","","","","",""
"1989","16-34 J.","indirekter Migrationshintergrund","","","","",""
"1989","16-34 J.","kein Migrationshintergrund ","","","","",""
"1989","35-65 J.","direkter Migrationshintergrund","","","","",""
"1989","35-65 J.","indirekter Migrationshintergrund","","","","",""
"1989","35-65 J.","kein Migrationshintergrund ","","","","",""
"1989","66 und älter","direkter Migrationshintergrund","","","","",""
"1989","66 und älter","indirekter Migrationshintergrund","","","","",""
"1989","66 und älter","kein Migrationshintergrund ","","","","",""
"1990","16-34 J.","direkter Migrationshintergrund","","","","",""
"1990","16-34 J.","indirekter Migrationshintergrund","","","","",""
"1990","16-34 J.","kein Migrationshintergrund ","","","","",""
"1990","35-65 J.","direkter Migrationshintergrund","","","","",""
"1990","35-65 J.","indirekter Migrationshintergrund","","","","",""
"1990","35-65 J.","kein Migrationshintergrund ","","","","",""
"1990","66 und älter","direkter Migrationshintergrund","","","","",""
"1990","66 und älter","indirekter Migrationshintergrund","","","","",""
"1990","66 und älter","kein Migrationshintergrund ","","","","",""
"1991","16-34 J.","direkter Migrationshintergrund","","","","",""
"1991","16-34 J.","indirekter Migrationshintergrund","","","","",""
"1991","16-34 J.","kein Migrationshintergrund ","","","","",""
"1991","35-65 J.","direkter Migrationshintergrund","","","","",""
"1991","35-65 J.","indirekter Migrationshintergrund","","","","",""
"1991","35-65 J.","kein Migrationshintergrund ","","","","",""
"1991","66 und älter","direkter Migrationshintergrund","","","","",""
"1991","66 und älter","indirekter Migrationshintergrund","","","","",""
"1991","66 und älter","kein Migrationshintergrund ","","","","",""
"1992","16-34 J.","direkter Migrationshintergrund","","","","",""
"1992","16-34 J.","indirekter Migrationshintergrund","","","","",""
"1992","16-34 J.","kein Migrationshintergrund ","","","","",""
"1992","35-65 J.","direkter Migrationshintergrund","","","","",""
