year,pgisced97,sex,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,No answer / don't know,male,Daily,0.49395,144,228,0.42891,0.55899
2013,No answer / don't know,male,At least once per week,0.19454,35,228,0.14304,0.24603
2013,No answer / don't know,male,Never,0.20798,49,228,0.15518,0.26077
2013,No answer / don't know,female,Daily,0.66138,155,196,0.59496,0.72781
2013,No answer / don't know,female,Never,0.24797,41,196,0.18736,0.30858
2013,Pre-primary Level,male,Daily,0.89212,178,178,0.84642,0.93782
2013,Pre-primary Level,female,Daily,0.82710,189,220,0.77702,0.87719
2013,Pre-primary Level,female,At least once per week,0.12563,31,220,0.08174,0.16953
2013,Primary Level,male,Daily,0.28416,46,108,0.19870,0.36962
2013,Primary Level,male,Never,0.49473,62,108,0.39999,0.58946
2013,Primary Level,female,Daily,0.13507,53,160,0.08195,0.18820
2013,Primary Level,female,Never,0.72599,107,160,0.65666,0.79531
2013,Lower Secondary Level,male,Daily,0.34365,349,850,0.31170,0.37559
2013,Lower Secondary Level,male,At least once per week,0.09686,90,850,0.07696,0.11675
2013,Lower Secondary Level,male,Seldom,0.04879,57,850,0.03430,0.06328
2013,Lower Secondary Level,male,Never,0.48849,354,850,0.45487,0.52212
2013,Lower Secondary Level,female,Daily,0.19633,492,1686,0.17736,0.21529
2013,Lower Secondary Level,female,At least once per week,0.05100,149,1686,0.04049,0.06150
2013,Lower Secondary Level,female,Seldom,0.04263,83,1686,0.03299,0.05228
2013,Lower Secondary Level,female,Never,0.69759,962,1686,0.67566,0.71952
2013,Upper Secondary Level,male,Daily,0.23632,1333,5426,0.22501,0.24762
2013,Upper Secondary Level,male,At least once per week,0.10706,574,5426,0.09883,0.11529
2013,Upper Secondary Level,male,At least once per month,0.02989,156,5426,0.02536,0.03442
2013,Upper Secondary Level,male,Seldom,0.08796,458,5426,0.08042,0.09550
2013,Upper Secondary Level,male,Never,0.53878,2905,5426,0.52551,0.55204
2013,Upper Secondary Level,female,Daily,0.23124,1882,6890,0.22129,0.24120
2013,Upper Secondary Level,female,At least once per week,0.10951,803,6890,0.10213,0.11688
2013,Upper Secondary Level,female,At least once per month,0.02551,192,6890,0.02179,0.02923
2013,Upper Secondary Level,female,Seldom,0.06283,469,6890,0.05710,0.06856
2013,Upper Secondary Level,female,Never,0.57091,3544,6890,0.55922,0.58260
2013,Post-secondary Non-tertiary Level,male,Daily,0.34958,191,589,0.31104,0.38812
2013,Post-secondary Non-tertiary Level,male,At least once per week,0.15155,78,589,0.12256,0.18053
2013,Post-secondary Non-tertiary Level,male,Seldom,0.08356,54,589,0.06120,0.10593
2013,Post-secondary Non-tertiary Level,male,Never,0.38277,266,589,0.34348,0.42206
2013,Post-secondary Non-tertiary Level,female,Daily,0.31026,365,1162,0.28365,0.33687
2013,Post-secondary Non-tertiary Level,female,At least once per week,0.09938,150,1162,0.08217,0.11659
2013,Post-secondary Non-tertiary Level,female,At least once per month,0.03179,36,1162,0.02170,0.04189
2013,Post-secondary Non-tertiary Level,female,Seldom,0.07423,85,1162,0.05915,0.08931
2013,Post-secondary Non-tertiary Level,female,Never,0.48433,526,1162,0.45559,0.51308
2013,First Stage of Tertiary Education,male,Daily,0.16971,176,1024,0.14671,0.19271
2013,First Stage of Tertiary Education,male,At least once per week,0.11604,121,1024,0.09641,0.13566
2013,First Stage of Tertiary Education,male,At least once per month,0.02656,36,1024,0.01671,0.03642
2013,First Stage of Tertiary Education,male,Seldom,0.10731,105,1024,0.08834,0.12627
2013,First Stage of Tertiary Education,male,Never,0.58038,586,1024,0.55014,0.61062
2013,First Stage of Tertiary Education,female,Daily,0.18369,117,619,0.15316,0.21422
2013,First Stage of Tertiary Education,female,At least once per week,0.11778,82,619,0.09237,0.14320
2013,First Stage of Tertiary Education,female,Seldom,0.09790,57,619,0.07447,0.12133
2013,First Stage of Tertiary Education,female,Never,0.56463,363,619,0.52554,0.60372
2013,Second Stage of Tertiary Education,male,Daily,0.19924,543,2962,0.18485,0.21363
2013,Second Stage of Tertiary Education,male,At least once per week,0.11714,356,2962,0.10555,0.12872
2013,Second Stage of Tertiary Education,male,At least once per month,0.04175,114,2962,0.03454,0.04895
2013,Second Stage of Tertiary Education,male,Seldom,0.09892,325,2962,0.08816,0.10967
2013,Second Stage of Tertiary Education,male,Never,0.54296,1624,2962,0.52501,0.56090
2013,Second Stage of Tertiary Education,female,Daily,0.23049,648,2840,0.21500,0.24598
2013,Second Stage of Tertiary Education,female,At least once per week,0.11864,382,2840,0.10674,0.13053
2013,Second Stage of Tertiary Education,female,At least once per month,0.03341,90,2840,0.02680,0.04002
2013,Second Stage of Tertiary Education,female,Seldom,0.07630,262,2840,0.06653,0.08606
2013,Second Stage of Tertiary Education,female,Never,0.54116,1458,2840,0.52283,0.55949
2017,No answer / don't know,male,Daily,0.54810,79,79,0.43765,0.65855
2017,No answer / don't know,female,Daily,0.46729,41,41,0.31267,0.62191
2017,Primary Level,male,Daily,0.56526,426,719,0.52900,0.60152
2017,Primary Level,male,At least once per week,0.17882,147,719,0.15079,0.20685
2017,Primary Level,male,Seldom,0.06210,44,719,0.04444,0.07975
2017,Primary Level,male,Never,0.16756,102,719,0.14024,0.19488
2017,Primary Level,female,Daily,0.41595,288,659,0.37829,0.45361
2017,Primary Level,female,At least once per week,0.14747,108,659,0.12038,0.17457
2017,Primary Level,female,Seldom,0.03705,38,659,0.02262,0.05148
2017,Primary Level,female,Never,0.35929,225,659,0.32263,0.39595
2017,Lower Secondary Level,male,Daily,0.66277,327,440,0.61855,0.70700
2017,Lower Secondary Level,male,At least once per week,0.18458,71,440,0.14829,0.22087
2017,Lower Secondary Level,male,Never,0.09453,42,440,0.06716,0.12190
2017,Lower Secondary Level,female,Daily,0.53169,188,298,0.47494,0.58844
2017,Lower Secondary Level,female,At least once per week,0.13568,49,298,0.09673,0.17462
2017,Lower Secondary Level,female,Never,0.20323,61,298,0.15746,0.24899
2017,Upper Secondary Level,male,Daily,0.72403,263,312,0.67435,0.77371
2017,Upper Secondary Level,male,At least once per week,0.10211,49,312,0.06846,0.13576
2017,Upper Secondary Level,female,Daily,0.62939,188,243,0.56854,0.69024
