year,regtyp,sex,pli0165,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2013,Urban regions,male,Daily,0.08454872898775612,1958,25355,0.08447850525705494,0.08461895271845729
2013,Urban regions,male,At least once per week,0.03741795045542857,841,25355,0.037370046473204306,0.03746585443765283
2013,Urban regions,male,At least once per month,0.011176736197556485,239,25355,0.011150200556840094,0.011203271838272875
2013,Urban regions,male,Seldom,0.02582629028253002,628,25355,0.025786253242989752,0.025866327322070285
2013,Urban regions,male,Never,0.15879852800537167,3578,25355,0.15870627383905125,0.15889078217169209
2013,Urban regions,female,Daily,0.08770605927051883,2604,25355,0.08763465980929018,0.08777745873174748
2013,Urban regions,female,At least once per week,0.03478790630652017,1033,25355,0.03474165348149581,0.03483415913154453
2013,Urban regions,female,At least once per month,0.008693398587804716,239,25355,0.008669966470345786,0.008716830705263646
2013,Urban regions,female,Seldom,0.020399811801046726,596,25355,0.020364129713800434,0.020435493888293018
2013,Urban regions,female,Never,0.19103453763491293,4388,25355,0.1909353097632201,0.19113376550660577
2013,Rural regions,male,Daily,0.036058618371659475,1002,25355,0.03601155938253024,0.03610567736078871
2013,Rural regions,male,At least once per week,0.01753275822268564,448,25355,0.01749963009421342,0.01756588635115786
2013,Rural regions,male,At least once per month,0.0043785851262486,119,25355,0.004361919303681634,0.004395250948815566
2013,Rural regions,male,Seldom,0.016180435091265925,392,25355,0.016148588308483626,0.016212281874048225
2013,Rural regions,male,Never,0.09289782467034598,2278,25355,0.09282455173045054,0.09297109761024142
2013,Rural regions,female,Daily,0.03667980814743564,1297,25355,0.036632360836943115,0.03672725545792817
2013,Rural regions,female,At least once per week,0.0176749672636806,596,25355,0.01764170746201224,0.017708227065348962
2013,Rural regions,female,At least once per month,0.004300636341641098,126,25355,0.004284118883478335,0.004317153799803862
2013,Rural regions,female,Seldom,0.01216670921314633,374,25355,0.012139037175890773,0.012194381250401887
2013,Rural regions,female,Never,0.10173971002244439,2619,25355,0.10166340395209211,0.10181601609279667
2017,Urban regions,male,Daily,0.2980300147896668,1046,3901,0.29669661359045973,0.29936341598887384
2017,Urban regions,male,At least once per week,0.06965045071384576,247,3901,0.06890836066302569,0.07039254076466583
2017,Urban regions,male,At least once per month,0.015695067661387202,37,3901,0.015332726230916615,0.016057409091857787
2017,Urban regions,male,Seldom,0.024346383402832128,87,3901,0.02389708318872487,0.024795683616939387
2017,Urban regions,male,Never,0.04809097288770512,138,3901,0.04746723651279285,0.04871470926261739
2017,Urban regions,female,Daily,0.12898204821067685,649,3901,0.12800492404244818,0.12995917237890553
2017,Urban regions,female,At least once per week,0.0406530894218907,202,3901,0.04007737622334653,0.04122880262043487
2017,Urban regions,female,Seldom,0.01606933334914343,71,3901,0.01570276687178315,0.016435899826503713
2017,Urban regions,female,Never,0.05511757999691261,250,3901,0.05445229838078082,0.055782861613044396
2017,Rural regions,male,Daily,0.1371083345415816,454,3901,0.13610561002729735,0.13811105905586588
2017,Rural regions,male,At least once per week,0.030008683901943008,122,3901,0.02951131461313224,0.030506053190753776
2017,Rural regions,male,Seldom,0.010559278769357432,38,3901,0.01026130119153757,0.010857256347177295
2017,Rural regions,male,Never,0.01842538430148568,74,3901,0.018033334259745647,0.018817434343225713
2017,Rural regions,female,Daily,0.06535157193137421,265,3901,0.06463108894987334,0.06607205491287509
2017,Rural regions,female,At least once per week,0.014244041492477233,72,3901,0.013898601283119238,0.014589481701835228
2017,Rural regions,female,Seldom,0.007092044980373284,37,3901,0.00684741380413007,0.007336676156616498
2017,Rural regions,female,Never,0.02057571964734695,112,3901,0.020161877691692285,0.020989561603001614
2018,Urban regions,male,Daily,0.3475412762904278,970,3133,0.3461473283305011,0.3489352242503545
2018,Urban regions,male,At least once per week,0.07293396937828939,220,3133,0.07217278984419882,0.07369514891237995
2018,Urban regions,male,At least once per month,0.011621778794465071,43,3133,0.011308042523886893,0.01193551506504325
2018,Urban regions,male,Seldom,0.02105297532602605,72,3133,0.02063272972144876,0.021473220930603342
2018,Urban regions,male,Never,0.03218935342579776,79,3133,0.03167267756944027,0.032706029282155255
2018,Urban regions,female,Daily,0.15500536537181647,572,3133,0.15394594776850443,0.15606478297512852
2018,Urban regions,female,At least once per week,0.03874289852493373,142,3133,0.03817798408134139,0.039307812968526076
2018,Urban regions,female,At least once per month,0.006879904069958015,33,3133,0.006637935521063101,0.007121872618852929
2018,Urban regions,female,Seldom,0.015317346346232762,55,3133,0.014957839840776276,0.01567685285168925
2018,Urban regions,female,Never,0.03681269410813762,142,3133,0.036261479117664065,0.03736390909861117
2018,Rural regions,male,Daily,0.1429827702048067,352,3133,0.14195805430767694,0.14400748610193648
2018,Rural regions,male,At least once per week,0.021392896340061807,82,3133,0.02096934523514197,0.021816447444981645
2018,Rural regions,male,Never,0.011707656864157154,44,3133,0.011392777244870552,0.012022536483443756
2018,Rural regions,female,Daily,0.051710576272406834,197,3133,0.051062349467051786,0.05235880307776188
2018,Rural regions,female,At least once per week,0.017341392071910593,68,3133,0.01695926293470925,0.017723521209111935
2018,Rural regions,female,Never,0.016767146610572152,62,3133,0.016391287903668873,0.01714300531747543
2019,Urban regions,male,Daily,0.3702417259827268,985,2977,0.36890284898904774,0.3715806029764059
2019,Urban regions,male,At least once per week,0.07769615206215798,211,2977,0.0769539061359888,0.07843839798832715
2019,Urban regions,male,Seldom,0.01705252967327324,53,2977,0.01669354937122835,0.01741150997531813
2019,Urban regions,male,Never,0.028560586155353677,77,2977,0.02809873453125852,0.029022437779448833
2019,Urban regions,female,Daily,0.1645732808966066,589,2977,0.16354515830774577,0.16560140348546745
2019,Urban regions,female,At least once per week,0.036645136324555724,129,2977,0.03612416673265962,0.03716610591645183
2019,Urban regions,female,Seldom,0.01666672103503824,68,2977,0.016311755237626218,0.01702168683245026
2019,Urban regions,female,Never,0.03716505138901816,117,2977,0.03664054069325016,0.03768956208478617
2019,Rural regions,male,Daily,0.14507291368995665,368,2977,0.1440964215266491,0.1460494058532642
2019,Rural regions,male,At least once per week,0.025933373021577485,75,2977,0.02549268129986467,0.0263740647432903
2019,Rural regions,female,Daily,0.05184837420323902,209,2977,0.05123359732476489,0.05246315108171315
2019,Rural regions,female,At least once per week,0.019217324797138762,59,2977,0.018836658949257814,0.01959799064501971
2019,Rural regions,female,Never,0.009326830769357619,37,2977,0.009060302483682045,0.009593359055033193
