year,age_gr,quintil_oecd,pli0165,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,1st Quintile,Daily,0.025033378081436373,765,25102,0.024993712077124388,0.02507304408574836
2013,17-29 y.,1st Quintile,At least once per week,0.004304763057920608,130,25102,0.004288140353120415,0.004321385762720801
2013,17-29 y.,1st Quintile,Seldom,0.0018876500562199651,52,25102,0.001876629226079455,0.0018986708863604753
2013,17-29 y.,1st Quintile,Never,0.004241345809892641,145,25102,0.004224845475791791,0.004257846143993492
2013,17-29 y.,2nd Quintile,Daily,0.018582794831153816,545,25102,0.018548506511600227,0.018617083150707404
2013,17-29 y.,2nd Quintile,At least once per week,0.003384622860744039,96,25102,0.003369876570245316,0.0033993691512427615
2013,17-29 y.,2nd Quintile,Seldom,0.0007034116979225512,31,25102,0.0006966801359695433,0.000710143259875559
2013,17-29 y.,2nd Quintile,Never,0.004191896993027,92,25102,0.004175492720314864,0.004208301265739136
2013,17-29 y.,3rd Quintile,Daily,0.01949727935755355,445,25102,0.019462173849692774,0.019532384865414323
2013,17-29 y.,3rd Quintile,At least once per week,0.005750852781029011,102,25102,0.005731653826053556,0.005770051736004467
2013,17-29 y.,3rd Quintile,Never,0.0029089796562818755,76,25102,0.0028953054667205987,0.0029226538458431523
2013,17-29 y.,4th Quintile,Daily,0.020306582134290155,401,25102,0.020270770234325913,0.020342394034254398
2013,17-29 y.,4th Quintile,At least once per week,0.003785405745465236,71,25102,0.0037698139359678023,0.0038009975549626695
2013,17-29 y.,4th Quintile,Never,0.0035426381372264844,68,25102,0.003527552744934674,0.0035577235295182947
2013,17-29 y.,5th Quintile,Daily,0.015347149047680272,318,25102,0.01531593721440805,0.015378360880952494
2013,17-29 y.,5th Quintile,At least once per week,0.002011196500375435,49,25102,0.0019998214340312876,0.002022571566719582
2013,17-29 y.,5th Quintile,Never,0.002225703374687621,43,25102,0.002213738348604522,0.0022376684007707204
2013,30-45 y.,1st Quintile,Daily,0.013684131803701339,695,25102,0.013654634624544885,0.013713628982857792
2013,30-45 y.,1st Quintile,At least once per week,0.005155585334976937,278,25102,0.005137401711734865,0.005173768958219008
2013,30-45 y.,1st Quintile,At least once per month,0.001635661840255646,59,25102,0.0016254016564222098,0.001645922024089082
2013,30-45 y.,1st Quintile,Seldom,0.002944695813799019,156,25102,0.0029309381815867145,0.002958453446011323
2013,30-45 y.,1st Quintile,Never,0.01185824792157606,582,25102,0.011830763681118366,0.011885732162033756
2013,30-45 y.,2nd Quintile,Daily,0.014431966603149785,617,25102,0.014401685624042999,0.01446224758225657
2013,30-45 y.,2nd Quintile,At least once per week,0.005782709160973298,268,25102,0.00576345741233893,0.005801960909607665
2013,30-45 y.,2nd Quintile,At least once per month,0.0013537171792055197,67,25102,0.0013443817633973989,0.0013630525950136406
2013,30-45 y.,2nd Quintile,Seldom,0.003235664242476763,145,25102,0.0032212450207013722,0.003250083464252154
2013,30-45 y.,2nd Quintile,Never,0.016624858092762915,680,25102,0.01659239406224721,0.01665732212327862
2013,30-45 y.,3rd Quintile,Daily,0.015363366121052775,474,25102,0.015332138058789595,0.015394594183315955
2013,30-45 y.,3rd Quintile,At least once per week,0.007206802128992562,221,25102,0.0071853255775257115,0.007228278680459413
2013,30-45 y.,3rd Quintile,At least once per month,0.001643467481480004,52,25102,0.0016331828853663173,0.0016537520775936909
2013,30-45 y.,3rd Quintile,Seldom,0.005108153919353888,158,25102,0.005090053702637079,0.005126254136070697
2013,30-45 y.,3rd Quintile,Never,0.016948418744376855,653,25102,0.016915645714238047,0.016981191774515663
2013,30-45 y.,4th Quintile,Daily,0.015620331891139354,441,25102,0.01558884786258152,0.01565181591969719
2013,30-45 y.,4th Quintile,At least once per week,0.006815474449146921,224,25102,0.006794585005633244,0.006836363892660598
2013,30-45 y.,4th Quintile,At least once per month,0.003956904149134497,71,25102,0.003940964429386752,0.003972843868882242
2013,30-45 y.,4th Quintile,Seldom,0.005213465553276021,136,25102,0.005195180675792844,0.005231750430759198
2013,30-45 y.,4th Quintile,Never,0.020246644072750515,637,25102,0.020210883970204648,0.020282404175296382
2013,30-45 y.,5th Quintile,Daily,0.01669974660443607,387,25102,0.016667210776117575,0.016732282432754562
2013,30-45 y.,5th Quintile,At least once per week,0.010412436090370646,235,25102,0.01038666296179255,0.010438209218948741
2013,30-45 y.,5th Quintile,At least once per month,0.002737617681427306,63,25102,0.0027243512239660587,0.0027508841388885533
2013,30-45 y.,5th Quintile,Seldom,0.004827479237725152,133,25102,0.00480988083521636,0.004845077640233944
2013,30-45 y.,5th Quintile,Never,0.02134415246881051,556,25102,0.021307456504350526,0.021380848433270493
2013,46-65 y.,1st Quintile,Daily,0.008548064850917863,267,25102,0.00852469082140333,0.008571438880432396
2013,46-65 y.,1st Quintile,At least once per week,0.005845010142733944,152,25102,0.005825655572405252,0.005864364713062635
2013,46-65 y.,1st Quintile,At least once per month,0.0011601753695117138,42,25102,0.0011515321887272056,0.001168818550296222
2013,46-65 y.,1st Quintile,Seldom,0.004242044231450757,111,25102,0.004225542544639603,0.004258545918261912
2013,46-65 y.,1st Quintile,Never,0.0354147847552069,858,25102,0.035367857359270664,0.03546171215114314
2013,46-65 y.,2nd Quintile,Daily,0.00808932824750295,206,25102,0.008066584796570029,0.008112071698435872
2013,46-65 y.,2nd Quintile,At least once per week,0.005884702033925977,158,25102,0.005865282246626582,0.005904121821225372
2013,46-65 y.,2nd Quintile,At least once per month,0.0011999085417473074,36,25102,0.0011911187778272372,0.0012086983056673775
2013,46-65 y.,2nd Quintile,Seldom,0.005290678053454306,126,25102,0.005272258987079297,0.005309097119829315
2013,46-65 y.,2nd Quintile,Never,0.03315352380262068,834,25102,0.033108066102584516,0.03319898150265685
2013,46-65 y.,3rd Quintile,Daily,0.012594567155771596,298,25102,0.012566253025168058,0.012622881286375134
2013,46-65 y.,3rd Quintile,At least once per week,0.009840694979537991,199,25102,0.009815632197718192,0.00986575776135779
2013,46-65 y.,3rd Quintile,At least once per month,0.0020606632728169334,46,25102,0.0020491494527584025,0.0020721770928754644
2013,46-65 y.,3rd Quintile,Seldom,0.005760769628794134,145,25102,0.005741554223310836,0.005779985034277431
2013,46-65 y.,3rd Quintile,Never,0.037768733061605414,927,25102,0.03772033033884363,0.0378171357843672
2013,46-65 y.,4th Quintile,Daily,0.01410309529631006,307,25102,0.014073156328498732,0.014133034264121387
2013,46-65 y.,4th Quintile,At least once per week,0.01035060765909238,224,25102,0.010324910361370685,0.010376304956814074
2013,46-65 y.,4th Quintile,At least once per month,0.002938879717503307,60,25102,0.0029251356383341387,0.002952623796672475
2013,46-65 y.,4th Quintile,Seldom,0.007856099580890714,175,25102,0.007833683758607655,0.007878515403173773
2013,46-65 y.,4th Quintile,Never,0.05208819355042434,1128,25102,0.05203177557908684,0.05214461152176184
2013,46-65 y.,5th Quintile,Daily,0.015703982891640034,393,25102,0.015672416014341623,0.015735549768938446
2013,46-65 y.,5th Quintile,At least once per week,0.012100723541945729,296,25102,0.012072963133308731,0.012128483950582726
2013,46-65 y.,5th Quintile,At least once per month,0.004690258531795001,102,25102,0.0046729108530928895,0.004707606210497113
2013,46-65 y.,5th Quintile,Seldom,0.01213090334097047,288,25102,0.012103108760544358,0.012158697921396584
2013,46-65 y.,5th Quintile,Never,0.06295267871515318,1555,25102,0.06289101187143477,0.0630143455588716
2013,66 and older,1st Quintile,Never,0.046879701523851694,742,25102,0.04682603170494613,0.046933371342757255
2013,66 and older,2nd Quintile,Daily,0.002954788022094711,51,25102,0.002941006904372957,0.0029685691398164647
2013,66 and older,2nd Quintile,At least once per week,0.0018804597710392428,34,25102,0.001869459911135527,0.0018914596309429585
2013,66 and older,2nd Quintile,Seldom,0.0026894124979511894,48,25102,0.0026762630422694994,0.0027025619536328793
2013,66 and older,2nd Quintile,Never,0.05972441435144823,1051,25102,0.059664246101289266,0.05978458260160719
2013,66 and older,3rd Quintile,Daily,0.0023321254015578694,52,25102,0.0023198783147777196,0.0023443724883380193
2013,66 and older,3rd Quintile,At least once per week,0.002337707404130954,53,25102,0.0023254457035535177,0.0023499691047083903
2013,66 and older,3rd Quintile,Seldom,0.0025705026197858087,51,25102,0.0025576463795035447,0.0025833588600680728
2013,66 and older,3rd Quintile,Never,0.04890271346437777,857,25102,0.04884795606653498,0.04895747086222057
2013,66 and older,4th Quintile,Daily,0.003412150604433734,71,25102,0.003397344672745395,0.003426956536122073
2013,66 and older,4th Quintile,At least once per week,0.0030964711081482225,51,25102,0.00308236445674891,0.003110577759547535
2013,66 and older,4th Quintile,Seldom,0.0030405698628032138,66,25102,0.0030265907346054962,0.0030545489910009313
2013,66 and older,4th Quintile,Never,0.03802227284069476,666,25102,0.037973714325682695,0.038070831355706825
2013,66 and older,5th Quintile,Daily,0.004010306716680286,100,25102,0.003994260225989691,0.004026353207370882
2013,66 and older,5th Quintile,At least once per week,0.0021860185314786346,62,25102,0.0021741604190490312,0.002197876643908238
2013,66 and older,5th Quintile,Seldom,0.0039504500425639275,87,25102,0.003934523276159855,0.003966376808968
2013,66 and older,5th Quintile,Never,0.03168351557437904,710,25102,0.03163904331475269,0.03172798783400539
