year,quintil_oecd,sex,pli0165,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2013,1st Quintile,male,Daily,0.2754221475678846,638,25350,0.2750116066113607,0.27583268852440845
2013,1st Quintile,male,At least once per week,0.10162385906074618,217,25350,0.10134618105719131,0.10190153706430105
2013,1st Quintile,male,At least once per month,0.02602657228074657,43,25350,0.025880254679103983,0.026172889882389156
2013,1st Quintile,male,Seldom,0.0698885563520673,157,25350,0.0696542494614324,0.0701228632427022
2013,1st Quintile,male,Never,0.5270388647385554,920,25350,0.5265800381461863,0.5274976913309246
2013,1st Quintile,female,Daily,0.2764781666390137,1115,25350,0.27611947819996835,0.27683685507805905
2013,1st Quintile,female,At least once per week,0.08080328693382055,358,25350,0.08058472230328666,0.08102185156435444
2013,1st Quintile,female,At least once per month,0.014817080133610994,73,25350,0.014720185240096243,0.014913975027125744
2013,1st Quintile,female,Seldom,0.04759756629890584,183,25350,0.04742681510066432,0.047768317497147356
2013,1st Quintile,female,Never,0.5803038999946489,1407,25350,0.5799081177115193,0.5806996822777786
2013,2nd Quintile,male,Daily,0.24345054525160048,592,25350,0.24308081744730356,0.2438202730558974
2013,2nd Quintile,male,At least once per week,0.09341959203226272,225,25350,0.09316887708750052,0.09367030697702491
2013,2nd Quintile,male,At least once per month,0.02453776376704005,63,25350,0.024404478914591018,0.024671048619489083
2013,2nd Quintile,male,Seldom,0.0739643737544111,171,25350,0.07373890663600244,0.07418984087281977
2013,2nd Quintile,male,Never,0.5646277251946856,1185,25350,0.5642005858678016,0.5650548645215696
2013,2nd Quintile,female,Daily,0.22072421511478912,827,25350,0.220397388909122,0.22105104132045625
2013,2nd Quintile,female,At least once per week,0.08494658732434004,331,25350,0.08472688103901826,0.08516629360966183
2013,2nd Quintile,female,At least once per month,0.018599848782214004,74,25350,0.018493379565807745,0.018706317998620263
2013,2nd Quintile,female,Seldom,0.052931267017980024,179,25350,0.052754828587792894,0.053107705448167154
2013,2nd Quintile,female,Never,0.6227980817606769,1472,25350,0.6224161314477046,0.6231800320736491
2013,3rd Quintile,male,Daily,0.2558730264538531,568,25350,0.2555184066074333,0.25622764630027295
2013,3rd Quintile,male,At least once per week,0.13495070925574684,262,25350,0.1346730352192367,0.13522838329225698
2013,3rd Quintile,male,At least once per month,0.028253935470074265,62,25350,0.028119274068484985,0.028388596871663545
2013,3rd Quintile,male,Seldom,0.08143378212740375,197,25350,0.08121151010645478,0.08165605414835272
2013,3rd Quintile,male,Never,0.499488546692922,1152,25350,0.49908219971157597,0.499894893674268
2013,3rd Quintile,female,Daily,0.23990827762494318,701,25350,0.23957114226048712,0.24024541298939925
2013,3rd Quintile,female,At least once per week,0.1156782943641017,313,25350,0.11542578367106793,0.11593080505713546
2013,3rd Quintile,female,At least once per month,0.023842555091763716,69,25350,0.02372211113175005,0.023962999051777383
