year,pli0165,sex,proportion,n,lower_confidence,upper_confidence
2013,Daily,female,0.5686588921282799,44486,0.5640565305584619,0.5732612536980979
2013,Daily,male,0.43134110787172014,44486,0.42673874630190217,0.4359434694415381
2013,At least once per week,female,0.5582590815627142,44486,0.5536443535858683,0.5628738095395601
2013,At least once per week,male,0.4417409184372858,44486,0.4371261904604399,0.4463556464141317
2013,At least once per month,female,0.5048409405255878,44486,0.5001947818166678,0.5094870992345079
2013,At least once per month,male,0.4951590594744122,44486,0.4905129007654921,0.4998052181833323
2013,Seldom,male,0.5125628140703518,44486,0.5079179044371522,0.5172077237035513
2013,Seldom,female,0.48743718592964824,44486,0.4827922762964487,0.49208209556284777
2013,Never,female,0.5447407292233538,44486,0.5401129917305847,0.5493684667161229
2013,Never,male,0.4552592707766462,44486,0.4506315332838771,0.45988700826941525
2017,Daily,male,0.6213753106876554,45410,0.6169140070543145,0.6258366143209962
2017,Daily,female,0.37862468931234466,45410,0.3741633856790038,0.3830859929456855
2017,At least once per week,male,0.573208722741433,45410,0.5686594237250205,0.5777580217578454
2017,At least once per week,female,0.42679127725856697,45410,0.42224197824215454,0.4313405762749794
2017,At least once per month,male,0.5544554455445545,45410,0.5498839403560467,0.5590269507330623
2017,At least once per month,female,0.44554455445544555,45410,0.4409730492669378,0.4501160596439533
2017,Seldom,male,0.5364806866952789,45410,0.5318940822922399,0.541067291098318
2017,Seldom,female,0.463519313304721,45410,0.45893270890168203,0.46810591770776
2017,Never,female,0.6306620209059234,45410,0.6262229647022522,0.6351010771095945
2017,Never,male,0.3693379790940767,45410,0.36489892289040554,0.3737770352977478
2018,Daily,male,0.632233381157341,43121,0.6276820700379997,0.6367846922766822
2018,Daily,female,0.367766618842659,43121,0.3632153077233177,0.37231792996200025
2018,At least once per week,male,0.58984375,43121,0.5852012189472248,0.5944862810527752
2018,At least once per week,female,0.41015625,43121,0.40551371894722477,0.41479878105277523
2018,At least once per month,male,0.58,43121,0.5753414549309432,0.5846585450690567
2018,At least once per month,female,0.42,43121,0.4153414549309433,0.42465854506905665
2018,Seldom,male,0.5460526315789473,43121,0.5413533478952777,0.550751915262617
2018,Seldom,female,0.45394736842105265,43121,0.449248084737383,0.45864665210472233
2018,Never,female,0.6238532110091743,43121,0.6192809443998573,0.6284254776184914
2018,Never,male,0.3761467889908257,43121,0.37157452238150857,0.38071905560014285
2019,Daily,male,0.6290097629009763,42417,0.6244125350366895,0.6336069907652632
2019,Daily,female,0.37099023709902373,42417,0.3663930092347369,0.3755874649633106
2019,At least once per week,male,0.6033755274261603,42417,0.5987199913511192,0.6080310635012014
2019,At least once per week,female,0.39662447257383965,42417,0.3919689364987985,0.4012800086488808
2019,At least once per month,female,0.5254237288135594,42417,0.5206715371546027,0.530175920472516
2019,At least once per month,male,0.4745762711864407,42417,0.469824079527484,0.4793284628453974
2019,Seldom,female,0.5308641975308642,42417,0.5261149248660161,0.5356134701957124
2019,Seldom,male,0.4691358024691358,42417,0.4643865298042877,0.47388507513398387
2019,Never,female,0.6086956521739131,42417,0.604051103342332,0.6133402010054941
2019,Never,male,0.391304347826087,42417,0.386659798994506,0.39594889665766797
