year,migback,sex,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,No migration background,male,Daily,0.24483,2398,9761,0.23630,0.25336
2013,No migration background,male,At least once per week,0.11101,1036,9761,0.10478,0.11724
2013,No migration background,male,At least once per month,0.03117,300,9761,0.02772,0.03462
2013,No migration background,male,Seldom,0.08820,863,9761,0.08257,0.09383
2013,No migration background,male,Never,0.52479,5164,9761,0.51488,0.53470
2013,No migration background,female,Daily,0.23273,3140,11676,0.22507,0.24040
2013,No migration background,female,At least once per week,0.09987,1307,11676,0.09443,0.10531
2013,No migration background,female,At least once per month,0.02417,288,11676,0.02138,0.02695
2013,No migration background,female,Seldom,0.06321,817,11676,0.05879,0.06762
2013,No migration background,female,Never,0.58002,6124,11676,0.57107,0.58897
2013,Direct migration background,male,Daily,0.19643,302,1212,0.17405,0.21880
2013,Direct migration background,male,At least once per week,0.12822,174,1212,0.10939,0.14706
2013,Direct migration background,male,At least once per month,0.03306,39,1212,0.02299,0.04314
2013,Direct migration background,male,Seldom,0.08463,115,1212,0.06895,0.10031
2013,Direct migration background,male,Never,0.55765,582,1212,0.52968,0.58563
2013,Direct migration background,female,Daily,0.23026,455,1597,0.20960,0.25091
2013,Direct migration background,female,At least once per week,0.11238,233,1597,0.09688,0.12787
2013,Direct migration background,female,At least once per month,0.03950,62,1597,0.02994,0.04906
2013,Direct migration background,female,Seldom,0.06606,115,1597,0.05388,0.07825
2013,Direct migration background,female,Never,0.55180,732,1597,0.52740,0.57620
2013,Indirect migration background,male,Daily,0.49930,260,491,0.45503,0.54357
2013,Indirect migration background,male,At least once per week,0.14885,79,491,0.11733,0.18037
2013,Indirect migration background,male,Seldom,0.05620,42,491,0.03581,0.07659
2013,Indirect migration background,male,Never,0.23932,110,491,0.20154,0.27710
2013,Indirect migration background,female,Daily,0.53636,306,584,0.49588,0.57684
2013,Indirect migration background,female,At least once per week,0.14691,89,584,0.11818,0.17565
2013,Indirect migration background,female,Seldom,0.05246,38,584,0.03437,0.07056
2013,Indirect migration background,female,Never,0.24370,151,584,0.20885,0.27855
2017,Direct migration background,male,Daily,0.66356,1500,2262,0.64408,0.68304
2017,Direct migration background,male,At least once per week,0.15173,369,2262,0.13694,0.16652
2017,Direct migration background,male,At least once per month,0.03019,56,2262,0.02313,0.03724
2017,Direct migration background,male,Seldom,0.05324,125,2262,0.04398,0.06249
2017,Direct migration background,male,Never,0.10129,212,2262,0.08885,0.11372
2017,Direct migration background,female,Daily,0.53982,914,1703,0.51614,0.56350
2017,Direct migration background,female,At least once per week,0.15274,274,1703,0.13565,0.16984
2017,Direct migration background,female,At least once per month,0.03246,45,1703,0.02404,0.04087
2017,Direct migration background,female,Seldom,0.06452,108,1703,0.05285,0.07620
2017,Direct migration background,female,Never,0.21045,362,1703,0.19109,0.22982
2018,Direct migration background,male,Daily,0.72957,1322,1888,0.70953,0.74961
2018,Direct migration background,male,At least once per week,0.13999,302,1888,0.12433,0.15564
2018,Direct migration background,male,At least once per month,0.02764,58,1888,0.02025,0.03504
2018,Direct migration background,male,Seldom,0.03763,83,1888,0.02905,0.04622
2018,Direct migration background,male,Never,0.06517,123,1888,0.05403,0.07630
2018,Direct migration background,female,Daily,0.59770,769,1294,0.57097,0.62443
2018,Direct migration background,female,At least once per week,0.16166,210,1294,0.14159,0.18172
2018,Direct migration background,female,At least once per month,0.02997,42,1294,0.02067,0.03926
2018,Direct migration background,female,Seldom,0.05563,69,1294,0.04314,0.06813
2018,Direct migration background,female,Never,0.15504,204,1294,0.13531,0.17477
2019,Direct migration background,male,Daily,0.75049,1353,1814,0.73057,0.77041
2019,Direct migration background,male,At least once per week,0.15022,286,1814,0.13378,0.16667
2019,Direct migration background,male,Seldom,0.03536,76,1814,0.02686,0.04386
2019,Direct migration background,male,Never,0.05153,99,1814,0.04135,0.06170
2019,Direct migration background,female,Daily,0.61598,798,1257,0.58908,0.64288
2019,Direct migration background,female,At least once per week,0.15929,188,1257,0.13905,0.17952
2019,Direct migration background,female,At least once per month,0.02259,31,1257,0.01437,0.03080
2019,Direct migration background,female,Seldom,0.06939,86,1257,0.05533,0.08344
2019,Direct migration background,female,Never,0.13276,154,1257,0.11399,0.15152
