year,pgisced97,sampreg,pli0165,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,No answer / don't know,West,Daily,0.56071,257,375,0.51041,0.61101
2013,No answer / don't know,West,At least once per week,0.14856,43,375,0.11251,0.18460
2013,No answer / don't know,West,Never,0.23212,75,375,0.18933,0.27491
2013,No answer / don't know,East,Daily,0.63053,42,42,0.48279,0.77827
2013,Pre-primary Level,West,Daily,0.86420,328,367,0.82911,0.89930
2013,Pre-primary Level,West,At least once per week,0.08480,39,367,0.05626,0.11334
2013,Pre-primary Level,East,Daily,0.79410,39,39,0.66553,0.92267
2013,Primary Level,West,Daily,0.16965,74,256,0.12358,0.21571
2013,Primary Level,West,At least once per week,0.14224,33,256,0.09937,0.18512
2013,Primary Level,West,Never,0.63827,149,256,0.57929,0.69725
2013,Lower Secondary Level,West,Daily,0.23969,718,2240,0.22200,0.25737
2013,Lower Secondary Level,West,At least once per week,0.06920,213,2240,0.05869,0.07971
2013,Lower Secondary Level,West,At least once per month,0.01582,38,2240,0.01066,0.02099
2013,Lower Secondary Level,West,Seldom,0.04353,128,2240,0.03508,0.05198
2013,Lower Secondary Level,West,Never,0.63176,1143,2240,0.61178,0.65173
2013,Lower Secondary Level,East,Daily,0.29473,123,296,0.24270,0.34676
2013,Lower Secondary Level,East,Never,0.59088,173,296,0.53477,0.64699
2013,Upper Secondary Level,West,Daily,0.24267,2538,9296,0.23395,0.25138
2013,Upper Secondary Level,West,At least once per week,0.10896,1058,9296,0.10262,0.11529
2013,Upper Secondary Level,West,At least once per month,0.02927,272,9296,0.02584,0.03269
2013,Upper Secondary Level,West,Seldom,0.07388,701,9296,0.06856,0.07920
2013,Upper Secondary Level,West,Never,0.54523,4727,9296,0.53511,0.55536
2013,Upper Secondary Level,East,Daily,0.19942,677,3020,0.18516,0.21367
2013,Upper Secondary Level,East,At least once per week,0.10603,319,3020,0.09504,0.11701
2013,Upper Secondary Level,East,At least once per month,0.02123,76,3020,0.01609,0.02637
2013,Upper Secondary Level,East,Seldom,0.07818,226,3020,0.06860,0.08775
2013,Upper Secondary Level,East,Never,0.59515,1722,3020,0.57764,0.61266
2013,Post-secondary Non-tertiary Level,West,Daily,0.33830,481,1496,0.31431,0.36228
2013,Post-secondary Non-tertiary Level,West,At least once per week,0.12512,190,1496,0.10834,0.14189
2013,Post-secondary Non-tertiary Level,West,At least once per month,0.02998,45,1496,0.02133,0.03862
2013,Post-secondary Non-tertiary Level,West,Seldom,0.07288,115,1496,0.05970,0.08606
2013,Post-secondary Non-tertiary Level,West,Never,0.43373,665,1496,0.40861,0.45885
2013,Post-secondary Non-tertiary Level,East,Daily,0.24971,75,240,0.19483,0.30458
2013,Post-secondary Non-tertiary Level,East,At least once per week,0.09918,38,240,0.06128,0.13707
2013,Post-secondary Non-tertiary Level,East,Never,0.48820,127,240,0.42483,0.55157
2013,First Stage of Tertiary Education,West,Daily,0.18977,242,1232,0.16787,0.21168
2013,First Stage of Tertiary Education,West,At least once per week,0.12520,164,1232,0.10671,0.14369
2013,First Stage of Tertiary Education,West,At least once per month,0.03330,38,1232,0.02328,0.04332
2013,First Stage of Tertiary Education,West,Seldom,0.11517,126,1232,0.09733,0.13300
2013,First Stage of Tertiary Education,West,Never,0.53656,662,1232,0.50870,0.56442
2013,First Stage of Tertiary Education,East,Daily,0.12640,51,413,0.09431,0.15849
2013,First Stage of Tertiary Education,East,At least once per week,0.08924,39,413,0.06172,0.11677
2013,First Stage of Tertiary Education,East,Seldom,0.06785,36,413,0.04357,0.09214
2013,First Stage of Tertiary Education,East,Never,0.69732,287,413,0.65296,0.74168
2013,Second Stage of Tertiary Education,West,Daily,0.21958,924,4359,0.20729,0.23187
2013,Second Stage of Tertiary Education,West,At least once per week,0.12351,575,4359,0.11374,0.13328
2013,Second Stage of Tertiary Education,West,At least once per month,0.04106,163,4359,0.03517,0.04695
2013,Second Stage of Tertiary Education,West,Seldom,0.09099,459,4359,0.08245,0.09953
2013,Second Stage of Tertiary Education,West,Never,0.52486,2238,4359,0.51004,0.53969
2013,Second Stage of Tertiary Education,East,Daily,0.19020,267,1443,0.16995,0.21046
2013,Second Stage of Tertiary Education,East,At least once per week,0.09650,163,1443,0.08126,0.11174
2013,Second Stage of Tertiary Education,East,At least once per month,0.02643,41,1443,0.01815,0.03471
2013,Second Stage of Tertiary Education,East,Seldom,0.08005,128,1443,0.06604,0.09406
2013,Second Stage of Tertiary Education,East,Never,0.60682,844,1443,0.58161,0.63203
2017,No answer / don't know,West,Daily,0.52452,103,174,0.45010,0.59894
2017,No answer / don't know,West,At least once per week,0.23863,38,174,0.17512,0.30215
2017,No answer / don't know,West,Never,0.11900,33,174,0.07075,0.16725
2017,Primary Level,West,Daily,0.48446,602,1196,0.45613,0.51280
2017,Primary Level,West,At least once per week,0.16968,216,1196,0.14840,0.19096
2017,Primary Level,West,At least once per month,0.02890,32,1196,0.01940,0.03840
2017,Primary Level,West,Seldom,0.05918,75,1196,0.04580,0.07256
2017,Primary Level,West,Never,0.25778,271,1196,0.23298,0.28258
2017,Primary Level,East,Daily,0.59215,112,207,0.52504,0.65926
2017,Primary Level,East,At least once per week,0.15039,39,207,0.10158,0.19920
2017,Primary Level,East,Never,0.19197,56,207,0.13819,0.24576
2017,Lower Secondary Level,West,Daily,0.61784,446,675,0.58116,0.65453
2017,Lower Secondary Level,West,At least once per week,0.17026,100,675,0.14189,0.19864
2017,Lower Secondary Level,West,Seldom,0.04926,40,675,0.03292,0.06560
2017,Lower Secondary Level,West,Never,0.13001,89,675,0.10461,0.15540
2017,Lower Secondary Level,East,Daily,0.63494,69,69,0.52050,0.74937
2017,Upper Secondary Level,West,Daily,0.68446,377,549,0.64555,0.72337
2017,Upper Secondary Level,West,At least once per week,0.11314,82,549,0.08662,0.13966
2017,Upper Secondary Level,West,Seldom,0.08476,44,549,0.06144,0.10808
2017,Upper Secondary Level,West,Never,0.08291,46,549,0.05982,0.10600
2017,Upper Secondary Level,East,Daily,0.71081,74,74,0.60680,0.81482
2017,Post-secondary Non-tertiary Level,West,Daily,0.67961,59,59,0.55952,0.79970
2017,Second Stage of Tertiary Education,West,Daily,0.75696,468,627,0.72336,0.79056
2017,Second Stage of Tertiary Education,West,At least once per week,0.12616,86,627,0.10015,0.15217
2017,Second Stage of Tertiary Education,West,Seldom,0.04501,36,627,0.02877,0.06125
2017,Second Stage of Tertiary Education,West,Never,0.05346,37,627,0.03583,0.07108
2017,Second Stage of Tertiary Education,East,Daily,0.75797,71,71,0.65764,0.85831
2018,No answer / don't know,West,Daily,0.47353,102,134,0.38868,0.55839
2018,No answer / don't know,West,At least once per week,0.21806,32,134,0.14788,0.28824
2018,Primary Level,West,Daily,0.58597,563,965,0.55488,0.61707
2018,Primary Level,West,At least once per week,0.17608,167,965,0.15203,0.20012
2018,Primary Level,West,At least once per month,0.03873,38,965,0.02655,0.05091
2018,Primary Level,West,Seldom,0.05844,61,965,0.04363,0.07325
2018,Primary Level,West,Never,0.14078,136,965,0.11882,0.16273
2018,Primary Level,East,Daily,0.50016,82,154,0.42093,0.57939
2018,Primary Level,East,At least once per week,0.21090,32,154,0.14625,0.27554
2018,Primary Level,East,Never,0.22176,40,154,0.15594,0.28759
2018,Lower Secondary Level,West,Daily,0.75972,378,503,0.72234,0.79709
2018,Lower Secondary Level,West,At least once per week,0.11041,83,503,0.08299,0.13782
