syear,age_gr,pli0165,proportion,n,lower_confidence,upper_confidence
2013,46-65 J.,5.0,0.20911062906724512,31177,0.20459638710343991,0.21362487103105032
2013,66 und älter,5.0,0.1588246894103727,31177,0.15476735152862897,0.16288202729211643
2013,30-45 J.,5.0,0.12261881285742457,31177,0.11897788878358007,0.12625973693126907
2013,30-45 J.,1.0,0.10309603628475646,31177,0.0997205770632051,0.10647149550630781
2013,17-29 J.,1.0,0.09765332281601262,31177,0.09435821875551596,0.10094842687650928
2013,46-65 J.,1.0,0.05801617038059554,31177,0.05542118352350609,0.06061115723768499
2013,30-45 J.,2.0,0.04835338197594163,31177,0.045972213130162025,0.05073455082172123
2013,46-65 J.,2.0,0.04058371129954644,31177,0.03839333700763932,0.042774085591453556
2013,46-65 J.,4.0,0.03332676000788799,31177,0.03133436564141469,0.0353191543743613
2013,30-45 J.,4.0,0.028712285545257347,31177,0.02685855442949412,0.030566016661020573
2013,17-29 J.,2.0,0.017669098797081444,31177,0.016206669050134802,0.019131528544028085
2013,17-29 J.,5.0,0.016761979885624136,31177,0.0153369272711365,0.01818703250011177
2013,30-45 J.,3.0,0.012305265233681719,31177,0.011081506600119783,0.013529023867243655
2013,66 und älter,1.0,0.011831985801617038,31177,0.01063170426420001,0.013032267339034067
2013,46-65 J.,3.0,0.011279826464208243,31177,0.010107558715962896,0.01245209421245359
2013,66 und älter,4.0,0.010767107079471505,31177,0.00962149469394985,0.01191271946499316
2013,66 und älter,2.0,0.00847958982449221,31177,0.007461755338066587,0.009497424310917832
2013,17-29 J.,4.0,0.0056793531847761786,31177,0.004845188927086444,0.006513517442465913
2013,17-29 J.,3.0,0.0028396765923880893,31177,0.0022489917241588645,0.003430361460617314
2013,66 und älter,3.0,0.00209031749161901,31177,0.0015833376919117568,0.0025972972913262636
2017,30-45 J.,1.0,0.2807061790668348,31140,0.275715312966686,0.28569704516698363
2017,17-29 J.,1.0,0.24539722572509456,31140,0.24061763411276735,0.25017681733742175
2017,30-45 J.,2.0,0.08247162673392182,31140,0.07941629198587577,0.08552696148196787
2017,46-65 J.,1.0,0.08020176544766709,31140,0.07718504534567,0.08321848554966418
2017,30-45 J.,5.0,0.06658259773013872,31140,0.06381364793431452,0.06935154752596293
2017,17-29 J.,2.0,0.05372005044136192,31140,0.05121581710741663,0.05622428377530721
2017,17-29 J.,5.0,0.044136191677175286,31140,0.041854840175003315,0.04641754317934726
2017,30-45 J.,4.0,0.0287515762925599,31140,0.026895513090596332,0.03060763949452347
2017,46-65 J.,5.0,0.02849936948297604,31140,0.0266512249303529,0.030347514035599182
2017,46-65 J.,2.0,0.025977301387137452,31140,0.024210538276952517,0.027744064497322387
