year,migback,quintil_oecd,pli0165,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2013,No migration background,1st Quintile,Never,0.43124665596575706,44486,0.42664441616022697,0.43584889577128716
2013,No migration background,1st Quintile,Daily,0.391653290529695,44486,0.3871173133174012,0.3961892677419888
2013,No migration background,1st Quintile,At least once per week,0.09630818619582665,44486,0.09356669933635514,0.09904967305529816
2013,No migration background,1st Quintile,Seldom,0.05885500267522739,44486,0.05666792426466123,0.06104208108579355
2013,No migration background,1st Quintile,At least once per month,0.021936864633493848,44486,0.020575686025227944,0.023298043241759752
2013,No migration background,2nd Quintile,Never,0.5145663956639567,44486,0.5099219913307823,0.519210799997131
2013,No migration background,2nd Quintile,Daily,0.30013550135501355,44486,0.29587647763338815,0.30439452507663894
2013,No migration background,2nd Quintile,At least once per week,0.1070460704607046,44486,0.1041730131864338,0.10991912773497542
2013,No migration background,2nd Quintile,Seldom,0.05555555555555555,44486,0.05342694432976878,0.057684166781342326
2013,No migration background,2nd Quintile,At least once per month,0.022696476964769646,44486,0.02131246976446536,0.024080484165073933
2013,No migration background,3rd Quintile,Never,0.5585315169706765,44486,0.5539170867070563,0.5631459472342967
2013,No migration background,3rd Quintile,Daily,0.24636342646040174,44486,0.24235924736831543,0.25036760555248805
2013,No migration background,3rd Quintile,At least once per week,0.09928422996998383,44486,0.09650529482166668,0.10206316511830098
2013,No migration background,3rd Quintile,Seldom,0.07250057723389518,44486,0.07009082745678517,0.07491032701100518
2013,No migration background,3rd Quintile,At least once per month,0.023320249365042716,44486,0.02191780035750215,0.02472269837258328
2013,No migration background,4th Quintile,Never,0.5310357271743052,44486,0.5263983102573938,0.5356731440912167
2013,No migration background,4th Quintile,Daily,0.24702273547455791,44486,0.2430149562691871,0.2510305146799287
2013,No migration background,4th Quintile,At least once per week,0.11295561169252977,44486,0.11001409731910364,0.1158971260659559
2013,No migration background,4th Quintile,Seldom,0.08173944424395525,44486,0.07919353336068147,0.08428535512722904
2013,No migration background,4th Quintile,At least once per month,0.02724648141465175,44486,0.025733613505629326,0.028759349323674174
2013,No migration background,5th Quintile,Never,0.5336184016514303,44486,0.5289825397023185,0.5382542636005421
2013,No migration background,5th Quintile,Daily,0.22087879681509878,44486,0.2170238009344473,0.22473379269575028
2013,No migration background,5th Quintile,At least once per week,0.11707460925980537,44486,0.11408690398247114,0.1200623145371396
2013,No migration background,5th Quintile,Seldom,0.09451489236213506,44486,0.09179635584807616,0.09723342887619396
2013,No migration background,5th Quintile,At least once per month,0.03391329991153052,44486,0.032231255456928704,0.035595344366132334
2013,Direct migration background,1st Quintile,Never,0.5095541401273885,44486,0.5049086119751831,0.514199668279594
2013,Direct migration background,1st Quintile,Daily,0.2505307855626327,44486,0.24650406176073544,0.25455750936453
2013,Direct migration background,1st Quintile,At least once per week,0.12314225053078556,44486,0.12008864799154464,0.12619585307002648
2013,Direct migration background,1st Quintile,Seldom,0.08492569002123142,44486,0.08233513920266794,0.0875162408397949
2013,Direct migration background,1st Quintile,At least once per month,0.03184713375796178,44486,0.030215391591931623,0.033478875923991944
2013,Direct migration background,2nd Quintile,Never,0.453125,44486,0.4484990872231629,0.4577509127768371
2013,Direct migration background,2nd Quintile,Daily,0.26704545454545453,44486,0.2629341891868471,0.271156719904062
