"pli0165","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Taeglich","2013","(noch) kein Abschluss","Westdeutschland","406","0.471789755276158","0.434782475254362","0.508797035297955"
"Taeglich","2013","(noch) kein Abschluss","Ostdeutschland","59","0.454704282693801","0.359461076391696","0.549947488995906"
"Taeglich","2013","Hauptschule","Westdeutschland","1309","0.157957280354153","0.149039671661416","0.166874889046889"
"Taeglich","2013","Hauptschule","Ostdeutschland","189","0.116210480789409","0.0983801552370027","0.134040806341815"
"Taeglich","2013","Realschule","Westdeutschland","1541","0.297838866191685","0.285022693877484","0.310655038505886"
"Taeglich","2013","Realschule","Ostdeutschland","546","0.207964134418105","0.191301541897747","0.224626726938464"
"Taeglich","2013","(Fach-)Abitur","Westdeutschland","1067","0.404102148042877","0.385808068582192","0.422396227503561"
"Taeglich","2013","(Fach-)Abitur","Ostdeutschland","173","0.397743709083225","0.354408351625086","0.441079066541364"
"Taeglich","2013","AkademikerIn","Westdeutschland","924","0.221916831607865","0.209581160309822","0.234252502905909"
"Taeglich","2013","AkademikerIn","Ostdeutschland","267","0.190148459931392","0.169901303521107","0.210395616341676"
"Min 1x pro Woche","2013","(noch) kein Abschluss","Westdeutschland","75","0.116023918491541","0.0922826715867609","0.139765165396321"
"Min 1x pro Woche","2013","(noch) kein Abschluss","Ostdeutschland","11","","",""
"Min 1x pro Woche","2013","Hauptschule","Westdeutschland","647","0.0861669691900962","0.0793055277741191","0.0930284106060734"
"Min 1x pro Woche","2013","Hauptschule","Ostdeutschland","76","0.0443604973943433","0.032905171458477","0.0558158233302097"
"Min 1x pro Woche","2013","Realschule","Westdeutschland","620","0.12901998012459","0.119625303383323","0.138414656865858"
"Min 1x pro Woche","2013","Realschule","Ostdeutschland","277","0.125601487977954","0.111995564452599","0.139207411503308"
"Min 1x pro Woche","2013","(Fach-)Abitur","Westdeutschland","337","0.118119827364364","0.106087621255583","0.130152033473146"
"Min 1x pro Woche","2013","(Fach-)Abitur","Ostdeutschland","66","0.121492971660995","0.0925663144845022","0.150419628837488"
"Min 1x pro Woche","2013","AkademikerIn","Westdeutschland","575","0.122843991467773","0.113099256376129","0.132588726559417"
"Min 1x pro Woche","2013","AkademikerIn","Ostdeutschland","163","0.0967885998094863","0.0815332653238768","0.112043934295096"
"Min 1x pro Monat","2013","(noch) kein Abschluss","Westdeutschland","13","","",""
"Min 1x pro Monat","2013","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Min 1x pro Monat","2013","Hauptschule","Westdeutschland","161","0.024627645682097","0.0208379163393829","0.0284173750248111"
"Min 1x pro Monat","2013","Hauptschule","Ostdeutschland","18","","",""
"Min 1x pro Monat","2013","Realschule","Westdeutschland","145","0.0288199651974317","0.0241313363153171","0.0335085940795464"
"Min 1x pro Monat","2013","Realschule","Ostdeutschland","75","0.0280597796367258","0.0212796525621719","0.0348399067112796"
"Min 1x pro Monat","2013","(Fach-)Abitur","Westdeutschland","77","0.0304826966029948","0.0240737958579125","0.0368915973480771"
"Min 1x pro Monat","2013","(Fach-)Abitur","Ostdeutschland","10","","",""
"Min 1x pro Monat","2013","AkademikerIn","Westdeutschland","163","0.0410285944437264","0.0351401469765254","0.0469170419109275"
"Min 1x pro Monat","2013","AkademikerIn","Ostdeutschland","41","0.0264569493148509","0.0181763382103152","0.0347375604193866"
"Seltener","2013","(noch) kein Abschluss","Westdeutschland","21","","",""
"Seltener","2013","(noch) kein Abschluss","Ostdeutschland","4","","",""
"Seltener","2013","Hauptschule","Westdeutschland","491","0.070955893769433","0.0646778559338238","0.0772339316050421"
"Seltener","2013","Hauptschule","Ostdeutschland","50","0.0429463282579977","0.0316667368823566","0.0542259196336389"
"Seltener","2013","Realschule","Westdeutschland","368","0.0733117276043796","0.0660070202780519","0.0806164349307073"
"Seltener","2013","Realschule","Ostdeutschland","201","0.0938756205426932","0.0819014277442574","0.105849813341129"
"Seltener","2013","(Fach-)Abitur","Westdeutschland","204","0.0784969351475883","0.068470332278762","0.0885235380164147"
"Seltener","2013","(Fach-)Abitur","Ostdeutschland","42","0.0977921972839915","0.071492215810074","0.124092178757909"
"Seltener","2013","AkademikerIn","Westdeutschland","459","0.0908406931763671","0.082309399920814","0.0993719864319202"
"Seltener","2013","AkademikerIn","Ostdeutschland","128","0.0806340293254939","0.0665859057464566","0.0946821529045312"
"Nie","2013","(noch) kein Abschluss","Westdeutschland","184","0.376328239101552","0.340413646248545","0.412242831954559"
"Nie","2013","(noch) kein Abschluss","Ostdeutschland","29","","",""
"Nie","2013","Hauptschule","Westdeutschland","3817","0.660292211004221","0.648711576249071","0.671872845759372"
"Nie","2013","Hauptschule","Ostdeutschland","908","0.784524369973665","0.761649191072122","0.807399548875208"
"Nie","2013","Realschule","Westdeutschland","2217","0.471009460881914","0.457020417166247","0.48499850459758"
"Nie","2013","Realschule","Ostdeutschland","1180","0.544498977424522","0.524052469705449","0.564945485143595"
"Nie","2013","(Fach-)Abitur","Westdeutschland","1079","0.368798392842176","0.350811438611019","0.386785347073333"
"Nie","2013","(Fach-)Abitur","Ostdeutschland","199","0.358217449282402","0.315763570840013","0.40067132772479"
"Nie","2013","AkademikerIn","Westdeutschland","2238","0.523369889304268","0.508543009717011","0.538196768891524"
"Nie","2013","AkademikerIn","Ostdeutschland","844","0.605971961618777","0.580760109350385","0.631183813887169"
"Taeglich","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2014","Hauptschule","Westdeutschland","","","",""
"Taeglich","2014","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2014","Realschule","Westdeutschland","","","",""
"Taeglich","2014","Realschule","Ostdeutschland","","","",""
"Taeglich","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2014","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2014","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2014","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2014","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2014","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2014","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2014","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2014","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2014","Hauptschule","Westdeutschland","","","",""
"Seltener","2014","Hauptschule","Ostdeutschland","","","",""
"Seltener","2014","Realschule","Westdeutschland","","","",""
"Seltener","2014","Realschule","Ostdeutschland","","","",""
"Seltener","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2014","AkademikerIn","Westdeutschland","","","",""
"Seltener","2014","AkademikerIn","Ostdeutschland","","","",""
"Nie","2014","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2014","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2014","Hauptschule","Westdeutschland","","","",""
"Nie","2014","Hauptschule","Ostdeutschland","","","",""
"Nie","2014","Realschule","Westdeutschland","","","",""
"Nie","2014","Realschule","Ostdeutschland","","","",""
"Nie","2014","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2014","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2014","AkademikerIn","Westdeutschland","","","",""
"Nie","2014","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2015","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2015","Hauptschule","Westdeutschland","","","",""
"Taeglich","2015","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2015","Realschule","Westdeutschland","","","",""
"Taeglich","2015","Realschule","Ostdeutschland","","","",""
"Taeglich","2015","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2015","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2015","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2015","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2015","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2015","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2015","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2015","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2015","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2015","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2015","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2015","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2015","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2015","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2015","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2015","Hauptschule","Westdeutschland","","","",""
"Seltener","2015","Hauptschule","Ostdeutschland","","","",""
"Seltener","2015","Realschule","Westdeutschland","","","",""
"Seltener","2015","Realschule","Ostdeutschland","","","",""
"Seltener","2015","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2015","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2015","AkademikerIn","Westdeutschland","","","",""
"Seltener","2015","AkademikerIn","Ostdeutschland","","","",""
"Nie","2015","(noch) kein Abschluss","Westdeutschland","","","",""
"Nie","2015","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nie","2015","Hauptschule","Westdeutschland","","","",""
"Nie","2015","Hauptschule","Ostdeutschland","","","",""
"Nie","2015","Realschule","Westdeutschland","","","",""
"Nie","2015","Realschule","Ostdeutschland","","","",""
"Nie","2015","(Fach-)Abitur","Westdeutschland","","","",""
"Nie","2015","(Fach-)Abitur","Ostdeutschland","","","",""
"Nie","2015","AkademikerIn","Westdeutschland","","","",""
"Nie","2015","AkademikerIn","Ostdeutschland","","","",""
"Taeglich","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Taeglich","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taeglich","2016","Hauptschule","Westdeutschland","","","",""
"Taeglich","2016","Hauptschule","Ostdeutschland","","","",""
"Taeglich","2016","Realschule","Westdeutschland","","","",""
"Taeglich","2016","Realschule","Ostdeutschland","","","",""
"Taeglich","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Taeglich","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Taeglich","2016","AkademikerIn","Westdeutschland","","","",""
"Taeglich","2016","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Woche","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Woche","2016","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","Realschule","Westdeutschland","","","",""
"Min 1x pro Woche","2016","Realschule","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Woche","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Woche","2016","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Woche","2016","AkademikerIn","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Min 1x pro Monat","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","Hauptschule","Westdeutschland","","","",""
"Min 1x pro Monat","2016","Hauptschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","Realschule","Westdeutschland","","","",""
"Min 1x pro Monat","2016","Realschule","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","(Fach-)Abitur","Westdeutschland","","","",""
"Min 1x pro Monat","2016","(Fach-)Abitur","Ostdeutschland","","","",""
"Min 1x pro Monat","2016","AkademikerIn","Westdeutschland","","","",""
"Min 1x pro Monat","2016","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2016","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2016","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2016","Hauptschule","Westdeutschland","","","",""
"Seltener","2016","Hauptschule","Ostdeutschland","","","",""
"Seltener","2016","Realschule","Westdeutschland","","","",""
"Seltener","2016","Realschule","Ostdeutschland","","","",""
"Seltener","2016","(Fach-)Abitur","Westdeutschland","","","",""
