"ple0024","year","bildungsniveau","bula_h","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Ja","2009","(noch) kein Abschluss","Schleswig-Holstein","10","","",""
"Ja","2009","(noch) kein Abschluss","Hamburg","7","","",""
"Ja","2009","(noch) kein Abschluss","Niedersachsen","28","","",""
"Ja","2009","(noch) kein Abschluss","Bremen","2","","",""
"Ja","2009","(noch) kein Abschluss","Nordrhein-Westfalen","81","0.626034009594587","0.539821472990848","0.712246546198325"
"Ja","2009","(noch) kein Abschluss","Hessen","19","","",""
"Ja","2009","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","17","","",""
"Ja","2009","(noch) kein Abschluss","Baden-Wuerttemberg","45","0.574785269515509","0.462146163090077","0.687424375940941"
"Ja","2009","(noch) kein Abschluss","Bayern","43","0.497842116886924","0.380712956337189","0.614971277436659"
"Ja","2009","(noch) kein Abschluss","Saarland","","","",""
"Ja","2009","(noch) kein Abschluss","Berlin","12","","",""
"Ja","2009","(noch) kein Abschluss","Brandenburg","10","","",""
"Ja","2009","(noch) kein Abschluss","Mecklenburg-Vorpommern","8","","",""
"Ja","2009","(noch) kein Abschluss","Sachsen","13","","",""
"Ja","2009","(noch) kein Abschluss","Sachsen-Anhalt","9","","",""
"Ja","2009","(noch) kein Abschluss","Thueringen","5","","",""
"Ja","2009","Hauptschule","Schleswig-Holstein","74","0.408283795755656","0.3383947527461","0.478172838765211"
"Ja","2009","Hauptschule","Hamburg","16","","",""
"Ja","2009","Hauptschule","Niedersachsen","188","0.314371905292875","0.276621102550141","0.35212270803561"
"Ja","2009","Hauptschule","Bremen","12","","",""
"Ja","2009","Hauptschule","Nordrhein-Westfalen","553","0.402679045670851","0.376671095055694","0.428686996286007"
"Ja","2009","Hauptschule","Hessen","125","0.340362384220976","0.292276549388741","0.388448219053211"
"Ja","2009","Hauptschule","Rheinland-Pfalz,Saarland","206","0.41867835190866","0.374862414104303","0.462494289713016"
"Ja","2009","Hauptschule","Baden-Wuerttemberg","384","0.456394108365424","0.421189702979804","0.491598513751045"
"Ja","2009","Hauptschule","Bayern","484","0.419069861758713","0.389738077139047","0.44840164637838"
"Ja","2009","Hauptschule","Saarland","","","",""
"Ja","2009","Hauptschule","Berlin","30","0.261333409733742","0.180324914517765","0.342341904949719"
"Ja","2009","Hauptschule","Brandenburg","56","0.348747809757367","0.280258630516279","0.417236988998456"
"Ja","2009","Hauptschule","Mecklenburg-Vorpommern","36","0.316411017149706","0.227454705583142","0.405367328716271"
"Ja","2009","Hauptschule","Sachsen","69","0.215188121359441","0.16951509101458","0.260861151704301"
"Ja","2009","Hauptschule","Sachsen-Anhalt","68","0.32846573605866","0.264017337236258","0.392914134881063"
"Ja","2009","Hauptschule","Thueringen","85","0.326543836276607","0.26898613880809","0.384101533745124"
"Ja","2009","Realschule","Schleswig-Holstein","69","0.460862159564271","0.379163392051776","0.542560927076767"
"Ja","2009","Realschule","Hamburg","30","0.414931766097891","0.294219971721819","0.535643560473963"
"Ja","2009","Realschule","Niedersachsen","258","0.531464308320913","0.487053813355826","0.575874803286"
"Ja","2009","Realschule","Bremen","21","","",""
"Ja","2009","Realschule","Nordrhein-Westfalen","415","0.588396702034028","0.552770408523241","0.624022995544815"
"Ja","2009","Realschule","Hessen","136","0.459728548030835","0.401663923795957","0.517793172265712"
"Ja","2009","Realschule","Rheinland-Pfalz,Saarland","100","0.487506755242618","0.417529895882149","0.557483614603087"
"Ja","2009","Realschule","Baden-Wuerttemberg","279","0.549066006124802","0.504459017138584","0.59367299511102"
"Ja","2009","Realschule","Bayern","315","0.530295708308956","0.489818272956856","0.570773143661057"
"Ja","2009","Realschule","Saarland","","","",""
"Ja","2009","Realschule","Berlin","82","0.400096634253807","0.330250835677134","0.46994243283048"
"Ja","2009","Realschule","Brandenburg","146","0.590257125996202","0.530594253139678","0.649919998852725"
"Ja","2009","Realschule","Mecklenburg-Vorpommern","87","0.440890162890961","0.367329973643309","0.514450352138612"
"Ja","2009","Realschule","Sachsen","310","0.546925878172087","0.505056448871365","0.58879530747281"
"Ja","2009","Realschule","Sachsen-Anhalt","131","0.462159947169278","0.400846751036785","0.523473143301771"
"Ja","2009","Realschule","Thueringen","186","0.596359895971002","0.541207717797591","0.651512074144413"
"Ja","2009","(Fach-)Abitur","Schleswig-Holstein","36","0.554103475118846","0.428331191432718","0.679875758804975"
"Ja","2009","(Fach-)Abitur","Hamburg","29","","",""
"Ja","2009","(Fach-)Abitur","Niedersachsen","99","0.56861807338031","0.492115427511023","0.645120719249596"
"Ja","2009","(Fach-)Abitur","Bremen","10","","",""
"Ja","2009","(Fach-)Abitur","Nordrhein-Westfalen","322","0.553848178123367","0.511488080129246","0.596208276117488"
"Ja","2009","(Fach-)Abitur","Hessen","102","0.582302030130789","0.508383151452598","0.656220908808979"
"Ja","2009","(Fach-)Abitur","Rheinland-Pfalz,Saarland","60","0.62914317847984","0.534940058641459","0.72334629831822"
"Ja","2009","(Fach-)Abitur","Baden-Wuerttemberg","164","0.64854828263054","0.588888106768196","0.708208458492884"
"Ja","2009","(Fach-)Abitur","Bayern","137","0.566699102615729","0.504395090983705","0.629003114247753"
"Ja","2009","(Fach-)Abitur","Saarland","","","",""
"Ja","2009","(Fach-)Abitur","Berlin","43","0.438120688732706","0.335041381940936","0.541199995524475"
"Ja","2009","(Fach-)Abitur","Brandenburg","44","0.657003806222201","0.539782539697749","0.774225072746654"
"Ja","2009","(Fach-)Abitur","Mecklenburg-Vorpommern","18","","",""
"Ja","2009","(Fach-)Abitur","Sachsen","70","0.654146642001786","0.56526024449153","0.743033039512042"
"Ja","2009","(Fach-)Abitur","Sachsen-Anhalt","44","0.654023733696241","0.540962546160404","0.767084921232078"
"Ja","2009","(Fach-)Abitur","Thueringen","25","","",""
"Ja","2009","AkademikerIn","Schleswig-Holstein","38","0.458737587632141","0.35022211177304","0.567253063491243"
"Ja","2009","AkademikerIn","Hamburg","35","0.446911765226678","0.337278424142062","0.556545106311295"
"Ja","2009","AkademikerIn","Niedersachsen","144","0.481602591279833","0.425342219821832","0.537862962737834"
"Ja","2009","AkademikerIn","Bremen","18","","",""
"Ja","2009","AkademikerIn","Nordrhein-Westfalen","410","0.565650658624252","0.529669258476262","0.601632058772241"
"Ja","2009","AkademikerIn","Hessen","164","0.599007732376383","0.544799221112907","0.653216243639859"
"Ja","2009","AkademikerIn","Rheinland-Pfalz,Saarland","80","0.53705525827408","0.459551351772343","0.614559164775816"
"Ja","2009","AkademikerIn","Baden-Wuerttemberg","248","0.531151508584643","0.484523461762443","0.577779555406842"
"Ja","2009","AkademikerIn","Bayern","271","0.546453042316832","0.503663861480241","0.589242223153422"
"Ja","2009","AkademikerIn","Saarland","","","",""
"Ja","2009","AkademikerIn","Berlin","102","0.45147286909338","0.388116715489525","0.514829022697234"
"Ja","2009","AkademikerIn","Brandenburg","87","0.336552120998216","0.275878529747446","0.397225712248986"
"Ja","2009","AkademikerIn","Mecklenburg-Vorpommern","57","0.380185974094873","0.297686531210814","0.462685416978933"
"Ja","2009","AkademikerIn","Sachsen","147","0.471899693863196","0.418679947761825","0.525119439964567"
"Ja","2009","AkademikerIn","Sachsen-Anhalt","81","0.34362786667029","0.276798632972821","0.410457100367759"
"Ja","2009","AkademikerIn","Thueringen","83","0.440410223945512","0.367067786538253","0.513752661352772"
"Nein","2009","(noch) kein Abschluss","Schleswig-Holstein","8","","",""
"Nein","2009","(noch) kein Abschluss","Hamburg","2","","",""
"Nein","2009","(noch) kein Abschluss","Niedersachsen","14","","",""
"Nein","2009","(noch) kein Abschluss","Bremen","1","","",""
"Nein","2009","(noch) kein Abschluss","Nordrhein-Westfalen","40","0.373965990405413","0.287753453801675","0.460178527009152"
"Nein","2009","(noch) kein Abschluss","Hessen","15","","",""
"Nein","2009","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","9","","",""
"Nein","2009","(noch) kein Abschluss","Baden-Wuerttemberg","29","","",""
"Nein","2009","(noch) kein Abschluss","Bayern","27","","",""
"Nein","2009","(noch) kein Abschluss","Saarland","","","",""
"Nein","2009","(noch) kein Abschluss","Berlin","6","","",""
"Nein","2009","(noch) kein Abschluss","Brandenburg","5","","",""
"Nein","2009","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"Nein","2009","(noch) kein Abschluss","Sachsen","6","","",""
"Nein","2009","(noch) kein Abschluss","Sachsen-Anhalt","2","","",""
"Nein","2009","(noch) kein Abschluss","Thueringen","2","","",""
"Nein","2009","Hauptschule","Schleswig-Holstein","116","0.591716204244344","0.521827161234789","0.6616052472539"
"Nein","2009","Hauptschule","Hamburg","41","0.725382404427307","0.609515780807194","0.841249028047421"
"Nein","2009","Hauptschule","Niedersachsen","393","0.685628094707125","0.64787729196439","0.72337889744986"
"Nein","2009","Hauptschule","Bremen","18","","",""
"Nein","2009","Hauptschule","Nordrhein-Westfalen","813","0.597320954329149","0.571313003713993","0.623328904944306"
"Nein","2009","Hauptschule","Hessen","248","0.659637615779024","0.611551780946789","0.707723450611259"
"Nein","2009","Hauptschule","Rheinland-Pfalz,Saarland","281","0.58132164809134","0.537505710286984","0.625137585895697"
"Nein","2009","Hauptschule","Baden-Wuerttemberg","385","0.543605891634576","0.508401486248955","0.578810297020196"
"Nein","2009","Hauptschule","Bayern","603","0.580930138241287","0.55159835362162","0.610261922860953"
"Nein","2009","Hauptschule","Saarland","","","",""
"Nein","2009","Hauptschule","Berlin","83","0.738666590266258","0.657658095050281","0.819675085482236"
"Nein","2009","Hauptschule","Brandenburg","130","0.651252190242633","0.582763011001544","0.719741369483721"
"Nein","2009","Hauptschule","Mecklenburg-Vorpommern","69","0.683588982850293","0.594632671283729","0.772545294416858"
"Nein","2009","Hauptschule","Sachsen","242","0.784811878640559","0.739138848295699","0.83048490898542"
"Nein","2009","Hauptschule","Sachsen-Anhalt","136","0.67153426394134","0.607085865118937","0.735982662763742"
"Nein","2009","Hauptschule","Thueringen","170","0.673456163723393","0.615898466254876","0.73101386119191"
"Nein","2009","Realschule","Schleswig-Holstein","74","0.539137840435729","0.457439072923233","0.620836607948224"
"Nein","2009","Realschule","Hamburg","34","0.585068233902109","0.464356439526037","0.705780028278181"
"Nein","2009","Realschule","Niedersachsen","227","0.468535691679086","0.424125196713999","0.512946186644174"
"Nein","2009","Realschule","Bremen","16","","",""
"Nein","2009","Realschule","Nordrhein-Westfalen","318","0.411603297965972","0.375977004455185","0.447229591476759"
"Nein","2009","Realschule","Hessen","147","0.540271451969165","0.482206827734288","0.598336076204043"
"Nein","2009","Realschule","Rheinland-Pfalz,Saarland","96","0.512493244757382","0.442516385396913","0.582470104117851"
