"ple0024","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","Schleswig-Holstein","Staedtischer Raum","94","0.457151740099492","0.38631791346977","0.527985566729214"
"Ja","2009","Schleswig-Holstein","Laendlicher Raum","143","0.467596674232466","0.412497016541954","0.522696331922978"
"Ja","2009","Hamburg","Staedtischer Raum","120","0.421052329415884","0.36149519134539","0.480609467486379"
"Ja","2009","Hamburg","Laendlicher Raum","","","",""
"Ja","2009","Niedersachsen","Staedtischer Raum","350","0.443287844880856","0.407829318615413","0.4787463711463"
"Ja","2009","Niedersachsen","Laendlicher Raum","393","0.449382007144039","0.416000448195385","0.482763566092693"
"Ja","2009","Bremen","Staedtischer Raum","66","0.484167558974939","0.3936136235273","0.574721494422579"
"Ja","2009","Bremen","Laendlicher Raum","","","",""
"Ja","2009","Nordrhein-Westfalen","Staedtischer Raum","1789","0.504993828167685","0.488341683034885","0.521645973300486"
"Ja","2009","Nordrhein-Westfalen","Laendlicher Raum","66","0.634675063929892","0.543008588181197","0.726341539678587"
"Ja","2009","Hessen","Staedtischer Raum","463","0.468953520892477","0.437709550290489","0.500197491494464"
"Ja","2009","Hessen","Laendlicher Raum","95","0.460922304564147","0.394600281095622","0.527244328032671"
"Ja","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","369","0.486811832028515","0.451253114999179","0.52237054905785"
"Ja","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","118","0.472640161501701","0.40986847579831","0.535411847205092"
"Ja","2009","Baden-Wuerttemberg","Staedtischer Raum","1070","0.525723342460453","0.503211466124501","0.548235218796404"
"Ja","2009","Baden-Wuerttemberg","Laendlicher Raum","103","0.56615272429166","0.494736404760243","0.637569043823076"
"Ja","2009","Bayern","Staedtischer Raum","566","0.482529190584949","0.453945469448528","0.51111291172137"
"Ja","2009","Bayern","Laendlicher Raum","731","0.499051509913973","0.472775842933912","0.525327176894035"
"Ja","2009","Saarland","Staedtischer Raum","","","",""
"Ja","2009","Saarland","Laendlicher Raum","","","",""
"Ja","2009","Berlin","Staedtischer Raum","279","0.403308285262842","0.365995503579868","0.440621066945816"
"Ja","2009","Berlin","Laendlicher Raum","","","",""
"Ja","2009","Brandenburg","Staedtischer Raum","30","0.451001990619174","0.327143192767632","0.574860788470717"
"Ja","2009","Brandenburg","Laendlicher Raum","328","0.480782650775718","0.444186064911006","0.51737923664043"
"Ja","2009","Mecklenburg-Vorpommern","Staedtischer Raum","32","0.543124337345315","0.412656722886656","0.673591951803975"
"Ja","2009","Mecklenburg-Vorpommern","Laendlicher Raum","188","0.406960166806749","0.359232657587331","0.454687676026166"
"Ja","2009","Sachsen","Staedtischer Raum","314","0.431348947010986","0.394260376039862","0.46843751798211"
"Ja","2009","Sachsen","Laendlicher Raum","312","0.487835973492875","0.449787891081933","0.525884055903816"
"Ja","2009","Sachsen-Anhalt","Staedtischer Raum","60","0.325137527448126","0.248893596621572","0.40138145827468"
"Ja","2009","Sachsen-Anhalt","Laendlicher Raum","291","0.457422359318983","0.417855727122439","0.496988991515527"
"Ja","2009","Thueringen","Staedtischer Raum","110","0.502015175259864","0.438889498556764","0.565140851962964"
"Ja","2009","Thueringen","Laendlicher Raum","294","0.490000433486963","0.44888952645362","0.531111340520306"
"Nein","2009","Schleswig-Holstein","Staedtischer Raum","96","0.542848259900508","0.472014433270786","0.61368208653023"
"Nein","2009","Schleswig-Holstein","Laendlicher Raum","172","0.532403325767534","0.477303668077022","0.587502983458046"
"Nein","2009","Hamburg","Staedtischer Raum","144","0.578947670584116","0.519390532513622","0.63850480865461"
"Nein","2009","Hamburg","Laendlicher Raum","","","",""
"Nein","2009","Niedersachsen","Staedtischer Raum","404","0.556712155119144","0.5212536288537","0.592170681384587"
"Nein","2009","Niedersachsen","Laendlicher Raum","460","0.550617992855961","0.517236433907307","0.583999551804615"
"Nein","2009","Bremen","Staedtischer Raum","51","0.515832441025061","0.425278505577421","0.6063863764727"
"Nein","2009","Bremen","Laendlicher Raum","","","",""
"Nein","2009","Nordrhein-Westfalen","Staedtischer Raum","1674","0.495006171832314","0.478354026699514","0.511658316965115"
"Nein","2009","Nordrhein-Westfalen","Laendlicher Raum","40","0.365324936070108","0.273658460321413","0.456991411818803"
"Nein","2009","Hessen","Staedtischer Raum","517","0.531046479107523","0.499802508505536","0.562290449709511"
"Nein","2009","Hessen","Laendlicher Raum","122","0.539077695435853","0.472755671967329","0.605399718904378"
"Nein","2009","Rheinland-Pfalz,Saarland","Staedtischer Raum","390","0.513188167971485","0.47762945094215","0.548746885000821"
"Nein","2009","Rheinland-Pfalz,Saarland","Laendlicher Raum","125","0.527359838498299","0.464588152794908","0.59013152420169"
"Nein","2009","Baden-Wuerttemberg","Staedtischer Raum","820","0.474276657539547","0.451764781203596","0.496788533875499"
"Nein","2009","Baden-Wuerttemberg","Laendlicher Raum","82","0.43384727570834","0.362430956176924","0.505263595239757"
"Nein","2009","Bayern","Staedtischer Raum","608","0.517470809415051","0.48888708827863","0.546054530551472"
"Nein","2009","Bayern","Laendlicher Raum","660","0.500948490086027","0.474672823105965","0.527224157066088"
"Nein","2009","Saarland","Staedtischer Raum","","","",""
"Nein","2009","Saarland","Laendlicher Raum","","","",""
"Nein","2009","Berlin","Staedtischer Raum","385","0.596691714737158","0.559378933054184","0.634004496420132"
"Nein","2009","Berlin","Laendlicher Raum","","","",""
"Nein","2009","Brandenburg","Staedtischer Raum","32","0.548998009380826","0.425139211529283","0.672856807232368"
"Nein","2009","Brandenburg","Laendlicher Raum","388","0.519217349224282","0.48262076335957","0.555813935088994"
"Nein","2009","Mecklenburg-Vorpommern","Staedtischer Raum","24","","",""
"Nein","2009","Mecklenburg-Vorpommern","Laendlicher Raum","219","0.593039833193251","0.545312323973834","0.640767342412669"
"Nein","2009","Sachsen","Staedtischer Raum","371","0.568651052989014","0.53156248201789","0.605739623960138"
"Nein","2009","Sachsen","Laendlicher Raum","351","0.512164026507125","0.474115944096184","0.550212108918067"
"Nein","2009","Sachsen-Anhalt","Staedtischer Raum","85","0.674862472551874","0.59861854172532","0.751106403378428"
"Nein","2009","Sachsen-Anhalt","Laendlicher Raum","318","0.542577640681017","0.503011008484473","0.582144272877561"
"Nein","2009","Thueringen","Staedtischer Raum","131","0.497984824740136","0.434859148037036","0.561110501443236"
"Nein","2009","Thueringen","Laendlicher Raum","274","0.509999566513037","0.468888659479694","0.551110473546381"
"Ja","2010","Schleswig-Holstein","Staedtischer Raum","","","",""
"Ja","2010","Schleswig-Holstein","Laendlicher Raum","","","",""
"Ja","2010","Hamburg","Staedtischer Raum","","","",""
"Ja","2010","Hamburg","Laendlicher Raum","","","",""
"Ja","2010","Niedersachsen","Staedtischer Raum","","","",""
"Ja","2010","Niedersachsen","Laendlicher Raum","","","",""
"Ja","2010","Bremen","Staedtischer Raum","","","",""
"Ja","2010","Bremen","Laendlicher Raum","","","",""
"Ja","2010","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Ja","2010","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Ja","2010","Hessen","Staedtischer Raum","","","",""
"Ja","2010","Hessen","Laendlicher Raum","","","",""
"Ja","2010","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Ja","2010","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Ja","2010","Baden-Wuerttemberg","Staedtischer Raum","","","",""
