syear,migback,ple0024,proportion,n,lower_confidence,upper_confidence
2009,No migration background,2.0,0.45007619800191906,18254,0.4428589549676694,0.4572934410361687
2009,No migration background,1.0,0.41891968166168086,18254,0.4117621955569745,0.4260771677663872
2009,Direct migration background,1.0,0.04780719083366258,18254,0.04471200941478084,0.05090237225254433
2009,Direct migration background,2.0,0.04408195518428628,18254,0.04110400243538747,0.04705990793318509
2009,Indirect migration background,1.0,0.028503697014167183,18254,0.02608963612018326,0.030917757908151107
2009,Indirect migration background,2.0,0.01061127730428402,18254,0.009124847659175482,0.012097706949392559
2011,No migration background,2.0,0.5399063323251049,28898,0.5341598176966008,0.5456528469536089
2011,No migration background,1.0,0.3249097472924188,28898,0.3195098628388563,0.33030963174598127
2011,Direct migration background,2.0,0.053419845838618404,28898,0.05082714629866992,0.05601254537856689
2011,Direct migration background,1.0,0.0436627963703776,28898,0.04130675193634147,0.04601884080441373
2011,Indirect migration background,1.0,0.02473412040199044,28898,0.022943382901440344,0.026524857902540534
2011,Indirect migration background,2.0,0.0133671577714899,28898,0.012043061694315675,0.014691253848664126
2013,No migration background,2.0,0.5721084433987488,31177,0.5666162610639691,0.5776006257335284
2013,No migration background,1.0,0.29891449655098656,31177,0.2938329267872322,0.3039960663147409
2013,Direct migration background,2.0,0.05529116090048661,31177,0.05275418843599843,0.05782813336497478
2013,Direct migration background,1.0,0.03657558419335864,31177,0.03449184495552013,0.03865932343119716
2013,Indirect migration background,1.0,0.021763542056574516,31177,0.020143875474584592,0.02338320863856444
2013,Indirect migration background,2.0,0.015346772899844928,31177,0.013982224019463866,0.01671132178022599
2015,No migration background,2.0,0.47710231395630087,27342,0.47118185938140666,0.4830227685311951
2015,No migration background,1.0,0.28307667499798433,27342,0.27773682164936553,0.28841652834660314
2015,Direct migration background,1.0,0.09017979521083609,27342,0.08678453281998269,0.09357505760168949
2015,Direct migration background,2.0,0.08707570749012336,27342,0.08373370461197095,0.09041771036827577
2015,Indirect migration background,1.0,0.037289365476094495,27342,0.03504351254524011,0.03953521840694888
2015,Indirect migration background,2.0,0.025276142868660808,27342,0.02341561092634483,0.027136674810976785
2017,No migration background,2.0,0.4864065521556137,31140,0.4808551049658648,0.49195799934536255
2017,No migration background,1.0,0.27224813255981495,31140,0.2673042188022978,0.2771920463173321
2017,Direct migration background,1.0,0.09206385318317976,31140,0.08885264106270922,0.0952750653036503
2017,Direct migration background,2.0,0.08747582755090433,31140,0.08433775495781204,0.09061390014399662
2017,Indirect migration background,1.0,0.035073749668221285,31140,0.03303043653272543,0.03711706280371714
2017,Indirect migration background,2.0,0.026731884882265952,31140,0.02494033953150017,0.028523430233031735
2019,No migration background,2.0,0.5357450811319275,29565,0.530060159492466,0.5414300027713891
2019,No migration background,1.0,0.24880457787881163,29565,0.24387655427342494,0.25373260148419835
2019,Direct migration background,2.0,0.08575683938229992,29565,0.08256506361622919,0.08894861514837064
2019,Direct migration background,1.0,0.0685897938386768,29565,0.06570863385203668,0.07147095382531693
2019,Indirect migration background,1.0,0.030610645136003763,29565,0.02864704752890271,0.03257424274310481
2019,Indirect migration background,2.0,0.030493062632280316,29565,0.02853312111283101,0.03245300415172962
2021,No migration background,2.0,0.4747443122521394,19931,0.4678115422283246,0.48167708227595424
2021,No migration background,1.0,0.20929868503443957,19931,0.2036508629509664,0.21494650711791274
2021,Direct migration background,1.0,0.137810477979545,19931,0.13302490419489094,0.14259605176419904
2021,Direct migration background,2.0,0.12935712794823628,19931,0.12469797751035087,0.1340162783861217
2021,Indirect migration background,2.0,0.02546441243999165,19931,0.023277370012397852,0.027651454867585447
2021,Indirect migration background,1.0,0.02332498434564809,19931,0.02122953461660678,0.0254204340746894
