"ple0024","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2009","(noch) kein Abschluss","kein Migrationshintergrund","218","","",""
"Ja","2009","(noch) kein Abschluss","direkter Migrationshintergrund","49","0.444897841523252","0.352029357583664","0.53776632546284"
"Ja","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","42","0.782204184134773","0.67211718218291","0.892291186086636"
"Ja","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","Hauptschule","kein Migrationshintergrund","1868","","",""
"Ja","2009","Hauptschule","direkter Migrationshintergrund","368","0.457370790370958","0.422022239150369","0.492719341591548"
"Ja","2009","Hauptschule","indirekter Migrationshintergrund","150","","",""
"Ja","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","Realschule","kein Migrationshintergrund","2362","","",""
"Ja","2009","Realschule","direkter Migrationshintergrund","89","0.675951019720596","0.598425084044505","0.753476955396686"
"Ja","2009","Realschule","indirekter Migrationshintergrund","114","","",""
"Ja","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","(Fach-)Abitur","kein Migrationshintergrund","965","0.588680352120074","0.564370896964524","0.612989807275624"
"Ja","2009","(Fach-)Abitur","direkter Migrationshintergrund","168","","",""
"Ja","2009","(Fach-)Abitur","indirekter Migrationshintergrund","70","0.634932971831751","0.541955073731809","0.727910869931693"
"Ja","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2009","AkademikerIn","kein Migrationshintergrund","1748","","",""
"Ja","2009","AkademikerIn","direkter Migrationshintergrund","152","","",""
"Ja","2009","AkademikerIn","indirekter Migrationshintergrund","65","0.865595209992037","0.793507096406961","0.937683323577112"
"Ja","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","(noch) kein Abschluss","kein Migrationshintergrund","94","0.363409897140704","0.310039662700203","0.416780131581205"
"Nein","2009","(noch) kein Abschluss","direkter Migrationshintergrund","61","0.555102158476748","0.46223367453716","0.647970642416336"
"Nein","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","12","","",""
"Nein","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","Hauptschule","kein Migrationshintergrund","3273","0.646305397311753","0.633235944749018","0.659374849874488"
"Nein","2009","Hauptschule","direkter Migrationshintergrund","395","0.542629209629042","0.507280658408452","0.577977760849631"
"Nein","2009","Hauptschule","indirekter Migrationshintergrund","60","0.297185360758752","0.235373395848752","0.358997325668753"
"Nein","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","Realschule","kein Migrationshintergrund","2063","","",""
"Nein","2009","Realschule","direkter Migrationshintergrund","51","0.324048980279404","0.246523044603314","0.401574915955495"
"Nein","2009","Realschule","indirekter Migrationshintergrund","50","0.338116144107289","0.265714235494249","0.410518052720329"
"Nein","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","(Fach-)Abitur","kein Migrationshintergrund","609","0.411319647879926","0.387010192724376","0.435629103035476"
"Nein","2009","(Fach-)Abitur","direkter Migrationshintergrund","125","","",""
"Nein","2009","(Fach-)Abitur","indirekter Migrationshintergrund","33","0.365067028168249","0.272089130068307","0.458044926268191"
"Nein","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2009","AkademikerIn","kein Migrationshintergrund","1846","","",""
"Nein","2009","AkademikerIn","direkter Migrationshintergrund","132","","",""
"Nein","2009","AkademikerIn","indirekter Migrationshintergrund","21","","",""
"Nein","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Ja","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","Realschule","kein Migrationshintergrund","","","",""
"Ja","2010","Realschule","direkter Migrationshintergrund","","","",""
"Ja","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Ja","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Ja","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Ja","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nein","2010","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Hauptschule","kein Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","direkter Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nein","2010","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","Realschule","kein Migrationshintergrund","","","",""
"Nein","2010","Realschule","direkter Migrationshintergrund","","","",""
"Nein","2010","Realschule","indirekter Migrationshintergrund","","","",""
"Nein","2010","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nein","2010","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2010","AkademikerIn","kein Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nein","2010","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(noch) kein Abschluss","kein Migrationshintergrund","215","","",""
"Ja","2011","(noch) kein Abschluss","direkter Migrationshintergrund","47","0.313423296921261","0.234287807218963","0.39255878662356"
"Ja","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","52","0.835937469001989","0.746592989562009","0.925281948441969"
"Ja","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Hauptschule","kein Migrationshintergrund","1551","","",""
"Ja","2011","Hauptschule","direkter Migrationshintergrund","353","0.387546454575877","0.35533931806208","0.419753591089673"
"Ja","2011","Hauptschule","indirekter Migrationshintergrund","122","","",""
"Ja","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","Realschule","kein Migrationshintergrund","2071","","",""
"Ja","2011","Realschule","direkter Migrationshintergrund","90","0.549708912143086","0.47469914738119","0.624718676904983"
"Ja","2011","Realschule","indirekter Migrationshintergrund","121","","",""
"Ja","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","(Fach-)Abitur","kein Migrationshintergrund","974","0.505572044832389","0.482941735519134","0.528202354145643"
"Ja","2011","(Fach-)Abitur","direkter Migrationshintergrund","183","","",""
"Ja","2011","(Fach-)Abitur","indirekter Migrationshintergrund","89","0.696041427621776","0.620387990928214","0.771694864315338"
"Ja","2011","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2011","AkademikerIn","kein Migrationshintergrund","1619","","",""
"Ja","2011","AkademikerIn","direkter Migrationshintergrund","190","","",""
"Ja","2011","AkademikerIn","indirekter Migrationshintergrund","73","0.742893485012759","0.660084775273162","0.825702194752355"
"Ja","2011","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(noch) kein Abschluss","kein Migrationshintergrund","143","","",""
"Nein","2011","(noch) kein Abschluss","direkter Migrationshintergrund","85","0.686576703078739","0.60744121337644","0.765712192781037"
"Nein","2011","(noch) kein Abschluss","indirekter Migrationshintergrund","14","","",""
"Nein","2011","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Hauptschule","kein Migrationshintergrund","4443","0.760193242468869","0.749384319232174","0.771002165705563"
"Nein","2011","Hauptschule","direkter Migrationshintergrund","526","0.612453545424123","0.580246408910327","0.64466068193792"
"Nein","2011","Hauptschule","indirekter Migrationshintergrund","85","0.400972182862012","0.33420800032926","0.467736365394763"
"Nein","2011","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","Realschule","kein Migrationshintergrund","3019","0.614679245069753","0.601309452302874","0.628049037836633"
"Nein","2011","Realschule","direkter Migrationshintergrund","79","0.450291087856913","0.375281323095017","0.52530085261881"
"Nein","2011","Realschule","indirekter Migrationshintergrund","66","0.408154823184399","0.337710855271568","0.47859879109723"
"Nein","2011","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2011","(Fach-)Abitur","kein Migrationshintergrund","901","0.494427955167611","0.471797645854357","0.517058264480866"
"Nein","2011","(Fach-)Abitur","direkter Migrationshintergrund","204","","",""
